participant_id,prp_t2_rt_slope,prp_t2_rt_slope_short,prp_t2_rt_slope_long,prp_t2_rt_lag1,prp_t2_rt_dfa_alpha
cEIs6U87xfbSL5eFTXDK77MmvNf1,-1.6287244650724781,1.0660176006614956,-1.8666432274851221,-0.0472206184400055,0.5333911432851612
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.1472898737363196,-0.10296930629297679,-1.7150266707645805,0.1332075740351613,0.7825450008164111
cec6NLR2ZLVVw6h0TEKSNIH11v02,-1.1757177581781113,-2.518876642939713,0.5345023751600437,0.15948730565172098,0.6778170379656375
cfoKz0AGhvYmW0DJmVKAZ01jh752,1.4678383759020657,1.2597195524904516,1.439180836811322,-0.053744336686351764,0.431373030048588
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.9107741962782007,0.7209372585131134,-0.040612786856961396,0.012276418805068879,0.5638718836704135
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.5849132954591335,-0.021032261605307006,-3.931468221210777,0.132821109671149,0.5829281787871945
e7NIVznoeNMC7bBejXnMVvFNPfx1,-1.5101638399267447,-1.310966144179929,0.5892146690120815,0.22284588658065005,0.634675723602362
fEL2NrgSd4MmDtLCAcMvCJQXTME2,-0.7954025800899244,0.8788390418964993,-0.37454164627584835,0.05799657525293332,0.5995249161706069
fEq0OghbLpfD1jigl1Mbz96aMbg2,-2.970056385587348,-4.233084247754884,-4.596975171210539,0.1647491621137948,0.6835439785124571
foaW7wtvY3XLNdguFUK7OvOefP93,1.259571936822793,2.8099318791354015,1.2527299129925773,-0.003152528066103428,0.5676061518430574
g2G9l3no7RbeRA9a1W3JnfegTnh2,1.9156909485159435,1.2760690260256897,1.954619714128116,0.12471768408490835,0.744088806278987
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,-0.9664189399152495,-3.8989782756686746,2.2012645338766257,0.12083131050168897,0.6930215120693374
h52Mz0cZjnOsmXT02EgU3JzzRKs2,-0.4569600298673779,-0.7263655046608166,0.897430966151223,0.28930567557034775,0.7420915177603767
h5RYP03wJuVN0xo7qAR8CKFxLaj1,-0.6378609498385686,-2.6058921576579794,2.5942138859792707,0.06506897329583802,0.7147875635042992
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,0.30393880343031643,-1.3763152376147454,3.0169634455842984,0.13861151198382513,0.5301632910137439
hrRr560eFBNwJ0CcUjCqtSD8TdP2,-1.505420140964159,-1.0012015929121998,-2.0180210178233575,0.18100889097272393,0.867507758595987
htPWXDgfuheOJbl6ihHore9XuDp2,-4.704904264524666,-5.2869253376390954,-2.6089442658332405,0.18241791698675,0.7253220998216784
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,-4.701503065081773,-4.602941999103291,-2.6940295594089276,-0.22403997248188157,0.46506286016454956
i1tBstVkNiVP0qro7TgGD08IGGa2,-1.546354412286071,-3.1267505366805373,-1.6056722449069505,0.024541210445825235,0.6296006949090142
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1.844972044015352,1.1621131897657746,1.3611725587003167,0.28374999365539083,0.7111961526660746
iWsc4pghIEWOQUZKuQJMfe516UI3,-2.9304732967628895,-2.1837026423767667,-1.842008726954153,-0.21409320713484584,0.5191145494231346
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,-2.4889846148815455,-2.576465569160433,-2.0329453028438986,-0.0011785078104190314,0.45824788638159775
iZX3U88SSqYAtT564nBPgHUBsei1,-1.5187331524541654,-2.5196791237459366,-0.6538279893134515,0.026706403180757503,0.5530280160828165
idP8RVfm74N86O0dszLXANIpjXv2,-1.0796264830868385,-1.5170677679426448,-2.391960640307794,0.05030958191569956,0.3833037427945826
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,-0.22091143340067287,-1.0621270652455994,3.7167121508789878,0.013171923899712685,0.6491246109739736
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,-2.451962199171185,-2.993151848076936,-0.6243381351975482,0.13855921456129497,0.7549502814282164
jzdk8E3tVXTXIozlfK5oeEb7wWp2,-2.6829513014225843,-2.52508626239359,-0.08508655151216017,0.09938214085813597,0.5384299264557755
kI0YdycDU0X5hcoEPjEON3Ionyd2,-2.8447001656429136,-3.9168013152787675,-1.0312636844016527,0.17231884044691168,0.7872076967205335
kR2rCtaPyPaj7YMizKUDn5xL2qx1,2.125804422767734,2.1723782430920977,1.4478778882159034,-0.058771919429695146,0.4408828474840943
kgSRatooJJfDaMZ2yIURqb8aJuE3,-1.2842308493669088,0.31172178991906424,0.6263048279780083,-0.011910942815764484,0.4523966925903136
lHDkoPQu5reNCO45npeYSS9eLQl1,-0.5337476309427974,-0.43970938745512367,-1.0371712788592728,0.20981530624614672,0.8996108943133471
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,3.272678823849846,3.771238844593057,2.2173529371438563,0.11610892903543615,0.7973277204778974
lpzDdvuMkKWkPxu6xeclmdctEp42,-0.4606376610041416,1.0633036866965888,0.9010374596922135,0.006410647028705432,0.5713935220497393
m69r9GQTk2b51mvxrFLt4fZeJi52,-0.3960773764003099,-2.83397605033533,-0.724874457869005,0.16265869805066113,0.6777146979157858
mUZzgdWKnPb2txOkJg9FHgqX5792,0.1349198910715738,1.2457389342800675,-0.23378419596486452,0.015816336917065372,0.6251378400526585
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,1.8274773371818767,1.6537245426142841,2.102341940776055,-0.09365944486163423,0.43216839514543487
mweMgSlGM2VxThhwnupYxYzUbR23,0.0703800441252443,0.6679447946612158,-0.848955271311737,0.15658398206872162,0.7889427215903801
mwsliuPsLFhRFjtjQwYkqcCRDvi2,-4.981847745753302,-6.522588475735305,-5.948606377218565,-0.16550541317843137,0.5951233824106517
nHy6rdfyacWW9BnyDb1dNvNYWfh1,1.7163444834182306,1.9556766375009198,-0.71481769059842,0.15691872449449126,0.6356205855475862
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1.8274897945946291,-0.29890338710604136,0.4262482871088133,-0.036645471958686816,0.5899722124438257
o4jXmZcjtMVF2ZInToRpVHUhpdV2,3.451567143941536,3.992471099099985,4.7122599932884714,0.022659496594916322,0.533621816476114
ohl9pXqpeSMfepC3w9h0tW5SbJw1,-0.22032657619880572,0.0628481640669347,-0.47006114372535157,0.12222198569595244,0.6748660659633279
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,-3.7718710815734733,-5.564876884446877,-5.0714939277996,0.08035640212895268,0.6379181106494604
pRQimOpZtsekBI2I1kbnD3pycmo1,-0.9353446907633888,-1.617298513955462,-0.13000843007688198,0.19727603195629925,0.6089198593240355
pcbRW89vVJcviD87V3uxyG4I9st2,-0.5012367419999599,-0.794831104460444,-1.6441361533811714,0.0528927561191469,0.6902871306692377
q0Atnpm0jZS5swcVmq0EMalQUKw1,-2.4535837450148033,-2.2643017039979556,-0.7332368958473896,0.09429219004089343,0.6184089248922249
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,0.4228126385062505,-0.09666136016780823,0.7059818984387691,0.10665037741643603,0.5715619477132907
qnR5PLX1v3fPi6SwTJMwGcadwyD3,1.5802195746130787,0.37699083156002805,-1.29844712034599,0.13930105509735405,0.6646135291027843
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,1.1410924317090494,-1.1377105176346767,2.4610079495617097,0.034607835830120184,0.7074841274529128
rFV2EUbp64f5ORSh7DqwmCQmeqT2,-7.831933225430854,-10.728167861641143,-2.5024709357950106,-0.03395190658880955,0.5430583146758452
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.9416443473652628,-0.6223251711271957,4.066837193247883,-0.04517224482037667,0.425831638307183
rUuJv5gl7dWVo7UPQWMx4bohxhK2,-5.482462979846568,1.2925883450938547,-3.4818825476914594,-0.05037738292257989,0.546818160364438
roaf78tUWxWSEjAUcUu8O7mrQbl1,-0.6306073068046905,2.946362730706633,-5.005666577374716,0.3023729352799649,0.7974345649227245
s5gTyWKzfkdHXNT3qicwPmdONYv1,-0.2688017897281584,1.1120401141765979,-0.792867623081706,0.07104642670128429,0.7019126459020654
sqfXvh6GJLaYAqr3RvHrixP8IOx1,-0.6224882903445108,0.015502218814051711,-1.610631270966779,-0.09787602402880476,0.3712250001518648
ssPK6ISW0HerTGke9hznqJ2LpKu1,-0.8187919805280306,-2.329897301166616,-0.939653326433607,-0.03945408044044104,0.520468208829111
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.7528215267859392,2.599904505561472,-0.05930993111321783,-0.017899737564254135,0.5852826374742847
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,-4.28865129547456,-4.428770869214754,-4.353689853523099,0.10458198012675092,0.6792920176405473
tv88wS5Nf6SjruozSmXJxQSmx6J3,3.052161096649164,3.86747744366575,0.5869030214283298,0.061905242415917966,0.5301810586854161
u64Uf920g5VD9Byq26LT2rs5o4t1,-3.2127824847390136,-2.963868575305344,-2.3939125271500536,-0.13247131050334013,0.5258949630751308
