participant_id,prp_t2_rt_slope,prp_t2_rt_slope_short,prp_t2_rt_slope_long,prp_t2_rt_lag1,prp_t2_rt_dfa_alpha
06qcrpGKL6Vc3LVplFQC90VAcRm1,-0.09631236078526101,-0.0029236323370062734,0.17655895159856533,0.08679159582727043,0.6292820828684125
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,0.8313889974611982,1.8672803808320584,1.0107836131765593,0.1317278744416372,0.5774677018372129
0d841i8KPjdjwCYfDuUUXj0SEjH2,-0.12170214395079226,-2.913032515344737,-0.4997660099245068,0.06016935666101154,0.7901966380217822
0oa5NYVnIBS9NmrmRAZrahXDctP2,-1.1545903824819626,-0.255661446554176,-0.07663027266267622,0.2133131685415987,0.6825129239158407
146QT9LupyU2BAiTsB3PMIpVXM22,-2.968031070506516,-5.349739426787963,-0.8542917795384082,0.17967050525109707,0.5779175960371467
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,-1.8849020155741194,-0.8548708267720445,-2.6092754216103446,0.18447316061274344,0.6966325184221734
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,-6.844456559463509,-8.214081862784274,-2.90366681821174,0.0007328473142432077,0.5236278456394718
1fbLQPCcysVlSKup96K4yI5NX6G3,-3.6132614100680436,-4.759419226037542,-3.2721080390888364,0.16660307059123305,0.973803058705917
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,3.009311947556118,3.0295339286189527,-1.8707531805569984,0.06312830158570326,0.5730439058925891
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,-0.9050131859121247,-0.9214554032690345,-3.0209628796125845,-0.0019390411039462837,0.576327768823337
23hG7h2ByUZDbmOMTDtp0HT0xRb2,-5.444775850291961,-4.630306285361719,-5.675597717654026,0.37201341058879084,0.7994068860918061
28nQWMwCaSNFBEXlicY3eHqpwKU2,3.296896225086043,2.368127144098894,1.8723574242116336,0.1251861279877702,0.6596820592938739
2FHuv7L9nWPdbIiWHRIuXtcoyw83,-2.439231448730392,-0.42064412562416753,-5.192080434880526,0.08529919220679585,0.5541588463016104
2h5FgHUEvBS1twD5DqbTIRrMm1f2,-2.2878808185289348,-3.3741663946386073,-2.3496745661493814,-0.09003586244969664,0.7192283377357679
2zDXvJKvjeejeOSNbtDbtSI5cdz1,0.8406342064508914,0.29232833211916953,1.3768421306889238,0.13331854761179016,0.6439415211663854
3FSnTCSiUodLp5u3bE0xaUjLk0b2,-3.0227199681721513,-2.464314066008918,-0.9790802800635661,0.021916995188143714,0.65662348796772
3WijiOiVCoMbn80F05SPYsxl0TC2,-0.38586514237004443,-0.48184797591399664,0.33905035591766636,0.09045751566367602,0.5520202891102963
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,1.6359931808470038,2.7586442548190973,0.6893057727948593,0.04028207960423058,0.6883122175601334
3xCaqfcHxRQxuOlEzXz3PNcHODH2,-2.3383124345148176,-4.101649353662824,-1.3360932948086128,0.21611240022180758,0.7289384848520355
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,-0.8549574609360625,-1.8234939923821494,1.4653655820856504,-0.03238451891671929,0.6169820090054936
50R0P1MIMvRvK1qpqfGROchII6R2,-4.8599554074882025,-5.888404716928502,-2.865296599533014,0.258818417290778,0.7930215774297534
5OOi73igsahMZ5IVKQwwyhnj4Cn2,-5.015963261336818,-5.043623862573948,-4.571386564457092,0.10584128161233311,0.6043680878164847
5Z68AKm9rIeeB2lVu3nJO7U31wk1,-4.405713439104581,-3.055338427619054,-1.3232952356505772,0.04744748069255271,0.6494694187739868
5rXSa3anB5ejmFrnwUsTB82byup1,-3.4632569078877244,-2.147079941251789,-4.331852106208346,0.22803505132258667,0.6890580453631422
5zxa5CMLGQSSonWOXqXf0QNS3PH3,-2.790556731818988,-4.172468461143667,-3.1232093280124005,0.030727130360156216,0.7523323115589363
62fAfeQc27bZelkPX7G54T3gvci2,-0.5723945057332334,0.9182631447152404,-1.0412262733469808,0.19852009437565687,0.6103395549089261
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.27099996465573545,-0.6267325418957215,-0.16697087181848264,-0.014933925370688517,0.583408385936319
6OwhwWQDThSPHTVAeXugohrYuje2,-4.719784886817147,-6.6626350600718265,-6.524870670836477,0.07599504574588434,0.8044926485147424
6WFCyGwk71XLPBmbe4Vav3eotVm1,-0.17303792947971094,0.19706615851195847,-0.4394638009449847,0.2931334911619887,0.7272954492594204
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,-1.240326516490482,-2.121481534313229,-1.572728500762112,-0.02211461377943372,0.6185356282289041
80UJMJbCOMgs6YVpsMgXfYTzw6o2,-2.6035291323828407,-3.6790492638801866,-0.46751583322523327,0.33810549664616335,0.8077556403088204
87w5Le0CgZhSfYAaOH3Xd2fc98l1,-1.8089457794090857,-0.5745998657156974,-1.3642739288467582,-0.0843030280095912,0.525645232565045
8bwaafIhKVMNBoHaXFcY8HirS9u2,-0.6401556541563922,-1.0362701930386526,-0.9620184999570938,-0.017675812214444413,0.5597000163422372
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,-1.7515760934832925,-2.996225029916679,-3.765469914565922,0.05725650570126917,0.734910660280955
9NTZ091xWyOO8DgzyTGY0O3i8IR2,0.08817798605390144,-0.03769255140696482,-0.11168660471069994,0.006029447894984227,0.6286010185321306
9Xz1RIwnPXgyRqmucudW9VeuDnq1,-0.9884081349751438,-3.577238073672162,1.476746555503557,-0.04066746021234219,0.5743573731113031
9g0uWFg7uhR46Q0VoG6MzqHOUL12,2.380012256925958,-1.7229400137392583,1.1013754809339928,0.11705484332268139,0.8003333424172451
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,-3.534928078225878,-2.0776242696245006,-2.973893173777211,0.14665284046436572,0.7617497283338933
ASGvwW80q7VY7xFaLGZhVuErUQu2,-3.784146270922547,-0.5095086114695125,-1.3869544968918273,0.0254359441536784,0.4694379084039364
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,-4.667233646045005,-5.962233837721829,-2.936897933658888,0.03277377305829966,0.6359271155643899
AsXBOflrszVNKoFqbN61bMJqS0k2,-0.3411790549802238,2.3951836381854172,-1.3932304845225012,0.15576651460881952,0.5944768216027321
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.22608506863600028,4.368181910442756,1.329901313251182,0.13307608252615633,0.57960650674092
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,-0.3661402630135656,0.09765106788475528,-1.405165154266884,0.011096724610780767,0.6781316516613561
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,-0.35721415840084103,-0.1677611458915746,-1.1416856207029569,0.12083939360475926,0.6414448900937
CDEoAyvS8feXLKMKsaZah9agEhF3,-4.794514816304701,-2.513067002275355,-2.195797653008663,0.023348908494891615,0.5567885831719801
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,-2.2398045003120273,-3.379812976892548,0.3930659265598323,0.23269447963227993,0.7764712336666587
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,-1.3858568916454168,-2.893403417355403,1.3430476399402898,-0.10230506697374275,0.49659036060529294
CUNlBEszJVRGK1jWlTaOaCqpDg53,-6.466373511021076,-5.580857009087498,-4.805448589815714,-0.03953995953723265,0.5343940119752099
Cbkx2NHyF3NrebzXGqNgSfiWent1,-0.9971338287411423,-1.130889539186217,-0.32607948998266867,-0.05429908989474714,0.5323892913059424
Co587hoelyeANqFX7AYvuVQW0lZ2,-0.10911482717070062,0.3720772459715353,0.32852663089359235,-0.017852446723827624,0.5298824604813598
CtJe4bZZnYUBNrcPk00d3YQFSGp2,-0.2550135692782455,-1.0968573261108332,-0.15810926216191756,0.06892282944741038,0.5753061629123049
DAKDKPH698P12JfTbbjemLI6PIH2,-2.106449058954105,-0.7149323356387703,-1.3754514903059996,0.01994631304307308,0.659379900931629
DPvStUYSmohmXwFwaKRqHv89R3k1,-1.4201180889975686,-0.9883793109869071,-0.7740524470891402,0.14757226520883998,0.7122433559857594
DaRehVxIOhXtEtUExdgvUl0mKcx2,-1.2274055342581687,1.7936262859484695,-6.514018359236711,0.10410429034721014,0.672494665701639
DxSidjznjVSNDJuDqqGgxpMEGtw1,-5.740531248987289,-6.097492759728252,-3.884808362450028,-0.0685063829588723,0.6219200038965859
DzB19GqCB7fyrlEPexogWkjFzEx2,-8.334058189075417,-4.280269753719516,-5.854447677207644,0.12808467497033518,0.5337110051771552
EEodWwGh0wWq5f8JmzfKvq0lyeu1,2.4885309521769443,1.6369229169557205,3.57915625339523,0.06925120975693078,0.4838245684531718
EUhcW9kURScie1DwGPHqmNqotJB2,1.2028123845091068,2.3007568005099848,-3.284769962076405,0.28038489240485115,0.8383149296594413
EmfmKFDgWJdW47a6CNTNjnbYaPh2,-2.732164153246323,-3.9134629231728373,-1.963494123793001,0.18469353321261,0.7864131255084515
EoToosG69XMp4LTYdB6sB9WTrv22,-1.4347388709151971,-4.228610684775307,-0.13074373984723087,0.006136750339695508,0.6914116307419454
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.7661184607913489,1.1334912762472285,0.06280794753925714,0.2040255465243479,0.6500059037409687
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.4452519289827387,0.3931278165667309,-0.9601476888552599,0.29416603135702774,0.6525449627762724
GDZGRW51kbWtAdUIHCtEd8sAtqY2,-3.1097950477506777,-4.680678302366097,-2.192462764339785,0.10589464498737303,0.6475238267695919
GE4hogtdLdTFbNasENgtm6SO3hC3,-0.18881650670373143,1.256725452217032,-1.3473016093723873,-0.047050614507978095,0.5088904650675283
GEwkBw3YHaNp3TCh9YS9PKVfavz1,-2.5550672226022777,-2.9854699770620163,-2.5780821319293885,0.08744829884749244,0.6648992336616772
HSggdq91WiQp16bOj7V3dABkcgk2,-4.562556427580601,-5.562308115499084,-3.329013686222987,-0.034059824796042484,0.6318875535177225
HbydnnT1hUP3WagAy2TJAc6GqVs2,-2.70069738186772,-1.9946654517550664,-3.390688626824205,-0.029102642781369394,0.6283029516102332
HyQM2xKwwuVfqidmRYF6TiRk90C2,-0.7737754748459024,-0.01286278927200852,1.6714642788914749,0.17987401946006207,0.6215650678399706
IaTJhUGICmO9xcL3605RW8QHneN2,-4.944196294556607,-5.017346101278299,-3.892585986587987,0.05042781968466722,0.5441250051499302
JOBWLirr6KYf3GXJ3jPFKmd48S93,-0.1116608002728298,-0.5355274963254358,-0.34097397922753764,0.1688643141642141,0.6452112847599081
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,1.6857712654730126,-0.027513743538034485,-0.25402873187665126,-0.01423020123722994,0.6236014852268472
JvrZiMHtAfP6gvQtlevYWafKy0z2,-0.8213275208060249,-0.7518199992693765,0.11254163411585272,0.15616584411609843,0.5879336358156573
K26uNuY0VNPjJNF26wEx3bFg0kr2,-1.4942713000924115,-1.0779263115454227,0.20096657581041044,0.13609739126758855,0.6870756979525581
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,-1.430843656472432,-1.3005667647557086,-0.5791438842640255,0.0025939322499932485,0.5662856645004244
KtKj6zUKc5Oogd2itg2jdwkchnf2,-0.5114910359129118,-2.13037817520584,0.8752198698530222,-0.04668438876025634,0.627368144668653
LSLmd8jENtONZFVkIpRDX665Bu73,0.32261960471018775,-2.3322357746035993,1.9419900263365533,-0.05764157523594104,0.5356913159886696
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.06795867331895865,1.3121561822165944,-0.3180953362343043,-0.18491963329101752,0.617717578936802
LliUMEIsrCVZ88YFQfevan2Og4z1,-3.353645939318489,-3.29567465816709,-1.5835798003215216,0.0499864608166583,0.5747825055096203
M4Km1Q2P2oPliChDQkwl6k20FUI3,-3.2201871705925087,-4.293587535714523,-3.688935592933704,0.07206450363719538,0.7820542287498233
O61Eik2zvrSQLMNpFbTNEgjWwMr2,3.999110514249072,2.914923966220565,1.3251805532237588,0.007725827518214129,0.6579212139126134
OExlWyngGfPrScDYjaRcv5PIAet1,0.16329955797927487,-4.607318100741656,0.8836820612440546,0.18527248102400465,0.5885451056377925
ORvIk1xRWIQmKuLVe6GXNouvAXx2,1.718904091378634,1.0999586830251797,-1.3932264936086418,0.09561217622499571,0.6474025798310469
P8mTl71XaYNvFMTCvlKpzzUdc9W2,-1.2937511125883099,-2.078025018911577,-4.129269359680014,0.04281247827364297,0.6550234157512248
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,-4.0242580060558835,-2.42663578606926,-1.9573089223021805,0.24676028973213837,0.7789374762043738
PLreonkqaMeFc0UqxKUelH44UQu1,-0.9695935873668488,-1.841967055169204,0.9975429233353227,0.09063007958324018,0.6809909273656614
PkpTH7pWpEOG9A86xSloOSozwTk2,-6.006583522655235,-4.757227586867427,-6.7881516104839585,0.2657816706621736,0.9230131594571288
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,-0.24076929519153067,-3.0330970470602483,0.25485508028012777,-0.031797127790049715,0.592809807404315
QbOEVCaZLUMOgltUdXm58oZOALv2,-2.520928788792567,-1.8056721222003729,-2.558099841046713,0.03366096141142282,0.5527229395304057
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1.466833723411845,0.3329623293067623,6.875954558569926,0.19296732980116213,0.6998648423888346
QreA2rLiUhV3YHeMfuHMPdGbpJ53,1.3738545893760588,1.4433405584720764,0.5307368206847429,-0.019808404962764453,0.5058593884726804
Rc706mP0TSeIoIpMYH1SpRXjOxA2,-1.0176253972555236,-1.189720443198529,1.723852234890287,0.18828940176386946,0.6547776404778282
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,-1.5312466142500292,-4.170320437231402,1.3971485460003739,-0.08270742633567228,0.49137776775612807
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.9378501420629186,-1.1092909273229772,-3.645769406228756,-0.029057336127457093,0.6098412673620939
SOhR7IO689NQCPQu56SjATO8FR92,1.820505645243181,1.9188815314158445,1.5119277547113468,-0.08732743071830111,0.4903783262212205
SPCT9D90pRa1ihXS5jEw6vCmquI3,-2.1332961052355945,-2.759269366980008,0.5690868236036325,0.04321789870111818,0.6133260439118351
SpSfX0ZcfcPLdlOENlfdfvEPwru2,-1.7933410542945583,-1.0298162606381247,-0.027920098937613103,-0.033696393329706545,0.547776241458233
SvtOrPatsnWjicxtyndEzSdO5Wp1,-3.0774146750158784,-2.939244322837364,-2.1897703305422263,0.02078395409398925,0.6747550847966395
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,-3.7426081005086163,-3.3872490907862765,0.8930892121728116,0.03176674146040805,0.6362483460443563
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,-0.061264611041263295,0.5451739130277374,-0.4691564740406304,0.02792147531336782,0.6313579850630083
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.5028947387517406,1.0710357239696309,-0.15506749206538145,0.00696206753781649,0.549540730959684
UbqFccqQZZgcqJIqCn3ErH9zQdM2,-3.5908272151402882,-5.3533227359325934,-0.535782835207019,0.10574346413386039,0.6639160117662535
UbwuSMtBsHdW3Ji41opk3GInMqi2,-1.2151474073934503,1.9720116225522417,-1.3754365114720524,-0.0686420996230683,0.5367740590083807
UmgPh1pF5GgcJ0YH7ANm2c0UQOP2,2.957759799410511,2.488548067784567,1.976938560815134,-0.0009806760748493357,0.6826716282068469
VwTymW8T68MfpnJvZ2X97ILqDWS2,2.308451211413328,7.600277093353961,0.5336077271915561,0.17881089724981986,0.541217814037765
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,-3.148807271717254,-5.953423978521505,-1.3211921382752725,0.08729967013102571,0.6224213058148207
WbOfW9KmUkPQK8o5hlHJnJFdpp92,-1.6692560441241449,-2.698705007603659,-1.5289456542538238,0.07123953378272459,0.5525277642497749
WcTsIpSoEhYeIBSNjAbbdaNSBya2,-2.7593928267304975,-4.289902765970941,-0.30520969261106956,-0.04433764444258508,0.47835057417850485
WeHQDy9BWldTlaQDVVlsJNCqwxA2,1.1023560712513152,0.14001961957550663,-0.10834610118645506,-0.07818469543090895,0.4907364392493788
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,-4.323789152227118,-4.482481727966244,-2.802450884111276,0.07227338237088461,0.6788706496293694
WnC6Uscb5VMIr43GASKiUCO3AYH2,-0.36845900204608467,-0.8099307364983881,-2.5844723630341955,0.035206191750197464,0.5506903827774229
WqoZv41KTtTCuPKBPyClregrKAi1,-3.385543189628728,-4.781186354378938,-1.0378864336553781,0.07390389801126587,0.5139255258974882
XbHvBButpZS4bapbJXJLAYcHnn12,-4.743068961366034,-4.330168217936156,-6.833894094250723,-0.09637862678901646,0.6011969161019999
XehZHBpwr5MYzUXkj0FAYCsFG922,-2.311097866513889,-3.4549275716806003,-1.45441057583686,0.005797581320087416,0.6142072572902965
YEU5ox3jteVINfdSTg5ymqYcS9o2,-2.456658461284674,-3.7787549259876463,-0.9713601436660096,-0.1276011818499434,0.6038554630156877
Yco8O7tmHlbsUBfKW2ywcZByGO32,-3.6288399571788306,-6.538740536122371,-1.805493725722871,0.1367587826273559,0.6043153335999176
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,-0.8347033355731551,1.5843961260723567,-0.9112285406470993,0.06770794000493009,0.6091167759717522
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,-0.9217883758744897,-1.9805657791895306,-1.1313993233357906,0.09306413609153384,0.5882154489888394
aM2995jJmJWvr6cneaGH58HauIg2,-0.46575042620632207,-0.42676225229571974,-1.7093299318652142,-0.12297174404496052,0.6049063822383444
afdTz6deeYWf1qKNdUpKAYKN3hz1,-1.4409899467557667,-5.194634828894988,2.33595212482454,0.07701973577198051,0.6800777914950128
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.05802267808805094,-0.9882995010677446,-0.6020620074587729,-0.03450211223277069,0.5099130950254213
asKxydfXDkZAk89VaD4hwVovkzJ3,-1.7065368621392591,-3.4714179104389276,-1.6596272854374305,0.18947810345166158,0.6333758233955604
azdL1gX79EVd9iepyCAVQrqIaQF3,-1.152957507153319,-0.7283047530766725,0.8618910204031986,0.13250109377879482,0.5487974654785619
bXpFswkI7TfIfL6G4FqWrbaxTGx2,-2.7145654017487577,-3.2346587266168907,-3.132616939364079,0.11901661261404684,0.6154139359103049
biQ16yPcCKSkJQhSxUKcDc8gm8I2,-1.5193817579445488,-2.55474318119247,-2.085830302513289,0.0719906123308738,0.6229211475051211
c0hRe9PCPPZs3HWFqhIQargNlp52,-4.625493767389476,-3.055912480595345,-3.2813647342330903,-0.037146769434859395,0.5725773543323088
c8BtRUVPPPZHjyhX2rn702NoUld2,-9.388121453135719,-11.470365432982028,-3.0063301564775147,0.32840236401914463,0.732162641493541
cC0BEsQjfrcuCyoaOas9zJT0MNs2,-2.8496388506156136,-3.0675084040598337,-3.1564939796196487,-0.04877823731922844,0.5570092937388299
