participant_id,prp_exg_short_mu,prp_exg_short_sigma,prp_exg_short_tau,prp_exg_correct_short_mu,prp_exg_correct_short_sigma,prp_exg_correct_short_tau,prp_exg_long_mu,prp_exg_long_sigma,prp_exg_long_tau,prp_exg_correct_long_mu,prp_exg_correct_long_sigma,prp_exg_correct_long_tau,prp_exg_overall_mu,prp_exg_overall_sigma,prp_exg_overall_tau,prp_exg_correct_overall_mu,prp_exg_correct_overall_sigma,prp_exg_correct_overall_tau,prp_exg_mu_bottleneck,prp_exg_sigma_bottleneck,prp_exg_tau_bottleneck,prp_exg_correct_mu_bottleneck,prp_exg_correct_sigma_bottleneck,prp_exg_correct_tau_bottleneck,prp_exg_tau_ratio_short_long,prp_exg_correct_tau_ratio_short_long,prp_exg_soa_50_mu,prp_exg_soa_50_sigma,prp_exg_soa_50_tau,prp_exg_correct_soa_50_mu,prp_exg_correct_soa_50_sigma,prp_exg_correct_soa_50_tau,prp_exg_soa_150_mu,prp_exg_soa_150_sigma,prp_exg_soa_150_tau,prp_exg_correct_soa_150_mu,prp_exg_correct_soa_150_sigma,prp_exg_correct_soa_150_tau,prp_exg_soa_300_mu,prp_exg_soa_300_sigma,prp_exg_soa_300_tau,prp_exg_correct_soa_300_mu,prp_exg_correct_soa_300_sigma,prp_exg_correct_soa_300_tau,prp_exg_soa_600_mu,prp_exg_soa_600_sigma,prp_exg_soa_600_tau,prp_exg_correct_soa_600_mu,prp_exg_correct_soa_600_sigma,prp_exg_correct_soa_600_tau,prp_exg_soa_1200_mu,prp_exg_soa_1200_sigma,prp_exg_soa_1200_tau,prp_exg_correct_soa_1200_mu,prp_exg_correct_soa_1200_sigma,prp_exg_correct_soa_1200_tau,prp_slow_prob_baseline,prp_slow_prob_post_error,prp_slow_prob_post_error_delta,prp_slow_prob_stable,prp_slow_prob_stable_delta,prp_cb_base,prp_cb_bottleneck,prp_cb_r_squared,prp_cb_rmse,prp_cb_slope,prp_cb_n_trials,prp_cb_n_soa_levels,prp_bottleneck_auc,prp_bottleneck_slope_short,prp_bottleneck_slope_long,prp_rt2_asymptote_long_soa,prp_bottleneck_curvature,prp_cb_aic,prp_cb_bic,prp_cs_base,prp_cs_amplitude,prp_cs_tau,prp_cs_r_squared,prp_cs_rmse,prp_cs_aic,prp_cs_bic,prp_mix_cb_weight,prp_mix_r_squared,prp_mix_rmse,prp_mix_aic,prp_mix_bic
06qcrpGKL6Vc3LVplFQC90VAcRm1,719.3129327014602,129.6130702998853,89.79505489452296,719.3129327014602,129.6130702998853,89.79505489452296,455.6750673841328,78.01653363392846,20.08048360369404,455.6750673841328,78.01653363392846,20.08048360369404,401.3872014438898,60.2830692644868,241.6263260084276,399.98111889573823,58.99853208277939,241.17393892861347,263.63786531732745,51.59653666595683,69.71457129082893,263.63786531732745,51.59653666595683,69.71457129082893,4.471757586455941,4.471757586455941,812.3570641203279,151.7106293107154,45.82534685560461,812.3570641203279,151.7106293107154,45.82534685560461,698.3464011892296,123.34856251846529,63.73052606863835,698.3464011892296,123.34856251846529,63.73052606863835,517.1398472633448,112.42265589038986,122.99057144978823,506.69692115953615,104.88634424825494,123.75723388412712,359.7079987321247,22.85340647783681,128.1917860071322,359.7079987321247,22.85340647783681,128.1917860071322,455.6750673841328,78.01653363392846,20.08048360369404,455.6750673841328,78.01653363392846,20.08048360369404,0.7269459146074558,0.999940912268331,0.2729949976608752,0.7294586189843898,0.0025127043769339,479.0415551603215,440.14636133769903,0.99378207925546,11.828147003152653,-0.8675368039637751,119,5,644478.8179346218,-0.8675368039637751,-0.1594394841269842,475.7541666664183,0.0005741288433085,28.70482030316165,27.923696128029853,452.9185521310902,492.6751384894495,293.0298747520225,0.9872778377776386,16.91899596615712,34.2843701235575,33.1126838608598,0.660487667540326,0.9961178816759878,9.346058744956697,34.34954729830564,32.00617477291024
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,537.4916403596056,28.936482075254222,336.8898888316686,535.893797130926,27.873451714444,338.58255172458644,332.6256316092116,10.0,89.13332333375092,334.03316474860173,10.0,71.21869076577782,333.7416652983316,10.0,327.86798267835906,333.33024439348605,10.0,328.5838687128128,204.86600875039403,18.936482075254222,247.75656549791768,201.8606323823243,17.873451714444,267.36386095880863,3.779617725799561,4.75412490855958,542.1150266756358,10.0,382.72913954428975,541.6677060348138,10.0,385.597461491912,533.3297958087106,33.82908894372938,290.5702234913395,533.3297958087106,33.82908894372938,290.5702234913395,414.7810977968811,29.661090086123217,251.63981269838945,411.1590049707694,30.8797789412636,274.1806756418646,349.2315507097102,18.381754700129367,121.93522677504792,349.2315507097102,18.381754700129367,121.93522677504792,332.6256316092116,10.0,89.13332333375092,334.03316474860173,10.0,71.21869076577782,0.2150755411164293,0.6122371613166734,0.397161620200244,0.1769924820282889,-0.0380830590881404,444.0970555799681,526.9705924634915,0.9932667712351168,15.972337626382409,-1.034929824561342,120,5,637726.3541666759,-1.034929824561342,-0.2447757936508136,421.7583333333362,0.0006541937023228,31.7085832761908,30.927459101059,387.5451600285815,638.141374339136,347.705395781834,0.9899670756117284,19.497124567110344,35.70266996599781,34.53098370330012,0.5567566556759647,0.9989777629996934,6.223469922225983,30.28327616511727,27.939903639721877
0d841i8KPjdjwCYfDuUUXj0SEjH2,597.8326474362099,42.9151572064368,486.0287635218672,592.4970924243266,40.102847153303465,502.58220575179257,312.0786940382228,24.67718618641548,209.09072036556756,320.6843686957025,32.580069074064404,208.5453819358645,393.14256973465336,83.21835444067334,535.5902490986454,393.41038859984303,78.946347736865,539.5210249501848,285.75395339798706,18.237971020021323,276.9380431562997,271.8127237286241,7.52277807923906,294.0368238159281,2.3244874888379075,2.409941668746016,660.0560597756445,93.7289401871896,569.2271845304073,684.3594396319347,112.09240573920384,567.382217582889,587.5100542950361,10.0,350.9782113089366,587.032659500531,10.0,351.2686124154865,675.4517397410534,197.42858310693936,427.81710607009205,675.4517397410534,197.42858310693936,427.81710607009205,381.6552599425071,10.0,469.76814332011566,381.33597368638215,10.0,448.8369109909796,312.0786940382228,24.67718618641548,209.09072036556756,320.6843686957025,32.580069074064404,208.5453819358645,0.494734856638216,0.8442659148574111,0.349531058219195,0.4357515545677593,-0.0589833020704567,521.1624995746513,769.5139448976231,0.7285004525964222,126.1300610404496,-0.3774210522049347,120,5,966515.7292187214,-0.3774210522049347,-0.6330486112170746,521.1624999841055,-3.171453222970816e-05,52.373136050476845,51.59201187534504,200.00000000001657,1020.3810417026086,1180.672215868464,0.8480530153018516,94.35829699626112,51.47099206435331,50.29930580165561,0.0,0.8480530153018516,94.35829699626112,57.47099206435331,55.12761953895792
0oa5NYVnIBS9NmrmRAZrahXDctP2,415.0270708272255,10.0,431.8938255154008,413.97477902813887,10.0,436.0281256393585,410.5784885784353,73.43789147337891,99.54495985540608,410.5784885784353,73.43789147337891,99.54495985540608,368.0383152601681,60.2094678261462,319.869046116348,369.644267312295,60.36126170078283,308.1738405043868,4.44858224879016,-63.43789147337891,332.34886565999466,3.3962904497035424,-63.43789147337891,336.4831657839524,4.338680995429077,4.3802129838889945,524.7864508444919,84.73116833900274,384.79845390559103,518.1899457807658,86.43441462345102,400.4696537147604,413.8817987264424,10.0,370.3984438868056,412.8459089670732,10.0,365.2794280317775,360.5593454237306,55.59282597501641,372.6308009903885,364.720782997197,57.2553229552949,335.2890882219013,346.87030199645915,47.15438179279702,155.40662987205152,352.37648551158884,49.54345847437212,156.33132667067335,410.5784885784353,73.43789147337891,99.54495985540608,410.5784885784353,73.43789147337891,99.54495985540608,0.2921601297970719,0.5147772716880412,0.2226171418909693,0.2287002882712606,-0.0634598415258112,507.32538642264416,465.1956364724862,0.957746667039438,32.701390293388386,-0.6766622806997277,120,5,687544.0624998882,-0.6766622806997277,-0.2105902777791083,510.1249999993791,0.0005840315156732,38.87417593616784,38.09305176103604,474.4022792286757,510.27533215946727,331.74246860474176,0.9482018543147944,36.20702462683839,41.89253150471518,40.72084524201748,0.665608287413135,0.960968969931036,31.429736316763226,46.47754461234456,44.13417208694917
146QT9LupyU2BAiTsB3PMIpVXM22,508.8118355317701,70.21607182507562,491.48270886352753,515.2427699566122,77.73712768155626,469.9908712468185,350.0978441506862,79.51930459637309,176.35366908444453,288.90958691285977,10.0,227.72804251098185,362.238109373837,63.40301519497187,416.3926851894835,366.3490876467161,67.43177886961489,411.1610276387886,158.71399138108387,-9.303232771297472,315.129039779083,226.3331830437524,67.73712768155626,242.26282873583665,2.7869151314804106,2.0638251928247,639.0094967374092,221.5096538272425,433.8900800442752,670.8258221240128,239.63906726109573,360.4194492856447,499.5775212957272,10.0,424.9015188159202,538.5124647541595,50.10601201955974,398.62341863248537,415.7567132157874,69.93526969877746,256.28102114260145,410.5407121318077,69.74262411968594,266.7098510583374,364.54219095567856,10.0,330.6873182626224,364.9695388870013,10.0,358.22711093025737,350.0978441506862,79.51930459637309,176.35366908444453,288.90958691285977,10.0,227.72804251098185,0.4257197987071354,0.9942592824407176,0.568539483733582,0.3534065270428596,-0.0723132716642758,551.7534918700867,490.0575649580516,0.8221830378505814,82.1597433550644,-1.6097319794003802,117,5,791232.853260855,-1.6097319794003802,-0.1788524844718286,526.4500000004967,0.0005428033728737,48.08665441894202,47.30553024381022,563.2414298415141,633.5256616007408,234.4703167498633,0.9271429617101968,52.59061350050563,45.62537653258739,44.45369026988969,0.0,0.9271429617101968,52.59061350050563,51.62537653258739,49.28200400719199
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,819.4679592232676,166.92037977290968,198.5757438485105,807.1483520057285,159.44257395991178,195.89125533161004,278.30777061877023,10.0,313.5654760620675,278.30777061877023,10.0,313.5654760620675,554.4817903380633,191.7869532808347,287.7934601853764,550.2686407570457,184.3419317255453,286.750564636685,541.1601886044973,156.92037977290968,-114.98973221355696,528.8405813869583,149.44257395991178,-117.67422073045744,0.633283186473004,0.624722012741081,910.5725202682272,185.779894145614,173.16571682888062,885.8395621930167,172.08761179911994,186.75228511291243,725.7762502035677,109.88746700690558,226.5716035731888,722.4995188529458,108.99207223499585,207.84132801468715,605.1180398503204,64.89312369456115,307.57764514964504,562.6060255036292,10.0,357.504182483312,383.4176894411224,37.08213741259164,287.3285769236619,407.80467041420144,10.0,277.1396493707689,278.30777061877023,10.0,313.5654760620675,278.30777061877023,10.0,313.5654760620675,0.167597352368807,0.519813096913677,0.35221574454487,0.1253049796015722,-0.0422923727672347,632.7172268087071,509.5154620850331,0.9418225322951984,44.14754808550461,-0.6509714912394412,120,5,857984.5833315203,-0.6509714912394412,-0.3243462301560103,591.8625000007451,0.0004638236305288,41.87537389505628,41.09424971992448,527.7527647494688,613.0582974188424,491.4120603682951,0.9701742307050476,31.610037314038912,40.53474706677285,39.363060804075154,0.237238339030933,0.9732106156947145,29.957843494062708,45.99791176554455,43.65453924014915
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,1312.1751652058233,268.40581201670443,361.05166464386576,1312.1751652058233,268.40581201670443,361.05166464386576,584.2326055786895,79.1370742241778,304.0432250569044,584.2326055786895,79.1370742241778,304.0432250569044,1144.903836334835,412.9245253763026,263.9590010871182,1144.903836334835,412.9245253763026,263.9590010871182,727.9425596271338,189.26873779252665,57.00843958696135,727.9425596271338,189.26873779252665,57.00843958696135,1.1875011014512549,1.1875011014512549,1103.0340039203377,147.6166153602714,524.1535813330224,1103.0340039203377,147.6166153602714,524.1535813330224,1402.80582260519,258.1322689969895,316.483851649518,1402.80582260519,258.1322689969895,316.483851649518,1570.0385404481358,331.75000347649734,10.0,1570.0385404481358,331.75000347649734,10.0,753.439558033192,10.0,476.0537539126976,753.439558033192,10.0,476.0537539126976,584.2326055786895,79.1370742241778,304.0432250569044,584.2326055786895,79.1370742241778,304.0432250569044,0.1220504943269406,,,0.1215748160026754,-0.0004756783242651,888.2750000400141,941.638528794354,0.9425412147613496,74.00121065232355,-0.2470372806777026,120,5,1471541.4583352706,-0.2470372806777026,-0.7400813492056402,888.2750000059605,5.238465668661581e-05,47.04081453236879,46.25969035723698,200.00000000000367,1590.135351336727,1489.5930095812266,0.9436724247010932,73.26914659980265,48.941396007695616,47.76970974499792,0.4553307306702603,0.9462975999001402,71.54140296997808,54.702763446251325,52.35939092085593
1fbLQPCcysVlSKup96K4yI5NX6G3,666.892575100254,58.24995801372536,431.96639308058616,663.1397850835693,58.48265287540216,449.3486478574061,355.4349891851235,10.0,174.28696626458307,355.4349891851235,10.0,174.28696626458307,409.7642234664112,52.19229747711962,442.7536249058895,405.2918880428577,49.01525108256895,448.6058845697106,311.4575859151305,48.24995801372536,257.6794268160031,307.7047958984458,48.48265287540216,275.061681592823,2.4784778938938143,2.5782114261789086,749.524906422179,76.66118657966814,371.89390141365055,783.2646598430813,105.32265800528889,352.4530771045796,628.1030443093606,47.999518088511664,448.2455740044132,623.4348321088439,46.63189218325806,465.8701290124848,486.08177921824256,10.0,324.7262507333708,485.7181849528193,10.0,324.45846537555144,452.8480737337474,22.31078847759323,271.4477736009144,452.8480737337474,22.31078847759323,271.4477736009144,355.4349891851235,10.0,174.28696626458307,355.4349891851235,10.0,174.28696626458307,0.1502745871730662,0.1024218672983856,-0.0478527198746805,0.1220175868653718,-0.0282570003076943,584.1093425129707,581.6047297721535,0.8801623279843084,76.59279870186438,-1.2840789473814924,120,5,857894.4791663438,-1.2840789473814924,-0.3140218253942238,529.7249999940395,0.0004756020687406,47.38503060602158,46.60390643088978,470.6572233215177,739.9562120733909,497.4989899717847,0.9631682294166892,42.46220624986032,43.486144155907766,42.31445789321007,0.0,0.9631682294166892,42.46220624986032,49.486144155907766,47.14277163051237
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,1151.027969602392,151.71659488283052,375.6210319243902,1151.027969602392,151.71659488283052,375.6210319243902,492.6388805584817,10.0,372.0894585307747,492.6388805584817,10.0,372.0894585307747,927.1202844527184,341.6964587666045,437.4273677398612,927.1202844527184,341.6964587666045,437.4273677398612,658.3890890439103,141.71659488283052,3.5315733936154743,658.3890890439103,141.71659488283052,3.5315733936154743,1.0094911944228686,1.0094911944228686,1166.6078088696122,178.45143863997765,417.99430517680776,1166.6078088696122,178.45143863997765,417.99430517680776,1155.4961563034851,137.01125473866696,307.3982563624676,1155.4961563034851,137.01125473866696,307.3982563624676,1124.4227093901516,180.60477626283912,592.0643825928624,1124.4227093901516,180.60477626283912,592.0643825928624,634.688068175493,175.19118867125974,567.4796373638079,634.688068175493,175.19118867125974,567.4796373638079,492.6388805584817,10.0,372.0894585307747,492.6388805584817,10.0,372.0894585307747,0.2248727669970758,,,0.2237211754857004,-0.0011515915113753,864.7173913740412,864.4122711302803,0.759098737576005,148.5666369361695,0.6192677969200997,109,5,1448728.5566006044,0.6192677969200997,-0.8915663018798282,864.7173913043479,-0.0002415631776839,54.010335911688514,53.22921173655672,200.0000000000058,1502.0898709297742,1634.540606079322,0.7985526338545168,135.85716611394864,55.11604084675804,53.94435458406034,0.0,0.7985526338545168,135.85716611394864,61.11604084675804,58.77266832136264
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,626.492966234448,101.93324118860784,278.84118039938227,614.2116191439535,93.44310925047648,241.40580656622487,295.5536094974726,33.33945604994321,296.75983494265336,266.50651757146323,10.0,305.9447634629927,360.7323650811591,55.9291551234654,380.6681925033556,368.0538068640312,63.44454387370849,353.81947524567994,330.93935673697536,68.59378513866464,-17.91865454327109,347.70510157249026,83.44310925047648,-64.53895689676781,0.9396190035395668,0.7890502972946798,911.6515164120542,211.5116457812972,19.100890203334348,847.7563132489356,204.16604963925704,59.82435676800166,502.3260353098422,10.0,377.5684587183381,,,,431.20574914676746,10.0,305.48224579709535,430.6960039459235,10.0,314.00400982295025,353.1254284661289,10.0,214.24540654785565,354.21663329879306,10.0,238.31293114782773,295.5536094974726,33.33945604994321,296.75983494265336,266.50651757146323,10.0,305.9447634629927,0.5070653589486326,0.4897641663736927,-0.0173011925749398,0.398898599865321,-0.1081667590833115,578.2048367652552,429.85657654841214,0.9780667108079518,21.72253652979384,-0.7903421052767513,120,5,755291.5625001615,-0.7903421052767513,-0.1315396825301032,592.3291666706403,0.0006106551788216,34.78350271386795,34.002378538736146,556.5742876399551,471.8347483264949,295.8982055591342,0.9479855951291531,33.451875417639954,41.10107851299741,39.929392250299706,1.0,0.9780667108079518,21.72253652979384,42.78350271386795,40.440130188472544
