participant_id,prp_t1_cost,prp_rt1_rt2_coupling,prp_order_violation_rate,prp_t1_only_rate,prp_t2_only_rate,prp_t2_while_t1_pending_rate,prp_iri_mean,prp_iri_median,prp_iri_p10,prp_iri_p25,prp_iri_grouping_rate_100,prp_t2_acc_short,prp_t2_acc_long,prp_t2_acc_cost,prp_t2_trials,prp_t2_rt_mean_soa_50,prp_t2_rt_median_soa_50,prp_t1_rt_mean_soa_50,prp_t1_rt_median_soa_50,prp_t1_acc_soa_50,prp_t2_acc_soa_50,prp_both_correct_soa_50,prp_timeout_rate_soa_50,prp_order_error_soa_50,prp_rt1_rt2_coupling_soa_50,prp_t2_rt_mean_soa_150,prp_t2_rt_median_soa_150,prp_t1_rt_mean_soa_150,prp_t1_rt_median_soa_150,prp_t1_acc_soa_150,prp_t2_acc_soa_150,prp_both_correct_soa_150,prp_timeout_rate_soa_150,prp_order_error_soa_150,prp_rt1_rt2_coupling_soa_150,prp_t2_rt_mean_soa_300,prp_t2_rt_median_soa_300,prp_t1_rt_mean_soa_300,prp_t1_rt_median_soa_300,prp_t1_acc_soa_300,prp_t2_acc_soa_300,prp_both_correct_soa_300,prp_timeout_rate_soa_300,prp_order_error_soa_300,prp_rt1_rt2_coupling_soa_300,prp_t2_rt_mean_soa_600,prp_t2_rt_median_soa_600,prp_t1_rt_mean_soa_600,prp_t1_rt_median_soa_600,prp_t1_acc_soa_600,prp_t2_acc_soa_600,prp_both_correct_soa_600,prp_timeout_rate_soa_600,prp_order_error_soa_600,prp_rt1_rt2_coupling_soa_600,prp_t2_rt_mean_soa_1200,prp_t2_rt_median_soa_1200,prp_t1_rt_mean_soa_1200,prp_t1_rt_median_soa_1200,prp_t1_acc_soa_1200,prp_t2_acc_soa_1200,prp_both_correct_soa_1200,prp_timeout_rate_soa_1200,prp_order_error_soa_1200,prp_rt1_rt2_coupling_soa_1200
06qcrpGKL6Vc3LVplFQC90VAcRm1,-36.570035463014165,0.3722033568220028,0.008333333333333333,0.0,0.0,0.008333333333333333,429.91848739493,303.0,137.7800000011921,204.5,0.05042016806722689,1.0,1.0,0.0,118,858.182608694486,850.1000000089407,683.1956521719694,701.9000000059605,1.0,1.0,1.0,0.0,0.041666666666666664,0.7502832255600699,762.0750000011176,748.5,657.4291666653007,624.6000000014901,1.0,1.0,1.0,0.0,0.0,0.7699906448664644,630.4565217384826,638.5999999940395,693.2608695645695,614.0,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.7719562720365002,487.8999999997516,459.34999999403954,679.9625000022352,630.3000000044703,1.0,1.0,1.0,0.0,0.0,0.5721960089342584,475.7541666664183,463.5,706.6083333337059,674.9999999925494,1.0,1.0,1.0,0.0,0.0,0.11523595814801707
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,101.35605920442265,0.7447500276577393,0.0,0.0,0.0,0.0,467.4616666666688,356.45000000004075,153.26999999998952,216.10000000006403,0.06666666666666667,0.9791666666666666,0.9583333333333334,-0.02083333333333326,115,927.2347826087068,726.3999999999069,716.4565217391254,555.1000000000931,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.8857382764747871,823.9000000000038,691.5500000000466,653.1333333333314,577.5499999999884,1.0,1.0,1.0,0.0,0.0,0.7289945542438371,685.33333333335,576.0,797.7999999999967,624.9000000000233,1.0,0.875,0.875,0.0,0.0,0.9627538039623079,471.1666666666715,432.9000000000233,570.7458333333634,574.2500000000582,1.0,1.0,1.0,0.0,0.0,0.4066883941323295,405.2521739130455,382.5999999999767,582.7652173913185,565.0999999999767,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.281451673590989
0d841i8KPjdjwCYfDuUUXj0SEjH2,-6.8991105547064535,0.7200624446282813,0.0,0.0,0.0,0.0,547.4783333460665,424.3000001908513,230.34000005724374,310.25,0.0,0.9583333333333334,0.9583333333333334,0.0,113,1213.4590908397329,1203.5499997138977,843.9227273680947,767.8499999046326,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.0,0.0,0.6588740672905512,876.1863638270985,733.2000002861023,710.818181774833,582.4000000953674,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.0,0.0,0.9257683303476314,1103.2916667461395,994.5500001907347,987.1000001033148,774.8500003814697,1.0,1.0,1.0,0.0,0.0,0.9217776441359459,830.1636363809758,564.3000001907349,962.1590910391374,801.4000000953674,1.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.9092559845230742,529.2304347494374,512.8000001907349,784.2695651261703,697.0,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.39503722912251493
0oa5NYVnIBS9NmrmRAZrahXDctP2,-149.72761628157355,0.6426007691563175,0.0,0.0,0.0,0.0,385.628333333383,248.79999999701977,110.04999999403954,144.85000000149012,0.06666666666666667,0.8958333333333334,1.0,0.10416666666666663,112,918.64545454559,737.5000000074506,767.6863636360927,579.6000000014901,1.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.9264312347448779,778.11428571386,638.2000000029802,688.5428571403027,525.1999999880791,1.0,0.875,0.875,0.0,0.0,0.8425661636573458,681.20909090882,545.4500000104308,783.4863636371764,604.6499999985099,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.0,0.0,0.9419594516384083,508.71304347852004,453.2000000029802,730.1130434799453,622.5,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.8473365721948378,510.1249999993791,495.44999999552965,878.7625000011176,770.6499999985099,1.0,1.0,1.0,0.0,0.0,0.3612787523864113
146QT9LupyU2BAiTsB3PMIpVXM22,62.412929292851004,0.7684743509926293,0.016666666666666666,0.008333333333333333,0.0,0.016666666666666666,472.14273504276053,344.70000000298023,137.97999999225144,214.6000000089407,0.08547008547008547,0.9574468085106383,0.9583333333333334,0.0008865248226950229,110,1031.286956520832,985.7000000029802,761.8086956525626,716.6000000089407,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.0,0.0,0.8437366382392089,937.1363636377183,833.4000000059605,843.2636363641782,642.1499999985099,1.0,0.9565217391304348,0.9565217391304348,0.0,0.041666666666666664,0.9601044607808129,677.2636363641782,565.4500000029802,766.772727274082,619.8999999985099,1.0,0.9565217391304348,0.9565217391304348,0.041666666666666664,0.0,0.9343996533956488,723.1761904756228,509.1999999880791,871.4285714257331,676.8999999910593,1.0,0.9130434782608695,0.9130434782608695,0.0,0.041666666666666664,0.9141673685792592,483.8272727274082,498.8000000119209,739.2181818187237,636.25,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.0,0.0,0.1970018798868714
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,-285.5139130417276,0.44849818848788453,0.0,0.0,0.0,0.0,279.1750000012379,179.45000000303844,104.08999999463558,129.475000001461,0.08333333333333333,0.9375,1.0,0.0625,114,1072.6000000031097,1036.300000011921,972.3130434764469,924.399999976158,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.9425260325035689,930.3409090881997,870.6000000089407,904.7045454504815,907.0,1.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.8365588045887871,920.1086956508782,853.5,1015.9521739120069,912.7999999821186,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.9008143120256833,684.9217391273249,642.5,1045.0173913020155,1034.2000000178814,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.6335567412718581,561.5739130442557,536.5,1224.7739130388136,1075.899999976158,0.9583333333333334,1.0,0.9583333333333334,0.0,0.0,0.8635152293559794
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,-94.05208332588268,0.6508898157754288,0.0,0.0,0.0,0.0,276.68833333551885,215.5999999642372,114.4599999666214,167.05000001192093,0.05,1.0,1.0,0.0,120,1627.2166666686535,1599.550000011921,1485.2500000248353,1374.9500000476835,1.0,1.0,1.0,0.0,0.0,0.969490097386053,1719.2875000039737,1689.8500000238419,1674.3041666646798,1649.75,1.0,1.0,1.0,0.0,0.0,0.9603294052316627,1580.054166674614,1629.25,1646.0083333452542,1716.0,1.0,1.0,1.0,0.0,0.0,0.8344443356420261,1229.499999995033,1111.9500000476837,1582.8625000019867,1536.949999988079,1.0,1.0,1.0,0.0,0.0,0.9209690746134526,888.2750000059605,776.6999999880791,1673.8291666706402,1541.6500000357628,1.0,1.0,1.0,0.0,0.0,0.8490567846000739
1fbLQPCcysVlSKup96K4yI5NX6G3,-19.660869576792834,0.6572907653677449,0.0,0.0,0.0,0.0,611.7124999950271,539.1000000239001,327.23000004281056,391.4749999343476,0.0,0.9583333333333334,1.0,0.04166666666666663,114,1135.6869565093,1051.6999999284744,783.6913043571556,666.0,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.9481521246016592,1089.2782608840776,975.399999976158,702.8869565051535,577.5,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.8151136428807658,726.7699999928475,631.6999999880791,608.8150000154972,559.2499999403954,0.875,0.9583333333333334,0.8333333333333334,0.0,0.0,0.8674821643117844,724.3000000069538,637.4499999880791,681.8583333392938,599.0500000119209,1.0,1.0,1.0,0.0,0.0,0.8443992977618224,529.7249999940395,460.0,762.9500000079473,694.4499999880791,1.0,1.0,1.0,0.0,0.0,0.7139654104831598
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,-269.2684264907432,0.6343053701694559,0.058333333333333334,0.0,0.025,0.075,324.92568807643966,204.30000007199124,119.77999999527819,156.70000004768372,0.06422018348623854,1.0,1.0,0.0,109,1584.6181818301027,1474.8000000119207,1373.7227272770622,1296.8500000834465,1.0,1.0,1.0,0.041666666666666664,0.041666666666666664,0.818033236370277,1462.8899999976159,1410.8500000238419,1377.8500000059605,1346.6000000238419,1.0,1.0,1.0,0.041666666666666664,0.125,0.8666208974980548,1716.4782608695652,1613.7999999523165,1725.6434782484303,1615.7999999523165,1.0,1.0,1.0,0.0,0.041666666666666664,0.8880282649971624,1202.2523809387571,1007.100000023842,1481.0190476292655,1422.6999999284744,1.0,1.0,1.0,0.041666666666666664,0.08333333333333333,0.9007646905601134,864.7173913043479,713.9000000953674,1644.9565217339475,1515.9000000953674,1.0,1.0,1.0,0.041666666666666664,0.0,0.8042463027320412
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,-145.80864661506246,0.6772215325417482,0.0,0.0,0.0,0.0,456.70583333571653,320.09999999403954,151.25999997854234,198.4249999821186,0.0,0.8333333333333334,0.9166666666666666,0.08333333333333326,102,915.1999999943532,864.6999999880791,749.2631578947369,703.6000000238419,0.9166666666666666,0.875,0.7916666666666666,0.0,0.0,0.9436539910409812,798.1473684248172,749.0,681.2052631472286,685.7999999523163,0.9583333333333334,0.7916666666666666,0.7916666666666666,0.0,0.0,0.6999542012759637,744.7043478229772,671.6999999880791,791.8782608716384,714.2999999523163,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.85956224253177,592.5199999988079,466.7000000178814,742.225,628.2999999821186,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8616084021821427,545.8333333333334,475.0999999642372,861.0428571360452,731.6999999880791,0.9166666666666666,0.9166666666666666,0.875,0.0,0.0,0.8100621988832146
