participant_id,prp_t1_cost,prp_rt1_rt2_coupling,prp_order_violation_rate,prp_t1_only_rate,prp_t2_only_rate,prp_t2_while_t1_pending_rate,prp_iri_mean,prp_iri_median,prp_iri_p10,prp_iri_p25,prp_iri_grouping_rate_100,prp_t2_acc_short,prp_t2_acc_long,prp_t2_acc_cost,prp_t2_trials,prp_t2_rt_mean_soa_50,prp_t2_rt_median_soa_50,prp_t1_rt_mean_soa_50,prp_t1_rt_median_soa_50,prp_t1_acc_soa_50,prp_t2_acc_soa_50,prp_both_correct_soa_50,prp_timeout_rate_soa_50,prp_order_error_soa_50,prp_rt1_rt2_coupling_soa_50,prp_t2_rt_mean_soa_150,prp_t2_rt_median_soa_150,prp_t1_rt_mean_soa_150,prp_t1_rt_median_soa_150,prp_t1_acc_soa_150,prp_t2_acc_soa_150,prp_both_correct_soa_150,prp_timeout_rate_soa_150,prp_order_error_soa_150,prp_rt1_rt2_coupling_soa_150,prp_t2_rt_mean_soa_300,prp_t2_rt_median_soa_300,prp_t1_rt_mean_soa_300,prp_t1_rt_median_soa_300,prp_t1_acc_soa_300,prp_t2_acc_soa_300,prp_both_correct_soa_300,prp_timeout_rate_soa_300,prp_order_error_soa_300,prp_rt1_rt2_coupling_soa_300,prp_t2_rt_mean_soa_600,prp_t2_rt_median_soa_600,prp_t1_rt_mean_soa_600,prp_t1_rt_median_soa_600,prp_t1_acc_soa_600,prp_t2_acc_soa_600,prp_both_correct_soa_600,prp_timeout_rate_soa_600,prp_order_error_soa_600,prp_rt1_rt2_coupling_soa_600,prp_t2_rt_mean_soa_1200,prp_t2_rt_median_soa_1200,prp_t1_rt_mean_soa_1200,prp_t1_rt_median_soa_1200,prp_t1_acc_soa_1200,prp_t2_acc_soa_1200,prp_both_correct_soa_1200,prp_timeout_rate_soa_1200,prp_order_error_soa_1200,prp_rt1_rt2_coupling_soa_1200
23hG7h2ByUZDbmOMTDtp0HT0xRb2,-232.9021645335406,0.5293329163872202,0.0,0.016666666666666666,0.008333333333333333,0.0,432.73451326589463,277.40000009536743,176.6799997329712,199.60000038170256,0.0,0.9555555555555556,1.0,0.0444444444444444,105,1537.590476172311,1383.4000000953674,1219.5285714921497,1186.5999999046326,1.0,0.9130434782608695,0.9130434782608695,0.041666666666666664,0.0,0.8711010686531074,1414.0190475554693,1219.7999997138977,1152.2761904625665,983.0999999046326,0.9545454545454546,1.0,0.9545454545454546,0.08333333333333333,0.0,0.8183787305722009,1143.1499999761581,959.7999999523163,1143.410000014305,1048.7000000476837,0.9545454545454546,0.9545454545454546,0.9090909090909091,0.08333333333333333,0.0,0.8447242960966787,1069.1333333651226,838.2000002861023,1342.6238095419747,1182.7000002861023,0.9545454545454546,1.0,0.9545454545454546,0.08333333333333333,0.0,0.8106835837916613,903.5727272900668,648.1499998569489,1418.8045455108988,1577.0,0.9583333333333334,1.0,0.9583333333333334,0.0,0.0,-0.05453890662749856
28nQWMwCaSNFBEXlicY3eHqpwKU2,181.20454543828964,0.7760390479066944,0.0,0.0,0.0,0.0,658.2508333226045,591.1999999284744,291.52000012397764,411.57500010728836,0.0,0.9583333333333334,0.9166666666666666,-0.04166666666666674,112,1417.0904761950176,1484.1000001430511,988.1714285895938,864.9000000953674,0.9583333333333334,0.9166666666666666,0.875,0.0,0.0,0.9014766918268368,1174.2173912732499,1161.4000000953674,875.6695652111717,807.3999998569489,0.9583333333333334,1.0,0.9583333333333334,0.0,0.0,0.7787237596006926,1125.0826087101645,1041.9000000953674,870.843478265016,769.4000000953674,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.7518088980844401,708.8695651759272,638.5999999046326,687.1260869606682,661.5,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.6498897787142828,625.7590909112583,588.8500000238419,748.1590909307653,715.6499999761581,1.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.46849361499639247
2FHuv7L9nWPdbIiWHRIuXtcoyw83,-185.64114832536347,0.5496367768143936,0.0,0.0,0.0,0.0,281.8214285714078,175.5,85.4,119.5,0.16071428571428573,0.9302325581395349,1.0,0.06976744186046513,101,1201.199999999965,1095.5,1051.1500000000117,966.5,1.0,0.9523809523809523,0.9523809523809523,0.125,0.0,0.9394790504152942,1144.1111111110981,1020.5,1135.5555555555557,1047.5,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.08333333333333333,0.0,0.9820956683076772,940.1428571428904,837.0,1033.4761904762238,989.0,0.9166666666666666,0.9166666666666666,0.875,0.0,0.0,0.8088135435865899,594.2000000000116,527.5,982.85,942.9999999998836,0.9565217391304348,0.9130434782608695,0.8695652173913043,0.041666666666666664,0.0,0.9250088567823276,656.5454545454334,556.0000000001164,1276.772727272738,1101.5000000001164,1.0,1.0,1.0,0.08333333333333333,0.0,0.33961818729663346
2h5FgHUEvBS1twD5DqbTIRrMm1f2,127.85000000051821,0.834884057068692,0.0,0.008333333333333333,0.0,0.0,447.90588235254637,312.10000002384186,206.9399999976158,239.80000001192093,0.0,0.9787234042553191,0.9583333333333334,-0.020390070921985748,116,1152.3272727348588,1158.5000000298023,931.2727272727273,868.2000000178814,1.0,0.9565217391304348,0.9565217391304348,0.041666666666666664,0.0,0.9084943982077472,1022.7958333368102,990.0,888.8375000059605,835.25,1.0,1.0,1.0,0.0,0.0,0.9235533395803922,835.1043478224589,693.1999999880791,822.1652173892311,707.0999999642372,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.9770539451271852,867.5749999930462,749.5999999940395,1081.0166666805744,952.2500000298023,1.0,1.0,1.0,0.0,0.0,0.9446869819769088,518.3347826029943,433.3000000119209,781.2826086982437,702.8000000119209,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.7727937944817407
2zDXvJKvjeejeOSNbtDbtSI5cdz1,112.74846014461605,0.7365037738784446,0.0,0.0,0.0,0.0,361.17583333319055,274.0,147.70999999996275,200.9250000002794,0.008333333333333333,1.0,0.9583333333333334,-0.04166666666666663,119,1440.2791666664805,1471.3499999996275,1271.9916666665424,1307.5999999996277,1.0,1.0,1.0,0.0,0.0,0.9581167469292935,1356.7291666666667,1317.5999999996277,1262.479166666589,1265.6499999994412,1.0,1.0,1.0,0.0,0.0,0.9488561326014815,1183.7791666667133,1066.750000000931,1264.3083333335817,1225.4000000003725,1.0,1.0,1.0,0.0,0.0,0.9671963525246016,865.2958333330849,729.2999999988824,1135.954166666682,1066.1499999994412,1.0,1.0,1.0,0.0,0.0,0.916519886602048,689.7826086955712,664.2999999988824,1154.4869565219497,1119.5,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.589073385368972
3FSnTCSiUodLp5u3bE0xaUjLk0b2,67.263232323294,0.6842568988933079,0.03333333333333333,0.0,0.0,0.03333333333333333,361.4284482758617,256.85000000009313,34.30000000016298,91.07499999998254,0.3103448275862069,0.9782608695652174,0.9565217391304348,-0.021739130434782594,112,1210.2863636363975,1221.2000000001865,1081.9772727272198,1169.3000000000466,1.0,1.0,1.0,0.0,0.08333333333333333,0.9065801817965817,1087.36521739128,1053.5,1014.1652173913266,1000.1000000000932,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.7878101763371649,900.7772727272558,815.2999999999302,919.8999999999597,993.3999999999069,0.9565217391304348,1.0,0.9565217391304348,0.0,0.041666666666666664,0.9057546797734479,769.1565217391143,588.1000000000931,1106.208695652176,1002.2999999998136,0.9583333333333334,1.0,0.9583333333333334,0.0,0.0,0.9439619755875198,509.03181818178433,476.9000000000233,980.0545454544692,734.2000000000698,1.0,0.9565217391304348,0.9565217391304348,0.0,0.041666666666666664,0.6372897407463305
3WijiOiVCoMbn80F05SPYsxl0TC2,-147.43235814349453,0.13878966248401498,0.0,0.0,0.0,0.0,489.6141666640867,382.55000001197914,239.0499999045278,304.7249999641499,0.008333333333333333,0.9791666666666666,1.0,0.02083333333333337,119,1117.678260870602,1105.1999999284744,813.4826086915058,772.1000000238419,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.8528538399878156,1037.9000000059605,966.1499999761581,785.6041666815678,718.1000000238419,1.0,1.0,1.0,0.0,0.0,0.5570402868822558,870.1208333273729,807.9499999880791,804.6458333283663,790.3000000119209,1.0,1.0,1.0,0.0,0.0,0.5216709582466245,699.1041666766008,665.3000000119209,934.8958333383003,956.9000000357628,1.0,1.0,1.0,0.0,0.0,0.7154708942537908,564.0999999940395,530.9000000357628,946.6791666597128,937.4499999880791,1.0,1.0,1.0,0.0,0.0,-0.13810325490190437
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,-297.3854544141076,0.165452324677712,0.016666666666666666,0.0,0.0,0.016666666666666666,279.08305086523995,249.15000009536743,23.57000026702881,40.32499980926514,0.4067796610169492,0.9148936170212766,1.0,0.08510638297872342,109,1013.3545454198664,1049.550000190735,833.8681818355213,835.2999997138977,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.0,0.0,0.7756054069915354,887.1222222646078,900.5500001907349,869.0722223387825,809.4999995231628,0.8260869565217391,0.8695652173913043,0.782608695652174,0.0,0.041666666666666664,0.6240721235027255,776.741666674614,731.0,892.5624999602636,802.3499999046326,1.0,1.0,1.0,0.0,0.0,0.8055651081394122,585.5043478841367,481.0,986.7173913043479,1001.8000001907347,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.8098945934106141,524.318181774833,505.4500002861023,1147.0954544760964,930.1499996185303,0.9565217391304348,1.0,0.9565217391304348,0.0,0.041666666666666664,-0.2580859441087493
3xCaqfcHxRQxuOlEzXz3PNcHODH2,-44.759601450457694,0.7312311601866646,0.008333333333333333,0.0,0.0,0.008333333333333333,243.75126050425177,98.79999999696156,38.78000000418397,51.29999999701977,0.5042016806722689,1.0,1.0,0.0,118,941.7333333330849,805.3500000014901,910.0166666662941,836.3999999985099,1.0,1.0,1.0,0.0,0.0,0.9761236538111271,863.4090909090909,819.0,947.450000000271,931.9000000059605,0.9565217391304348,1.0,0.9565217391304348,0.0,0.041666666666666664,0.9682454701517644,676.6833333342025,575.5,870.8791666657975,773.4499999955297,1.0,1.0,1.0,0.0,0.0,0.8967837845611694,645.0374999996275,512.3499999940395,1100.137499999255,1022.8000000044703,1.0,1.0,1.0,0.0,0.0,0.9562276055013662,407.15833333383006,383.8999999985099,972.6791666677842,959.2000000029802,1.0,1.0,1.0,0.0,0.0,0.4242215987165654
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,226.39347826087032,0.7888844267330716,0.0,0.0,0.0,0.0,383.73416666666355,280.79999999993015,127.05999999993946,153.4999999999709,0.008333333333333333,0.9791666666666666,0.9166666666666666,-0.0625,111,1217.3958333333333,1188.5,1065.8708333333295,1068.0999999999767,1.0,1.0,1.0,0.0,0.0,0.944903937765725,1347.4363636363362,1334.4499999999534,1269.363636363647,1284.9999999998836,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.0,0.0,0.9597084527787136,1068.5043478261011,991.9000000001396,1089.2739130435107,1018.0999999998604,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.8600449972331686,866.280952380948,646.6999999999534,1150.423809523816,992.8000000000466,1.0,0.875,0.875,0.0,0.0,0.9106524370789324,493.50952380952157,498.2000000001863,936.8000000000022,915.5,0.9583333333333334,0.9166666666666666,0.875,0.0,0.0,0.04915077872755318
50R0P1MIMvRvK1qpqfGROchII6R2,-430.9130435093589,0.5995225717516889,0.016666666666666666,0.0,0.0,0.016666666666666666,318.9432203163545,227.84999990463257,136.5699998855591,177.44999969005585,0.09322033898305085,1.0,1.0,0.0,113,1124.5863636623728,947.1000001430511,996.9863636493683,856.7999999523163,0.9166666666666666,1.0,0.9166666666666666,0.0,0.0,0.9798754624925815,992.8166666825613,876.2500002384186,901.3958333730698,769.0499999523163,1.0,1.0,1.0,0.0,0.0,0.8833860862139178,794.8499999761582,718.1000001430511,865.8650000095367,790.8999998569489,1.0,0.8695652173913043,0.8695652173913043,0.0,0.041666666666666664,0.9351180579387159,688.6374999483427,580.2999999523163,985.4500000278155,909.1500000953674,1.0,1.0,1.0,0.0,0.0,0.882867250928294,665.0739130766495,590.2000002861023,1378.0260870145714,1477.3000001907349,1.0,1.0,1.0,0.0,0.041666666666666664,0.8143983281424003
5OOi73igsahMZ5IVKQwwyhnj4Cn2,-2.964583333368182,0.7533021171909473,0.0,0.0,0.0,0.0,299.58333333331007,107.69999999995343,59.56999999992549,78.44999999995343,0.44166666666666665,1.0,1.0,0.0,120,985.3583333332984,855.8000000000466,959.0999999999962,860.0500000000466,1.0,1.0,1.0,0.0,0.0,0.9924259292160665,888.9458333333217,777.6500000001397,966.9958333332519,873.4499999999534,1.0,1.0,1.0,0.0,0.0,0.9772723593349196,1008.3124999999806,901.5,1096.816666666593,1040.0,1.0,1.0,1.0,0.0,0.0,0.8628353296203671,695.1083333333178,584.0,1077.8375000000233,1030.4499999999534,1.0,1.0,1.0,0.0,0.0,0.9212140590101084,602.5541666666201,492.64999999990687,966.0124999999922,773.3000000000466,1.0,1.0,1.0,0.0,0.0,0.773006447764125
5Z68AKm9rIeeB2lVu3nJO7U31wk1,158.74999999978843,0.6577567346802116,0.0,0.0,0.0,0.0,505.4924999999998,405.55000000080327,122.39999999982538,259.7000000011176,0.05,0.9375,0.9583333333333334,0.02083333333333337,112,1052.6454545454208,1044.9500000001863,769.3318181816827,751.4499999992549,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.0,0.0,0.5755936134715979,971.177272726951,820.7499999990687,790.9045454545624,662.1499999994412,1.0,0.9166666666666666,0.9166666666666666,0.0,0.0,0.8165034064034759,809.0217391300299,707.1999999992549,745.4304347827059,657.5,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.8241593738205757,508.8086956524007,450.0999999996274,711.6695652172456,636.7000000011176,0.9583333333333334,1.0,0.9583333333333334,0.0,0.0,0.7524054471435562,395.36363636346704,369.89999999944115,621.3681818183342,569.3999999994412,0.9583333333333334,0.9583333333333334,0.9166666666666666,0.0,0.0,0.2770055270776099
5rXSa3anB5ejmFrnwUsTB82byup1,-343.13768939393015,0.5348772105614661,0.0,0.0,0.008333333333333333,0.0,331.27478991596206,223.59999999962747,125.35999999968335,164.9000000001397,0.05042016806722689,1.0,0.9565217391304348,-0.04347826086956519,118,1071.7958333333565,1007.6000000000931,932.3041666666977,904.9000000001397,1.0,1.0,1.0,0.0,0.0,0.9700033889458816,1073.3999999999844,1085.8999999999069,974.9749999999962,915.8500000000931,1.0,1.0,1.0,0.0,0.0,0.9441948973138801,1024.1583333333062,960.75,1061.2250000000156,985.5000000002328,1.0,1.0,1.0,0.0,0.0,0.9444123577413295,725.0333333333256,669.1500000001397,1060.9624999999262,1029.8499999998603,1.0,1.0,1.0,0.0,0.0,0.8871684592004679,714.4000000000339,665.2500000002328,1296.777272727277,1334.5,1.0,0.9565217391304348,0.9565217391304348,0.041666666666666664,0.0,0.4904356412842223
5zxa5CMLGQSSonWOXqXf0QNS3PH3,-55.129444458749504,0.5951221919536832,0.0,0.0,0.0,0.0,434.3583333283614,324.10000002384186,151.8599999189377,199.77499997607083,0.025,1.0,1.0,0.0,116,1009.8095237924939,905.899999976158,829.3523809512457,802.0,0.875,1.0,0.875,0.0,0.0,0.8747456877342176,1027.37916666766,938.5500000119208,935.058333337307,857.0,1.0,1.0,1.0,0.0,0.0,0.9473060607408622,919.5260869731073,876.3999999761581,901.6347826200982,929.5,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.8821580938748078,644.5583333174387,602.8499999642372,873.4666666835546,867.2500000596046,1.0,1.0,1.0,0.0,0.0,0.8863375641745329,546.7375000019869,515.8999999761581,940.8583333492279,858.5500000119209,1.0,1.0,1.0,0.0,0.0,0.4380567157432333
62fAfeQc27bZelkPX7G54T3gvci2,181.2041666666628,0.7532883854810122,0.0,0.0,0.0,0.0,571.4,462.85000000009313,305.6099999999627,357.12499999976717,0.0,1.0,1.0,0.0,119,1497.3999999999844,1439.5,1206.7458333332713,1182.1500000003725,1.0,1.0,1.0,0.0,0.0,0.9698192573360258,1532.5458333333954,1423.7000000001865,1282.7208333333256,1168.899999999907,1.0,1.0,1.0,0.0,0.0,0.9244693996580947,1285.9434782608776,1144.0,1154.09130434781,1024.2999999998135,1.0,0.9583333333333334,0.9583333333333334,0.0,0.0,0.9161598934852653,1209.0874999999844,1157.8500000000931,1188.8500000000543,1221.7999999998137,1.0,1.0,1.0,0.0,0.0,0.6773586735022565,809.4541666665658,824.6499999999069,1063.5291666666355,994.3999999999069,1.0,1.0,1.0,0.0,0.0,0.6192605873436289
