participant_id,prp_cascade_rate,prp_cascade_inflation,prp_pes,prp_post_error_accuracy,prp_post_error_accuracy_drop,prp_t2_rt_t1_error,prp_t2_rt_t1_correct,prp_t2_interference_t1_error,prp_t1_error_run_mean,prp_t1_error_run_max,prp_t2_error_run_mean,prp_t2_error_run_max,prp_cascade_run_mean,prp_cascade_run_max
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.0,0.0,1076.6704348812932,1.0,0.008695652173912993,1824.533333381017,1646.3666666620657,178.16666671895132,1.0,1.0,1.0,1.0,0.0,0.0
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.16666666666666666,2.8333333333333326,169.82200773741147,0.8571428571428571,-0.08880308880308885,1528.9833333889644,1006.3955752090015,522.5877581799629,1.0,1.0,1.1666666666666667,2.0,1.0,1.0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.0,0.0,-463.1110167745817,1.0,0.008474576271186418,1840.0750000476837,1092.0232758768673,748.0517241708164,1.0,1.0,1.0,1.0,0.0,0.0
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,,,,,,,1038.951666678985,,0.0,0.0,0.0,0.0,0.0,0.0
Ru3Qf6pXZua1DfNkQdhbor6iJ403,,,-278.1576271186025,1.0,0.008474576271186418,,1144.963333333339,,0.0,0.0,1.0,1.0,0.0,0.0
SOhR7IO689NQCPQu56SjATO8FR92,0.0,0.0,200.36339285708664,0.5,-0.4821428571428571,1326.133333333147,1433.5142857142491,-107.38095238110213,1.0,1.0,1.5,2.0,0.0,0.0
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.0,0.0,46.596814169398385,1.0,0.04424778761061943,1478.1999999980133,798.7543103422585,679.4456896557548,1.0,1.0,1.0,1.0,0.0,0.0
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.5,15.000000000000004,254.23043478260968,1.0,0.034782608695652195,1368.3333333333383,1014.7368421052619,353.5964912280764,1.2,2.0,1.0,1.0,1.0,1.0
SvtOrPatsnWjicxtyndEzSdO5Wp1,0.0,0.0,286.8264957014312,1.0,0.017094017094017144,1903.633333325386,987.7128205136356,915.9205128117504,1.0,1.0,1.0,1.0,0.0,0.0
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.0,0.0,1748.3922413857333,1.0,0.008547008547008517,1864.6999999980133,1180.2215517237782,684.478448274235,1.0,1.0,1.0,1.0,0.0,0.0
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,,,102.93205127680403,1.0,0.017094017094017144,,618.1541666659216,,0.0,0.0,1.0,1.0,0.0,0.0
Ub7nV8F55kPruh35ZpUcKoBUyn63,,,407.508985514831,0.6666666666666666,-0.3159420289855073,,1453.6949152547425,,0.0,0.0,1.5,2.0,0.0,0.0
UbqFccqQZZgcqJIqCn3ErH9zQdM2,0.0,0.0,95.90634221453934,1.0,0.053097345132743334,825.3499999642372,678.711016942889,146.63898302134817,1.0,1.0,1.0,1.0,0.0,0.0
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.0,0.0,-285.2756410256569,0.5,-0.4914529914529915,1678.6000000005588,859.7864406779725,818.8135593225863,1.0,1.0,2.0,2.0,0.0,0.0
UmgPh1pF5GgcJ0YH7ANm2c0UQOP2,0.0,0.0,-528.9300884483134,1.0,0.00877192982456143,1927.1000000039737,1235.049532712063,692.0504672919108,1.2,2.0,1.0,1.0,0.0,0.0
VwTymW8T68MfpnJvZ2X97ILqDWS2,,,-33.34587155104782,1.0,0.05504587155963303,,1297.0416666641831,,0.0,0.0,1.0,1.0,0.0,0.0
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.0,,,,,1623.0,1310.3760683760709,312.62393162392914,1.5,2.0,0.0,0.0,0.0,0.0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.0,0.0,242.45263158079035,1.0,0.03508771929824561,1061.3500000014901,642.6726495716562,418.67735042983395,1.0,1.0,1.0,1.0,0.0,0.0
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.0,0.0,-233.29173912840042,0.75,-0.2239130434782609,1837.580000001192,1005.0121739124475,832.5678260887446,1.0,1.0,1.3333333333333333,2.0,0.0,0.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.0,0.0,14.676086956552354,1.0,0.034782608695652195,1467.9999999999418,1024.0341880341891,443.96581196575266,1.0,1.0,1.0,1.0,0.0,0.0
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,,,,,,,942.1316666841507,,0.0,0.0,0.0,0.0,0.0,0.0
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.0,,,,,1779.4500000029802,728.1364406761477,1051.3135593268325,1.0,1.0,0.0,0.0,0.0,0.0
WqoZv41KTtTCuPKBPyClregrKAi1,0.0,0.0,238.7593307592931,1.0,0.0625,1854.249999999971,1150.0181818181861,704.2318181817848,1.0,1.0,1.0,1.0,0.0,0.0
XbHvBButpZS4bapbJXJLAYcHnn12,,,670.1610169491978,1.0,0.008474576271186418,,1229.4541666666687,,0.0,0.0,1.0,1.0,0.0,0.0
XehZHBpwr5MYzUXkj0FAYCsFG922,0.0,0.0,608.3577586188273,1.0,0.008620689655172376,1953.75,1168.1560344830925,785.5939655169075,1.0,1.0,1.0,1.0,0.0,0.0
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.0,0.0,-167.32393159061417,1.0,0.017094017094017144,1162.4666666587193,691.7931623963209,470.6735042623984,1.0,1.0,1.0,1.0,0.0,0.0
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.0,0.0,304.89540230114585,1.0,0.017241379310344862,2343.5,1056.4008403357839,1287.0991596642161,1.0,1.0,1.0,1.0,0.0,0.0
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.0,0.0,365.9698550486911,1.0,0.017241379310344862,1295.4000000357628,843.210434789243,452.1895652465198,1.0,1.0,1.0,1.0,0.0,0.0
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,0.0,0.0,64.8991525375236,1.0,0.008474576271186418,1979.6000000238416,1185.6050420218155,793.9949580020261,1.0,1.0,1.0,1.0,0.0,0.0
aM2995jJmJWvr6cneaGH58HauIg2,0.0,0.0,623.7145299274697,1.0,0.017094017094017144,1135.5999999642372,1008.926050419567,126.67394954467022,1.0,1.0,1.0,1.0,0.0,0.0
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.0,0.0,591.2717391271954,1.0,0.034782608695652195,1359.7000000004966,1221.3590909090908,138.34090909140582,1.0,1.0,1.0,1.0,0.0,0.0
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,,,355.08578947050523,1.0,0.04385964912280704,,1057.2608333408832,,0.0,0.0,1.0,1.0,0.0,0.0
asKxydfXDkZAk89VaD4hwVovkzJ3,0.0,0.0,423.1833333329944,1.0,0.0535714285714286,1913.699999999255,1267.9279661016317,645.7720338976233,1.0,1.0,1.0,1.0,0.0,0.0
azdL1gX79EVd9iepyCAVQrqIaQF3,0.0,0.0,301.54700854705436,1.0,0.017094017094017144,1531.5,920.728571428573,610.771428571427,1.0,1.0,1.0,1.0,0.0,0.0
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.3333333333333333,3.6060606060606055,258.80416312661316,1.0,0.09259259259259256,724.2166666666939,626.2309734513283,97.98569321536559,1.0,1.0,1.0,1.0,1.0,1.0
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.3333333333333333,5.380952380952382,225.75585588866534,0.875,-0.061936936936936915,1453.6666666666667,1177.9154545437207,275.7512121229461,1.0,1.0,1.1666666666666667,2.0,1.0,1.0
c0hRe9PCPPZs3HWFqhIQargNlp52,0.0,0.0,412.88214284607375,1.0,0.017857142857142905,2439.300000190735,1392.4377192572545,1046.8622809334804,1.0,1.0,1.0,1.0,0.0,0.0
c8BtRUVPPPZHjyhX2rn702NoUld2,0.0,0.0,-481.62499997592886,1.0,0.028846153846153855,1141.1000000238419,1164.3836538459245,-23.28365382208267,1.0,1.0,1.0,1.0,0.0,0.0
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.5,19.833333333333318,427.53620678186417,1.0,0.025862068965517238,1987.2000000476837,1228.6341880264445,758.5658120212393,1.0,1.0,1.0,1.0,1.0,1.0
cEIs6U87xfbSL5eFTXDK77MmvNf1,,,404.27297303912883,1.0,0.0535714285714286,,1045.9254237312382,,0.0,0.0,1.0,1.0,0.0,0.0
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.14285714285714285,2.053571428571427,155.66282828317753,0.8888888888888888,-0.03838383838383841,857.8000000002129,748.1462962957858,109.65370370442713,1.0,1.0,1.1428571428571428,2.0,1.0,1.0
cec6NLR2ZLVVw6h0TEKSNIH11v02,,,,,,,862.6583333333527,,0.0,0.0,0.0,0.0,0.0,0.0
cfoKz0AGhvYmW0DJmVKAZ01jh752,0.0,0.0,-124.22672413340933,1.0,0.017241379310344862,1049.625,788.6391304420388,260.9858695579612,1.3333333333333333,2.0,1.0,1.0,0.0,0.0
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.0,0.0,595.5461261307871,0.8,-0.16396396396396395,1829.399999976158,1086.7426086964815,742.6573912796764,1.0,1.0,1.25,2.0,0.0,0.0
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.16666666666666666,3.76666666666667,349.9057894844759,0.8,-0.16491228070175434,1422.0,1097.9336448595902,324.06635514040977,1.2,2.0,1.25,2.0,1.0,1.0
e7NIVznoeNMC7bBejXnMVvFNPfx1,0.0,0.0,1611.7305084386114,1.0,0.008474576271186418,770.0,944.8579831934777,-174.8579831934777,1.0,1.0,1.0,1.0,0.0,0.0
fEL2NrgSd4MmDtLCAcMvCJQXTME2,0.0,0.0,24.615789475605652,0.75,-0.22368421052631582,2246.5666666676602,1120.5198275865666,1126.0468390810936,1.0,1.0,1.3333333333333333,2.0,0.0,0.0
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.1111111111111111,6.666666666666646,167.52094016962837,1.0,0.017094017094017144,1389.5666666643488,874.5495495495495,515.0171171147992,1.2857142857142858,3.0,1.0,1.0,1.0,1.0
foaW7wtvY3XLNdguFUK7OvOefP93,,,180.07307692312952,1.0,0.017094017094017144,,962.8391666666731,,0.0,0.0,1.0,1.0,0.0,0.0
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.0,0.0,110.52265484417444,1.0,0.04385964912280704,1828.3666666348774,895.2880341914984,933.0786324433791,1.0,1.0,1.0,1.0,0.0,0.0
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.0,0.0,6.25,1.0,0.017241379310344862,1296.6666666666667,1093.415841584163,203.25082508250375,1.5,2.0,1.0,1.0,0.0,0.0
h52Mz0cZjnOsmXT02EgU3JzzRKs2,0.0,0.0,312.6127118614139,1.0,0.008474576271186418,1006.5999999977648,629.9466101695168,376.653389828248,1.0,1.0,1.0,1.0,0.0,0.0
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.0,0.0,107.12767855876268,0.75,-0.22345132743362828,1841.0,1231.3880341883398,609.6119658116602,1.0,1.0,1.3333333333333333,2.0,0.0,0.0
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,,,,,,,1064.9529411764727,,0.0,0.0,0.0,0.0,0.0,0.0
hrRr560eFBNwJ0CcUjCqtSD8TdP2,,,70.64770114920691,1.0,0.025862068965517238,,730.3158333335382,,0.0,0.0,1.0,1.0,0.0,0.0
htPWXDgfuheOJbl6ihHore9XuDp2,0.0,,118.57711835634927,1.0,0.008474576271186418,1581.3666674296062,1054.9362067847417,526.4304606448645,1.5,2.0,0.0,0.0,0.0,0.0
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,0.0,,,,,2764.4000000953674,1424.4537037092227,1339.9462963861447,1.0,1.0,0.0,0.0,0.0,0.0
i1tBstVkNiVP0qro7TgGD08IGGa2,,,,,,,1252.5179487191713,,0.0,0.0,0.0,0.0,0.0,0.0
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.0,0.0,77.19047619041316,1.0,0.06194690265486724,1405.25,1193.3130434782427,211.93695652175734,1.3333333333333333,2.0,1.0,1.0,0.0,0.0
iWsc4pghIEWOQUZKuQJMfe516UI3,,,,,,,781.4691666677594,,0.0,0.0,0.0,0.0,0.0,0.0
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.0,0.0,-57.829914603477846,1.0,0.017094017094017144,2163.6999999284744,1012.3445378171295,1151.3554621113449,1.0,1.0,1.0,1.0,0.0,0.0
iZX3U88SSqYAtT564nBPgHUBsei1,,,74.11017698609976,1.0,0.03539823008849563,,1049.5711864412335,,0.0,0.0,1.0,1.0,0.0,0.0
idP8RVfm74N86O0dszLXANIpjXv2,0.0,0.0,-65.29130434247031,1.0,0.02608695652173909,2117.100000023842,846.6398305110002,1270.4601695128417,1.0,1.0,1.0,1.0,0.0,0.0
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.1111111111111111,2.6222222222222222,161.60714285717722,1.0,0.04424778761061943,1792.8888888888823,1069.1467889908224,723.7420998980599,1.0,1.0,1.0,1.0,1.0,1.0
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.0,0.0,-392.3305084513405,1.0,0.008474576271186418,614.3000000119209,988.3100000007586,-374.00999998883765,1.0,1.0,1.0,1.0,0.0,0.0
jzdk8E3tVXTXIozlfK5oeEb7wWp2,,,537.6771929816197,0.8,-0.16491228070175434,,886.3225000003973,,0.0,0.0,1.25,2.0,0.0,0.0
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.0,0.0,505.6529411591737,1.0,0.058252427184465994,2828.349999964237,1647.7311320765964,1180.6188678876408,1.0,1.0,1.0,1.0,0.0,0.0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.0,0.0,149.4905172414267,1.0,0.017241379310344862,1796.1749999999884,1027.2478260869323,768.9271739130561,1.0,1.0,1.0,1.0,0.0,0.0
kgSRatooJJfDaMZ2yIURqb8aJuE3,,,,,,,1014.5166666670392,,0.0,0.0,0.0,0.0,0.0,0.0
lHDkoPQu5reNCO45npeYSS9eLQl1,0.0,0.0,795.1931033298888,1.0,0.017241379310344862,1642.4,1220.4149122530953,421.9850877469048,1.6666666666666667,3.0,1.0,1.0,0.0,0.0
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,0.0,0.0,-247.5256521750889,1.0,0.017391304347826098,2084.300000000745,1287.0589743589935,797.2410256417515,1.0,1.0,1.0,1.0,0.0,0.0
lpzDdvuMkKWkPxu6xeclmdctEp42,0.0,0.0,223.26321836312604,1.0,0.025862068965517238,2319.0,994.6293103386616,1324.3706896613385,1.3333333333333333,2.0,1.0,1.0,0.0,0.0
m69r9GQTk2b51mvxrFLt4fZeJi52,0.0,0.0,-11.81739130434778,1.0,0.02608695652173909,1105.9999999998836,943.1891891891892,162.81081081069442,1.0,1.0,1.0,1.0,0.0,0.0
