participant_id,prp_cb_base,prp_cb_bottleneck,prp_cb_r_squared,prp_cb_rmse,prp_cb_slope,prp_cb_n_trials,prp_cb_n_soa_levels,prp_bottleneck_auc,prp_bottleneck_slope_short,prp_bottleneck_slope_long,prp_rt2_asymptote_long_soa,prp_bottleneck_curvature,prp_cb_aic,prp_cb_bic,prp_cs_base,prp_cs_amplitude,prp_cs_tau,prp_cs_r_squared,prp_cs_rmse,prp_cs_aic,prp_cs_bic,prp_mix_cb_weight,prp_mix_r_squared,prp_mix_rmse,prp_mix_aic,prp_mix_bic
06qcrpGKL6Vc3LVplFQC90VAcRm1,479.0415551603215,440.14636133769903,0.99378207925546,11.828147003152653,-0.8675368039637751,119,5,644478.8179346218,-0.8675368039637751,-0.15943948412698422,475.7541666664183,0.0005741288433085775,28.704820303161654,27.923696128029853,452.9185521310902,492.67513848944947,293.0298747520225,0.9872778377776386,16.91899596615712,34.2843701235575,33.1126838608598,0.660487667540326,0.9961178816759878,9.346058744956695,34.34954729830564,32.00617477291024
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,444.0970555799681,526.9705924634915,0.9932667712351168,15.972337626382407,-1.034929824561342,120,5,637726.3541666759,-1.034929824561342,-0.24477579365081367,421.7583333333362,0.0006541937023228219,31.7085832761908,30.927459101059,387.5451600285815,638.141374339136,347.705395781834,0.9899670756117285,19.497124567110344,35.70266996599781,34.530983703300116,0.5567566556759647,0.9989777629996934,6.223469922225983,30.28327616511727,27.939903639721873
0d841i8KPjdjwCYfDuUUXj0SEjH2,521.1624995746513,769.5139448976231,0.7285004525964222,126.13006104044959,-0.37742105220493477,120,5,966515.7292187214,-0.37742105220493477,-0.6330486112170746,521.1624999841055,-3.171453222970816e-05,52.373136050476845,51.592011875345044,200.00000000001657,1020.3810417026086,1180.672215868464,0.8480530153018516,94.35829699626112,51.47099206435331,50.29930580165561,0.0,0.8480530153018516,94.35829699626112,57.47099206435331,55.127619538957916
0oa5NYVnIBS9NmrmRAZrahXDctP2,507.32538642264416,465.1956364724862,0.957746667039438,32.701390293388386,-0.6766622806997277,120,5,687544.0624998882,-0.6766622806997277,-0.21059027777910835,510.1249999993791,0.000584031515673219,38.87417593616784,38.09305176103604,474.40227922867564,510.27533215946727,331.74246860474176,0.9482018543147944,36.20702462683839,41.89253150471518,40.72084524201748,0.665608287413135,0.960968969931036,31.429736316763222,46.47754461234456,44.134172086949164
146QT9LupyU2BAiTsB3PMIpVXM22,551.7534918700867,490.05756495805156,0.8221830378505814,82.1597433550644,-1.6097319794003802,117,5,791232.853260855,-1.6097319794003802,-0.1788524844718286,526.4500000004967,0.0005428033728737234,48.08665441894202,47.30553024381022,563.2414298415141,633.5256616007408,234.47031674986326,0.9271429617101969,52.59061350050563,45.62537653258739,44.45369026988969,0.0,0.9271429617101969,52.59061350050563,51.62537653258739,49.282004007191986
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,632.7172268087071,509.5154620850331,0.9418225322951984,44.14754808550461,-0.6509714912394412,120,5,857984.5833315203,-0.6509714912394412,-0.32434623015601033,591.8625000007451,0.0004638236305288771,41.87537389505628,41.09424971992448,527.7527647494688,613.0582974188424,491.4120603682951,0.9701742307050476,31.610037314038912,40.53474706677285,39.363060804075154,0.23723833903093305,0.9732106156947145,29.957843494062708,45.99791176554455,43.65453924014915
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,888.2750000400141,941.6385287943539,0.9425412147613496,74.00121065232355,-0.24703728067770261,120,5,1471541.4583352706,-0.24703728067770261,-0.7400813492056402,888.2750000059605,5.238465668661581e-05,47.040814532368785,46.259690357236984,200.00000000000372,1590.135351336727,1489.5930095812266,0.9436724247010932,73.26914659980265,48.941396007695616,47.76970974499792,0.4553307306702603,0.9462975999001402,71.54140296997808,54.702763446251325,52.35939092085593
1fbLQPCcysVlSKup96K4yI5NX6G3,584.1093425129707,581.6047297721535,0.8801623279843084,76.59279870186438,-1.2840789473814924,120,5,857894.4791663438,-1.2840789473814924,-0.3140218253942238,529.7249999940395,0.00047560206874065503,47.38503060602158,46.60390643088978,470.6572233215177,739.9562120733909,497.4989899717847,0.9631682294166892,42.462206249860316,43.486144155907766,42.31445789321007,0.0,0.9631682294166892,42.462206249860316,49.486144155907766,47.14277163051237
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,864.7173913740412,864.4122711302803,0.759098737576005,148.5666369361695,0.6192677969200997,109,5,1448728.5566006044,0.6192677969200997,-0.8915663018798282,864.7173913043479,-0.00024156317768393484,54.010335911688514,53.229211736556714,200.0000000000058,1502.0898709297742,1634.540606079322,0.7985526338545168,135.85716611394864,55.11604084675804,53.94435458406034,0.0,0.7985526338545168,135.85716611394864,61.11604084675804,58.772668321362644
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,578.2048367652552,429.85657654841214,0.9780667108079518,21.722536529793842,-0.7903421052767513,120,5,755291.5625001615,-0.7903421052767513,-0.13153968253010329,592.3291666706403,0.0006106551788216681,34.78350271386795,34.002378538736146,556.5742876399551,471.8347483264949,295.8982055591342,0.9479855951291531,33.451875417639954,41.101078512997404,39.929392250299706,1.0,0.9780667108079518,21.722536529793842,42.78350271386795,40.440130188472544
