model,term,beta,se,t,p
DASS Depression predicting loneliness,Intercept,0.05369960342236966,0.07502315143214972,0.7157737631287738,0.47413105546896817
DASS Depression predicting loneliness,C(gender_male)[T.1],-0.10028243443003343,0.11710872422447777,-0.8563190752365198,0.39182131295618117
DASS Depression predicting loneliness,z_dass_dep,0.6052035373998949,0.07383093675851815,8.197153713210476,2.4614561376024816e-16
DASS Depression predicting loneliness,z_dass_dep:C(gender_male)[T.1],0.15863507020542694,0.12813702203380048,1.2380112139923274,0.21571190279406216
DASS Depression predicting loneliness,z_age,-0.06643443188052302,0.056076980665279996,-1.1847005864503655,0.23613585052406905
