participant_id,acc_q1,acc_q4,acc_slope,pe_q1,pe_q4,pe_slope,n_trials
06qcrpGKL6Vc3LVplFQC90VAcRm1,0.75,0.8636363636363636,0.03787878787878788,10.0,9.090909090909092,-0.30303030303030276,82
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,0.8888888888888888,0.9047619047619048,0.005291005291005309,11.11111111111111,9.523809523809524,-0.529100529100529,75
0d841i8KPjdjwCYfDuUUXj0SEjH2,0.6875,0.9444444444444444,0.08564814814814814,6.25,0.0,-2.0833333333333335,66
0oa5NYVnIBS9NmrmRAZrahXDctP2,0.8333333333333334,0.9444444444444444,0.037037037037037014,11.11111111111111,5.555555555555555,-1.8518518518518519,72
146QT9LupyU2BAiTsB3PMIpVXM22,0.9473684210526315,0.9,-0.015789473684210503,5.263157894736842,10.0,1.5789473684210529,77
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,0.9375,0.9411764705882353,0.001225490196078427,6.25,5.88235294117647,-0.1225490196078433,65
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.8235294117647058,0.9444444444444444,0.040305010893246195,5.88235294117647,5.555555555555555,-0.10893246187363825,69
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,0.9523809523809523,0.8695652173913043,-0.027605244996549334,4.761904761904762,8.695652173913043,1.3112491373360937,86
23AEyocWhqY955WHbxhHRSgQ1ms2,0.7,0.9130434782608695,0.07101449275362319,5.0,4.3478260869565215,-0.21739130434782616,83
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.7727272727272727,0.88,0.035757575757575766,13.636363636363635,4.0,-3.2121212121212115,91
2zDXvJKvjeejeOSNbtDbtSI5cdz1,0.8235294117647058,0.9,0.025490196078431393,5.88235294117647,5.0,-0.2941176470588234,71
3WijiOiVCoMbn80F05SPYsxl0TC2,0.7894736842105263,0.9047619047619048,0.03842940685045948,5.263157894736842,4.761904761904762,-0.16708437761069325,78
3xCaqfcHxRQxuOlEzXz3PNcHODH2,0.7647058823529411,1.0,0.07843137254901962,17.647058823529413,0.0,-5.882352941176471,68
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.9,0.9047619047619048,0.0015873015873015817,5.0,4.761904761904762,-0.07936507936507937,81
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.8823529411764706,1.0,0.03921568627450981,5.88235294117647,0.0,-1.9607843137254901,69
5rXSa3anB5ejmFrnwUsTB82byup1,0.9047619047619048,0.8181818181818182,-0.028860028860028846,4.761904761904762,13.636363636363635,2.958152958152958,85
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.9047619047619048,0.8636363636363636,-0.013708513708513706,4.761904761904762,13.636363636363635,2.958152958152958,85
62fAfeQc27bZelkPX7G54T3gvci2,0.875,0.9375,0.020833333333333332,6.25,6.25,0.0,64
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.8571428571428571,0.9130434782608695,0.018633540372670804,9.523809523809524,8.695652173913043,-0.27605244996549355,86
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.9411764705882353,1.0,0.019607843137254905,5.88235294117647,0.0,-1.9607843137254901,69
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.6842105263157895,0.8947368421052632,0.07017543859649122,5.263157894736842,10.526315789473683,1.7543859649122806,76
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.7647058823529411,0.9473684210526315,0.0608875128998968,5.88235294117647,5.263157894736842,-0.2063983488132095,70
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0.42857142857142855,0.9032258064516129,0.15821812596006143,0.0,9.67741935483871,3.2258064516129035,115
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.9,1.0,0.033333333333333326,5.0,0.0,-1.6666666666666667,80
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.2608695652173913,0.875,0.20471014492753623,0.0,8.333333333333332,2.7777777777777772,93
8mscvscxtXf7EbbLqCyy4a4pl2q2,0.7777777777777778,0.9,0.040740740740740744,5.555555555555555,5.0,-0.18518518518518512,74
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.8235294117647058,0.8947368421052632,0.023735810113519107,11.76470588235294,10.526315789473683,-0.412796697626419,70
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.9444444444444444,0.9444444444444444,0.0,5.555555555555555,5.555555555555555,0.0,72
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.7,0.85,0.05000000000000001,0.0,15.0,5.0,80
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.8947368421052632,0.9545454545454546,0.019936204146730474,10.526315789473683,4.545454545454546,-1.9936204146730458,79
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.6818181818181818,0.92,0.07939393939393942,4.545454545454546,4.0,-0.18181818181818196,91
