participant_id,win_stay_rate,lose_shift_rate,lose_stay_rate,n_win_trials,n_lose_trials
06qcrpGKL6Vc3LVplFQC90VAcRm1,0.8970588235294118,0.5384615384615384,0.23076923076923078,68,13
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,0.873015873015873,0.7272727272727273,0.0,63,11
0d841i8KPjdjwCYfDuUUXj0SEjH2,0.9298245614035088,0.625,0.0,57,8
0oa5NYVnIBS9NmrmRAZrahXDctP2,0.8870967741935484,0.7777777777777778,0.1111111111111111,62,9
146QT9LupyU2BAiTsB3PMIpVXM22,0.8805970149253731,0.8888888888888888,0.1111111111111111,67,9
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,0.9122807017543859,0.7142857142857143,0.14285714285714285,57,7
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.9,0.875,0.0,60,8
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,0.9090909090909091,0.875,0.125,77,8
23AEyocWhqY955WHbxhHRSgQ1ms2,0.8769230769230769,0.47058823529411764,0.11764705882352941,65,17
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.8493150684931506,0.7058823529411765,0.11764705882352941,73,17
2zDXvJKvjeejeOSNbtDbtSI5cdz1,0.9016393442622951,0.6666666666666666,0.0,61,9
3WijiOiVCoMbn80F05SPYsxl0TC2,0.8870967741935484,0.5333333333333333,0.13333333333333333,62,15
3xCaqfcHxRQxuOlEzXz3PNcHODH2,0.9516129032258065,0.8,0.2,62,5
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.9014084507042254,0.8888888888888888,0.1111111111111111,71,9
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.9180327868852459,0.8571428571428571,0.0,61,7
5rXSa3anB5ejmFrnwUsTB82byup1,0.8767123287671232,0.8181818181818182,0.0,73,11
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.8611111111111112,0.8333333333333334,0.0,72,12
62fAfeQc27bZelkPX7G54T3gvci2,0.8928571428571429,0.8571428571428571,0.14285714285714285,56,7
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.8933333333333333,0.8,0.1,75,10
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.9344262295081968,0.5714285714285714,0.2857142857142857,61,7
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.8888888888888888,0.5833333333333334,0.08333333333333333,63,12
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.9166666666666666,0.6666666666666666,0.0,60,9
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0.8125,0.4411764705882353,0.14705882352941177,80,34
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.9154929577464789,0.75,0.125,71,8
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.8676470588235294,0.375,0.041666666666666664,68,24
8mscvscxtXf7EbbLqCyy4a4pl2q2,0.8709677419354839,0.8181818181818182,0.0,62,11
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.9,0.6666666666666666,0.3333333333333333,60,9
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.9047619047619048,0.75,0.125,63,8
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.859375,0.6,0.2,64,15
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.8985507246376812,0.7777777777777778,0.1111111111111111,69,9
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.8472222222222222,0.6111111111111112,0.16666666666666666,72,18
AsXBOflrszVNKoFqbN61bMJqS0k2,0.8571428571428571,0.6,0.4,84,20
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.8170731707317073,0.625,0.125,82,24
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,0.5,0.39215686274509803,0.0,40,51
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.8787878787878788,0.9,0.1,66,10
CDEoAyvS8feXLKMKsaZah9agEhF3,0.896551724137931,1.0,0.0,58,6
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.8714285714285714,0.5263157894736842,0.21052631578947367,70,19
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.9032258064516129,0.5,0.4166666666666667,62,12
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.8870967741935484,0.875,0.0,62,8
Co587hoelyeANqFX7AYvuVQW0lZ2,0.9090909090909091,0.4666666666666667,0.2,66,15
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.8888888888888888,0.4666666666666667,0.4,63,15
DAKDKPH698P12JfTbbjemLI6PIH2,0.8695652173913043,0.7692307692307693,0.07692307692307693,69,13
DPvStUYSmohmXwFwaKRqHv89R3k1,0.9491525423728814,1.0,0.0,59,3
DaRehVxIOhXtEtUExdgvUl0mKcx2,0.639344262295082,0.36666666666666664,0.31666666666666665,61,60
Df83JuPuJkXqTGbENhM2gw5SJM43,0.88,0.75,0.08333333333333333,75,12
DzB19GqCB7fyrlEPexogWkjFzEx2,0.9076923076923077,0.5833333333333334,0.25,65,12
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.8974358974358975,0.5714285714285714,0.35714285714285715,78,14
EUhcW9kURScie1DwGPHqmNqotJB2,0.7066666666666667,0.44,0.46,75,50
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.9,0.6363636363636364,0.2727272727272727,70,11
EoToosG69XMp4LTYdB6sB9WTrv22,0.9833333333333333,1.0,0.0,60,1
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.8970588235294118,0.6153846153846154,0.3076923076923077,68,13
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.7529411764705882,0.5,0.35714285714285715,85,42
G9VruXninjUdE9czK2DambZl5li2,0.8378378378378378,0.5454545454545454,0.18181818181818182,74,22
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.90625,0.4117647058823529,0.29411764705882354,64,17
GE4hogtdLdTFbNasENgtm6SO3hC3,0.9491525423728814,0.5714285714285714,0.14285714285714285,59,7
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.8888888888888888,0.6363636363636364,0.18181818181818182,63,11
HSggdq91WiQp16bOj7V3dABkcgk2,0.88,0.7692307692307693,0.07692307692307693,75,13
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.9491525423728814,0.8,0.0,59,5
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.8888888888888888,0.8,0.1,72,10
IaTJhUGICmO9xcL3605RW8QHneN2,0.8275862068965517,0.75,0.15,87,20
JntnHLHjYhc0xJJQALM3h9R5Ozv1,0.9032258064516129,0.5833333333333334,0.25,62,12
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,1.0,,,59,0
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.9193548387096774,0.7142857142857143,0.2857142857142857,62,7
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.8461538461538461,0.5882352941176471,0.058823529411764705,65,17
LSLmd8jENtONZFVkIpRDX665Bu73,0.8636363636363636,0.6666666666666666,0.2,66,15
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.8852459016393442,1.0,0.0,61,8
LliUMEIsrCVZ88YFQfevan2Og4z1,0.8311688311688312,0.7222222222222222,0.2222222222222222,77,18
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.8734177215189873,0.7692307692307693,0.15384615384615385,79,13
MMSYeiMQi3gMr4PrXQcpXzFiegj2,0.8157894736842105,0.4838709677419355,0.3870967741935484,76,31
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.8939393939393939,0.6363636363636364,0.09090909090909091,66,11
OExlWyngGfPrScDYjaRcv5PIAet1,0.95,1.0,0.0,60,3
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.9,0.4117647058823529,0.23529411764705882,70,17
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.8260869565217391,0.5714285714285714,0.23809523809523808,69,21
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.9152542372881356,0.8333333333333334,0.16666666666666666,59,6
PLreonkqaMeFc0UqxKUelH44UQu1,0.8,0.75,0.15,70,20
PkpTH7pWpEOG9A86xSloOSozwTk2,0.5384615384615384,0.3898305084745763,0.3728813559322034,52,59
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.9047619047619048,0.7,0.1,63,10
QbOEVCaZLUMOgltUdXm58oZOALv2,0.8108108108108109,0.6086956521739131,0.13043478260869565,74,23
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.8909090909090909,0.8571428571428571,0.14285714285714285,55,7
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.8767123287671232,0.47619047619047616,0.23809523809523808,73,21
Qv0jhW3sqicqQvd7LfReAsI7nD73,0.8888888888888888,0.6666666666666666,0.08333333333333333,63,12
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.9824561403508771,1.0,0.0,57,1
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.8923076923076924,0.875,0.125,65,8
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.8840579710144928,0.7272727272727273,0.09090909090909091,69,11
SOhR7IO689NQCPQu56SjATO8FR92,0.8356164383561644,0.5,0.2692307692307692,73,26
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.8390804597701149,0.56,0.12,87,25
SdDjNMBD2ZMTEwUphkohi2cZwUx1,0.8888888888888888,0.8,0.0,72,10
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.9032258064516129,0.7777777777777778,0.0,62,9
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.9090909090909091,0.6666666666666666,0.3333333333333333,66,9
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.8787878787878788,0.6923076923076923,0.23076923076923078,66,13
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.8955223880597015,0.875,0.125,67,8
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.8805970149253731,0.6153846153846154,0.3076923076923077,67,13
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.9230769230769231,1.0,0.0,78,6
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.8875,0.5625,0.125,80,16
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.8472222222222222,0.55,0.3,72,20
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.825,0.5384615384615384,0.11538461538461539,80,26
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.9152542372881356,0.5454545454545454,0.36363636363636365,59,11
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.8852459016393442,0.8,0.0,61,10
WqoZv41KTtTCuPKBPyClregrKAi1,0.8648648648648649,0.7142857142857143,0.0,74,14
XehZHBpwr5MYzUXkj0FAYCsFG922,0.8170731707317073,0.5333333333333333,0.36666666666666664,82,30
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.9491525423728814,0.5714285714285714,0.0,59,7
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.95,1.0,0.0,60,3
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.881578947368421,1.0,0.0,76,9
aM2995jJmJWvr6cneaGH58HauIg2,0.8888888888888888,0.5714285714285714,0.14285714285714285,72,14
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.75,0.4166666666666667,0.2777777777777778,64,36
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.8191489361702128,0.7083333333333334,0.125,94,24
azdL1gX79EVd9iepyCAVQrqIaQF3,0.8823529411764706,0.75,0.25,68,12
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.8783783783783784,0.6,0.2,74,15
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.7604166666666666,0.7096774193548387,0.16129032258064516,96,31
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.896551724137931,0.75,0.25,58,8
c0hRe9PCPPZs3HWFqhIQargNlp52,0.8873239436619719,0.6153846153846154,0.3076923076923077,71,13
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.8214285714285714,0.42857142857142855,0.4857142857142857,84,35
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.8953488372093024,0.6428571428571429,0.21428571428571427,86,14
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.8686868686868687,0.8125,0.125,99,16
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.6666666666666666,0.49019607843137253,0.0,75,51
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.8904109589041096,0.6666666666666666,0.16666666666666666,73,12
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.9090909090909091,0.625,0.125,55,8
e7NIVznoeNMC7bBejXnMVvFNPfx1,0.9166666666666666,0.45454545454545453,0.2727272727272727,60,11
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.8333333333333334,0.55,0.4,66,20
foaW7wtvY3XLNdguFUK7OvOefP93,0.8787878787878788,0.8888888888888888,0.1111111111111111,66,9
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.8157894736842105,0.6363636363636364,0.3181818181818182,76,22
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.9032258064516129,0.8571428571428571,0.0,62,7
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.7721518987341772,0.4418604651162791,0.06976744186046512,79,43
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.875,0.6923076923076923,0.23076923076923078,72,13
i1tBstVkNiVP0qro7TgGD08IGGa2,0.8805970149253731,0.7272727272727273,0.18181818181818182,67,11
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.9322033898305084,0.7142857142857143,0.0,59,7
iWsc4pghIEWOQUZKuQJMfe516UI3,0.8805970149253731,0.8181818181818182,0.0,67,11
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.8055555555555556,0.5833333333333334,0.20833333333333334,72,24
idP8RVfm74N86O0dszLXANIpjXv2,0.90625,0.75,0.0,64,8
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.8983050847457628,0.4,0.2,59,15
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.9655172413793104,1.0,0.0,58,3
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.9130434782608695,0.75,0.25,69,8
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.9204545454545454,0.875,0.125,88,8
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.9,0.6153846153846154,0.23076923076923078,70,13
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.8840579710144928,0.6153846153846154,0.3076923076923077,69,13
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.9666666666666667,0.6,0.0,60,5
kxerHPSL3bQjD74HhiebYf3blPr1,0.5869565217391305,0.2647058823529412,0.23529411764705882,46,68
lHDkoPQu5reNCO45npeYSS9eLQl1,0.7671232876712328,0.5294117647058824,0.23529411764705882,73,34
lpzDdvuMkKWkPxu6xeclmdctEp42,0.8985507246376812,0.6153846153846154,0.23076923076923078,69,13
m69r9GQTk2b51mvxrFLt4fZeJi52,0.8840579710144928,0.8181818181818182,0.18181818181818182,69,11
mUZzgdWKnPb2txOkJg9FHgqX5792,0.8461538461538461,0.5416666666666666,0.375,78,24
