path,female_beta,female_se,male_beta,male_se
UCLA -> DASS Depression,0.6840852931867597,0.1041231918029054,0.649598087457573,0.0926596450247254
DASS Depression -> PRP Bottleneck Effect,-29.551178527073322,20.482221112946682,-19.06810918916934,18.69653133547313
UCLA -> PRP Bottleneck Effect (direct),22.09627335398577,19.702908989624277,44.240233528465026,21.189323441127147
