model,term,beta,se,t,p
Loneliness predicting DASS,Intercept,0.04273597718040652,0.06889705624806665,0.6202874187618974,0.5350685765068042
Loneliness predicting DASS,C(gender_male)[T.1],-0.1113320256862028,0.11145559718605322,-0.9988912939056427,0.31784735413419507
Loneliness predicting DASS,z_ucla,0.6840852931867597,0.1041231918029054,6.569960844858305,5.032849459645291e-11
Loneliness predicting DASS,z_ucla:C(gender_male)[T.1],-0.0344872057291867,0.13914577629241429,-0.24784946153674095,0.8042508838144466
Loneliness predicting DASS,z_age,0.0509944476834302,0.057875568489163955,0.8811049120489917,0.37826103884622975
