gender,mean,se,ci_lower,ci_upper,significant
Female,-20.15199000429684,14.242875569530716,-49.03334279717598,7.484283825052517,False
Male,-12.19664698878409,12.292235201460246,-37.7566149341241,11.357751938856692,False
