outcome,linear_interaction_beta,linear_interaction_p,quad_linear_interaction_beta,quad_sq_interaction_beta,quad_sq_interaction_p,aic_linear,aic_quadratic,delta_aic,quadratic_preferred
pe_rate,2.5943714661214625,0.028912065389008996,2.5217238814184264,0.5674217864447095,0.6276147499069793,430.9049559953779,433.92661724115385,-3.021661245775931,False
wcst_accuracy,-4.490079302253013,0.036111659232122104,-4.425100147304342,-0.5711560381230054,0.7876443029651164,516.1012101281196,519.6727508974097,-3.5715407692900953,False
wcst_npe_rate,1.895707836131558,0.2257164346932776,1.9033762658857705,0.003734251678292999,0.9981028644310861,472.5191758949278,476.4916476096869,-3.972471714759081,False
