outcome,tertile_main_p,gender_main_p,interaction_p,model_rsquared
pe_rate,0.5537165940956246,0.4790954544569406,0.33730062800246546,0.05445165943371155
wcst_accuracy,0.44441646606857066,0.49452185781309554,0.5314855043683695,0.04714387992519109
