task,metric,beta_ucla,p_ucla,n
stroop,lapse_freq,0.7794790887804431,0.07749720410851749,171
stroop,lapse_magnitude,20.326664707252196,0.3626138748429827,171
wcst,lapse_freq,0.16830326218332797,0.778716860839262,171
wcst,lapse_magnitude,5.6465278223527715,0.7723196169041615,170
