pooled_beta,pooled_se,ci_lower,ci_upper,Q,p_Q,I2,tau_sq,n_tasks
10.702184404428401,4.812349079981392,1.2699802076648723,20.13438860119193,0.02097504369590963,0.9895672804618442,0,0,3
