participant_id,wcst_brl_hazard,wcst_brl_noise,wcst_brl_beta,wcst_brl_negloglik,wcst_brl_n_trials
QreA2rLiUhV3YHeMfuHMPdGbpJ53,0.11070549091797076,0.26780673752902456,4.53413059694756,49.49711057110582,95
Rc706mP0TSeIoIpMYH1SpRXjOxA2,0.3,0.001,7.632823514292422,16.321691069683663,61
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,0.003830445489936664,0.001,4.809089268521046,17.57800944730148,81
Ru3Qf6pXZua1DfNkQdhbor6iJ403,0.19503204357009907,0.047737027562759216,5.747442057272682,27.106275042829633,86
SOhR7IO689NQCPQu56SjATO8FR92,0.1741357079314438,0.3,5.850781183099732,47.03447839661814,100
SPCT9D90pRa1ihXS5jEw6vCmquI3,0.2704586854574545,0.3,7.318502275748642,64.54038696274192,128
SpSfX0ZcfcPLdlOENlfdfvEPwru2,0.0658007529533475,0.021073786772954666,5.7434179403981656,12.144301433748097,72
SvtOrPatsnWjicxtyndEzSdO5Wp1,0.21668209656563872,0.26980570484816013,8.384062508950477,25.534049605447983,86
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,0.10284860341698121,0.17828495617806775,7.495331047719703,10.886138412152004,78
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,0.22013715567415099,0.001,4.6353614059812225,61.46711076496287,128
Ub7nV8F55kPruh35ZpUcKoBUyn63,0.22552160679809782,0.3,10.0,19.94490943971599,81
UbqFccqQZZgcqJIqCn3ErH9zQdM2,0.24083132861941392,0.19224359377199687,6.371942625570365,39.576606883711,90
UbwuSMtBsHdW3Ji41opk3GInMqi2,0.07546043220669915,0.001,6.271284160627021,10.145382680422484,77
VwTymW8T68MfpnJvZ2X97ILqDWS2,0.10228026228646896,0.17529639813278663,6.264308811365698,17.787486162945903,81
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,0.2980088008065235,0.001,6.995915611971023,24.818336400955204,88
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.20924059135491943,0.24367143173310485,6.160191740810726,44.46203240388733,98
WcTsIpSoEhYeIBSNjAbbdaNSBya2,0.13920336613637854,0.3,6.495317366281654,30.398441747586816,94
WeHQDy9BWldTlaQDVVlsJNCqwxA2,0.21867302769372984,0.25812097755918756,5.803847783606799,54.99373425423107,107
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,0.13390018839535678,0.2653004619959066,7.633946294953651,19.641443040277743,72
WnC6Uscb5VMIr43GASKiUCO3AYH2,0.26690536764550077,0.006530532306127022,7.668936918805851,18.751003626703195,74
WqoZv41KTtTCuPKBPyClregrKAi1,0.2604415077790788,0.11884993105350965,5.605011811437482,40.6328314870833,89
XbHvBButpZS4bapbJXJLAYcHnn12,0.3,0.3,6.595094153048789,80.47736486164686,128
XehZHBpwr5MYzUXkj0FAYCsFG922,0.15094436914896436,0.3,5.474855891631767,56.22314652763212,115
YEU5ox3jteVINfdSTg5ymqYcS9o2,0.3,0.08622320923773326,7.330924939725812,22.772286861675997,68
Yco8O7tmHlbsUBfKW2ywcZByGO32,0.07311084053888706,0.03120710371523153,4.291719039166101,24.679676732395688,66
YzmMCD3ZmzbWlV4pTQ6hvDdnuMk2,0.1578925421277868,0.2730549186642496,6.327447810518961,28.991740066158567,84
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,0.1673481563136831,0.08481605007058027,6.424234560209488,20.23416663696631,87
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,0.2076445748830432,0.18657022067701254,7.929494100027858,18.623834699646064,80
aM2995jJmJWvr6cneaGH58HauIg2,0.21956632972331747,0.14669989027516173,7.750907366912959,21.01561928451768,87
afdTz6deeYWf1qKNdUpKAYKN3hz1,0.22252175586766834,0.3,4.331246757212832,100.98417098347548,128
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,0.23735963554352668,0.2291571706418307,6.14682775149355,54.37686130360177,119
asKxydfXDkZAk89VaD4hwVovkzJ3,0.1382284070932313,0.1556357261833538,7.0838868616441415,14.82972952513247,81
azdL1gX79EVd9iepyCAVQrqIaQF3,0.16395222625473577,0.12751302267375073,6.703289933330844,17.238991057268553,81
bXpFswkI7TfIfL6G4FqWrbaxTGx2,0.21990929483014185,0.24396977559550093,6.028434777940219,41.75942348715753,90
biQ16yPcCKSkJQhSxUKcDc8gm8I2,0.28051030089811324,0.29620791827751863,6.311776853813541,74.74959150266695,128
btpcu1rB1JeSTo2upeHGPdv8kYG3,0.09023668526747722,0.02064060516938773,6.470583083501157,10.442693135758356,70
c0hRe9PCPPZs3HWFqhIQargNlp52,0.0010687580339274914,0.001,4.92452677415568,17.042351500096053,85
c8BtRUVPPPZHjyhX2rn702NoUld2,0.22807278097681327,0.3,6.788116712256666,45.89851285522709,96
cC0BEsQjfrcuCyoaOas9zJT0MNs2,0.028329119685907202,0.3,3.6134145033039897,71.41680399896549,120
cEIs6U87xfbSL5eFTXDK77MmvNf1,0.3,0.001,6.645045026472123,37.28094473073592,103
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.2914458125166651,0.11804843723327389,6.7782416162189385,47.809716273345956,119
cec6NLR2ZLVVw6h0TEKSNIH11v02,0.3,0.3,5.143494706154309,98.00122746370819,128
cfoKz0AGhvYmW0DJmVKAZ01jh752,0.22161591128990926,0.19303530569430183,10.0,11.691770919554795,77
d9rwc0NXArcNlJvFsgKhQqkGxJq2,0.15414757666093848,0.13768102922143857,5.759652533892668,25.623855070432853,88
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.17377548025447295,0.20091599391068563,6.919823345789181,21.011458643556495,73
e7NIVznoeNMC7bBejXnMVvFNPfx1,0.17709594973544707,0.21346243726365202,6.69836353598893,22.404116710301896,76
fEL2NrgSd4MmDtLCAcMvCJQXTME2,0.1516600940184896,0.17117206433567692,7.48147259568615,15.413263370090842,81
fEq0OghbLpfD1jigl1Mbz96aMbg2,0.16105996244592388,0.3,5.687060388722297,44.637175185211184,88
foaW7wtvY3XLNdguFUK7OvOefP93,0.13632081100737609,0.06826764951595102,5.571106029414095,22.65330321981358,77
g2G9l3no7RbeRA9a1W3JnfegTnh2,0.21717090364867153,0.229461861236655,5.504576208675169,51.35770568730999,101
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,0.2166528407066785,0.001,6.749718799990752,15.24533014091484,72
h52Mz0cZjnOsmXT02EgU3JzzRKs2,0.2915320145107855,0.001,4.995160427447455,35.89152494099366,70
h5RYP03wJuVN0xo7qAR8CKFxLaj1,0.3,0.2708347569064133,5.308423587158307,89.61213130309282,126
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,0.25889922420722344,0.037655003061322107,10.0,7.019879546083816,74
hrRr560eFBNwJ0CcUjCqtSD8TdP2,0.2070057510156158,0.0626340211067651,6.230411938140247,25.13147411507279,87
htPWXDgfuheOJbl6ihHore9XuDp2,0.27404563732312764,0.001,6.115565320107336,29.655369459821618,81
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,0.23819808020272648,0.05096413374840192,7.407141248363279,15.156818958113247,72
i1tBstVkNiVP0qro7TgGD08IGGa2,0.18003859482770104,0.16828325211703632,7.596535207780915,18.233818574267897,80
iKVZi0Oo96UrMBhPQMHWFcf55uA3,0.2218624989271801,0.008824812448630183,8.403263141086157,10.973567945072421,68
iWsc4pghIEWOQUZKuQJMfe516UI3,0.28243111290882206,0.001,9.79971690652184,13.40430201013306,80
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,0.16016578542836002,0.2514150989990284,3.4106019290044345,106.96218873566123,126
iZX3U88SSqYAtT564nBPgHUBsei1,0.18192206065309807,0.3,7.543760319795433,35.73772661790045,104
idP8RVfm74N86O0dszLXANIpjXv2,0.15110397027591133,0.05136397681394534,6.120797245992405,15.78773942646235,74
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,0.23375429790163482,0.15828634162500943,6.507085419691,28.62149952008612,79
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,0.272202727828618,0.001,6.580707354161253,17.686771314169764,64
jzdk8E3tVXTXIozlfK5oeEb7wWp2,0.023553337152942957,0.009954989825295787,4.984754325571768,16.384723108839868,78
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,0.2728332908190207,0.001,5.678195687686526,40.905436501800644,101
kI0YdycDU0X5hcoEPjEON3Ionyd2,0.18063423043432497,0.2340889579900659,6.6462973721659955,29.274602898080648,87
kR2rCtaPyPaj7YMizKUDn5xL2qx1,0.08607595622094254,0.0907089389844205,5.4145873983484725,20.66494224282676,84
kgSRatooJJfDaMZ2yIURqb8aJuE3,0.12016913970138014,0.001,4.8136363158379485,21.961659887796024,67
lHDkoPQu5reNCO45npeYSS9eLQl1,0.1999101605321999,0.3,5.3487219166935125,67.80570010025286,109
lpzDdvuMkKWkPxu6xeclmdctEp42,0.04142217900952053,0.08650184823841603,5.075491601320866,20.64698050462981,84
m69r9GQTk2b51mvxrFLt4fZeJi52,0.0019878010270787108,0.001,4.55757306394799,20.792846796827167,81
mUZzgdWKnPb2txOkJg9FHgqX5792,0.17290907974125816,0.3,5.879621161860602,50.726173920981616,107
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,0.2653003857258728,0.15968334158201408,8.122190242130264,23.780901700837287,74
mweMgSlGM2VxThhwnupYxYzUbR23,0.23004464924123602,0.2500251805505325,7.95117845015268,26.484091706605103,80
mwsliuPsLFhRFjtjQwYkqcCRDvi2,0.1539886161061003,0.11771537135397449,7.156327558073058,13.832260936727925,72
nHy6rdfyacWW9BnyDb1dNvNYWfh1,0.14727599552486292,0.3,4.926492271917512,55.27521589441936,98
nT1qJOiMyDdJ9ui4el195A8Hsgs1,0.1900185861310343,0.001,5.529526035873789,22.23031231756858,79
o4jXmZcjtMVF2ZInToRpVHUhpdV2,0.29101638095077526,0.0010382080113261714,5.29675696886069,35.49989117264371,74
ohl9pXqpeSMfepC3w9h0tW5SbJw1,0.16173025598269541,0.10673095899302215,5.813534648297224,21.70722273970121,74
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,0.16714600149625164,0.2469659116411571,6.448348268354649,28.683292895665655,85
pRQimOpZtsekBI2I1kbnD3pycmo1,0.18975457671547336,0.001,6.136045402676891,19.362065997917533,77
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,0.11423394993729317,0.3,6.044045427235519,30.8091796280665,89
pcbRW89vVJcviD87V3uxyG4I9st2,0.2341858058907736,0.001,5.690195258311385,22.47464369362175,71
q0Atnpm0jZS5swcVmq0EMalQUKw1,0.06855511869068756,0.007506486427327453,4.658657069283038,20.323172501286354,71
qnR5PLX1v3fPi6SwTJMwGcadwyD3,0.22129145709592332,0.2551781580303362,7.930765926085066,26.639041336452202,82
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,0.041933351247668,0.001,5.135415691217583,15.192084718461684,79
rFV2EUbp64f5ORSh7DqwmCQmeqT2,0.2958568592370032,0.029813331311113352,6.034414921369619,40.05389700260803,95
rNe3cRPepZUXbJhmmfQZiGsVzX22,0.3,0.1997781562579079,6.527706789719318,57.30819270316362,112
rUuJv5gl7dWVo7UPQWMx4bohxhK2,0.23925852293297267,0.10808485884207035,5.990757057628756,33.40062003955331,89
roaf78tUWxWSEjAUcUu8O7mrQbl1,0.1710353151855387,0.13027928598979327,6.068538490391421,22.531336709668793,78
s5gTyWKzfkdHXNT3qicwPmdONYv1,0.2867972727696379,0.001,5.453331400365748,36.84052903436615,80
sqfXvh6GJLaYAqr3RvHrixP8IOx1,0.2044128556133974,0.07154334654141006,4.662991134619975,40.60052367328887,78
ssPK6ISW0HerTGke9hznqJ2LpKu1,0.14512076248977873,0.06070703093145495,6.419087070692723,17.827204373422347,83
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,0.026274346203422273,0.3,4.4134894439618515,44.782594292712844,113
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.16440055596672165,0.023615386092083215,10.0,3.611654873092798,69
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.09072476091389108,0.2707344443293197,8.957807409240141,12.701392520635142,81
u64Uf920g5VD9Byq26LT2rs5o4t1,0.2292991716179588,0.1660957388487561,7.460361007618433,29.321652972881864,107
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.1891216045339833,0.19918772403984625,8.33340987662997,16.394102214209845,83
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.14555064833310125,0.1814549480360099,6.48880066224445,20.870677019945997,76
wkhxvE50megJGMA1EiROSZIJWNq1,0.27202295093490636,0.18252140975989922,6.313775466289367,42.59785323554929,88
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.18712093807667157,0.20324304268204527,6.430671532780057,27.289869142052613,78
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,0.2092583433628801,0.2582566097840327,6.592902091144242,41.89488706105138,97
xHctBv4C2EU8rHYRouw0btT3GT02,0.2935218830078881,0.15536006524964377,5.908117928736856,47.29245709262328,90
xyAILKfYP2M8GqAai11x6NT7IcP2,0.28137284940001533,0.15400606084671542,9.640929980646463,18.763212980345735,81
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.1609098402832679,0.29672619015157575,5.4871744327381515,51.44946205155007,101
yGTid3RXTdQe5JNosdSxvgktWIW2,0.13797848982650238,0.16512268468462551,7.252143544492115,14.878360039241185,73
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.17305483941221725,0.2738212091193011,5.491765336510716,45.57269610844218,91
yfjd8LbAMrYeG54927d3GiKAyXI2,0.2223962087258701,0.07810287474520447,6.600132533513113,24.395292745343756,78
zxG9mUnF7uRkaOKSoCPsiRZzr372,0.2150955149280189,0.001,4.637237519820899,45.26278063118688,96
