participant_id,wcst_brl_hazard,wcst_brl_noise,wcst_brl_beta,wcst_brl_negloglik,wcst_brl_n_trials
06qcrpGKL6Vc3LVplFQC90VAcRm1,0.18358111430719692,0.1391924492876693,6.665842327556847,21.15901107932263,82
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,0.20244721814084682,0.18702992151416342,7.217372575732061,20.552214050681737,77
0d841i8KPjdjwCYfDuUUXj0SEjH2,0.2760757748106034,0.01247758113695964,6.496066379429266,20.4892706195129,68
0oa5NYVnIBS9NmrmRAZrahXDctP2,0.1963928530515752,0.0649376731275228,10.0,5.699049859872247,73
146QT9LupyU2BAiTsB3PMIpVXM22,0.21515325821875853,0.001,7.976264632227479,12.146359419838292,77
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,0.2320357363718924,0.06575878877760509,6.834514247350514,17.080415779823287,69
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,0.1503700743889001,0.028852961942290742,6.2766257688933536,15.206297674172477,72
1fbLQPCcysVlSKup96K4yI5NX6G3,0.037224254911990745,0.28632198086477717,4.60386388589695,36.5390716022985,91
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,0.08565205253878297,0.001,4.963772398944236,21.364342262025104,88
23hG7h2ByUZDbmOMTDtp0HT0xRb2,0.3,0.3,5.125581027556005,96.09678073330221,128
28nQWMwCaSNFBEXlicY3eHqpwKU2,0.28015137901542947,0.14715976557509178,7.648212813715348,29.997582868734444,88
2FHuv7L9nWPdbIiWHRIuXtcoyw83,0.172141790325395,0.1889393670766554,10.0,4.251069556548872,71
2h5FgHUEvBS1twD5DqbTIRrMm1f2,0.1971925934061015,0.29098411658891976,6.352257146726606,46.51559535155888,99
2zDXvJKvjeejeOSNbtDbtSI5cdz1,0.030550254499899728,0.001,5.421162497523226,10.911545108958016,71
3FSnTCSiUodLp5u3bE0xaUjLk0b2,0.2181820535610294,0.10540888810331635,6.14953423559441,30.25657384322114,84
3WijiOiVCoMbn80F05SPYsxl0TC2,0.14808129858819297,0.23332462001475873,6.1395062368192,27.61775054750347,80
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,0.23360595237027706,0.3,5.516638463868233,81.37879019217283,128
3xCaqfcHxRQxuOlEzXz3PNcHODH2,0.2057222892184375,0.059434676906480466,4.830062994478103,32.11244659783376,69
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,0.21147461681087174,0.08297727977442673,8.667733350967596,11.028015676901614,82
5OOi73igsahMZ5IVKQwwyhnj4Cn2,0.2683633467150659,0.001,5.62010667089651,27.938285695928336,70
5Z68AKm9rIeeB2lVu3nJO7U31wk1,0.3,0.3,5.595374271877361,89.35873483626025,128
5rXSa3anB5ejmFrnwUsTB82byup1,0.09298043920180035,0.027219819574248356,4.89767796820802,23.503497267679553,85
5zxa5CMLGQSSonWOXqXf0QNS3PH3,0.17547865769334622,0.001,5.7524296450617625,22.282556909842103,87
62fAfeQc27bZelkPX7G54T3gvci2,0.1989075652323165,0.12248577950791699,10.0,6.55552967724004,70
6ABZuv4jbjgE0B8TeyUk6nwVb122,0.1539364431092353,0.001,5.026304346803965,26.491793226780604,88
6WFCyGwk71XLPBmbe4Vav3eotVm1,0.17507902429271702,0.011004606277750701,4.8801675692989095,25.74492353932192,69
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,0.23094316533470594,0.12755980078326054,6.991955105204033,22.254516273833616,76
80UJMJbCOMgs6YVpsMgXfYTzw6o2,0.15469754627589102,0.04575738986013409,7.805988767079125,11.604554087920912,71
87w5Le0CgZhSfYAaOH3Xd2fc98l1,0.24451699412999003,0.3,4.8520730541872235,93.64978615916824,128
8bwaafIhKVMNBoHaXFcY8HirS9u2,0.25341931372664817,0.05149161644742556,6.803718369519423,22.55818811046701,82
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,0.3,0.11460928077011169,5.446439413342639,56.99333961037806,98
9NTZ091xWyOO8DgzyTGY0O3i8IR2,0.26096398886942823,0.001,6.260859233588655,29.690141832991696,91
9Xz1RIwnPXgyRqmucudW9VeuDnq1,0.18566715954314444,0.1396385000022318,9.907713048495273,8.569130506831932,71
9l7DjYLs0XdgwykPZR5E01KTZfu2,0.1879440004388271,0.053603413900131375,8.656041328240862,9.3651355701194,75
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,0.22759089792847587,0.19742290119893538,6.954522902760989,28.87005362186794,82
ASGvwW80q7VY7xFaLGZhVuErUQu2,0.17703387712425148,0.15287555335181652,7.6496531413859925,16.706793620142616,80
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,0.13134831041404194,0.1676398054046392,4.742906326860721,40.59910846170236,94
AsXBOflrszVNKoFqbN61bMJqS0k2,0.1550982842272831,0.3,6.100553256202289,41.560559713351374,105
AyAnuCaltBbpEYbudoyNzTvXlcC2,0.21636019267461692,0.2770043996534436,6.090463011744502,56.543197521738975,112
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,0.223616510732221,0.001,6.432041605200712,21.925725616825066,77
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,0.19464476803253303,0.24732723347505797,6.6939593532177195,33.37090366363772,105
CDEoAyvS8feXLKMKsaZah9agEhF3,0.14182960739762215,0.001,6.446364154910028,10.940512101039808,68
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,0.19125290310119897,0.2693289060672852,6.960021270794055,34.19618924251918,91
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,0.2024851208750896,0.23181985516461048,6.749367126785788,29.85583792699373,81
CUNlBEszJVRGK1jWlTaOaCqpDg53,0.20117695947752184,0.22364934214010992,9.947934785625765,12.462433925738448,76
Cbkx2NHyF3NrebzXGqNgSfiWent1,0.18819106408080566,0.05477248794674442,7.5375781916489855,11.161418625301001,71
Co587hoelyeANqFX7AYvuVQW0lZ2,0.15206904073671917,0.07621808635631942,4.8371871773010175,33.3606508591348,82
CtJe4bZZnYUBNrcPk00d3YQFSGp2,0.16025786458970592,0.3,7.722385764017319,23.708352947202588,80
DAKDKPH698P12JfTbbjemLI6PIH2,0.2936132148925503,0.15400701916451456,7.330253369986308,29.815759035434848,86
DPvStUYSmohmXwFwaKRqHv89R3k1,0.25739210498347004,0.001,7.901425510640724,10.44152507662622,63
Df83JuPuJkXqTGbENhM2gw5SJM43,0.142134458546151,0.001,5.209115907102333,23.461731776064465,88
DxSidjznjVSNDJuDqqGgxpMEGtw1,0.01978883320804887,0.006917673738305096,6.436942803570941,6.871370043702087,68
DzB19GqCB7fyrlEPexogWkjFzEx2,0.12141407407985838,0.19190694083865342,6.455247665873773,20.676234155257767,79
EEodWwGh0wWq5f8JmzfKvq0lyeu1,0.08139452449865088,0.15034807063916264,4.674270214240206,32.82194450434035,96
EmfmKFDgWJdW47a6CNTNjnbYaPh2,0.2622520126477936,0.18886370619834236,6.547507117496903,36.43993403280155,83
EoToosG69XMp4LTYdB6sB9WTrv22,0.09730634264032971,0.001,4.1337119906602755,23.316522825352543,65
Fz7EUjZCLuUBxLDUVtN6djaBTy42,0.17753680800477709,0.2660017161124179,8.485211935457315,18.7879200163573,84
G1Ff3XYUZMRsPafyEQ80ussnVlf1,0.3,0.2659949766884223,5.980506061669697,81.97476900746993,128
GDZGRW51kbWtAdUIHCtEd8sAtqY2,0.16671526729696554,0.2703113053982329,6.386585123074342,29.362354297468993,83
GE4hogtdLdTFbNasENgtm6SO3hC3,0.2548574750224802,0.10816154871692286,6.104544822429278,27.139285538268226,67
GEwkBw3YHaNp3TCh9YS9PKVfavz1,0.21367810269008372,0.10468053636805429,6.914365632362309,20.438602755540725,77
HSggdq91WiQp16bOj7V3dABkcgk2,0.24433343794887924,0.13480098820425443,7.4481742767840355,23.657562849063904,89
HbydnnT1hUP3WagAy2TJAc6GqVs2,0.2194014073096829,0.048119718631000605,5.49891952119564,25.722820591956328,67
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.262791630648311,0.08966876399916258,7.744669805459972,21.180958305847355,83
IaTJhUGICmO9xcL3605RW8QHneN2,0.24239006324277446,0.22107517257154966,7.282687346268584,41.32717099080244,108
JOBWLirr6KYf3GXJ3jPFKmd48S93,0.18510155951433674,0.001,6.412011790441217,16.27693818461721,75
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,0.3,0.001,6.935681756367817,18.330427040214474,60
JvrZiMHtAfP6gvQtlevYWafKy0z2,0.0922348789509453,0.001,5.810622148108674,14.455618716104675,75
K26uNuY0VNPjJNF26wEx3bFg0kr2,0.16551261772354753,0.06681131755874016,10.0,4.5392796775349185,70
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,0.28625060823887855,0.17586144180580893,6.225091431801324,46.97081975736843,93
KtKj6zUKc5Oogd2itg2jdwkchnf2,0.2239697320214333,0.001,5.410697204411452,23.386534157354507,66
LSLmd8jENtONZFVkIpRDX665Bu73,0.22376452449967965,0.15234219956019557,6.019251768453439,31.530315734707962,82
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,0.22826433643829738,0.019314671051614753,9.01425225237897,7.684619802578,71
LliUMEIsrCVZ88YFQfevan2Og4z1,0.28329608488090624,0.029984292060983908,5.512156773524996,43.92420322715496,97
M4Km1Q2P2oPliChDQkwl6k20FUI3,0.22537721316443338,0.14886317507915564,5.934826534807772,40.594548004072685,102
O61Eik2zvrSQLMNpFbTNEgjWwMr2,0.20296029135649474,0.21265292894579754,7.4456745863927924,22.21235335615064,78
OExlWyngGfPrScDYjaRcv5PIAet1,0.015535646955484905,0.001,4.610548500057234,14.563738370216994,66
ORuVuFPU5idz3fMoXTGsbwToW2j2,0.13605261145714287,0.18116881553321368,5.117553847266988,35.528910388405755,88
ORvIk1xRWIQmKuLVe6GXNouvAXx2,0.2070179342517466,0.23115676938677762,5.110737870273539,56.34744657031928,101
P8mTl71XaYNvFMTCvlKpzzUdc9W2,0.054899743677444046,0.007846465416276333,4.644997516612675,23.06695970481052,80
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,0.03560832079631693,0.01163287583708209,5.615777013434258,12.570424233081278,68
PLreonkqaMeFc0UqxKUelH44UQu1,0.23254689054323477,0.2549611037078558,6.659164751687419,43.145224843177196,96
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,0.00199079636683563,0.001,5.859798480983567,11.50361690332885,74
QbOEVCaZLUMOgltUdXm58oZOALv2,0.2534374595812696,0.2680347786014686,7.970423827605682,43.85462587307265,100
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,0.15002663964346033,0.21065793138107639,7.9350190759439405,14.098514675288342,69
