﻿participant_id,stroop_exg_congruent_mu,stroop_exg_congruent_sigma,stroop_exg_congruent_tau,stroop_exg_correct_congruent_mu,stroop_exg_correct_congruent_sigma,stroop_exg_correct_congruent_tau,stroop_lognorm_correct_congruent_mu,stroop_lognorm_correct_congruent_sigma,stroop_lognorm_correct_congruent_shift,stroop_mix_slow_prop_correct_congruent,stroop_exg_incongruent_mu,stroop_exg_incongruent_sigma,stroop_exg_incongruent_tau,stroop_exg_correct_incongruent_mu,stroop_exg_correct_incongruent_sigma,stroop_exg_correct_incongruent_tau,stroop_lognorm_correct_incongruent_mu,stroop_lognorm_correct_incongruent_sigma,stroop_lognorm_correct_incongruent_shift,stroop_mix_slow_prop_correct_incongruent,stroop_exg_neutral_mu,stroop_exg_neutral_sigma,stroop_exg_neutral_tau,stroop_exg_correct_neutral_mu,stroop_exg_correct_neutral_sigma,stroop_exg_correct_neutral_tau,stroop_lognorm_correct_neutral_mu,stroop_lognorm_correct_neutral_sigma,stroop_lognorm_correct_neutral_shift,stroop_mix_slow_prop_correct_neutral,stroop_exg_mu_interference,stroop_exg_sigma_interference,stroop_exg_tau_interference,stroop_exg_correct_mu_interference,stroop_exg_correct_sigma_interference,stroop_exg_correct_tau_interference,stroop_vincentile_interference_p10_correct,stroop_vincentile_interference_p30_correct,stroop_vincentile_interference_p50_correct,stroop_vincentile_interference_p70_correct,stroop_vincentile_interference_p90_correct,stroop_delta_plot_slope_correct,stroop_slow_prob_baseline,stroop_slow_prob_post_error,stroop_slow_prob_post_error_delta,stroop_slow_prob_stable,stroop_slow_prob_stable_delta,wcst_hmm_lapse_occupancy,wcst_hmm_trans_to_lapse,wcst_hmm_trans_to_focus,wcst_hmm_stay_lapse,wcst_hmm_stay_focus,wcst_hmm_lapse_rt_mean,wcst_hmm_focus_rt_mean,wcst_hmm_rt_diff,wcst_hmm_state_changes,wcst_hmm_n_trials,wcst_hmm_lapse_dwell_mean,wcst_hmm_focus_dwell_mean,wcst_hmm_long_lapse_episode_rate,wcst_hmm_lapse_rt_sd,wcst_hmm_focus_rt_sd,wcst_hmm_state_entropy,wcst_slow_prob_baseline,wcst_slow_prob_shift_k0,wcst_slow_prob_shift_k0_delta,wcst_slow_prob_shift_k1,wcst_slow_prob_shift_k1_delta,wcst_slow_prob_shift_k2,wcst_slow_prob_shift_k2_delta,wcst_slow_prob_shift_k3,wcst_slow_prob_shift_k3_delta,wcst_slow_prob_shift_k4,wcst_slow_prob_shift_k4_delta,wcst_slow_prob_shift_k5,wcst_slow_prob_shift_k5_delta,wcst_slow_prob_post_error,wcst_slow_prob_post_error_delta,wcst_slow_prob_stable,wcst_slow_prob_stable_delta,wcst_hmm2d_lapse_occupancy,wcst_hmm2d_trans_to_lapse,wcst_hmm2d_trans_to_focus,wcst_hmm2d_stay_lapse,wcst_hmm2d_stay_focus,wcst_hmm2d_lapse_dwell_mean,wcst_hmm2d_focus_dwell_mean,wcst_hmm2d_state_entropy,wcst_rl_alpha,wcst_rl_beta,wcst_rl_n_trials,wcst_rl_negloglik,wcst_rl_aic,wcst_rl_bic,wcst_rl_alpha_pos,wcst_rl_alpha_neg,wcst_rl_alpha_asymmetry,wcst_rl_beta_asym,wcst_rl_asym_n_trials,wcst_rl_asym_negloglik,wcst_rl_asym_aic,wcst_rl_asym_bic,wcst_rl_sticky_alpha,wcst_rl_sticky_beta,wcst_rl_stickiness,wcst_rl_lapse,wcst_rl_sticky_n_trials,wcst_rl_sticky_negloglik,wcst_rl_sticky_aic,wcst_rl_sticky_bic,wcst_rl_alpha0,wcst_rl_alpha_decay,wcst_rl_beta_decay,wcst_rl_decay_n_trials,wcst_rl_decay_negloglik,wcst_rl_decay_aic,wcst_rl_decay_bic,wcst_wsls_p_stay_win,wcst_wsls_p_shift_lose,wcst_wsls_p_shift_win,wcst_wsls_p_stay_lose,wcst_wsls_p_stay_win_switch,wcst_wsls_p_shift_lose_switch,wcst_wsls_p_stay_win_stable,wcst_wsls_p_shift_lose_stable,wcst_wsls_p_stay_win_colour,wcst_wsls_p_shift_lose_colour,wcst_wsls_p_stay_win_shape,wcst_wsls_p_shift_lose_shape,wcst_wsls_p_stay_win_number,wcst_wsls_p_shift_lose_number,wcst_wsls_win_n,wcst_wsls_lose_n,wcst_wsls_pair_n,wcst_wsls_excluded_n,wcst_brl_hazard,wcst_brl_noise,wcst_brl_beta,wcst_brl_negloglik,wcst_brl_n_trials,wcst_brl_posterior_entropy_mean,wcst_brl_entropy_drop_mean,wcst_brl_p_rule_max_mean,wcst_brl_change_point_prob_mean,wcst_brl_surprise_mean
5Z68AKm9rIeeB2lVu3nJO7U31wk1,537.8165680278828,121.58641281355357,45.67982265386736,550.0795295505053,126.17588944352786,35.44957653163551,5.11846065858098,1.1687926280566792,351.5,0.5828890502490651,439.209200163826,91.4334696803231,141.52409318985536,436.2265948428745,91.96943530146125,145.15404569773472,5.1434827989964775,1.2002745895843876,329.59999999962747,0.4241823579925289,418.80281391174026,95.13237306905027,192.1446418953252,413.6900831736975,94.1651222047376,197.85748260750648,5.4150730767456,1.1752172652743147,288.80000000074506,0.0740214631499331,-98.6073678640568,-30.15294313323045,95.844270535988,-113.85293470763082,-34.20645414206662,109.70446916609922,-29.339999999851045,-17.039999999478482,-21.800000000745055,-10.519999999552963,-9.47999999895694,19.860000000894104,0.0786076680739442,0.5397581667090336,0.4611504986350894,0.04035138932531,-0.0382562787486342,0.78125,0.0,1.0,0.0,1.0,10760.599999999627,1114.14488188984,9646.455118109789,1,128,1.0,127.0,0.0,0.0,478.8873169299287,0.0456883890739836,0.0078125,0.0,-0.0078125,0.0,-0.0078125,0.0,-0.0078125,0.0,-0.0078125,0.0,-0.0078125,0.0,-0.0078125,0.0,-0.0078125,0.0,-0.0078125,35.9375,0.2317073170731689,0.4222222222222224,0.5777777777777775,0.7682926829268311,2.3,4.315789473684211,0.6530577442776866,0.01,0.1,128,177.46861150478443,358.93722300956887,364.6412835374081,0.01,0.01,0.0,0.1,128,177.46861150478443,360.93722300956887,369.4933138013277,0.01,0.1,-0.3297673815144178,0.2,128,176.7370470856868,361.4740941713736,372.8822152270521,0.01,0.1,0.1,128,177.451145028538,360.902290057076,369.4583808488349,0.9090909090909092,0.5714285714285714,0.0909090909090909,0.4285714285714286,1.0,0.0,0.9,0.7272727272727273,0.8333333333333334,0.4285714285714285,1.0,0.7142857142857143,1.0,,11,14,25,68,0.3,0.3,5.595374112736776,89.35873483626027,128,0.9223009550693766,0.1240262951917068,0.589892203154012,0.5265642222475255,0.5827076249070025
5rXSa3anB5ejmFrnwUsTB82byup1,588.4753872639914,75.23918227677295,254.36465622687265,588.4753872639914,75.23918227677295,254.36465622687265,5.350875235418005,1.3017181534165294,511.0999999996274,0.4012359957877278,893.9288314309899,280.07481957954224,97.18243181728418,893.9288314309899,280.07481957954224,97.18243181728418,5.804425660017374,1.4028787054085343,486.3000000002794,0.3070467080995506,518.8112612336674,76.8896876693615,228.49504228857967,518.8112612336674,76.8896876693615,228.49504228857967,5.566412603664086,1.1198158246274512,386.29999999981374,0.6303712332551048,305.45344416699857,204.83563730276927,-157.18222440958846,305.45344416699857,204.83563730276927,-157.18222440958846,71.50000000023283,154.50000000023283,164.45000000018638,281.35000000009313,286.45000000018626,214.94999999995343,0.3836230411349685,,,0.3599602949477423,-0.0236627461872261,2.3529411764705883,0.0253521854194237,0.9999999996674782,3.3252189997707437e-10,0.9746478145805764,2269.8765063298706,911.796299549066,1358.0802067808047,3,85,1.0,41.5,0.0,747.1999999999534,255.0201915219509,0.111474023452228,0.0350320102026211,0.0027868666189571,-0.0322451435836639,0.0362556934026122,0.0012236831999911,0.0102277836469744,-0.0248042265556466,0.0026891164556461,-0.0323428937469749,0.0360069678869443,0.0009749576843232,0.0026669246872741,-0.0323650855153469,0.0317335840147925,-0.0032984261878285,0.0031400020062713,-0.0318920081963497,12.941176470588236,0.1232876712328769,0.818181818181813,0.181818181818187,0.8767123287671231,1.2222222222222223,7.4,0.385266963573956,0.2220481654904562,1.0500100815979714,85,117.17565831442936,238.3513166288587,243.23661914183936,0.1484771859974888,0.3596000643822595,-0.2111228783847707,1.0914235483412718,85,117.0872031428506,240.1744062857012,247.50236005517215,0.218051008628123,1.1654760567235822,-0.1353463559056117,0.0,85,117.0402976592266,242.0805953184532,251.85120034441448,0.1202073396135043,0.1,1.295328043665006,85,117.27871809100334,240.55743618200668,247.88538995147763,0.9166666666666666,1.0,0.0833333333333333,0.0,1.0,1.0,0.9047619047619048,,1.0,,1.0,1.0,0.8333333333333334,,24,2,26,37,0.0929803010098484,0.0272197821226893,4.897676594262419,23.503497267679364,85,0.2331442662540482,0.2874568960282114,0.9141320931867948,0.1735616776433001,0.2789207178669861
5zxa5CMLGQSSonWOXqXf0QNS3PH3,488.4958623063164,59.36092786816215,86.98224391397498,489.6542989592948,61.46603065195747,87.17436011809623,4.898047404557531,1.092218793226572,395.1999999284744,0.72445329390204,432.3577356160822,10.0,272.7978859897978,432.3577356160822,10.0,272.7978859897978,5.141145476569927,1.2792757674603303,430.60000002384186,0.0277776698553147,539.3786001871011,61.81573760092389,98.98249019877392,539.3786001871011,61.81573760092389,98.98249019877392,5.004236576216432,1.0866522800133152,438.3999999761581,0.6386275548819837,-56.138126690234174,-49.36092786816215,185.81564207582284,-57.29656334321254,-51.46603065195747,185.6235258717016,-2.270000028610241,74.81999994516377,101.15000009536745,134.22000005245218,225.960000026226,228.23000005483624,0.2233277516797098,0.2978560585388629,0.074528306859153,0.2240116406299235,0.0006838889502136,2.2988505747126435,1.0718848967538409e-11,0.4871905276754004,0.5128094723245996,0.9999999999892812,7653.890708198304,1193.3999206609544,6460.49078753735,1,87,2.0,85.0,0.0,2694.199999988079,473.21605722880446,0.1094523581626665,0.0236226491808288,9.46810147890212e-14,-0.0236226491807341,1.4976701039773056e-12,-0.0236226491793311,1.0151730888400889e-13,-0.0236226491807273,6.847812123011208e-14,-0.0236226491807603,9.910687907892169e-14,-0.0236226491807297,3.1565840338004805e-12,-0.0236226491776722,0.076923281928654,0.0533006327478252,1.1064537344413453e-13,-0.0236226491807182,14.942528735632186,0.1369863013698609,0.8461538461538337,0.1538461538461663,0.8630136986301391,1.181818181818182,6.727272727272728,0.421710894009658,0.01,0.1,87,120.62112510242014,245.24225020484027,250.17406644214944,0.01,0.99,-0.98,1.6936269709821856,87,120.46902355595095,246.9380471119019,254.33577146786567,0.01,0.1,0.323152635605783,0.2,87,120.01827692019988,248.03655384039976,257.9001863150181,0.01,0.1,0.1,87,120.60900098585896,247.2180019717179,254.61572632768167,0.9411764705882352,1.0,0.0588235294117647,0.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,0.8,1.0,17,6,23,41,0.1754787259998863,0.001,5.752430785769718,22.28255690984229,87,0.2643687165532284,0.4453748752794451,0.8892655194077,0.2627080307625233,0.2765165736437882
62fAfeQc27bZelkPX7G54T3gvci2,771.0257048756888,140.81466233813418,196.84892779920705,771.0257048756888,140.81466233813418,196.84892779920705,5.94321697573846,1.0979928496382876,482.0999999996274,0.424577206683061,738.1607142936299,182.81273495201023,419.4412216759096,738.1607142936299,182.81273495201023,419.4412216759096,6.213131901076387,1.2772979600736365,445.1000000005588,0.6560333274694929,694.3308094005904,109.32522480142634,241.14797221034252,706.1453109229113,107.1480288468012,238.60845281655511,5.635450305746718,1.1907360842754544,547.2000000001863,0.6118046831040325,-32.86499058205891,41.99807261387608,222.5922938767025,-32.86499058205891,41.99807261387608,222.5922938767025,51.12000000057742,73.41000000005579,79.60000000009302,152.4100000009871,508.10000000083846,456.980000000261,0.2661251191113923,0.999991594039303,0.7338664749279107,0.2346010639730275,-0.0315240551383648,11.428571428571429,0.0911456642133125,0.7372464487084458,0.2627535512915542,0.9088543357866876,6633.586110592149,1356.821069114815,5276.765041477334,11,70,1.3333333333333333,10.333333333333334,0.0,3019.301239111757,371.10593106729095,0.355382896246011,0.1254566625123976,0.0119118328335945,-0.1135448296788031,1.0,0.8745433374876024,0.4074066980725772,0.2819500355601795,0.0626309029310783,-0.0628257595813193,0.0059643672087886,-0.119492295303609,0.0129206649266507,-0.1125359975857469,0.6487420648787827,0.5232854023663851,0.008416179572709,-0.1170404829396885,11.428571428571429,0.1147540983606548,1.0,0.0,0.8852459016393451,1.0,7.75,0.355382896246011,0.01,0.1,70,97.04583407136602,198.09166814273203,202.58865862683075,0.6319312984846536,0.99,-0.3580687015153464,0.3257329981493807,70,96.70439483151132,199.40878966302265,206.1542753891707,0.8674863890039691,0.7816988069605109,-1.5464683863225026,0.2,70,92.20092149295957,192.40184298591916,201.39582395411657,0.01,0.1,0.1,70,97.04399620905028,200.08799241810053,206.83347814424863,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,19,2,21,28,0.1989075696561387,0.1224857772596974,10.0,6.555529677240036,70,0.4646735253985306,0.3500817119030197,0.8293687856641052,0.324916609658898,0.4439070581769396
6ABZuv4jbjgE0B8TeyUk6nwVb122,800.6920869112042,20.4770802463506,208.2025339536952,800.6920869112042,20.4770802463506,208.2025339536952,4.943482271221656,1.2426887885641438,786.3000001907349,0.0561815797698691,887.154911427436,167.2231078241504,236.0474558868412,887.154911427436,167.2231078241504,236.0474558868412,6.173764468360821,1.128513112244377,513.1999998092651,0.5554542288988474,983.1567793449872,128.32356237960985,42.8995003212175,983.1567793449872,128.32356237960985,42.8995003212175,5.47439722984872,1.0200322454911754,729.0,0.1195217012214631,86.46282451623176,146.7460275777998,27.844921933146026,86.46282451623176,146.7460275777998,27.844921933146026,15.599999904632568,73.29999971389782,103.80000019073486,135.75,367.84999990463257,352.25,0.0921206888465535,,,0.0766691036211787,-0.0154515852253748,23.863636363636363,0.2159090645652775,0.648509768309682,0.351490231690318,0.7840909354347224,2984.3064974536364,1631.6660097894558,1352.640487664181,25,88,1.6153846153846154,5.153846153846154,0.0,931.80200448494,257.460931270324,0.5495029884397222,0.2618370887400142,0.0752660630223402,-0.1865710257176739,0.8113594490978974,0.5495223603578832,0.6205559826420515,0.3587188939020372,0.1592401830636743,-0.1025969056763398,0.3597532369977652,0.097916148257751,0.1259872883665712,-0.135849800373443,0.8863705143179393,0.6245334255779251,0.1068534720884369,-0.1549836166515772,11.363636363636363,0.1038961038961036,0.8000000000000005,0.1999999999999994,0.8961038961038964,1.25,8.666666666666666,0.3540511393449268,0.01,0.1,88,122.00431581399936,248.0086316279987,252.96330525695512,0.01,0.764088253362263,-0.754088253362263,8.057428134093003,88,121.0860594654362,248.1721189308724,255.604129374307,0.313183373824182,0.6408968885110097,-0.2541439174268078,0.2,88,121.6228845726744,251.2457691453488,261.1551164032616,0.99,0.0746480764549572,0.3848135280610059,88,121.84729758180056,249.69459516360112,257.12660560703574,0.9615384615384616,1.0,0.0384615384615384,0.0,1.0,1.0,0.9545454545454546,1.0,1.0,,0.9285714285714286,1.0,1.0,1.0,26,5,31,35,0.1539364422429127,0.001,5.0263038623479925,26.49179322678044,88,0.1661969485875325,0.4498440584680844,0.9427271200748092,0.2018619686803273,0.2973395225879479
6OwhwWQDThSPHTVAeXugohrYuje2,626.2169246599299,10.0,290.2822039902484,626.2169246599299,10.0,290.2822039902484,5.135939651817264,1.371128796882613,625.5,0.6850822922448512,1140.625359587488,310.0513956303979,99.90223060043682,1201.1340288132412,321.17407147842954,54.98942101222482,6.333268733818777,1.2075515569733888,521.6999999284744,0.8865982810376849,712.6871907524708,158.55094754883595,265.8722523139337,712.6871907524708,158.55094754883595,265.8722523139337,5.901452302961995,1.179963829953244,477.5,0.4923263197057981,514.4084349275581,300.0513956303979,-190.37997338981157,574.9171041533114,311.17407147842954,-235.29278297802355,150.51000000238423,379.5100000619891,373.0500000119209,389.9000000000003,464.6799999475477,314.16999994516345,0.1535307397324513,0.1089773250404464,-0.0445534146920048,0.1461280228287123,-0.007402716903739,31.25,0.0923745213276757,0.1796254691176492,0.8203745308823507,0.9076254786723242,2522.707805204096,1323.2045826547198,1199.5032225493758,9,128,8.0,17.6,0.4,916.982220714236,405.3560802297894,0.6210863745552451,0.3671134066452499,,,,,,,,,,,,,0.308538256218142,-0.0585751504271078,0.0230267596429514,-0.3440866470022985,41.40625,0.4133333333333304,0.5769230769230718,0.4230769230769282,0.5866666666666694,1.7096774193548387,2.419354838709677,0.67830307693926,0.0424715298068261,3.1428556253666504,128,176.19758422967425,356.3951684593485,362.09922898718776,0.011655855468187,0.0585740865854928,-0.0469182311173058,10.0,128,176.0893472619902,358.1786945239804,366.73478531573926,0.0413428507373617,4.126285233417375,-0.0410707275327737,0.2,128,176.16646918797582,360.3329383759517,371.7410594316301,0.0424704037979991,0.0,3.1429358693676126,128,176.1975842296305,358.395168459261,366.9512592510199,0.2727272727272727,0.5666666666666667,0.7272727272727273,0.4333333333333333,,1.0,0.2727272727272727,0.5357142857142857,0.2727272727272727,0.5666666666666667,,,,,11,30,41,54,0.3,0.3,3.4113157314860088,130.7713468356616,128,0.935654827235663,0.1148796798233058,0.5768477057387145,0.5338625588077048,0.5651571093151777
6WFCyGwk71XLPBmbe4Vav3eotVm1,572.3182843301363,79.9297628737785,113.3514667898686,572.3182843301363,79.9297628737785,113.3514667898686,5.202743052867976,1.0491971563742364,446.19999980926514,0.2661432871154043,551.405161817404,77.62299636072208,164.74790154150958,551.405161817404,77.62299636072208,164.74790154150958,4.985750713381777,1.4320812253494992,473.5,0.1235921282435402,618.9759133751412,71.93659847030935,27.91586057735073,618.9759133751412,71.93659847030935,27.91586057735073,4.678797211674128,0.9984922021916948,506.2000002861023,0.3258568117871114,-20.913122512732343,-2.306766513056417,51.39643475164097,-20.913122512732343,-2.306766513056417,51.39643475164097,-21.899999856948853,1.8499999046325684,-0.6999995708465576,9.549999713897703,191.3000001907349,213.2000000476837,0.0737357241250573,,,0.0669563186833518,-0.0067794054417054,17.391304347826086,0.189495946092525,0.7704398201042012,0.2295601798957988,0.8105040539074749,2296.9952643678653,1024.7015520012924,1272.293712366573,19,69,1.2,5.7,0.0,804.8233970591231,196.5702347662092,0.462036909466457,0.2090064598978136,0.6081267819971747,0.3991203220993611,0.6257230539011711,0.4167165940033575,0.249961084126131,0.0409546242283174,0.4264130214638958,0.2174065615660822,0.0931226228037424,-0.1158838370940711,0.2184440363971645,0.0094375764993509,0.7134766103595903,0.5044701504617767,0.0252079111773377,-0.1837985487204758,10.144927536231885,0.0655737704918023,0.5714285714285676,0.4285714285714323,0.9344262295081976,1.75,12.4,0.3282557376960584,0.01,0.1,69,95.67513180493644,195.35026360987283,199.81847661906735,0.01,0.01,0.0,0.1,69,95.67513180493644,197.35026360987283,204.05258312366465,0.01,0.1,-0.1011237015565318,0.2,69,95.63078341355336,199.26156682710672,208.19799284549572,0.01,0.1,0.1,69,95.6582066459819,197.3164132919638,204.0187328057556,0.9166666666666666,0.6666666666666666,0.0833333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,1.0,,0.9090909090909092,,0.9090909090909092,0.6666666666666666,24,3,27,26,0.1750787740566954,0.0110046622222627,4.880166000888175,25.74492353932704,69,0.2455279925320773,0.4505890594039911,0.9029036301409084,0.2526578051513294,0.3255377969112929
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,928.5273185020992,186.8858561764241,105.9946462292686,928.5273185020992,186.8858561764241,105.9946462292686,6.128555144240458,1.097689136678062,469.2999999523163,0.8405194380923707,992.4240769777468,145.98214337120157,187.73523338106332,992.4240769777468,145.98214337120157,187.73523338106332,5.918280008709144,1.1007198296663856,705.0999999046326,0.5612028816580268,966.8001577329989,227.1411953956744,229.5556162291597,966.8001577329989,227.1411953956744,229.5556162291597,5.819498344205083,1.2704692374210107,697.1000001430511,0.8050980199795053,63.8967584756474,-40.90371280522257,81.74058715179476,63.8967584756474,-40.90371280522257,81.74058715179476,105.700000166893,127.79999995231628,121.80000007152536,144.30000007152535,165.7500001192093,60.04999995231629,0.0928583668323796,,,0.082492834057289,-0.0103655327750906,14.473684210526317,0.0431326348874387,0.2917657822755633,0.7082342177244366,0.9568673651125612,2671.734669409165,1563.3154379811924,1108.4192314279724,5,76,3.6666666666666665,21.666666666666668,0.3333333333333333,577.0203447990913,305.4761823809641,0.4134699120758247,0.1668654668767822,0.017539980248261,-0.1493254866285212,0.2201728205687442,0.0533073536919619,0.0975117969332856,-0.0693536699434966,0.0753107617067187,-0.0915547051700634,0.2029628452680313,0.0360973783912491,0.1923925115476427,0.0255270446708605,0.5113686419932132,0.3445031751164309,0.0193229056282304,-0.1475425612485518,15.789473684210526,0.1111111111111127,0.5833333333333325,0.4166666666666676,0.8888888888888872,1.7142857142857142,8.0,0.4361623253853443,0.01,0.1,76,105.38763627658822,214.77527255317645,219.4367392337491,0.01,0.01,0.0,0.1,76,105.38763627658822,216.77527255317645,223.76747257403545,0.01,0.1,0.2709429388136532,0.2,76,105.01972832208531,218.03945664417063,227.362390005316,0.01,0.1,0.1,76,105.362374243218,216.724748486436,223.716948507295,1.0,,0.0,,1.0,,1.0,,1.0,,1.0,,1.0,,24,0,24,31,0.2309431662195168,0.1275598276712396,6.99195457906962,22.25451627383342,76,0.5117868225707728,0.3583354439641169,0.8052568359701486,0.3633477306648654,0.4517884292797413
80UJMJbCOMgs6YVpsMgXfYTzw6o2,672.7784000626905,138.34979929357408,26.56326660410036,672.7784000626905,138.34979929357408,26.56326660410036,5.536958044431414,1.0698976192641028,377.1999999992549,0.9191333972786302,763.4759549842844,151.67228525737775,10.0,763.4759549842844,151.67228525737775,10.0,5.491457763953941,1.3967109203292831,422.5,0.759215728001453,686.1167636574806,169.26898693670935,81.73203483229196,686.1167636574806,169.26898693670935,81.73203483229196,5.7684390112146176,1.109232543856748,355.5,0.3455488237461115,90.6975549215939,13.322485963803672,-16.56326660410036,90.6975549215939,13.322485963803672,-16.56326660410036,45.45000000111759,86.55000000074506,81.6000000005588,85.0,30.84999999962747,-14.600000001490116,0.0092592592592592,,,0.0,-0.0092592592592592,1.4084507042253522,0.0,1.0,0.0,1.0,8987.0,1312.4928571427772,7674.507142857223,1,71,1.0,70.0,0.0,0.0,574.2323442952761,0.0740225961475812,0.0140845070422535,0.0,-0.0140845070422535,0.0,-0.0140845070422535,0.0,-0.0140845070422535,0.0,-0.0140845070422535,0.0,-0.0140845070422535,0.0,-0.0140845070422535,0.0,-0.0140845070422535,0.0,-0.0140845070422535,15.492957746478872,0.1017015165986841,0.6361728990821625,0.3638271009178375,0.8982984834013158,1.5714285714285714,8.571428571428571,0.4311654864200743,0.01,0.1,71,98.43282704156664,200.86565408313328,205.39101383721592,0.01,0.01,0.0,0.1,71,98.43282704156664,202.86565408313328,209.65369371425723,0.01,0.1,-0.7688735708832757,0.2,71,96.64816335193206,201.2963267038641,210.34704621202937,0.0150417774723247,0.1,10.0,71,98.21049794187816,202.4209958837563,209.20903551488024,1.0,0.75,0.0,0.25,1.0,0.75,1.0,,1.0,0.6666666666666666,1.0,1.0,1.0,,21,4,25,30,0.1546974673094889,0.0457574288312368,7.805989297014786,11.604554087923342,71,0.3414843061322537,0.3615911561135576,0.8680911341184463,0.2631086655341014,0.3538993966087762
87w5Le0CgZhSfYAaOH3Xd2fc98l1,910.057002805002,238.88330656347168,461.3673683635034,910.057002805002,238.88330656347168,461.3673683635034,6.347189204523618,1.2600491968535474,570.0,0.320327351181468,964.1625782665044,89.8633965681928,497.355771984062,964.1625782665044,89.8633965681928,497.355771984062,6.014956061953097,1.2599024462148638,852.7000000029802,0.5848722319243606,968.9244032637308,223.45107176273308,303.88424206103474,968.9244032637308,223.45107176273308,303.88424206103474,6.124891120807939,1.2416053491448276,635.8000000007451,0.4985860296768483,54.105575461502326,-149.01990999527888,35.988403620558586,54.105575461502326,-149.01990999527888,35.988403620558586,176.7400000009685,129.9300000023095,82.94999999925494,130.04000000134124,-50.02999999970234,-226.77000000067085,0.3719375696156756,,,0.3709761694142259,-0.0009614002014496,32.03125,0.0157856888713643,0.0566040043906414,0.9433959956093586,0.9842143111286356,4642.624299332661,1486.267179770217,3156.3571195624445,3,128,20.5,43.5,0.5,3926.347091588833,458.9773273378408,0.6271047869053563,0.3241200196198135,0.0011815180562315,-0.322938501563582,0.008338234153252,-0.3157817854665615,0.0239353461711481,-0.3001846734486654,0.2209907786908551,-0.1031292409289584,0.2020365829090974,-0.1220834367107161,0.2020496682047531,-0.1220703514150604,0.663804217135315,0.3396841975155014,0.0024699875350176,-0.3216500320847959,34.375,0.2048192771084379,0.4090909090909027,0.5909090909090973,0.795180722891562,2.4444444444444446,4.666666666666667,0.6434915530192904,0.01,0.1,128,177.4598823448764,358.9197646897528,364.62382521759207,0.99,0.01,0.98,0.1,128,177.413032298126,360.826064596252,369.38215538801086,0.01,0.1,-0.5311971825358055,0.2,128,175.7303713069997,359.4607426139994,370.86886366967786,0.01,0.0381538959878941,0.1,128,177.4468437012922,360.8936874025844,369.44977819434325,0.9444444444444444,0.6153846153846154,0.0555555555555555,0.3846153846153846,1.0,0.25,0.9411764705882352,0.7777777777777778,1.0,0.5555555555555556,0.8888888888888888,0.5,1.0,1.0,18,13,31,60,0.244516943085912,0.3,4.852071670202698,93.6497861591684,128,0.8741091654791342,0.1366120330476515,0.6321061701081733,0.4794908309139051,0.5759657296361047
8bwaafIhKVMNBoHaXFcY8HirS9u2,512.1596242731694,72.3335163564199,150.65398976090242,512.1596242731694,72.3335163564199,150.65398976090242,5.428776967818815,1.0412178085578845,367.7000000476837,0.4107564187800477,468.55266862528725,59.93442299107937,224.97864963132864,463.4341998535867,57.289647597655296,223.56811087316893,5.314297019541528,1.166943599522183,387.39999985694885,0.2208889231622305,522.1724390605475,65.86926235039486,135.8602293267268,522.1724390605475,65.86926235039486,135.8602293267268,5.183213573720559,1.0586794559010255,419.7999999523163,0.2790616938528697,-43.6069556478821,-12.399093365340534,74.32465987042622,-48.72542441958268,-15.04386875876461,72.91412111226651,-40.24000003337858,-17.750000214576744,-20.800000190734863,-5.9899999141694025,173.57999994754778,213.81999998092635,0.2775016869094646,0.5751870579739256,0.2976853710644609,0.2185304805023525,-0.0589712064071121,26.82926829268293,0.1166528362019177,0.3514578631912432,0.6485421368087567,0.8833471637980823,2315.998100863888,937.8937821565008,1378.1043187073872,13,82,3.142857142857143,8.571428571428571,0.2857142857142857,1376.9174222121771,152.43776044997102,0.5815532996153631,0.2725387825569442,0.2117398867243147,-0.0607988958326295,0.671353737831887,0.3988149552749427,0.6533144039513572,0.3807756213944129,0.3486124096712621,0.0760736271143178,0.1590600096293146,-0.1134787729276295,0.2046962135449549,-0.0678425690119892,0.889532189396196,0.6169934068392517,0.1028250448366633,-0.1697137377202809,10.975609756097562,0.0833333333333349,0.7777777777777799,0.2222222222222201,0.9166666666666652,1.2857142857142858,10.428571428571429,0.3460050960464662,0.01,0.1,82,113.67807511824294,231.3561502364859,236.1695887310144,0.01,0.99,-0.98,0.6984827738133226,82,113.65357825945132,233.30715651890264,240.5273142606954,0.01,0.1,0.3591119110555905,0.2,82,112.97227090724608,233.94454181449217,243.5714188035492,0.01,0.0,0.1,82,113.67807511824294,233.3561502364859,240.57630797827863,0.95,1.0,0.05,0.0,1.0,1.0,0.9333333333333332,,1.0,1.0,0.9090909090909092,1.0,1.0,,20,3,23,39,0.2534193896234414,0.0514916772978367,6.803718884177072,22.55818811046482,82,0.3847032788720332,0.470817690836889,0.8635645434665667,0.3417810073809665,0.3909128151125786
