participant_id,wcst_hmm_lapse_occupancy,wcst_hmm_trans_to_lapse,wcst_hmm_trans_to_focus,wcst_hmm_stay_lapse,wcst_hmm_stay_focus,wcst_hmm_lapse_rt_mean,wcst_hmm_focus_rt_mean,wcst_hmm_rt_diff,wcst_hmm_state_changes,wcst_hmm_n_trials,wcst_hmm_lapse_dwell_mean,wcst_hmm_focus_dwell_mean,wcst_hmm_long_lapse_episode_rate,wcst_hmm_lapse_rt_sd,wcst_hmm_focus_rt_sd,wcst_hmm_state_entropy,wcst_slow_prob_baseline,wcst_slow_prob_shift_k0,wcst_slow_prob_shift_k0_delta,wcst_slow_prob_shift_k1,wcst_slow_prob_shift_k1_delta,wcst_slow_prob_shift_k2,wcst_slow_prob_shift_k2_delta,wcst_slow_prob_shift_k3,wcst_slow_prob_shift_k3_delta,wcst_slow_prob_shift_k4,wcst_slow_prob_shift_k4_delta,wcst_slow_prob_shift_k5,wcst_slow_prob_shift_k5_delta,wcst_slow_prob_post_error,wcst_slow_prob_post_error_delta,wcst_slow_prob_stable,wcst_slow_prob_stable_delta,wcst_hmm2d_lapse_occupancy,wcst_hmm2d_trans_to_lapse,wcst_hmm2d_trans_to_focus,wcst_hmm2d_stay_lapse,wcst_hmm2d_stay_focus,wcst_hmm2d_lapse_dwell_mean,wcst_hmm2d_focus_dwell_mean,wcst_hmm2d_state_entropy
23hG7h2ByUZDbmOMTDtp0HT0xRb2,16.40625,0.1412154329653298,0.6099372502970014,0.3900627497029985,0.8587845670346702,5090.739283269554,1432.6219017432452,3658.117381526309,27,128,1.5,7.642857142857143,0.0,1810.1920982987135,585.5892981913237,0.4463454476726184,0.1981892037840109,0.022490353224202536,-0.17569885055980836,0.3489268165439579,0.15073761275994702,0.2615619638340885,0.06337276005007758,0.01375580528251066,-0.18443339850150023,0.008856083660453394,-0.1893331201235575,0.012008608896199001,-0.18618059488781188,0.3208977144613375,0.12270851067732663,0.04712935366013081,-0.15105985012388007,37.5,0.25316455696203277,0.4374999999999929,0.5625000000000071,0.7468354430379671,2.2857142857142856,3.8095238095238093,0.6615632381579821
28nQWMwCaSNFBEXlicY3eHqpwKU2,14.772727272727273,0.02314476271330758,0.16552778861016143,0.8344722113898385,0.9768552372866924,2501.6592353534797,1511.1927208290679,990.4665145244119,3,88,6.5,37.5,1.0,819.0859691160631,349.3898116118021,0.41874647172566937,0.1815331798666124,0.004351665248288561,-0.17718151461832385,0.0045308663978849105,-0.1770023134687275,0.007098643411017428,-0.17443453645559498,0.010074331610329095,-0.17145884825628332,0.02241414017168918,-0.15911903969492322,0.03216049310220152,-0.1493726867644109,0.37559362960744186,0.19406044974082945,0.06899068070999459,-0.11254249915661782,17.045454545454543,0.13888888888888823,0.6666666666666679,0.33333333333333215,0.8611111111111118,1.5,6.636363636363637,0.45660622106495985
2FHuv7L9nWPdbIiWHRIuXtcoyw83,16.901408450704224,0.26202264831320865,0.8326631799213872,0.1673368200786128,0.7379773516867915,1926.2643359973613,1131.7421294174626,794.5222065798987,22,71,1.0909090909090908,4.916666666666667,0.0,498.205864410821,296.0151212780743,0.45431946876112594,0.23348438528940704,0.26741807519258864,0.0339336899031816,0.1623753507187725,-0.07110903457063456,0.5800991358191163,0.34661475052970925,0.26611174016374356,0.03262735487433652,0.2905141765052578,0.05702979121585075,0.2621133967872244,0.028629011497817353,0.4321093078927919,0.19862492260338485,0.17649141824240128,-0.056992967047005766,12.676056338028168,0.08196721311475391,0.6666666666666603,0.33333333333333964,0.9180327868852461,1.5,10.333333333333334,0.38018194649453163
2h5FgHUEvBS1twD5DqbTIRrMm1f2,11.11111111111111,0.10485295002961771,0.7421340699701683,0.2578659300298317,0.8951470499703824,7487.223752373644,1430.9242373757183,6056.299514997925,17,99,1.2222222222222223,9.777777777777779,0.0,3974.952681675311,692.3351942071673,0.34883209584303193,0.13519974891210776,0.013320895420338022,-0.12187885349176973,0.4268548673937813,0.2916551184816736,0.037598786030413306,-0.09760096288169445,0.27540920757610665,0.1402094586639989,0.05396879655601135,-0.08123095235609641,0.20759881374614925,0.07239906483404149,0.3369682653737748,0.20176851646166702,0.012572343459333205,-0.12262740545277455,22.22222222222222,0.15789473684210584,0.5454545454545546,0.4545454545454453,0.8421052631578941,1.8333333333333333,5.923076923076923,0.5297061990576545
2zDXvJKvjeejeOSNbtDbtSI5cdz1,28.169014084507044,0.2513691203620274,0.6244626863525494,0.3755373136474505,0.7486308796379727,2655.2678014147405,1223.1077374906586,1432.160063924082,23,71,1.6666666666666667,4.25,0.08333333333333333,827.5592351002496,275.265536908079,0.5945425145058163,0.3010835653699205,0.23253155223889296,-0.06855201313102752,0.5982525838190244,0.29716901844910387,0.6326559369246894,0.3315723715547689,0.08861455587457452,-0.21246900949534597,0.23457391133470643,-0.06650965403521406,0.30258780583404526,0.0015042404641247842,0.7747716259902102,0.47368806062028973,0.22715822757444254,-0.07392533779547794,12.676056338028168,0.09836065573770535,0.6666666666666667,0.3333333333333333,0.9016393442622946,1.5,8.857142857142858,0.38018194649453163
3FSnTCSiUodLp5u3bE0xaUjLk0b2,1.1904761904761905,0.0,1.0,0.0,1.0,13512.100000000091,1348.7156626505957,12163.384337349496,1,84,1.0,83.0,0.0,0.0,622.7675229056141,0.06458143637762753,0.011904761904761904,0.0,-0.011904761904761904,0.0,-0.011904761904761904,0.0,-0.011904761904761904,0.0,-0.011904761904761904,0.0,-0.011904761904761904,0.0,-0.011904761904761904,0.0,-0.011904761904761904,0.0,-0.011904761904761904,15.476190476190476,0.11428571428571664,0.6923076923076913,0.30769230769230865,0.8857142857142833,1.4444444444444444,7.888888888888889,0.430880930784583
3WijiOiVCoMbn80F05SPYsxl0TC2,17.5,0.08518353630288007,0.39486165833058995,0.60513834166941,0.9148164636971199,2987.569601025379,1194.205066662623,1793.364534362756,11,80,2.3333333333333335,11.0,0.16666666666666666,1190.508453049881,304.39636789169396,0.4637264398194103,0.20217544561172401,0.21693390336468105,0.014758457752957033,0.2926504574201293,0.09047501180840528,0.227257911473074,0.02508246586134999,0.04151713187404295,-0.16065831373768108,0.15867862726386475,-0.04349681834785926,0.10963188038932155,-0.09254356522240247,0.48282302737652033,0.2806475817647963,0.05807870745945111,-0.14409673815227292,20.0,0.11111111111111167,0.5000000000000036,0.49999999999999645,0.8888888888888883,2.0,8.0,0.5004024235381879
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,10.9375,0.06847124658749308,0.44487205835203464,0.5551279416479654,0.931528753412507,2137.502747002645,1091.5849929262451,1045.9177540763997,13,128,2.0,16.285714285714285,0.14285714285714285,656.9833244784292,283.99473496508665,0.34520662539160074,0.1455965709206064,0.009160676397888354,-0.13643589452271804,0.013209230718328888,-0.13238734020227752,0.027086333890827624,-0.11851023702977878,0.009537307896566033,-0.13605926302404037,0.013139461685309843,-0.13245710923529655,0.019773785769198724,-0.12582278515140768,0.13416061881006894,-0.011435952110537467,0.12601931523946058,-0.019577255681145822,73.4375,0.6764705882352934,0.2473118279569872,0.7526881720430129,0.32352941176470645,3.9166666666666665,1.4782608695652173,0.5788586438389152
3xCaqfcHxRQxuOlEzXz3PNcHODH2,10.144927536231885,0.1115741709406968,0.8048471070306591,0.19515289296934085,0.8884258290593032,2801.7691567265374,1143.4601250198555,1658.309031706682,11,69,1.1666666666666667,10.333333333333334,0.0,1145.1657128104794,332.215151398685,0.3282557376960584,0.1365293406075062,0.2865670990853996,0.1500377584778934,0.41706252748134426,0.28053318687383805,0.01659667873693544,-0.11993266187057078,0.01640726267290133,-0.12012207793460489,0.03121674558270266,-0.10531259502480356,0.0723546962743626,-0.06417464433314361,0.2862859994823939,0.1497566588748877,0.0802638273718796,-0.056265513235626605,7.246376811594203,0.06349206349206248,0.8000000000000028,0.19999999999999715,0.9365079365079375,1.25,12.8,0.25996582492784637
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,24.390243902439025,0.23337640389612058,0.619740105383725,0.3802598946162749,0.7666235961038794,2216.7644218788514,947.2306645054668,1269.5337573733846,27,82,1.4285714285714286,4.428571428571429,0.0,1107.5089076278114,205.46718274260888,0.5555365967291861,0.28282019116830515,0.2586484073056274,-0.024171783862677765,0.6245971088261941,0.341776917657889,0.8108510673116683,0.5280308761433632,0.5401290445314231,0.25730885336311793,0.05055087677380567,-0.2322693143944995,0.3984447603480377,0.11562456917973257,0.7443468798312062,0.46152668866290103,0.12178142298715963,-0.16103876818114551,10.975609756097562,0.11111111111111227,1.0,0.0,0.8888888888888878,1.0,8.11111111111111,0.3460050960464662
