term,coef,p
Intercept,1.1652958547378007,6.916472752971937e-58
C(gender)[T.여성],0.007709404497111744,0.7761271891290866
z_ucla,0.0045509595265036465,0.8376406682757581
z_ucla:C(gender)[T.여성],-0.0009065252640792915,0.9738256412797063
