participant_id,congruent_mu,congruent_sigma,congruent_tau,congruent_n,incongruent_mu,incongruent_sigma,incongruent_tau,incongruent_n
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,491.60511480181,66.73469108619035,178.68168064595525,36.0,457.41955770126424,37.44844324728524,395.4523732956712,36.0
mg2WZiRBn4NQDKiMK43Y8dBqyG53,581.1403296982737,95.19948969717694,152.83066373827586,36.0,634.5736685454959,136.62809354702017,243.5025168317113,36.0
mweMgSlGM2VxThhwnupYxYzUbR23,482.8622450421695,108.7674711505066,168.98025614679398,36.0,593.6519400430885,159.96529757197624,164.1861308854442,36.0
mwsliuPsLFhRFjtjQwYkqcCRDvi2,577.7439366127998,63.4106473834471,170.26581007060742,36.0,568.7236293722451,79.9598471080747,135.56147028936235,36.0
nT1qJOiMyDdJ9ui4el195A8Hsgs1,739.550996745125,134.34162180452495,185.42768443740005,36.0,1007.3520079106202,224.26761640112207,29.314420013707092,36.0
o4jXmZcjtMVF2ZInToRpVHUhpdV2,820.6008032668394,165.04376315884545,224.39750040031274,35.0,893.4244039164596,243.61562566922026,326.104745431243,36.0
ohl9pXqpeSMfepC3w9h0tW5SbJw1,895.7967426076166,218.33972844403172,258.0696552358108,36.0,1417.45540388229,406.46851686439567,15.90643593638053,36.0
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,593.8212168777433,98.68902727781936,169.7873997350453,36.0,782.0712303470036,208.61457426158182,49.98720120389059,36.0
pRQimOpZtsekBI2I1kbnD3pycmo1,635.0148164089823,127.41830955761223,99.60512803800307,36.0,561.7431712133406,112.8335258531129,297.2443086605913,36.0
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,600.0219732774569,71.65471281412911,300.40370185809496,36.0,603.1275544346103,145.27459010607055,373.0653722881249,36.0
q0Atnpm0jZS5swcVmq0EMalQUKw1,621.953967903895,98.05649886428297,122.9643423864801,36.0,662.4123804378328,183.57402872243335,138.8057992791109,36.0
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,536.4738052737404,5.0,328.16207611578926,36.0,695.8343515736024,124.18189971021665,245.90821274493135,35.0
qnR5PLX1v3fPi6SwTJMwGcadwyD3,417.6620049195115,65.79397651216293,260.0765381876115,36.0,896.0419375977779,314.6170067003089,65.07731926523736,36.0
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,543.8065386137789,83.69367586950091,107.27918103630131,36.0,531.8301124527568,52.3163044963279,245.54019108367305,36.0
rFV2EUbp64f5ORSh7DqwmCQmeqT2,695.3371536173183,192.9829381765808,279.7645872632968,36.0,695.0087867367268,190.225993908375,270.19532385854495,36.0
rNe3cRPepZUXbJhmmfQZiGsVzX22,587.9257995509481,5.0,317.57438103672956,36.0,727.5340563922022,80.40518293184817,252.43665323215083,36.0
ric6cNjG25XmZJCiKZDOxzeezao1,550.1841926807405,5.0,189.2119549027983,36.0,649.8079770181671,74.63411799968718,150.85051358264803,36.0
roaf78tUWxWSEjAUcUu8O7mrQbl1,723.3972826076605,148.90862723467728,45.77002434927459,36.0,621.4020758816009,113.5391186607156,248.4006688575975,36.0
s48aCkolCSNbBRSSRPle0r61a7H2,546.5412128597766,109.47353713947383,268.3507597272082,27.0,715.1061144525925,172.4585445704517,277.93242420128985,33.0
s5gTyWKzfkdHXNT3qicwPmdONYv1,729.8984232860255,89.99324403895278,124.06509106610282,36.0,709.4932605758571,5.0,334.7865273333362,36.0
sqfXvh6GJLaYAqr3RvHrixP8IOx1,526.8429642640469,5.0,343.9188825909178,36.0,597.1448859331813,97.3492896930161,270.16975835050283,36.0
ssPK6ISW0HerTGke9hznqJ2LpKu1,556.0669878902341,114.0583166303733,215.12331643911057,36.0,593.1466414825362,162.8940854684663,311.6751671015027,36.0
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,1089.0643143627203,341.2038761834807,124.28031681984689,35.0,941.7988190194097,5.0,572.113714982867,35.0
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,670.5541732228473,110.70254529781477,170.30518239617498,36.0,907.8430124635777,190.69414159074483,24.390320885650226,36.0
tv88wS5Nf6SjruozSmXJxQSmx6J3,919.7307173020965,221.04317629074112,155.32217603296036,36.0,1045.8881497713303,75.62031595310417,439.7584082542363,36.0
u64Uf920g5VD9Byq26LT2rs5o4t1,563.5715060674147,71.59392132418279,120.73699875080622,36.0,536.3071868544301,5.0,246.3017461993719,36.0
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,733.3426902021909,174.7288851637789,231.141961537964,36.0,764.2283016970175,138.8268371676286,235.1261759068392,36.0
v8nNKiWvPdcjiHXZci39OuFTY6M2,901.6910947690525,198.0494360428312,196.31895442186695,36.0,1138.4786659706813,195.96232072508323,177.05730152103698,36.0
wdppvL4tIkVlGjou6aYzzjlaZXB2,474.24143932457827,71.69393290616783,272.4638353845232,36.0,478.7896467365845,91.01325702098333,377.1249330379288,36.0
wkhxvE50megJGMA1EiROSZIJWNq1,740.9269761171843,97.10468912881537,66.02640739496903,36.0,669.6232622984461,108.75402541007419,274.74616394570097,36.0
xBGZhFOeypWnqzSQClkrwV9z2vF3,671.5681252447505,112.30869474110996,263.95905829351483,36.0,703.1137969867143,149.4077335506414,464.3626659324307,36.0
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,485.96993645771306,94.00013597248868,266.53379181015157,36.0,429.2116692527908,49.92683645240235,461.21081904770796,36.0
xHctBv4C2EU8rHYRouw0btT3GT02,511.44544724029186,103.70639552399753,156.120196121513,36.0,524.4085162176797,82.13360185998074,327.7319060366225,35.0
y1EHXv8tUTa4BRS4fRio7bULYfA2,608.9794341222537,98.74459309074251,158.46464890845942,36.0,728.3288054723473,171.08805529729293,215.02209084914375,36.0
yGTid3RXTdQe5JNosdSxvgktWIW2,1284.6881729987897,417.72460973050465,213.33709984770826,36.0,1022.4221958914964,180.60152772082907,551.6988417242384,35.0
yatBVTBMCSMp0wJluOCLzTFKMyP2,783.407544228373,119.66688411524751,173.00844362651472,36.0,985.3001988115432,204.8998959565841,5.0,36.0
yfjd8LbAMrYeG54927d3GiKAyXI2,525.2497520599693,162.5393108325848,314.6289297155914,36.0,620.4249758616265,172.41442664311654,317.77945592864313,36.0
zw1w9FipI9RjJsuhHse6UZavBxs2,456.3668404230667,6.758056202448838,235.36513363455,36.0,595.9612870761117,91.7306231149664,259.40416303676994,36.0
zxG9mUnF7uRkaOKSoCPsiRZzr372,879.6833824228311,106.09625636080206,102.08367925524172,36.0,914.6164068841639,95.86793053132251,325.9028146831568,36.0
