participant_id,congruent_mu,congruent_sigma,congruent_tau,congruent_n,incongruent_mu,incongruent_sigma,incongruent_tau,incongruent_n
JntnHLHjYhc0xJJQALM3h9R5Ozv1,606.0343820600741,165.35510701841932,131.46781069996848,36.0,518.7513163225177,104.75797444497024,338.40777650910366,36.0
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,551.7282854406909,58.752954966705616,151.94208898123807,36.0,543.7284068243848,72.38062465538108,252.47396222931158,36.0
JvrZiMHtAfP6gvQtlevYWafKy0z2,890.8706603210504,213.08846188495417,304.34642380973986,36.0,1369.3287929176756,368.01969535785486,11.28417714044819,36.0
K26uNuY0VNPjJNF26wEx3bFg0kr2,526.5901156508827,49.821029182341334,182.91985589934595,36.0,619.5670424803855,110.49208514415999,173.80880319378429,36.0
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,604.3946967781242,106.36170909850605,97.10280289204461,36.0,603.2891121805947,95.85989259989053,180.63184692532909,36.0
KtKj6zUKc5Oogd2itg2jdwkchnf2,425.8590437321245,55.564695738677685,137.0177634597545,36.0,561.5079407693058,194.2866692719737,126.55087154747912,36.0
LSLmd8jENtONZFVkIpRDX665Bu73,766.4231982740226,147.50633831814577,92.61762656772213,36.0,877.9567999964066,201.90713655865704,211.6096704598536,36.0
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,589.7343330330003,77.0653962846429,127.56866320176279,36.0,597.078815653821,77.19129898190909,121.97916826321739,36.0
LliUMEIsrCVZ88YFQfevan2Og4z1,397.0445658165881,53.56263296439674,132.084105418123,36.0,436.45645742333784,5.0,195.5641292825421,36.0
M4Km1Q2P2oPliChDQkwl6k20FUI3,565.7748467151816,65.53455101651099,110.54917966075263,36.0,660.1975304298865,72.0183564941511,176.56769776723044,36.0
MMSYeiMQi3gMr4PrXQcpXzFiegj2,749.6041163274981,120.34054982674861,174.69534290658365,36.0,1107.2929054427793,353.44242012827743,103.77574526005287,36.0
O61Eik2zvrSQLMNpFbTNEgjWwMr2,600.075031488532,107.52595681668575,277.6691318083715,36.0,776.3113058443523,242.08651456544803,7.2774059586003546,36.0
OExlWyngGfPrScDYjaRcv5PIAet1,478.0675805405028,65.44674583339315,195.48722851721678,36.0,606.7457564275394,139.41881621034923,261.2875946623116,36.0
ORuVuFPU5idz3fMoXTGsbwToW2j2,533.9956157404368,47.79593240271028,256.3712337094089,36.0,574.9507463281586,5.0,191.2058639822681,36.0
P8mTl71XaYNvFMTCvlKpzzUdc9W2,673.8011254914578,82.69109703279051,159.0235860124934,36.0,746.0745341492129,103.69018177272869,258.48039991974485,36.0
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,604.4214139615938,132.80175309726818,136.84761273852084,36.0,767.3985412016226,251.8563551671805,385.2584473719103,36.0
PLreonkqaMeFc0UqxKUelH44UQu1,418.24046506731514,61.95042410763205,264.4921631909427,36.0,454.53396000764104,24.965190748155976,210.19724787305418,36.0
PXesLO51qlY7lJBrLdOAZiHmUR72,747.38091462166,175.03108668915016,526.5309529541945,35.0,829.6003226215774,245.00092538074185,511.38903417502826,32.0
PkpTH7pWpEOG9A86xSloOSozwTk2,1219.2520728098993,245.0400576822348,143.81484946572047,35.0,1335.5782319185823,353.45980701912646,19.03271301555211,36.0
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,453.24276328829495,71.26304213888196,184.5200798564,36.0,576.4219014913673,153.75566078976007,227.70801696485654,36.0
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,984.2042199029698,99.77344131306016,162.7426498810633,36.0,986.9286288395907,67.45720167898688,255.19710699575973,36.0
QreA2rLiUhV3YHeMfuHMPdGbpJ53,818.6919202676818,202.14022045565122,74.0522560046286,36.0,919.515527281606,148.3491552641414,295.08793009454337,36.0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,953.2388259840309,273.7415419310298,5.02212264347015,36.0,920.3238942331556,225.21424694157562,127.71165022703671,36.0
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,783.2659043705584,184.76661708146833,74.76991669094444,36.0,866.7897377041271,145.3473185170496,173.9484987687273,36.0
Ru3Qf6pXZua1DfNkQdhbor6iJ403,686.3015567111413,100.06957137921478,248.5286036025203,36.0,887.8669538195146,265.69185826414787,145.99027487787208,36.0
SOhR7IO689NQCPQu56SjATO8FR92,667.3487302870506,144.9791164701394,136.56172128469504,36.0,788.4019068583166,167.5451266893161,331.86950917103565,36.0
SPCT9D90pRa1ihXS5jEw6vCmquI3,450.184727481958,52.69681014833815,154.65420320709538,36.0,511.56844749301337,97.61239495740355,188.33477631145774,36.0
SdDjNMBD2ZMTEwUphkohi2cZwUx1,565.7142420540582,50.58052706821329,116.27705358974099,36.0,538.98638336729,96.7673135340214,233.6758592925339,36.0
SpSfX0ZcfcPLdlOENlfdfvEPwru2,630.0778218610805,72.38194310690943,222.11552379170305,36.0,743.0852670466937,200.68751243281176,119.82825764280192,36.0
SvtOrPatsnWjicxtyndEzSdO5Wp1,743.4785384036633,108.71513685899305,13.669540588171154,36.0,568.8652939936717,155.3075389732238,226.84734324265267,36.0
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,677.0858443633117,130.04772018361578,200.86043418509416,36.0,586.3282745579585,80.84271040926279,307.05228219633835,36.0
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,464.74294418224923,57.571154138853345,105.14603950337468,36.0,482.6086345352153,43.2529173666675,195.54765903693703,36.0
Ub7nV8F55kPruh35ZpUcKoBUyn63,677.7078691052964,154.53912207296716,292.52435347652795,36.0,820.4867450177213,145.77341098160147,301.12476909223716,36.0
UbqFccqQZZgcqJIqCn3ErH9zQdM2,640.9749723146215,177.28660694198703,169.40295160404006,36.0,562.5200232738488,184.96867920284987,292.53443186606887,36.0
UbwuSMtBsHdW3Ji41opk3GInMqi2,711.9951144803246,135.62044535660579,5.0,36.0,617.0865655701765,149.07307720805161,152.06099660518015,36.0
Uryn3G6dNMRdHjTi9jSNnuXQYTf1,523.5291866618165,99.95786181107195,194.7754600769303,36.0,572.1871743285859,107.2586869520351,269.9222577553086,36.0
VwTymW8T68MfpnJvZ2X97ILqDWS2,691.5956109163939,126.21179815753523,117.7134831025802,36.0,648.9011379936958,80.88605656772052,423.78578264027345,36.0
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,895.5596917713542,268.72111923568997,65.13531258116755,36.0,744.2152549279676,228.4616077068985,307.507919735216,36.0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,849.4863572207668,170.4218693087908,287.7432051987951,34.0,985.987927797392,390.92257613546604,172.82021226954672,36.0
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1033.6666466665195,203.3936721171278,7.711094179451809,36.0,827.2844595357049,235.42955913479236,220.07308409989216,36.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,702.9210169800521,139.472857957869,130.7318859087008,36.0,675.2395053146515,239.4006936315542,320.89756366495106,36.0
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,597.6163301210016,71.84510345346813,107.11424144694935,36.0,669.8050522122606,104.585483768497,210.88635993323638,36.0
WnC6Uscb5VMIr43GASKiUCO3AYH2,454.1362087327602,86.67647123796338,190.39396597412497,36.0,659.1697555049358,204.0083801445815,8.028243377475452,36.0
WqoZv41KTtTCuPKBPyClregrKAi1,648.9675528542124,65.94601009368411,181.45060494763862,36.0,617.733046547563,43.86293528812331,450.1525856099484,36.0
XehZHBpwr5MYzUXkj0FAYCsFG922,629.8966068323757,155.393228866304,25.68848192735047,36.0,583.295021509,112.92795377907537,194.08256687174807,36.0
YEU5ox3jteVINfdSTg5ymqYcS9o2,464.0324360571651,34.46323787726704,143.09546252940422,36.0,520.8938238948764,79.13514842374873,108.38815501527397,36.0
Yco8O7tmHlbsUBfKW2ywcZByGO32,684.748856503849,98.34947713236454,185.58815364325193,36.0,691.4590813647567,128.10339882804908,359.1332529997595,36.0
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,563.0262410271995,59.44405324654317,167.27728545183473,36.0,628.2344736646089,51.07797211653689,249.17396905324318,36.0
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,681.2866894611077,29.85507345805256,282.0278883618667,36.0,901.1418908712741,220.0922431423575,293.0808834863539,35.0
aM2995jJmJWvr6cneaGH58HauIg2,603.7828369908095,30.862917126122312,285.5363391464752,35.0,603.9155567539852,5.0,631.6507814745212,35.0
afdTz6deeYWf1qKNdUpKAYKN3hz1,669.5684440638371,130.99152702894787,167.97096667750264,36.0,912.65200061598,387.12979827200104,214.1849336631761,36.0
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,636.5942657215962,97.27292577314086,227.6793355370922,36.0,592.2658672492406,130.68239177934828,237.48218660066965,36.0
asKxydfXDkZAk89VaD4hwVovkzJ3,698.976839557088,60.409879446058575,165.80263676565568,36.0,758.0337967403781,101.58570975410558,332.30018949840417,36.0
azdL1gX79EVd9iepyCAVQrqIaQF3,532.6854102018381,62.899045934365915,195.93094360545868,36.0,788.9005433456297,155.80853753960497,11.104872416710132,36.0
bXpFswkI7TfIfL6G4FqWrbaxTGx2,499.5453737250096,120.12033163937919,110.53487990634771,36.0,327.6573324671183,5.0,466.1462484965963,36.0
biQ16yPcCKSkJQhSxUKcDc8gm8I2,914.7510210183063,31.10699705138733,190.43627399319112,36.0,1046.3856737202805,130.38005019725324,167.49799170413914,36.0
btpcu1rB1JeSTo2upeHGPdv8kYG3,724.2791542843647,158.48192358458152,122.59495365326046,36.0,739.4078657321243,167.3015422721924,406.13969043832174,36.0
c0hRe9PCPPZs3HWFqhIQargNlp52,685.0370374796435,214.07111002161645,216.60312437032826,36.0,684.8033024258309,114.30264332849524,331.922150661397,36.0
c8BtRUVPPPZHjyhX2rn702NoUld2,675.8362417543317,104.54676063968985,44.93407865561268,36.0,692.6192834857475,120.05620470317858,291.6842244853147,36.0
cC0BEsQjfrcuCyoaOas9zJT0MNs2,831.6238886265288,152.2973986561277,193.7581704377203,36.0,800.1583520728284,172.8867035862407,250.90556614886628,36.0
cEIs6U87xfbSL5eFTXDK77MmvNf1,604.0464349467684,103.86710957130038,275.01283103476453,36.0,581.7696816109193,205.56085590127185,342.55918752288864,36.0
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,421.9698706575579,44.380573104462734,177.34798235919686,36.0,429.7286950576371,5.0,384.359563974676,36.0
cec6NLR2ZLVVw6h0TEKSNIH11v02,689.2101052845381,75.83076822199997,118.83324477199591,36.0,854.2017536781512,196.98941932691068,22.127557259995786,36.0
cfoKz0AGhvYmW0DJmVKAZ01jh752,523.6624569082938,64.3300552076019,77.65206137116122,36.0,581.0542063703032,120.09353722770024,92.96920518123537,36.0
d9rwc0NXArcNlJvFsgKhQqkGxJq2,739.5872331206867,164.81999954678034,5.8345906934829515,36.0,900.6207639976002,264.6828946369898,85.7955218228315,36.0
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,580.0450545792686,95.74501215875884,173.13107171059653,36.0,580.9690340216059,137.7628720071524,312.14051849385226,36.0
e7NIVznoeNMC7bBejXnMVvFNPfx1,593.4943958798593,74.34073419504458,274.5949806924129,36.0,648.2363022679807,108.24550273544092,306.1825514892754,36.0
fEL2NrgSd4MmDtLCAcMvCJQXTME2,1080.6634245924502,250.66286739566524,5.0,36.0,1287.2113765153676,365.38630028697656,45.855541323213174,36.0
fEq0OghbLpfD1jigl1Mbz96aMbg2,267.36790297719847,5.0,357.9919210461277,36.0,395.53852573319296,145.77551405738228,313.056837841376,36.0
foaW7wtvY3XLNdguFUK7OvOefP93,635.5474434841914,160.66734234214735,158.97907701127417,36.0,933.7637871151572,291.6365554624057,13.623243573012632,36.0
g2G9l3no7RbeRA9a1W3JnfegTnh2,459.48110175817186,5.0,710.2502082203105,35.0,592.6532137215987,5.0,573.8940448041084,35.0
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,674.2915190374187,53.890364860748974,75.09739637489317,36.0,844.7825852706619,213.9009008680919,206.40602732665812,36.0
h52Mz0cZjnOsmXT02EgU3JzzRKs2,436.70164127912585,47.371522255029554,152.69854473471818,36.0,410.4658101581423,61.219904575737075,263.9484410035618,36.0
h5RYP03wJuVN0xo7qAR8CKFxLaj1,653.8738314174434,109.40226718597471,266.8466025857031,36.0,947.1766383819146,161.14274324449715,268.88096860964686,36.0
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,608.7309090716167,57.72135821457093,286.48773742422276,36.0,949.5849597118969,344.64922353592084,10.229433913596393,36.0
hrRr560eFBNwJ0CcUjCqtSD8TdP2,608.8899978707348,81.12011426071012,68.28484591495669,36.0,554.475125919798,74.7935702649462,165.4157467212348,36.0
htPWXDgfuheOJbl6ihHore9XuDp2,672.6548127193095,96.27424476688005,166.31307408471173,36.0,630.2094191913075,69.29353953426238,251.36625674508934,36.0
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,693.9915093346258,65.88119793729595,139.13763311090977,36.0,763.2419597335235,105.60816004234935,132.51511529875964,36.0
i1tBstVkNiVP0qro7TgGD08IGGa2,842.5182688198438,189.44711382905106,270.903478914574,36.0,1188.9655179798194,300.7044900144998,60.34774773613956,35.0
iKVZi0Oo96UrMBhPQMHWFcf55uA3,714.2677626387557,49.981972388857216,432.0610133721065,34.0,868.5800696410474,121.65707837511493,407.7322724547382,36.0
iWsc4pghIEWOQUZKuQJMfe516UI3,553.0552550114674,120.29406141126842,26.31171507048166,36.0,431.1984046025682,38.95299509437618,273.8227803001061,36.0
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,1015.9163044027681,343.4460625446596,311.65039068823455,36.0,1438.9180042939054,452.01408932961755,130.65299794586025,35.0
iZX3U88SSqYAtT564nBPgHUBsei1,667.1960724771207,119.55232024499843,147.68674571804326,36.0,741.5716718677569,142.51902788923468,276.4855915252194,36.0
idP8RVfm74N86O0dszLXANIpjXv2,752.5436218465009,216.71306692479402,194.27025344150493,36.0,783.0300374971309,228.9240998894688,167.79503519139467,36.0
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,595.219641498578,157.41003409201724,272.6062629489596,36.0,946.6021959852255,435.56624118582147,307.21137257774774,35.0
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,844.1544851293005,162.7204590691285,170.75668180300178,36.0,917.5458973141879,118.71001430114676,262.618972539789,35.0
jzdk8E3tVXTXIozlfK5oeEb7wWp2,521.0346308238493,5.0,325.6323924502339,36.0,695.086933019315,155.4448439119422,188.6624953218013,36.0
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,792.5297889314996,220.1601674645196,20.481805765129575,36.0,605.1574767465688,199.80244190570653,259.48988512056343,36.0
kI0YdycDU0X5hcoEPjEON3Ionyd2,598.525624595925,103.37506657349935,274.2474972554253,36.0,600.8514576895855,5.0,391.2792500274284,36.0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,611.1114014419612,59.410776049865525,154.46651961431039,36.0,802.5545219722009,173.93074099567337,232.0085801733081,36.0
kgSRatooJJfDaMZ2yIURqb8aJuE3,498.09334311648024,5.0,360.7304582528205,36.0,537.5585665411229,34.48040748625347,520.8906446880892,36.0
kxerHPSL3bQjD74HhiebYf3blPr1,550.7542621235618,61.63597101696529,159.02556818614607,36.0,674.2547897371885,135.53760581905917,167.1100916090838,36.0
lHDkoPQu5reNCO45npeYSS9eLQl1,589.028516287587,120.25836866419836,153.6921405985423,36.0,589.5678112126235,103.91676662541744,260.0711297576556,36.0
lpzDdvuMkKWkPxu6xeclmdctEp42,680.9581151122144,77.3300740606471,121.38528540872665,36.0,737.0279745101806,202.5754749617454,168.62333811287434,36.0
m69r9GQTk2b51mvxrFLt4fZeJi52,674.419846825409,149.60420173350974,5.0,36.0,634.7685001749234,197.55131631007225,194.2465333862011,36.0
mUZzgdWKnPb2txOkJg9FHgqX5792,841.5288157115561,219.82525909454915,221.57061702157125,36.0,855.0100505130965,335.64983172330716,343.9881017549397,36.0
