participant_id,mu_interference,sigma_interference,tau_interference
06qcrpGKL6Vc3LVplFQC90VAcRm1,129.9552854411495,57.71348593530439,-74.94584649137526
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,-29.54523107541047,15.266965041516329,115.33885182695958
0d841i8KPjdjwCYfDuUUXj0SEjH2,124.74140727678105,-10.183740629917821,147.9240306984584
0oa5NYVnIBS9NmrmRAZrahXDctP2,-26.857671597532885,-22.85468520701157,19.48414722765412
146QT9LupyU2BAiTsB3PMIpVXM22,-21.486112858843853,-14.016760347103883,136.81762687214038
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,-28.35179192414421,7.61143555996901,153.9745112629137
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,-45.86693872806188,-28.552021137059768,286.4312575011955
1fbLQPCcysVlSKup96K4yI5NX6G3,40.940525501786965,-42.8884712798922,15.378366159604099
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,-94.10310696007309,-26.882400230895005,4.609326605240142
1upUBO9zBnhHcpJ1WoAnaBXWKRV2,50.91329646217707,13.952745202904168,80.6819349234975
23AEyocWhqY955WHbxhHRSgQ1ms2,-120.55086567754404,-73.31002208194363,233.60436616837268
2FHuv7L9nWPdbIiWHRIuXtcoyw83,114.51374120018158,47.637012302199366,173.4368476319563
2h5FgHUEvBS1twD5DqbTIRrMm1f2,-20.333916970256098,-4.655483816710287,159.2154459680372
2zDXvJKvjeejeOSNbtDbtSI5cdz1,240.87760884107922,106.22782231744961,-95.40326890253453
3FSnTCSiUodLp5u3bE0xaUjLk0b2,11.347556148999388,11.574102741941616,44.4671056575059
3WijiOiVCoMbn80F05SPYsxl0TC2,0.3676432816895385,36.96092533833372,43.38622195833733
3rlzYufVjVVLv3ZFLcpfZUtXEEi1,4.320039880107345,28.84116660761869,118.01529490232652
3xCaqfcHxRQxuOlEzXz3PNcHODH2,6.3476249705285,1.2312657150200153,62.30167922821249
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,92.9147599577127,51.29505199063934,85.60823781530308
50R0P1MIMvRvK1qpqfGROchII6R2,-192.5256820713838,-21.09004160913051,311.3866162293984
5OOi73igsahMZ5IVKQwwyhnj4Cn2,251.99182930250822,141.67645124265732,-108.23673699432416
5Z68AKm9rIeeB2lVu3nJO7U31wk1,-98.60736786405681,-30.152943133230465,95.844270535988
5rXSa3anB5ejmFrnwUsTB82byup1,305.45344416699857,204.83563730276927,-157.18222440958846
5zxa5CMLGQSSonWOXqXf0QNS3PH3,-58.750290282936305,-54.36092786816215,188.41779984504637
62fAfeQc27bZelkPX7G54T3gvci2,-32.863064180254696,42.0238968856014,222.6199554838251
6ABZuv4jbjgE0B8TeyUk6nwVb122,86.46282451623176,146.7460275777998,27.844921933145997
6OwhwWQDThSPHTVAeXugohrYuje2,516.1355694195123,305.0513956303979,-192.13023626104558
6WFCyGwk71XLPBmbe4Vav3eotVm1,-20.913122512732343,-2.3067665130564166,51.39643475164098
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,63.89675847564763,-40.90371280522254,81.74058715179473
87w5Le0CgZhSfYAaOH3Xd2fc98l1,54.10557546150244,-149.01990999527888,35.98840362055864
8bwaafIhKVMNBoHaXFcY8HirS9u2,-43.604389449629195,-12.400153774120867,74.31692087193613
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,175.28392000001622,50.30695383792877,142.52666253072573
8mscvscxtXf7EbbLqCyy4a4pl2q2,279.8883913162267,72.17657371553008,-234.43085754425323
9Xz1RIwnPXgyRqmucudW9VeuDnq1,209.1500001609088,38.296023598636026,18.96865181376063
9l7DjYLs0XdgwykPZR5E01KTZfu2,-95.98132458781072,-97.95990896877103,239.991615170252
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,-107.08257250654111,-10.107773588225939,234.27855613021882
ASGvwW80q7VY7xFaLGZhVuErUQu2,147.44257094875866,94.47214548621784,0.0
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,-130.2117960907965,-58.83638195768984,214.76441200746427
AsXBOflrszVNKoFqbN61bMJqS0k2,97.91267616883249,47.77554775643027,24.00114462607661
AyAnuCaltBbpEYbudoyNzTvXlcC2,68.44512889190969,50.146542264352895,123.47446420408073
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,84.21954733957227,71.4947432164663,80.38809643397403
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,475.62410402256353,131.99443155611942,-147.23291626041265
C4HWhqUIJ3Rl6SboyJGqlrXFAJJ2,-32.419079690148465,0.625461288102116,47.62073691501513
CDEoAyvS8feXLKMKsaZah9agEhF3,-14.536341964853818,59.00313276526906,208.61808892962836
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,130.7340035717233,35.103188614833044,256.08347609524105
CN1ySCsiSLN4m9yh9fS4s5p6T8k1,-85.23688586206083,62.379223011632035,167.59958069345672
CUNlBEszJVRGK1jWlTaOaCqpDg53,-105.37081804858644,-66.30852252062505,204.2768670460099
Cbkx2NHyF3NrebzXGqNgSfiWent1,78.47784355336864,-50.3696619433557,127.02731996307531
Co587hoelyeANqFX7AYvuVQW0lZ2,62.06156755384495,9.801556730835841,-34.89821882987641
CtJe4bZZnYUBNrcPk00d3YQFSGp2,147.25301525717043,55.425896301762435,-39.3270088656635
DAKDKPH698P12JfTbbjemLI6PIH2,-32.44737055235447,-35.90751513898548,98.0066496559933
DPvStUYSmohmXwFwaKRqHv89R3k1,113.6901917220116,65.38701326073644,103.17901469131408
DaRehVxIOhXtEtUExdgvUl0mKcx2,737.0415627356247,286.8406144266836,-262.8470223987239
Df83JuPuJkXqTGbENhM2gw5SJM43,206.67731717663548,-26.684548359195844,165.20749941013725
DxSidjznjVSNDJuDqqGgxpMEGtw1,156.89974826286027,27.43369557597336,-16.199714148894635
DzB19GqCB7fyrlEPexogWkjFzEx2,85.46268894797333,-32.343710582289916,95.12985764254881
EEodWwGh0wWq5f8JmzfKvq0lyeu1,56.36952675916393,8.57473998994655,127.11048999681157
EUhcW9kURScie1DwGPHqmNqotJB2,64.77070427588046,78.49928299829332,65.16845672015424
EmfmKFDgWJdW47a6CNTNjnbYaPh2,228.50062838087808,100.73967952035424,-29.649889709088484
EoToosG69XMp4LTYdB6sB9WTrv22,57.20674478600188,-2.5930484332886863,8.010558963594903
Fz7EUjZCLuUBxLDUVtN6djaBTy42,16.73184469225953,119.99178867801527,72.03878367312743
G1Ff3XYUZMRsPafyEQ80ussnVlf1,200.4741244881177,179.57537926933725,-45.175907560131634
G9VruXninjUdE9czK2DambZl5li2,-58.615701750972505,19.26474519684652,173.05917190716275
GDZGRW51kbWtAdUIHCtEd8sAtqY2,10.142905102176314,-56.65020673549391,-20.050284542674376
GEwkBw3YHaNp3TCh9YS9PKVfavz1,-96.37652366746954,28.67280682322746,208.0907211298804
HSggdq91WiQp16bOj7V3dABkcgk2,-150.98136020419793,5.316504274321517,230.64405198755824
HbydnnT1hUP3WagAy2TJAc6GqVs2,-52.56182477050186,-28.791625605310287,119.06342276557584
HyQM2xKwwuVfqidmRYF6TiRk90C2,-97.34909831365457,-65.94690836427823,140.5600596808703
IaTJhUGICmO9xcL3605RW8QHneN2,224.34562488051426,99.17671392080607,-103.81399585472266
JOBWLirr6KYf3GXJ3jPFKmd48S93,110.08171225604201,32.11553167479093,-32.89278226629244
JntnHLHjYhc0xJJQALM3h9R5Ozv1,-87.2830657375564,-60.59713257344907,206.93996580913517
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,-7.999878616306091,13.627669688675468,100.53187324807354
JvrZiMHtAfP6gvQtlevYWafKy0z2,478.4581325966252,154.9312334729007,-293.06224666929165
K26uNuY0VNPjJNF26wEx3bFg0kr2,92.97692682950276,60.67105596181867,-9.111052705561661
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,-1.1055845975295142,-10.501816498615526,83.52904403328449
KtKj6zUKc5Oogd2itg2jdwkchnf2,135.6488970371813,138.72197353329602,-10.466891912275372
LSLmd8jENtONZFVkIpRDX665Bu73,111.53360172238399,54.40079824051128,118.99204389213146
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,7.344482620820713,0.1259026972661843,-5.5894949385454
LliUMEIsrCVZ88YFQfevan2Og4z1,39.41189160674969,-48.56263296439674,63.48002386441911
M4Km1Q2P2oPliChDQkwl6k20FUI3,94.42268371470482,6.483805477640118,66.0185181064778
MMSYeiMQi3gMr4PrXQcpXzFiegj2,357.688789115281,233.10187030152883,-70.91959764653076
O61Eik2zvrSQLMNpFbTNEgjWwMr2,176.23627435582034,134.56055774876228,-270.39172584977115
OExlWyngGfPrScDYjaRcv5PIAet1,128.67817588703662,73.97207037695608,65.80036614509481
ORuVuFPU5idz3fMoXTGsbwToW2j2,40.95513058772178,-42.79593240271028,-65.16536972714079
P8mTl71XaYNvFMTCvlKpzzUdc9W2,72.27340865775511,20.99908473993817,99.45681390725144
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,162.97712724002884,119.05460206991233,248.41083463338944
PLreonkqaMeFc0UqxKUelH44UQu1,36.293494940325786,-36.98523335947608,-54.294915317888524
PXesLO51qlY7lJBrLdOAZiHmUR72,82.2194079999174,69.96983869159169,-15.141918779166247
PkpTH7pWpEOG9A86xSloOSozwTk2,116.32615910868321,108.41974933689167,-124.78213645016837
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,123.17913820307234,82.49261865087811,43.18793710845651
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,2.724408936620989,-32.316239634073284,92.45445711469642
QreA2rLiUhV3YHeMfuHMPdGbpJ53,100.82360701392417,-53.7910651915098,221.03567408991478
Rc706mP0TSeIoIpMYH1SpRXjOxA2,-32.91493175087521,-48.52729498945422,122.68952758356656
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,83.52383333356875,-39.41929856441877,99.17858207778285
Ru3Qf6pXZua1DfNkQdhbor6iJ403,201.5653971083733,165.6222868849331,-102.53832872464821
SOhR7IO689NQCPQu56SjATO8FR92,121.05317657126602,22.566010219176718,195.3077878863406
SPCT9D90pRa1ihXS5jEw6vCmquI3,61.383720011055345,44.915584809065415,33.68057310436234
SdDjNMBD2ZMTEwUphkohi2cZwUx1,-26.727858686768172,46.186786465808105,117.39880570279288
SpSfX0ZcfcPLdlOENlfdfvEPwru2,113.00744518561328,128.30556932590233,-102.28726614890111
SvtOrPatsnWjicxtyndEzSdO5Wp1,-174.61324440999158,46.59240211423078,213.17780265448152
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,-90.75756980535323,-49.20500977435299,106.19184801124419
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,17.865690352966112,-14.318236772185848,90.40161953356235
Ub7nV8F55kPruh35ZpUcKoBUyn63,142.77887591242495,-8.765711091365688,8.600415615709267
UbqFccqQZZgcqJIqCn3ErH9zQdM2,-78.4549490407727,7.682072260862839,123.13148026202882
UbwuSMtBsHdW3Ji41opk3GInMqi2,-94.90854891014806,13.452631851445773,147.06099660518015
Uryn3G6dNMRdHjTi9jSNnuXQYTf1,48.65798766676937,7.300825140963141,75.14679767837828
VwTymW8T68MfpnJvZ2X97ILqDWS2,-42.69447292269808,-45.325741589814726,306.0722995376933
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,-151.34443684338657,-40.259511528791535,242.3726071540484
WbOfW9KmUkPQK8o5hlHJnJFdpp92,136.50157057662523,220.5007068266753,-114.92299292924841
WcTsIpSoEhYeIBSNjAbbdaNSBya2,-206.38218713081483,32.035887017664606,212.36198992044035
WeHQDy9BWldTlaQDVVlsJNCqwxA2,-27.681511665400535,99.9278356736852,190.16567775625026
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,72.18872209125902,32.74038031502887,103.77211848628704
WnC6Uscb5VMIr43GASKiUCO3AYH2,205.03354677217555,117.33190890661812,-182.3657225966495
WqoZv41KTtTCuPKBPyClregrKAi1,-31.234506306649337,-22.0830748055608,268.7019806623098
XehZHBpwr5MYzUXkj0FAYCsFG922,-46.60158532337573,-42.46527508722865,168.3940849443976
YEU5ox3jteVINfdSTg5ymqYcS9o2,56.86138783771128,44.67191054648169,-34.70730751413025
Yco8O7tmHlbsUBfKW2ywcZByGO32,6.710224860907715,29.75392169568454,173.54509935650756
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,65.20823263740942,-8.366081130006279,81.89668360140848
ZEd5KGl23wS7rvzDkxzgqmCgLaC3,219.85520141016627,190.23716968430494,11.05299512448721
aM2995jJmJWvr6cneaGH58HauIg2,0.13271976317571443,-25.862917126122312,346.114442328046
afdTz6deeYWf1qKNdUpKAYKN3hz1,243.0835565521429,256.1382712430531,46.213966985673466
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,-44.328398472355616,33.409466006207424,9.802851063577464
asKxydfXDkZAk89VaD4hwVovkzJ3,59.056957183290024,41.175830308047004,166.4975527327485
azdL1gX79EVd9iepyCAVQrqIaQF3,256.2151331437916,92.90949160523905,-184.82607118874856
bXpFswkI7TfIfL6G4FqWrbaxTGx2,-171.8880412578913,-115.1203316393792,355.61136859024856
biQ16yPcCKSkJQhSxUKcDc8gm8I2,131.63465270197412,99.2730531458659,-22.938282289051983
btpcu1rB1JeSTo2upeHGPdv8kYG3,15.128711447759542,8.81961868761087,283.5447367850613
c0hRe9PCPPZs3HWFqhIQargNlp52,-0.233735053812552,-99.76846669312121,115.31902629106875
c8BtRUVPPPZHjyhX2rn702NoUld2,16.78304173141578,15.509444063488743,246.75014582970203
cC0BEsQjfrcuCyoaOas9zJT0MNs2,-31.465536553700417,20.589304930113002,57.147395711145975
cEIs6U87xfbSL5eFTXDK77MmvNf1,-22.276753335849094,101.69374632997148,67.5463564881241
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,7.758824400079163,-39.380573104462734,207.01158161547914
cec6NLR2ZLVVw6h0TEKSNIH11v02,164.9916483936131,121.1586511049107,-96.70568751200014
cfoKz0AGhvYmW0DJmVKAZ01jh752,57.39174946200933,55.76348202009834,15.317143810074143
d9rwc0NXArcNlJvFsgKhQqkGxJq2,161.03353087691346,99.86289509020943,79.96093112934855
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,0.9239794423373269,42.017859848393556,139.00944678325573
e7NIVznoeNMC7bBejXnMVvFNPfx1,54.74190638812138,33.90476854039635,31.587570796862508
fEL2NrgSd4MmDtLCAcMvCJQXTME2,206.5479519229175,114.72343289131132,40.85554132321317
fEq0OghbLpfD1jigl1Mbz96aMbg2,128.1706227559945,140.77551405738228,-44.93508320475166
foaW7wtvY3XLNdguFUK7OvOefP93,298.21634363096587,130.96921312025833,-145.35583343826153
g2G9l3no7RbeRA9a1W3JnfegTnh2,133.1721119634268,0.0,-136.3561634162021
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,170.49106623324326,160.01053600734292,131.30863095176494
h52Mz0cZjnOsmXT02EgU3JzzRKs2,-26.235831120983562,13.848382320707529,111.24989626884363
h5RYP03wJuVN0xo7qAR8CKFxLaj1,293.3028069644712,51.74047605852243,2.0343660239437327
hOrA1ssI5vaeeeXRJhtjrGrqHQn1,340.8540506402801,286.92786532134994,-276.25830351062643
hrRr560eFBNwJ0CcUjCqtSD8TdP2,-54.4148719509368,-6.326543995763927,97.1309008062781
htPWXDgfuheOJbl6ihHore9XuDp2,-42.445393528002,-26.980705232617666,85.05318266037759
i1bdbtLuM9UR71xKs8yOhuCwJ9o1,69.25045039889767,39.7269621050534,-6.622517812150107
i1tBstVkNiVP0qro7TgGD08IGGa2,346.4472491599756,111.25737618544878,-210.55573117843446
iKVZi0Oo96UrMBhPQMHWFcf55uA3,154.31230700229173,71.6751059862577,-24.328740917368293
iWsc4pghIEWOQUZKuQJMfe516UI3,-121.85685040889916,-81.34106631689224,247.51106522962445
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,423.0016998911374,108.56802678495802,-180.99739274237425
iZX3U88SSqYAtT564nBPgHUBsei1,74.37559939063624,22.966707644236237,128.79884580717612
idP8RVfm74N86O0dszLXANIpjXv2,30.48641565063008,12.211032964674814,-26.47521825011023
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,351.3825544866477,278.15620709380426,34.605109628788114
