participant_id,mu_interference,sigma_interference,tau_interference
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,73.39141218488749,-44.01044476798175,91.86229073678723
jzdk8E3tVXTXIozlfK5oeEb7wWp2,174.0523021954657,150.4448439119422,-136.96989712843262
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,-187.37231218493082,-20.35772555881306,239.00807935543386
kI0YdycDU0X5hcoEPjEON3Ionyd2,2.3258330936604352,-98.37506657349935,117.03175277200313
kR2rCtaPyPaj7YMizKUDn5xL2qx1,191.44312053023964,114.51996494580783,77.54206055899769
kgSRatooJJfDaMZ2yIURqb8aJuE3,39.465223424642716,29.48040748625347,160.1601864352687
kxerHPSL3bQjD74HhiebYf3blPr1,123.50052761362667,73.90163480209387,8.084523422937735
lHDkoPQu5reNCO45npeYSS9eLQl1,0.5392949250365291,-16.34160203878092,106.37898915911333
lpzDdvuMkKWkPxu6xeclmdctEp42,56.069859397966184,125.24540090109831,47.23805270414769
m69r9GQTk2b51mvxrFLt4fZeJi52,-39.65134665048561,47.94711457656251,189.2465333862011
mUZzgdWKnPb2txOkJg9FHgqX5792,13.481234801540381,115.82457262875806,122.41748473336844
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,-34.18555710054579,-29.286247838905112,216.77069264971593
mg2WZiRBn4NQDKiMK43Y8dBqyG53,53.43333884722222,41.42860384984323,90.67185309343543
mweMgSlGM2VxThhwnupYxYzUbR23,110.78969500091904,51.19782642146964,-4.794125261349791
mwsliuPsLFhRFjtjQwYkqcCRDvi2,-9.020307240554644,16.5491997246276,-34.70433978124507
nT1qJOiMyDdJ9ui4el195A8Hsgs1,267.8010111654952,89.92599459659712,-156.11326442369295
o4jXmZcjtMVF2ZInToRpVHUhpdV2,72.82360064962018,78.57186251037479,101.70724503093021
ohl9pXqpeSMfepC3w9h0tW5SbJw1,521.6586612746735,188.12878842036397,-242.16321929943027
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,188.25001346926035,109.92554698376249,-119.80019853115472
pRQimOpZtsekBI2I1kbnD3pycmo1,-73.27164519564167,-14.584783704499344,197.6391806225882
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,3.105581157153324,73.61987729194144,72.66167043002991
q0Atnpm0jZS5swcVmq0EMalQUKw1,40.4584125339378,85.51752985815037,15.841456892630788
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,159.360546299862,119.18189971021664,-82.25386337085794
qnR5PLX1v3fPi6SwTJMwGcadwyD3,478.37993267826636,248.82303018814594,-194.99921892237415
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,-11.976426161022118,-31.377371373173006,138.2610100473717
rFV2EUbp64f5ORSh7DqwmCQmeqT2,-0.32836688059148855,-2.756944268205814,-9.569263404751894
rNe3cRPepZUXbJhmmfQZiGsVzX22,139.60825684125405,75.40518293184817,-65.13772780457879
ric6cNjG25XmZJCiKZDOxzeezao1,99.62378433742663,69.63411799968718,-38.36144132015028
roaf78tUWxWSEjAUcUu8O7mrQbl1,-101.99520672605956,-35.36950857396168,202.63064450832292
s48aCkolCSNbBRSSRPle0r61a7H2,168.5649015928159,62.98500743097786,9.581664474081663
s5gTyWKzfkdHXNT3qicwPmdONYv1,-20.405162710168383,-84.99324403895278,210.7214362672334
sqfXvh6GJLaYAqr3RvHrixP8IOx1,70.30192166913434,92.3492896930161,-73.74912424041497
ssPK6ISW0HerTGke9hznqJ2LpKu1,37.079653592302066,48.835768838093,96.55185066239216
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,-147.2654953433107,-336.2038761834807,447.83339816302015
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,237.28883924073023,79.99159629293007,-145.91486151052476
tv88wS5Nf6SjruozSmXJxQSmx6J3,126.15743246923387,-145.42286033763696,284.436232221276
u64Uf920g5VD9Byq26LT2rs5o4t1,-27.26431921298456,-66.59392132418279,125.56474744856568
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,30.885611494826662,-35.90204799615029,3.9842143688752003
v8nNKiWvPdcjiHXZci39OuFTY6M2,236.7875712016289,-2.0871153177479584,-19.261652900829944
wdppvL4tIkVlGjou6aYzzjlaZXB2,4.54820741200615,19.319324114815487,104.66109765340565
wkhxvE50megJGMA1EiROSZIJWNq1,-71.30371381873817,11.64933628125884,208.71975655073194
xBGZhFOeypWnqzSQClkrwV9z2vF3,31.545671741963815,37.09903880953145,200.40360763891584
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,-56.75826720492228,-44.07329952008633,194.6770272375564
xHctBv4C2EU8rHYRouw0btT3GT02,12.963068977387763,-21.57279366401677,171.6117099151095
y1EHXv8tUTa4BRS4fRio7bULYfA2,119.34937135009363,72.3434622065504,56.5574419406843
yGTid3RXTdQe5JNosdSxvgktWIW2,-262.26597710729334,-237.12308200967564,338.3617418765301
yatBVTBMCSMp0wJluOCLzTFKMyP2,201.89265458317016,85.23301184133656,-168.00844362651472
yfjd8LbAMrYeG54927d3GiKAyXI2,95.17522380165724,9.875115810531753,3.150526213051762
zw1w9FipI9RjJsuhHse6UZavBxs2,139.594446653045,84.97256691251756,24.03902940221994
zxG9mUnF7uRkaOKSoCPsiRZzr372,34.933024461332934,-10.228325829479544,223.81913542791509
