participant_id,n_trials,n_errors,n_pe,n_pr,n_npe,pe_rate,pr_rate,npe_rate,error_rate,pe_proportion,npe_proportion
roaf78tUWxWSEjAUcUu8O7mrQbl1,78,12,9,22,3,11.538461538461538,28.205128205128204,3.8461538461538463,15.384615384615385,75.0,25.0
Rc706mP0TSeIoIpMYH1SpRXjOxA2,61,1,1,13,0,1.639344262295082,21.311475409836063,0.0,1.639344262295082,100.0,0.0
i1tBstVkNiVP0qro7TgGD08IGGa2,80,11,8,23,3,10.0,28.749999999999996,3.75,13.750000000000002,72.72727272727273,27.27272727272727
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,72,8,4,19,4,5.555555555555555,26.38888888888889,5.555555555555555,11.11111111111111,50.0,50.0
2zDXvJKvjeejeOSNbtDbtSI5cdz1,71,9,5,19,4,7.042253521126761,26.76056338028169,5.633802816901409,12.676056338028168,55.55555555555556,44.44444444444444
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,68,7,7,19,0,10.294117647058822,27.941176470588236,0.0,10.294117647058822,100.0,0.0
iWsc4pghIEWOQUZKuQJMfe516UI3,80,11,6,22,5,7.5,27.500000000000004,6.25,13.750000000000002,54.54545454545454,45.45454545454545
lHDkoPQu5reNCO45npeYSS9eLQl1,109,35,16,34,19,14.678899082568808,31.19266055045872,17.431192660550458,32.11009174311927,45.714285714285715,54.285714285714285
WcTsIpSoEhYeIBSNjAbbdaNSBya2,94,20,13,34,7,13.829787234042554,36.17021276595745,7.446808510638298,21.27659574468085,65.0,35.0
mg2WZiRBn4NQDKiMK43Y8dBqyG53,126,32,12,38,20,9.523809523809524,30.158730158730158,15.873015873015872,25.396825396825395,37.5,62.5
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,94,20,10,25,10,10.638297872340425,26.595744680851062,10.638297872340425,21.27659574468085,50.0,50.0
CtJe4bZZnYUBNrcPk00d3YQFSGp2,80,16,11,23,5,13.750000000000002,28.749999999999996,6.25,20.0,68.75,31.25
CDEoAyvS8feXLKMKsaZah9agEhF3,68,6,6,20,0,8.823529411764707,29.411764705882355,0.0,8.823529411764707,100.0,0.0
GDZGRW51kbWtAdUIHCtEd8sAtqY2,83,18,10,22,8,12.048192771084338,26.506024096385545,9.63855421686747,21.686746987951807,55.55555555555556,44.44444444444444
QreA2rLiUhV3YHeMfuHMPdGbpJ53,95,21,11,29,10,11.578947368421053,30.526315789473685,10.526315789473683,22.105263157894736,52.38095238095239,47.61904761904761
AyAnuCaltBbpEYbudoyNzTvXlcC2,112,26,13,29,13,11.607142857142858,25.892857142857146,11.607142857142858,23.214285714285715,50.0,50.0
azdL1gX79EVd9iepyCAVQrqIaQF3,81,12,8,22,4,9.876543209876543,27.160493827160494,4.938271604938271,14.814814814814813,66.66666666666666,33.33333333333333
jzdk8E3tVXTXIozlfK5oeEb7wWp2,78,8,8,27,0,10.256410256410255,34.61538461538461,0.0,10.256410256410255,100.0,0.0
ORuVuFPU5idz3fMoXTGsbwToW2j2,88,17,11,28,6,12.5,31.818181818181817,6.8181818181818175,19.318181818181817,64.70588235294117,35.294117647058826
pRQimOpZtsekBI2I1kbnD3pycmo1,77,13,8,22,5,10.38961038961039,28.57142857142857,6.493506493506493,16.883116883116884,61.53846153846154,38.46153846153847
yfjd8LbAMrYeG54927d3GiKAyXI2,78,14,7,22,7,8.974358974358974,28.205128205128204,8.974358974358974,17.94871794871795,50.0,50.0
HSggdq91WiQp16bOj7V3dABkcgk2,89,13,7,24,6,7.865168539325842,26.96629213483146,6.741573033707865,14.606741573033707,53.84615384615385,46.15384615384615
PLreonkqaMeFc0UqxKUelH44UQu1,96,22,15,35,7,15.625,36.45833333333333,7.291666666666667,22.916666666666664,68.18181818181817,31.818181818181817
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,78,11,8,24,3,10.256410256410255,30.76923076923077,3.8461538461538463,14.102564102564102,72.72727272727273,27.27272727272727
foaW7wtvY3XLNdguFUK7OvOefP93,77,9,8,25,1,10.38961038961039,32.467532467532465,1.2987012987012987,11.688311688311687,88.88888888888889,11.11111111111111
EmfmKFDgWJdW47a6CNTNjnbYaPh2,83,11,9,23,2,10.843373493975903,27.710843373493976,2.4096385542168677,13.253012048192772,81.81818181818183,18.181818181818183
6ABZuv4jbjgE0B8TeyUk6nwVb122,88,10,7,22,3,7.954545454545454,25.0,3.4090909090909087,11.363636363636363,70.0,30.0
WeHQDy9BWldTlaQDVVlsJNCqwxA2,107,26,13,38,13,12.149532710280374,35.51401869158878,12.149532710280374,24.299065420560748,50.0,50.0
0d841i8KPjdjwCYfDuUUXj0SEjH2,68,8,3,19,5,4.411764705882353,27.941176470588236,7.352941176470589,11.76470588235294,37.5,62.5
0oa5NYVnIBS9NmrmRAZrahXDctP2,73,10,6,18,4,8.21917808219178,24.65753424657534,5.47945205479452,13.698630136986301,60.0,40.0
5OOi73igsahMZ5IVKQwwyhnj4Cn2,70,7,3,20,4,4.285714285714286,28.57142857142857,5.714285714285714,10.0,42.857142857142854,57.14285714285714
O61Eik2zvrSQLMNpFbTNEgjWwMr2,78,11,7,24,4,8.974358974358974,30.76923076923077,5.128205128205128,14.102564102564102,63.63636363636363,36.36363636363637
Ub7nV8F55kPruh35ZpUcKoBUyn63,81,14,9,24,5,11.11111111111111,29.629629629629626,6.172839506172839,17.28395061728395,64.28571428571429,35.714285714285715
Co587hoelyeANqFX7AYvuVQW0lZ2,82,15,9,22,6,10.975609756097562,26.82926829268293,7.317073170731707,18.29268292682927,60.0,40.0
cec6NLR2ZLVVw6h0TEKSNIH11v02,128,51,1,5,50,0.78125,3.90625,39.0625,39.84375,1.9607843137254901,98.0392156862745
M4Km1Q2P2oPliChDQkwl6k20FUI3,102,18,10,28,8,9.803921568627452,27.450980392156865,7.8431372549019605,17.647058823529413,55.55555555555556,44.44444444444444
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,69,9,6,15,3,8.695652173913043,21.73913043478261,4.3478260869565215,13.043478260869565,66.66666666666666,33.33333333333333
Ru3Qf6pXZua1DfNkQdhbor6iJ403,86,13,8,28,5,9.30232558139535,32.55813953488372,5.813953488372093,15.11627906976744,61.53846153846154,38.46153846153847
6WFCyGwk71XLPBmbe4Vav3eotVm1,69,7,4,14,3,5.797101449275362,20.28985507246377,4.3478260869565215,10.144927536231885,57.14285714285714,42.857142857142854
ASGvwW80q7VY7xFaLGZhVuErUQu2,80,9,7,26,2,8.75,32.5,2.5,11.25,77.77777777777779,22.22222222222222
SpSfX0ZcfcPLdlOENlfdfvEPwru2,72,9,6,20,3,8.333333333333332,27.77777777777778,4.166666666666666,12.5,66.66666666666666,33.33333333333333
aM2995jJmJWvr6cneaGH58HauIg2,87,14,9,29,5,10.344827586206897,33.33333333333333,5.747126436781609,16.091954022988507,64.28571428571429,35.714285714285715
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,72,12,9,23,3,12.5,31.944444444444443,4.166666666666666,16.666666666666664,75.0,25.0
m69r9GQTk2b51mvxrFLt4fZeJi52,81,11,9,27,2,11.11111111111111,33.33333333333333,2.4691358024691357,13.580246913580247,81.81818181818183,18.181818181818183
wkhxvE50megJGMA1EiROSZIJWNq1,88,22,14,33,8,15.909090909090908,37.5,9.090909090909092,25.0,63.63636363636363,36.36363636363637
d9rwc0NXArcNlJvFsgKhQqkGxJq2,88,12,8,25,4,9.090909090909092,28.40909090909091,4.545454545454546,13.636363636363635,66.66666666666666,33.33333333333333
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,83,13,8,22,5,9.63855421686747,26.506024096385545,6.024096385542169,15.66265060240964,61.53846153846154,38.46153846153847
WqoZv41KTtTCuPKBPyClregrKAi1,89,14,6,24,8,6.741573033707865,26.96629213483146,8.98876404494382,15.730337078651685,42.857142857142854,57.14285714285714
Yco8O7tmHlbsUBfKW2ywcZByGO32,66,3,3,14,0,4.545454545454546,21.21212121212121,0.0,4.545454545454546,100.0,0.0
xHctBv4C2EU8rHYRouw0btT3GT02,90,20,11,30,9,12.222222222222221,33.33333333333333,10.0,22.22222222222222,55.00000000000001,45.0
SOhR7IO689NQCPQu56SjATO8FR92,100,26,17,36,9,17.0,36.0,9.0,26.0,65.38461538461539,34.61538461538461
idP8RVfm74N86O0dszLXANIpjXv2,74,9,5,21,4,6.756756756756757,28.37837837837838,5.405405405405405,12.162162162162163,55.55555555555556,44.44444444444444
mweMgSlGM2VxThhwnupYxYzUbR23,80,11,6,17,5,7.5,21.25,6.25,13.750000000000002,54.54545454545454,45.45454545454545
9Xz1RIwnPXgyRqmucudW9VeuDnq1,71,9,8,20,1,11.267605633802818,28.169014084507044,1.4084507042253522,12.676056338028168,88.88888888888889,11.11111111111111
ohl9pXqpeSMfepC3w9h0tW5SbJw1,74,11,7,17,4,9.45945945945946,22.972972972972975,5.405405405405405,14.864864864864865,63.63636363636363,36.36363636363637
9l7DjYLs0XdgwykPZR5E01KTZfu2,75,8,7,23,1,9.333333333333334,30.666666666666664,1.3333333333333335,10.666666666666668,87.5,12.5
23AEyocWhqY955WHbxhHRSgQ1ms2,85,18,8,23,10,9.411764705882353,27.058823529411764,11.76470588235294,21.176470588235293,44.44444444444444,55.55555555555556
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,128,64,12,21,52,9.375,16.40625,40.625,50.0,18.75,81.25
rFV2EUbp64f5ORSh7DqwmCQmeqT2,95,16,11,31,5,11.578947368421053,32.631578947368425,5.263157894736842,16.842105263157894,68.75,31.25
bXpFswkI7TfIfL6G4FqWrbaxTGx2,90,15,7,26,8,7.777777777777778,28.888888888888886,8.88888888888889,16.666666666666664,46.666666666666664,53.333333333333336
XehZHBpwr5MYzUXkj0FAYCsFG922,115,31,23,44,8,20.0,38.26086956521739,6.956521739130435,26.956521739130434,74.19354838709677,25.806451612903224
DAKDKPH698P12JfTbbjemLI6PIH2,86,15,7,23,8,8.13953488372093,26.744186046511626,9.30232558139535,17.441860465116278,46.666666666666664,53.333333333333336
3WijiOiVCoMbn80F05SPYsxl0TC2,80,16,9,19,7,11.25,23.75,8.75,20.0,56.25,43.75
Df83JuPuJkXqTGbENhM2gw5SJM43,88,12,8,26,4,9.090909090909092,29.545454545454547,4.545454545454546,13.636363636363635,66.66666666666666,33.33333333333333
qnR5PLX1v3fPi6SwTJMwGcadwyD3,82,14,12,28,2,14.634146341463413,34.146341463414636,2.4390243902439024,17.073170731707318,85.71428571428571,14.285714285714285
DaRehVxIOhXtEtUExdgvUl0mKcx2,128,64,38,62,26,29.6875,48.4375,20.3125,50.0,59.375,40.625
UbwuSMtBsHdW3Ji41opk3GInMqi2,77,9,6,22,3,7.792207792207792,28.57142857142857,3.896103896103896,11.688311688311687,66.66666666666666,33.33333333333333
cC0BEsQjfrcuCyoaOas9zJT0MNs2,120,35,31,56,4,25.833333333333336,46.666666666666664,3.3333333333333335,29.166666666666668,88.57142857142857,11.428571428571429
Cbkx2NHyF3NrebzXGqNgSfiWent1,71,8,5,19,3,7.042253521126761,26.76056338028169,4.225352112676056,11.267605633802818,62.5,37.5
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,87,9,8,30,1,9.195402298850574,34.48275862068966,1.1494252873563218,10.344827586206897,88.88888888888889,11.11111111111111
146QT9LupyU2BAiTsB3PMIpVXM22,77,9,7,23,2,9.090909090909092,29.87012987012987,2.5974025974025974,11.688311688311687,77.77777777777779,22.22222222222222
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,113,31,27,49,4,23.893805309734514,43.36283185840708,3.5398230088495577,27.43362831858407,87.09677419354838,12.903225806451612
87w5Le0CgZhSfYAaOH3Xd2fc98l1,128,44,14,37,30,10.9375,28.90625,23.4375,34.375,31.818181818181817,68.18181818181817
HbydnnT1hUP3WagAy2TJAc6GqVs2,67,5,2,15,3,2.9850746268656714,22.388059701492537,4.477611940298507,7.462686567164178,40.0,60.0
EoToosG69XMp4LTYdB6sB9WTrv22,65,3,1,14,2,1.5384615384615385,21.53846153846154,3.076923076923077,4.615384615384616,33.33333333333333,66.66666666666666
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,88,10,7,29,3,7.954545454545454,32.95454545454545,3.4090909090909087,11.363636363636363,70.0,30.0
QbOEVCaZLUMOgltUdXm58oZOALv2,100,24,12,31,12,12.0,31.0,12.0,24.0,50.0,50.0
PkpTH7pWpEOG9A86xSloOSozwTk2,128,67,41,63,26,32.03125,49.21875,20.3125,52.34375,61.19402985074627,38.80597014925373
8bwaafIhKVMNBoHaXFcY8HirS9u2,82,9,7,25,2,8.536585365853659,30.48780487804878,2.4390243902439024,10.975609756097562,77.77777777777779,22.22222222222222
tv88wS5Nf6SjruozSmXJxQSmx6J3,81,14,12,36,2,14.814814814814813,44.44444444444444,2.4691358024691357,17.28395061728395,85.71428571428571,14.285714285714285
SPCT9D90pRa1ihXS5jEw6vCmquI3,128,33,10,27,23,7.8125,21.09375,17.96875,25.78125,30.303030303030305,69.6969696969697
3xCaqfcHxRQxuOlEzXz3PNcHODH2,69,5,3,12,2,4.3478260869565215,17.391304347826086,2.898550724637681,7.246376811594203,60.0,40.0
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,77,10,5,20,5,6.493506493506493,25.97402597402597,6.493506493506493,12.987012987012985,50.0,50.0
5rXSa3anB5ejmFrnwUsTB82byup1,85,11,7,28,4,8.235294117647058,32.94117647058823,4.705882352941177,12.941176470588237,63.63636363636363,36.36363636363637
btpcu1rB1JeSTo2upeHGPdv8kYG3,70,9,7,21,2,10.0,30.0,2.857142857142857,12.857142857142856,77.77777777777779,22.22222222222222
zw1w9FipI9RjJsuhHse6UZavBxs2,110,17,8,29,9,7.2727272727272725,26.36363636363636,8.181818181818182,15.454545454545453,47.05882352941176,52.94117647058824
IaTJhUGICmO9xcL3605RW8QHneN2,108,20,13,36,7,12.037037037037036,33.33333333333333,6.481481481481481,18.51851851851852,65.0,35.0
kI0YdycDU0X5hcoEPjEON3Ionyd2,87,15,10,26,5,11.494252873563218,29.88505747126437,5.747126436781609,17.24137931034483,66.66666666666666,33.33333333333333
YEU5ox3jteVINfdSTg5ymqYcS9o2,68,7,2,19,5,2.941176470588235,27.941176470588236,7.352941176470589,10.294117647058822,28.57142857142857,71.42857142857143
GEwkBw3YHaNp3TCh9YS9PKVfavz1,77,11,7,23,4,9.090909090909092,29.87012987012987,5.194805194805195,14.285714285714285,63.63636363636363,36.36363636363637
EEodWwGh0wWq5f8JmzfKvq0lyeu1,96,14,11,30,3,11.458333333333332,31.25,3.125,14.583333333333334,78.57142857142857,21.428571428571427
c0hRe9PCPPZs3HWFqhIQargNlp52,85,13,10,21,3,11.76470588235294,24.705882352941178,3.5294117647058822,15.294117647058824,76.92307692307693,23.076923076923077
biQ16yPcCKSkJQhSxUKcDc8gm8I2,128,32,21,48,11,16.40625,37.5,8.59375,25.0,65.625,34.375
OExlWyngGfPrScDYjaRcv5PIAet1,66,4,3,16,1,4.545454545454546,24.242424242424242,1.5151515151515151,6.0606060606060606,75.0,25.0
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,81,11,6,23,5,7.4074074074074066,28.39506172839506,6.172839506172839,13.580246913580247,54.54545454545454,45.45454545454545
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,101,11,7,35,4,6.9306930693069315,34.65346534653465,3.9603960396039604,10.891089108910892,63.63636363636363,36.36363636363637
VwTymW8T68MfpnJvZ2X97ILqDWS2,81,13,10,30,3,12.345679012345679,37.03703703703704,3.7037037037037033,16.049382716049383,76.92307692307693,23.076923076923077
hrRr560eFBNwJ0CcUjCqtSD8TdP2,87,14,8,26,6,9.195402298850574,29.88505747126437,6.896551724137931,16.091954022988507,57.14285714285714,42.857142857142854
G9VruXninjUdE9czK2DambZl5li2,99,23,12,28,11,12.121212121212121,28.28282828282828,11.11111111111111,23.232323232323232,52.17391304347826,47.82608695652174
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,77,11,8,28,3,10.38961038961039,36.36363636363637,3.896103896103896,14.285714285714285,72.72727272727273,27.27272727272727
zxG9mUnF7uRkaOKSoCPsiRZzr372,96,18,8,25,10,8.333333333333332,26.041666666666668,10.416666666666668,18.75,44.44444444444444,55.55555555555556
CUNlBEszJVRGK1jWlTaOaCqpDg53,76,12,11,23,1,14.473684210526317,30.263157894736842,1.3157894736842104,15.789473684210526,91.66666666666666,8.333333333333332
06qcrpGKL6Vc3LVplFQC90VAcRm1,82,13,9,25,4,10.975609756097562,30.48780487804878,4.878048780487805,15.853658536585366,69.23076923076923,30.76923076923077
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,60,0,0,11,0,0.0,18.333333333333332,0.0,0.0,0.0,0.0
g2G9l3no7RbeRA9a1W3JnfegTnh2,101,22,17,39,5,16.831683168316832,38.613861386138616,4.9504950495049505,21.782178217821784,77.27272727272727,22.727272727272727
G1Ff3XYUZMRsPafyEQ80ussnVlf1,128,42,29,52,13,22.65625,40.625,10.15625,32.8125,69.04761904761905,30.952380952380953
WnC6Uscb5VMIr43GASKiUCO3AYH2,74,11,5,20,6,6.756756756756757,27.027027027027028,8.108108108108109,14.864864864864865,45.45454545454545,54.54545454545454
e7NIVznoeNMC7bBejXnMVvFNPfx1,76,15,9,19,6,11.842105263157894,25.0,7.894736842105263,19.736842105263158,60.0,40.0
kgSRatooJJfDaMZ2yIURqb8aJuE3,67,6,2,13,4,2.9850746268656714,19.402985074626866,5.970149253731343,8.955223880597014,33.33333333333333,66.66666666666666
afdTz6deeYWf1qKNdUpKAYKN3hz1,128,47,21,38,26,16.40625,29.6875,20.3125,36.71875,44.680851063829785,55.319148936170215
sqfXvh6GJLaYAqr3RvHrixP8IOx1,78,10,5,17,5,6.41025641025641,21.794871794871796,6.41025641025641,12.82051282051282,50.0,50.0
rNe3cRPepZUXbJhmmfQZiGsVzX22,112,27,10,28,17,8.928571428571429,25.0,15.178571428571427,24.107142857142858,37.03703703703704,62.96296296296296
o4jXmZcjtMVF2ZInToRpVHUhpdV2,74,5,3,22,2,4.054054054054054,29.72972972972973,2.7027027027027026,6.756756756756757,60.0,40.0
UK6MLdHbCaS4xIz2f3vGdpkbBzG3,128,11,0,5,11,0.0,3.90625,8.59375,8.59375,0.0,100.0
