participant_id,n_trials,n_errors,n_pe,n_pr,n_npe,pe_rate,pr_rate,npe_rate,error_rate,pe_proportion,npe_proportion
GE4hogtdLdTFbNasENgtm6SO3hC3,67,7,3,11,4,4.477611940298507,16.417910447761194,5.970149253731343,10.44776119402985,42.857142857142854,57.14285714285714
ORvIk1xRWIQmKuLVe6GXNouvAXx2,101,24,17,37,7,16.831683168316832,36.633663366336634,6.9306930693069315,23.762376237623762,70.83333333333334,29.166666666666668
80UJMJbCOMgs6YVpsMgXfYTzw6o2,71,10,5,19,5,7.042253521126761,26.76056338028169,7.042253521126761,14.084507042253522,50.0,50.0
rUuJv5gl7dWVo7UPQWMx4bohxhK2,89,15,9,22,6,10.112359550561797,24.719101123595504,6.741573033707865,16.853932584269664,60.0,40.0
xyAILKfYP2M8GqAai11x6NT7IcP2,81,13,8,22,5,9.876543209876543,27.160493827160494,6.172839506172839,16.049382716049383,61.53846153846154,38.46153846153847
pcbRW89vVJcviD87V3uxyG4I9st2,71,4,2,14,2,2.8169014084507045,19.718309859154928,2.8169014084507045,5.633802816901409,50.0,50.0
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,98,28,6,23,22,6.122448979591836,23.46938775510204,22.448979591836736,28.57142857142857,21.428571428571427,78.57142857142857
yatBVTBMCSMp0wJluOCLzTFKMyP2,91,24,10,25,14,10.989010989010989,27.472527472527474,15.384615384615385,26.373626373626376,41.66666666666667,58.333333333333336
u64Uf920g5VD9Byq26LT2rs5o4t1,107,17,14,46,3,13.084112149532709,42.99065420560748,2.803738317757009,15.887850467289718,82.35294117647058,17.647058823529413
nT1qJOiMyDdJ9ui4el195A8Hsgs1,79,9,7,20,2,8.860759493670885,25.31645569620253,2.5316455696202533,11.39240506329114,77.77777777777779,22.22222222222222
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,119,17,10,34,7,8.403361344537815,28.57142857142857,5.88235294117647,14.285714285714285,58.82352941176471,41.17647058823529
kxerHPSL3bQjD74HhiebYf3blPr1,128,80,28,37,52,21.875,28.90625,40.625,62.5,35.0,65.0
2h5FgHUEvBS1twD5DqbTIRrMm1f2,99,22,13,36,9,13.131313131313133,36.36363636363637,9.090909090909092,22.22222222222222,59.09090909090909,40.909090909090914
lpzDdvuMkKWkPxu6xeclmdctEp42,84,13,9,30,4,10.714285714285714,35.714285714285715,4.761904761904762,15.476190476190476,69.23076923076923,30.76923076923077
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,79,16,9,25,7,11.39240506329114,31.645569620253166,8.860759493670885,20.253164556962027,56.25,43.75
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,82,16,9,24,7,10.975609756097562,29.268292682926827,8.536585365853659,19.51219512195122,56.25,43.75
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,76,12,6,22,6,7.894736842105263,28.947368421052634,7.894736842105263,15.789473684210526,50.0,50.0
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,69,8,7,18,1,10.144927536231885,26.08695652173913,1.4492753623188406,11.594202898550725,87.5,12.5
LliUMEIsrCVZ88YFQfevan2Og4z1,97,18,13,34,5,13.402061855670103,35.051546391752574,5.154639175257731,18.556701030927837,72.22222222222221,27.77777777777778
EUhcW9kURScie1DwGPHqmNqotJB2,128,51,41,67,10,32.03125,52.34375,7.8125,39.84375,80.3921568627451,19.607843137254903
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,119,24,13,36,11,10.92436974789916,30.252100840336134,9.243697478991598,20.168067226890756,54.166666666666664,45.83333333333333
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,126,42,20,45,22,15.873015873015872,35.714285714285715,17.46031746031746,33.33333333333333,47.61904761904761,52.38095238095239
wdppvL4tIkVlGjou6aYzzjlaZXB2,128,75,30,47,45,23.4375,36.71875,35.15625,58.59375,40.0,60.0
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,64,4,2,14,2,3.125,21.875,3.125,6.25,50.0,50.0
K26uNuY0VNPjJNF26wEx3bFg0kr2,70,7,7,26,0,10.0,37.142857142857146,0.0,10.0,100.0,0.0
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,85,15,14,31,1,16.470588235294116,36.470588235294116,1.1764705882352942,17.647058823529413,93.33333333333333,6.666666666666667
DPvStUYSmohmXwFwaKRqHv89R3k1,63,3,3,18,0,4.761904761904762,28.57142857142857,0.0,4.761904761904762,100.0,0.0
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,93,24,7,25,17,7.526881720430108,26.881720430107524,18.27956989247312,25.806451612903224,29.166666666666668,70.83333333333334
62fAfeQc27bZelkPX7G54T3gvci2,70,8,6,16,2,8.571428571428571,22.857142857142858,2.857142857142857,11.428571428571429,75.0,25.0
q0Atnpm0jZS5swcVmq0EMalQUKw1,71,10,5,15,5,7.042253521126761,21.12676056338028,7.042253521126761,14.084507042253522,50.0,50.0
kR2rCtaPyPaj7YMizKUDn5xL2qx1,84,14,10,30,4,11.904761904761903,35.714285714285715,4.761904761904762,16.666666666666664,71.42857142857143,28.57142857142857
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,73,11,8,18,3,10.95890410958904,24.65753424657534,4.10958904109589,15.068493150684931,72.72727272727273,27.27272727272727
mwsliuPsLFhRFjtjQwYkqcCRDvi2,72,10,7,21,3,9.722222222222223,29.166666666666668,4.166666666666666,13.88888888888889,70.0,30.0
iKVZi0Oo96UrMBhPQMHWFcf55uA3,68,8,4,17,4,5.88235294117647,25.0,5.88235294117647,11.76470588235294,50.0,50.0
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,71,8,6,19,2,8.450704225352112,26.76056338028169,2.8169014084507045,11.267605633802818,75.0,25.0
ssPK6ISW0HerTGke9hznqJ2LpKu1,83,13,8,27,5,9.63855421686747,32.53012048192771,6.024096385542169,15.66265060240964,61.53846153846154,38.46153846153847
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,79,9,7,27,2,8.860759493670885,34.177215189873415,2.5316455696202533,11.39240506329114,77.77777777777779,22.22222222222222
5zxa5CMLGQSSonWOXqXf0QNS3PH3,87,13,7,26,6,8.045977011494253,29.88505747126437,6.896551724137931,14.942528735632186,53.84615384615385,46.15384615384615
h5RYP03wJuVN0xo7qAR8CKFxLaj1,126,44,10,24,34,7.936507936507936,19.047619047619047,26.984126984126984,34.92063492063492,22.727272727272727,77.27272727272727
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,91,20,11,24,9,12.087912087912088,26.373626373626376,9.89010989010989,21.978021978021978,55.00000000000001,45.0
v8nNKiWvPdcjiHXZci39OuFTY6M2,76,13,9,21,4,11.842105263157894,27.631578947368425,5.263157894736842,17.105263157894736,69.23076923076923,30.76923076923077
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,128,79,1,2,78,0.78125,1.5625,60.9375,61.71875,1.2658227848101267,98.73417721518987
LSLmd8jENtONZFVkIpRDX665Bu73,82,15,9,22,6,10.975609756097562,26.82926829268293,7.317073170731707,18.29268292682927,60.0,40.0
mUZzgdWKnPb2txOkJg9FHgqX5792,107,25,16,33,9,14.953271028037381,30.8411214953271,8.411214953271028,23.364485981308412,64.0,36.0
WbOfW9KmUkPQK8o5hlHJnJFdpp92,98,17,6,20,11,6.122448979591836,20.408163265306122,11.224489795918368,17.346938775510203,35.294117647058826,64.70588235294117
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,72,10,6,26,4,8.333333333333332,36.11111111111111,5.555555555555555,13.88888888888889,60.0,40.0
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,82,9,7,22,2,8.536585365853659,26.82926829268293,2.4390243902439024,10.975609756097562,77.77777777777779,22.22222222222222
fEq0OghbLpfD1jigl1Mbz96aMbg2,88,21,19,37,2,21.59090909090909,42.04545454545455,2.272727272727273,23.863636363636363,90.47619047619048,9.523809523809524
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,74,10,6,15,4,8.108108108108109,20.27027027027027,5.405405405405405,13.513513513513514,60.0,40.0
cEIs6U87xfbSL5eFTXDK77MmvNf1,103,16,11,30,5,10.679611650485436,29.126213592233007,4.854368932038835,15.53398058252427,68.75,31.25
AsXBOflrszVNKoFqbN61bMJqS0k2,105,20,19,46,1,18.095238095238095,43.80952380952381,0.9523809523809524,19.047619047619047,95.0,5.0
Fz7EUjZCLuUBxLDUVtN6djaBTy42,84,14,10,25,4,11.904761904761903,29.761904761904763,4.761904761904762,16.666666666666664,71.42857142857143,28.57142857142857
DzB19GqCB7fyrlEPexogWkjFzEx2,79,13,8,26,5,10.126582278481013,32.91139240506329,6.329113924050633,16.455696202531644,61.53846153846154,38.46153846153847
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,88,7,6,20,1,6.8181818181818175,22.727272727272727,1.1363636363636365,7.954545454545454,85.71428571428571,14.285714285714285
xBGZhFOeypWnqzSQClkrwV9z2vF3,78,14,8,19,6,10.256410256410255,24.358974358974358,7.6923076923076925,17.94871794871795,57.14285714285714,42.857142857142854
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,69,6,5,21,1,7.246376811594203,30.434782608695656,1.4492753623188406,8.695652173913043,83.33333333333334,16.666666666666664
y1EHXv8tUTa4BRS4fRio7bULYfA2,101,24,16,31,8,15.841584158415841,30.693069306930692,7.920792079207921,23.762376237623762,66.66666666666666,33.33333333333333
HyQM2xKwwuVfqidmRYF6TiRk90C2,83,10,7,27,3,8.433734939759036,32.53012048192771,3.614457831325301,12.048192771084338,70.0,30.0
