model,term,beta,se,t,p
Loneliness predicting WCST Perseverative Error Rate,Intercept,10.47927433375583,0.4715410345116533,22.223462152363016,2.0374225532780557e-109
Loneliness predicting WCST Perseverative Error Rate,C(gender_male)[T.1],-1.170763258813057,0.6784497119019155,-1.7256448610332906,0.08441132340803947
Loneliness predicting WCST Perseverative Error Rate,z_ucla,-0.5943385816759932,0.4238998142093616,-1.4020732299317613,0.16089338011280674
Loneliness predicting WCST Perseverative Error Rate,z_ucla:C(gender_male)[T.1],0.14197228199172982,0.6201441429433432,0.22893432697420557,0.8189199599180322
Loneliness predicting WCST Perseverative Error Rate,z_age,-0.05266436764098681,0.3095671097814131,-0.17012261954499425,0.8649137049819288
