path,female_beta,female_se,male_beta,male_se
UCLA -> WCST Perseverative Error Rate,-0.5943385816759932,0.4238998142093616,-0.45236629968426334,0.4533661435119218
WCST Perseverative Error Rate -> DASS Depression,-0.02607559315931907,0.01231705415233167,0.015052625060718559,0.019486877484348714
UCLA -> DASS Depression (direct),0.6681443975327112,0.1017639901367832,0.655701005014382,0.09536602277378851
