profile,outcome,n,beta,pval
Pure_Low,pe_rate,23,5.231258848649458,0.050340033558604995
Pure_Low,wcst_accuracy,23,-11.326646564578194,0.13921607405641062
Pure_High,pe_rate,23,1.9823639556747656,0.20871465610893483
Pure_High,wcst_accuracy,23,-4.6559420394307445,0.15407295655979378
Low_Anxiety,pe_rate,39,4.279326867995469,0.008206213769450887
Low_Anxiety,wcst_accuracy,39,-8.736669298197494,0.020552743939256497
High_Anxiety,pe_rate,33,3.76191043435779,0.1250695787350441
High_Anxiety,wcst_accuracy,33,-5.4315665738444805,0.11089039991227441
