gender,n,linear_r2,linear_aic,quad_r2,quad_aic,roc_auc,optimal_cutoff
Male,31,0.050822971056206034,177.62406711841408,0.0733624863975082,178.87904825847045,0.5516304347826086,44.0
Female,51,0.16136053264742456,312.6231793398792,0.19208106254974044,312.71990174835213,0.3704453441295547,26.0
