outcome,n,ucla_beta,ucla_p,interaction_beta,interaction_p,r_squared
first_rule_accuracy,170,0.016115662197397667,0.31274795524636145,0.011957768414659672,0.5048828266468679,0.038467769915881855
first_rule_learning_slope,170,0.0014317426862837973,0.6483784426299486,0.000324221631775686,0.9354489942474179,0.014334423977544697
first_rule_trials_to_criterion,170,-1.408826253653812,0.4078351580968237,-1.306763427879155,0.36260187218916173,0.04272587158743202
first_rule_pe_rate,170,0.0,,0.0,,
