outcome,n_total,n_female,n_male,female_beta,female_pval,male_beta,male_pval,interaction_beta,interaction_se,interaction_pval,perm_pval,boot_ci_lower,boot_ci_upper,boot_pct_positive,model_rsquared,model_aic
prp_bottleneck,72,45,27,-32.21915295504308,0.31897066643309524,34.79475967225135,0.36413792565887537,61.23889618390776,33.58075355419548,0.07287781899977376,0.152,-0.10645494568572875,142.78743889637204,97.2,0.26781490459798585,915.4459583642965
prp_short_t2_acc,71,44,27,-1.6858979288172051,0.0045659382675467845,-2.04335138186386,0.138999990696989,0.43758305129376673,0.7937330240546957,0.5833797957998739,0.514,-0.8479029337282808,2.0838935512944556,78.5,0.1952590183823396,370.74102202227766
prp_long_t2_acc,71,44,27,-0.21446290815187563,0.8298924057847397,0.8473514022029853,0.436324622571169,-0.30470708641899524,0.9853922300375325,0.7581714014799779,0.734,-2.210458741080472,1.5108810572778968,37.2,0.026647246099851807,401.4545715110462
prp_t1_slowing,71,44,27,-26.554357530857004,0.6083904235055558,74.63085260300845,0.33186736645129045,34.283323473699916,57.59522265719953,0.5538113006125287,0.652,-100.7020575860829,195.6368533249309,68.0,0.17461742318492213,979.132601145532
prp_slope,71,44,27,0.006142173273639244,0.8376613217128368,-0.020790382000379734,0.5583505522045729,-0.05607481593335442,0.031062842897343217,0.07582126838625482,0.152,-0.13044612611405357,-0.0005865983716774084,2.1999999999999997,0.3310490988905713,-89.4433224483796
