outcome,female_beta,female_pval,female_n,male_beta,male_pval,male_n,interaction_beta,interaction_pval,perm_pval,boot_ci_lower,boot_ci_upper,boot_pct_positive,total_n
stroop_cong_acc,-0.12272746806660617,0.62025104685346,58,0.23185520283887087,0.38828206646372676,33,0.22270186566470684,0.360090879807175,0.385,-0.2370686814222115,0.71726027454847,83.1,91
stroop_incong_acc,-1.2101040438936677,0.05380826090237133,58,-1.05802124749856,0.25214229680849304,33,-0.32777735351155357,0.6254896006603377,0.599,-1.4938641376866773,0.8406298230159647,28.499999999999996,91
stroop_cong_cv,-0.005167171072414836,0.7304428249242465,58,0.016692978602821477,0.4373530214814464,33,0.019630989374817737,0.22549736102209927,0.236,-0.009114087120386132,0.04919711043655928,91.2,91
stroop_incong_cv,0.012274628916030449,0.382750207925881,58,-0.0025962759600217018,0.9090484358006017,33,-0.004526568957391279,0.7741362507419942,0.822,-0.045536003440031565,0.029620334984123708,37.3,91
stroop_cong_timeout_rate,-0.005057181531012707,0.9373271578889277,58,-0.19400195669280623,0.1334361612749303,33,-0.10899995481893829,0.18585324791700664,0.328,-0.35116151095882914,0.09417146958731595,16.900000000000002,91
stroop_incong_timeout_rate,-0.0041256067812903,0.9470294770624019,58,0.09198786772805614,0.0426288992121629,33,0.08961777110834152,0.1055428574697606,0.13,-0.005742068512325858,0.20535539195675662,96.7,91
stroop_post_conflict_adaptation,-18.10469860023209,0.241317063483768,58,-1.8986893886857432,0.9123220345618599,33,8.314721718253312,0.5914844493677952,0.603,-23.0638662548756,41.3369313196462,70.19999999999999,91
stroop_rt_slope,-0.3195582633542627,0.3735759052793084,58,0.7413584458504591,0.0822499386263989,33,0.7046049865671633,0.05146445155981591,0.061,0.031436523455635294,1.4810396051300363,98.2,91
