outcome,n_total,n_female,n_male,female_beta,female_pval,male_beta,male_pval,interaction_beta,interaction_se,interaction_pval,perm_pval,boot_ci_lower,boot_ci_upper,boot_pct_positive,model_rsquared,model_aic
pe_rate,72,45,27,-0.5608826807972777,0.6339590234252672,2.9994933788342992,0.02777317318287229,2.594371466121463,1.1607716737716316,0.028912065389009034,0.005,0.8034057961261768,4.468174686281378,99.8,0.1146842517078761,430.9049559953779
wcst_npe_rate,72,45,27,-0.2467051347259513,0.8592137447166082,4.923419484499808,0.030519631832176743,1.89570783613156,1.5497175029330064,0.22571643469327732,0.063,-0.8259239007447673,4.270562144932931,93.10000000000001,0.11361900895192245,472.5191758949278
wcst_accuracy,72,45,27,0.8075878155232324,0.6526590044701257,-7.922912863334101,0.020419019496406256,-4.490079302253019,2.0974570316786627,0.03611165923212193,0.002,-8.44518571468098,-0.9523192569817996,0.7000000000000001,0.15403790717652244,516.1012101281196
wcst_rt_cv,72,45,27,-0.09390076082429843,0.20735403965870192,0.17572857114592827,0.060177975307981156,0.04267721275453146,0.07859877329898084,0.5890327260543995,0.566,-0.10210726478005672,0.20211774175336272,69.89999999999999,0.10535942176952484,43.1872302581009
