outcome,n_total,n_female,n_male,female_beta,female_pval,male_beta,male_pval,interaction_beta,interaction_se,interaction_pval,perm_pval,boot_ci_lower,boot_ci_upper,boot_pct_positive,model_rsquared,model_aic
stroop_interference,72,45,27,4.229594694521805,0.8637117002575944,48.798077963789844,0.0612822934652431,21.621011065830423,24.17168316506542,0.3744184289301703,0.396,-24.403915037139612,68.78376202733854,83.0,0.16061726987289748,868.1028967704653
stroop_cong_acc,72,45,27,-0.2028462505761405,0.45124366627046764,0.2024087556505716,0.5300141657237329,0.17763076978125092,0.27226154258597207,0.5164623635833676,0.53,-0.37377917487279144,0.723450145572399,72.1,0.04191384808012355,222.09384768926046
stroop_incong_acc,72,45,27,-1.4980434000807679,0.02915022789023803,-1.481190883884052,0.2175392945663136,-0.3513778696248,0.7701451127230216,0.649755539868578,0.627,-1.637969650029749,0.8970681750334806,28.799999999999997,0.12973670040199614,371.82732249315126
stroop_cong_cv,72,45,27,-0.0002334488590239424,0.9873150840150653,0.020886309868848277,0.3697125214218073,0.014403764901552062,0.016183594657208176,0.37678722591612834,0.391,-0.01375541685330765,0.04454148126387849,85.0,0.13349534213840608,-184.38432732550825
stroop_incong_cv,72,45,27,0.01303892959406499,0.4128195341358676,0.021643013185176835,0.43694290660959445,0.004728511620596173,0.017914007245916706,0.7926618331997188,0.841,-0.03437431558077937,0.04297154020307981,58.099999999999994,0.11806766539962499,-169.7561044786056
