gender,mean,se,ci_lower,ci_upper,significant
Female,-3.2968057832653868,8.106087367408387,-20.610798600151313,12.217209670599106,False
Male,1.2298349524860086,7.716048298777261,-14.435582272871423,16.176338559754086,False
