outcome,outcome_label,n,n_bootstrap,mean_beta,ci_lower,ci_upper,pct_significant,pct_positive
pe_rate,WCST PE Rate,170,500,0.6474610863371392,-0.5639931176444436,2.0451603089761687,7.199999999999999,82.8
wcst_accuracy,WCST Accuracy,170,500,-1.0587277158466601,-3.2329313358925638,1.1674369971658713,3.2,17.2
prp_bottleneck,PRP Bottleneck,166,500,38.30675722249905,-1.1973808387955063,80.68944649980114,34.599999999999994,97.2
stroop_interference,Stroop Interference,170,500,10.630867980358286,-19.018924255893545,43.095063843930966,7.3999999999999995,76.6
