﻿outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
Stroop EZ-DDM t0 Interference,197,0.012175002727845108,0.017844476365490913,0.018839222734022054,0.029005366559146206,0.0056694736376458055,0.7765323844783607,0.0009947463685311408,0.6612346534837152,0.010166143825124152,0.1611593828435028
"Stroop Ex-Gaussian mu (congruent, correct)",197,0.13325528768605388,0.1446877227862261,0.14487287263268234,0.1493029400999345,0.011432435100172222,0.46762621291741735,0.000185149846456234,0.8394882482958572,0.004430067467252163,0.3224247936654707
"Stroop Ex-Gaussian sigma (congruent, correct)",197,0.10779478097995787,0.11985362322282322,0.11997132884561335,0.1216383939832637,0.012058842242865353,0.4564564442295109,0.00011770562279012076,0.8735118875711987,0.0016670651376503587,0.5499418534113122
"Stroop Ex-Gaussian tau (congruent, correct)",197,0.061469076386573174,0.06631540938172986,0.07393254608024857,0.07395982328166884,0.004846332995156688,0.8033299731398645,0.007617136698518712,0.2127935969236495,2.7277201420261576e-05,0.9406013529060827
"Stroop Ex-Gaussian mu (incongruent, correct)",197,0.06170704206246869,0.0647904503128417,0.06548579597730675,0.08025978679930201,0.00308340825037301,0.8894535164123915,0.0006953456644650524,0.7073387135384668,0.014773990821995264,0.0830655374512721
"Stroop Ex-Gaussian sigma (incongruent, correct)",197,0.03198299123996584,0.0342493581352753,0.03470007431222377,0.03993034096042969,0.0022663668953094573,0.9299716023904973,0.00045071617694847355,0.7661432794865972,0.005230266648205917,0.3115418602707139
"Stroop Ex-Gaussian tau (incongruent, correct)",197,0.0103512186094471,0.014793596702363687,0.015948831006250996,0.019148870322489908,0.004442378092916588,0.8346970601554182,0.0011552343038873092,0.6372662631715629,0.003200039316238912,0.4332912320435287
"Stroop Ex-Gaussian mu (neutral, correct)",197,0.08687441003643559,0.09702921938878073,0.09751629583496157,0.10136518495367886,0.01015480935234514,0.5435483735462951,0.0004870764461808452,0.749149407703656,0.0038488891187172802,0.3694146181025547
"Stroop Ex-Gaussian sigma (neutral, correct)",197,0.05189865887985101,0.0610840286461658,0.0610933676904446,0.061093848741843315,0.009185369766314788,0.6010399971775994,9.339044278799946e-06,0.9653703627504098,4.810513987152376e-07,0.9921589521314119
"Stroop Ex-Gaussian tau (neutral, correct)",197,0.021825504186415823,0.04318393778308194,0.045422307935957695,0.04676522849288067,0.021358433596666115,0.23790487267037366,0.002238370152875757,0.5052765913876579,0.0013429205569229774,0.6064522182675705
"Stroop Lognormal mu (congruent, correct)",197,0.06587613591709629,0.07600288815954415,0.0813499561369212,0.08137462415082863,0.010126752242447856,0.5544756937643813,0.005347067977377051,0.29430871956866256,2.4668013907436226e-05,0.9432814392662817
"Stroop Lognormal sigma (congruent, correct)",197,0.019146907441682903,0.03347248061203756,0.033616794670720984,0.03617664799086051,0.014325573170354655,0.4206272110660989,0.00014431405868342573,0.8664129003341259,0.002559853320139527,0.4795078735048953
"Stroop Lognormal shift (congruent, correct)",197,0.0011298888980014743,0.005744811368211922,0.0057734192203036105,0.012518787599580472,0.0046149224702104474,0.8286116697784629,2.8607852091688812e-05,0.9411362788466595,0.0067453683792768615,0.25729563118802096
"Stroop Lognormal mu (incongruent, correct)",197,0.043874818072100474,0.046733761688791176,0.05280766395982639,0.056055257609156306,0.002858943616690701,0.9024791478871732,0.006073902271035214,0.27107454484754884,0.0032475936493299162,0.4210386434680373
"Stroop Lognormal sigma (incongruent, correct)",197,0.004579787877872166,0.009859337944568392,0.009927619526590936,0.015119015462905394,0.005279550066696226,0.7968042775181696,6.828158202254464e-05,0.908985385375048,0.005191395936314458,0.3194991826057072
"Stroop Lognormal shift (incongruent, correct)",197,0.01477931391855436,0.016626857583751153,0.016676407466023058,0.021053245794927067,0.0018475436651967936,0.9484862980588158,4.9549882271904266e-05,0.9221565063469379,0.004376838328904009,0.3591387569833313
"Stroop Lognormal mu (neutral, correct)",197,0.02329573654641215,0.04157288461160458,0.04161271009792489,0.042690477592467246,0.018277148065192428,0.3058426973424142,3.982548632031069e-05,0.9292899309381731,0.0010777674945423588,0.645126147133915
"Stroop Lognormal sigma (neutral, correct)",197,0.0005311242228250856,0.008476985990141017,0.01881756935461143,0.028053159731510457,0.007945861767315932,0.6757051612037839,0.010340583364470413,0.1586881708518964,0.009235590376899028,0.18181690786749125
"Stroop Lognormal shift (neutral, correct)",197,0.020160118082262368,0.028874170158445178,0.03756819354755114,0.03873759012704092,0.00871405207618281,0.6345619272560792,0.008694023389105965,0.19174595131514038,0.0011693965794897787,0.6321356066099619
"Stroop Mixture Slow Prop (congruent, correct)",197,0.07905668089179196,0.08943976631836925,0.09111670566547714,0.09114615522709513,0.010383085426577288,0.5376247496256341,0.0016769393471078864,0.5544999811428604,2.9449561617989062e-05,0.9377063962957299
"Stroop Mixture Slow Prop (incongruent, correct)",197,0.016690416035695765,0.02654063993022915,0.03004435215598078,0.030186071172774276,0.009850223894533383,0.587485574477447,0.0035037122257516318,0.4084564732148491,0.00014171901679349563,0.8681863196655876
"Stroop Mixture Slow Prop (neutral, correct)",197,0.029792071287206623,0.04453721884985673,0.04562546460705119,0.05745082664202661,0.014745147562650107,0.4021153396417543,0.0010882457571944615,0.6421362917085195,0.011825362034975417,0.12526282142830739
Stroop Vincentile Interference p10 (correct),197,0.010468722421880017,0.014858328816136246,0.015225197880728625,0.017232433726385166,0.004389606394256229,0.8371404981920203,0.0003668690645923789,0.7904888910980381,0.002007235845656541,0.5351477373581017
Stroop Vincentile Interference p30 (correct),197,0.00352622336057995,0.006132914805105916,0.006171222412598598,0.024489174724558138,0.002606691444525966,0.9185395177721573,3.830760749268247e-05,0.9318917800826332,0.01831795231195954,0.061116651909520876
Stroop Vincentile Interference p50 (correct),197,0.0038786561393472363,0.007224531254455546,0.007413795894862685,0.012611288688972988,0.00334587511510831,0.8862181668551499,0.00018926464040713853,0.8492468287536074,0.005197492794110303,0.31982962727510367
Stroop Vincentile Interference p70 (correct),197,0.008425374533318375,0.01304292557039266,0.016849231769818784,0.02700869670197137,0.004617551037074286,0.8269113383599811,0.003806306199426124,0.3921570416617711,0.010159464932152584,0.1617247038877564
Stroop Vincentile Interference p90 (correct),197,0.005628451158963044,0.009757696038949604,0.010675012432464936,0.021502820296507852,0.00412924487998656,0.8502139247613995,0.0009173163935153328,0.6751591278317213,0.010827807864042915,0.14978390681164058
Stroop RT Fatigue Slope (Q4-Q1),197,0.03756487378386397,0.047393947261875846,0.04743735843215935,0.07061888884919643,0.009829073478011874,0.5795407145768482,4.341117028350272e-05,0.9259594350420958,0.023181530417037077,0.03116025665809851
Stroop CV Fatigue Slope (Q4-Q1),197,0.010320536619373155,0.013779786479433787,0.04392313618478072,0.04416294712468771,0.0034592498600606314,0.8801144240153309,0.030143349705346933,0.015292978916817874,0.00023981093990699254,0.8278528430378939
Stroop Accuracy Fatigue Slope (Q4-Q1),197,0.02387635864548865,0.028454350089906377,0.029079827965311056,0.059418321811928854,0.004577991444417728,0.8253708333891031,0.0006254778754046786,0.7268332470857013,0.030338493846617798,0.014435085377314635
Stroop Tau Q1,197,0.017106904052285654,0.02004859623180355,0.0204657332862902,0.020467771950589464,0.0029416921795178963,0.9023590790841843,0.0004171370544866493,0.7763751059447694,2.038664299264248e-06,0.9841972971204935
Stroop Tau Q2,197,0.020687324322909095,0.0490565561704297,0.04960038981244841,0.05006257716799356,0.028369231847520604,0.1311041204572801,0.0005438336420187095,0.7419682205839458,0.00046218735554515167,0.7620373363275665
Stroop Tau Q3,197,0.005856819182673889,0.03402973303877743,0.03832984273946982,0.04771495490320821,0.028172913856103543,0.13832720619491365,0.004300109700692389,0.35783858265445945,0.009385112163738385,0.17394033838516554
Stroop Tau Q4,197,0.00595046408092903,0.010087665505999155,0.022698667022397423,0.023044261623262563,0.004137201425070125,0.8497840192877928,0.012611001516398268,0.11905853390117187,0.00034559460086514004,0.796248956788204
Stroop Tau Slope (Q4-Q1),197,0.0007902965064389145,0.006062764493631412,0.013420492948317153,0.013731784921547696,0.005272467987192497,0.7980713825157717,0.007357728454685741,0.23538544739405512,0.00031129197323054303,0.8073096460575412
Stroop Error Cascade Count,197,0.003245886279040433,0.022316084653223767,0.022318292314664423,0.02376447492424283,0.019070198374183334,0.2958183641625596,2.2076614406563166e-06,0.9834962856199667,0.0014461826095784058,0.5973338239303824
Stroop Error Cascade Rate,197,0.0032458862790414322,0.022316084653224544,0.022318292314664978,0.023764474924243606,0.01907019837418311,0.29581836416256524,2.207661440434272e-06,0.9834962856199667,0.0014461826095786279,0.5973338239303824
Stroop Error Cascade Mean Length,197,0.003912492570448123,0.01651825841055632,0.016555238703150787,0.018728179745272966,0.012605765840108196,0.4864287780859995,3.6980292594468445e-05,0.9327277420662197,0.0021729410421221784,0.5184593460542697
Stroop Error Cascade Max Length,197,0.003912492570448123,0.01651825841055632,0.016555238703150787,0.018728179745272966,0.012605765840108196,0.4864287780859995,3.6980292594468445e-05,0.9327277420662197,0.0021729410421221784,0.5184593460542697
Stroop Error Cascade Trials,197,0.003245886279040433,0.022316084653223767,0.022318292314664423,0.02376447492424283,0.019070198374183334,0.2958183641625596,2.2076614406563166e-06,0.9834962856199667,0.0014461826095784058,0.5973338239303824
Stroop Error Cascade Proportion,197,0.0032458862790414322,0.022316084653224544,0.022318292314664978,0.023764474924243606,0.01907019837418311,0.29581836416256524,2.207661440434272e-06,0.9834962856199667,0.0014461826095786279,0.5973338239303824
Stroop Recovery RT Slope,37,0.05044611633227725,0.1005126119302977,0.1894704499676071,0.1949389678761122,0.050066495598020455,0.6356477915321803,0.08895783803730939,0.07960534434982144,0.0054685179085051105,0.660457543720051
Stroop Recovery Accuracy Slope,37,0.052984394781416255,0.09133189618144288,0.0920211811221241,0.1253539154893396,0.03834750140002663,0.7287225530206098,0.0006892849406812118,0.8810557572595961,0.03333273436721551,0.3018118761920029
Stroop Momentum Mean Streak,197,0.014989377686235539,0.04614789424814181,0.05267885170586839,0.053453012020613366,0.03115851656190627,0.1042870049685195,0.006530957457726583,0.2538551874431181,0.000774160314744976,0.6946404621483557
Stroop Momentum Max Streak,197,0.012432233807556758,0.04174655392860782,0.04889895489772589,0.052532834256329375,0.029314320121051063,0.1233329745741135,0.007152400969118067,0.23344623678346826,0.0036338793586034868,0.3956241769837493
Stroop Volatility RMSSD,197,0.003401202264858516,0.01166196278794518,0.01661252620134468,0.0166169386970616,0.008260760523086663,0.6607651638494281,0.0049505634133995,0.3293146744895503,4.41249571692115e-06,0.9767985256079413
Stroop Volatility (Detrended SD),197,0.001995179240793288,0.013982792408787192,0.019077385565873017,0.019117697129025224,0.011987613167993905,0.5098204703128686,0.005094593157085825,0.3217895855396541,4.031156315220663e-05,0.9298644870996279
Stroop IIV Intercept,197,0.01643788992177253,0.033166266912436515,0.034869229525304135,0.034869690509252704,0.016728376990663985,0.34973476309468243,0.00170296261286762,0.5632680294960857,4.6098394856919356e-07,0.9924292333871104
Stroop IIV Slope,197,0.032199286463314825,0.042133416836759086,0.04213526150500557,0.06165839584390054,0.009934130373444261,0.5774401045412423,1.8446682464867692e-06,0.9847585655110552,0.019523134338894965,0.048814538959260016
Stroop IIV Residual SD,197,0.001994987183969954,0.013982469282343368,0.019074994063726147,0.019115387495717173,0.011987482098373414,0.5098254129430893,0.005092524781382779,0.3218881701422136,4.039343199102596e-05,0.9297935718438313
Stroop IIV Raw CV,197,0.0522509839844848,0.059476402207913504,0.06577337829796659,0.07288169797399624,0.0072254182234287034,0.6902475222394109,0.006296976090053086,0.2592028675125097,0.007108319676029651,0.23018048333785346
Stroop IIV R-squared,197,0.030813888201202455,0.03478098174348132,0.034833202277631425,0.04554618303658664,0.003967093542278866,0.8529426513668342,5.222053415010475e-05,0.9193475780753748,0.010712980758955215,0.14691545751561544
Stroop Post-Error CV Reduction,37,0.017764735521491715,0.055587410451796715,0.06289441378765614,0.0891047033212421,0.037822674930305,0.7442379361887158,0.00730700333585943,0.6321421350577481,0.02621028953358595,0.3685208851642563
Stroop Post-Error Accuracy Diff,37,0.04634536984889315,0.12481535395597187,0.14069926967200042,0.1469163772311608,0.07846998410707873,0.43956051824351305,0.01588391571602854,0.46226220404112683,0.006217107559160384,0.6491422160349549
Stroop Post-Error Recovery Rate,37,0.03369221079185436,0.11562936961958736,0.13051100383244052,0.13575469076029367,0.081937158827733,0.42511879202264546,0.014881634212853156,0.47918594053035113,0.005243686927853153,0.6779652925272788
Stroop Adaptive PES Flag,37,0.0276915661263748,0.07874158974791035,0.11119368608570113,0.11423808085353637,0.051050023621535545,0.6372904666379723,0.03245209633779078,0.30364625583084076,0.0030443947678352457,0.7544821308627769
Stroop Maladaptive PES Flag,37,0.020435254929891067,0.10603255569520509,0.13097556917513697,0.137586853326102,0.08559730076531402,0.41059951449748255,0.024943013479931886,0.36084573435371103,0.006611284150965013,0.6408098769652281
Stroop Error Awareness Index,33,0.03988299381600813,0.11243927541502186,0.11413411286637365,0.19533536690386477,0.07255628159901373,0.5398603378492988,0.0016948374513517939,0.8252537528838743,0.08120125403749112,0.12477747566903664
Stroop Recovery RT Lag1,37,0.04878154346214547,0.11142485268987057,0.13957992850687706,0.1587118608802276,0.0626433092277251,0.5428069963290949,0.028155075817006492,0.32971034607414806,0.019131932373350535,0.4233542957564418
Stroop Recovery RT Lag2,37,0.02854674181533179,0.18072492783639016,0.18201141468009774,0.2155366720801558,0.15217818602105837,0.1469762892637893,0.0012864868437075794,0.8295113853600462,0.03352525740005807,0.2747372815736071
Stroop Recovery RT Lag3,37,0.022205222463005714,0.22798087075625173,0.2357144120467919,0.26273563651211385,0.20577564829324602,0.059139718736609906,0.007733541290540158,0.5857396098484151,0.027021224465321958,0.3110837175371528
Stroop Recovery RT Lag4,37,0.041090601322442355,0.19110620568287395,0.21873558933892412,0.21890357649977998,0.1500156043604316,0.1474631696050436,0.027629383656050166,0.3112321096690314,0.00016798716085586474,0.9375956555663537
Stroop Recovery RT Lag5,37,0.014655612817330965,0.19394796418148796,0.19401882801379167,0.24236970932154211,0.179292351364157,0.09688734947606344,7.086383230370252e-05,0.9593804729329837,0.04835088130775045,0.1841787303822003
Stroop Recovery Accuracy Lag1,37,0.03667971656154834,0.11126091950378225,0.12738829480904457,0.1354278778378577,0.07458120294223392,0.46854537455389667,0.016127375305262315,0.4622978180008048,0.008039583028813135,0.6074951542524125
Stroop Recovery Accuracy Lag2,37,0.1036791462038249,0.12387570776746559,0.14535019962090123,0.17239562534655273,0.02019656156364069,0.8690265048177397,0.02147449185343564,0.3921684862089885,0.027045425725651495,0.3383571550411013
Stroop Recovery Accuracy Lag3,37,0.06971903656599188,0.13092936117700738,0.1379264778796364,0.14485352768954407,0.0612103246110155,0.5431991405967833,0.006997116702629036,0.6252839669946677,0.006927049809907659,0.6315459550578275
Stroop Recovery Accuracy Lag4,37,0.06082321935169732,0.11777905068264416,0.16956435528363523,0.23027381609971687,0.05695583133094684,0.5786355189946739,0.05178530460099107,0.181545675230925,0.06070946081608164,0.1412611532995157
Stroop Recovery Accuracy Lag5,37,0.12106696021026253,0.18581645200342467,0.22954383644034126,0.25070785157239694,0.06474949179316214,0.49182761411955866,0.043727384436916594,0.20186201525239378,0.02116401513205568,0.37289704579779015
Stroop Mean RT (All),197,0.035474113926384554,0.04752283089018683,0.04963386010610771,0.05369030201602265,0.012048716963802275,0.49228889448658,0.0021110292159208788,0.5167039134903539,0.004056441909914943,0.3692167312801844
Stroop Accuracy (All),197,0.006483479024404382,0.02622027429736018,0.03015567080681847,0.03436131277027399,0.0197367952729558,0.2789792148315918,0.003935396509458289,0.3810247044427941,0.00420564196345552,0.365415844718296
Stroop Error Rate (All),197,0.006483479024404271,0.026220274297359403,0.030155670806818247,0.03436131277027388,0.019736795272955132,0.2789792148316054,0.003935396509458844,0.38102470444280734,0.004205641963455631,0.365415844718296
Stroop Inverse Efficiency Score,197,0.03230816072654341,0.0432339380693213,0.04563765646468443,0.04868765412236653,0.010925777342777887,0.537003998263521,0.0024037183953631303,0.4899260135513711,0.003049997657682102,0.437289514685931
Stroop Pre-Error RT Slope (Mean),37,0.07175902922244604,0.13074770523151713,0.1342228967816086,0.14215545287002473,0.058988676009071095,0.5584928409036354,0.003475191550091461,0.7310033835489341,0.007932556088416143,0.6084934597767947
Stroop Pre-Error RT Slope (SD),37,0.0383728364167929,0.1985973202878395,0.2039276828614507,0.20467926986007756,0.1602244838710466,0.1250384059244856,0.0053303625736111915,0.6572359012829045,0.0007515869986268742,0.8696632915287232
Stroop Pre-Error Events (N),197,0.00962202148036817,0.03895149180896229,0.04722574823694203,0.049848552333360385,0.02932947032859412,0.12406302282664017,0.008274256427979743,0.20051840631613282,0.002622804096418352,0.4710030168491468
WCST Total Errors,197,0.0012323224830987911,0.00438083582890314,0.006175032412506942,0.012121327128187587,0.003148513345804349,0.8953707286469128,0.001794196583603802,0.5587887926483832,0.0059462947156806445,0.2875122603045623
WCST Error Rate,197,0.003733954622802016,0.006476168285944106,0.0088634340537328,0.016741014956006883,0.00274221366314209,0.9127370910018727,0.0023872657677886933,0.499553219898214,0.007877580902274084,0.22002674508791134
WCST Perseverative Errors (trial-derived),197,0.0005651716069298152,0.028569761325435428,0.028727383220359615,0.028728372777375277,0.028004589718505613,0.14212099365340672,0.000157621894924187,0.8607983820849043,9.895570156626121e-07,0.9889431211461397
WCST Perseverative Error Rate (trial-derived),197,0.0022551151733318786,0.0344507128099254,0.034490472991888566,0.03449051836377959,0.03219559763659352,0.0987021509955256,3.976018196316655e-05,0.9296081616219352,4.537189102205019e-08,0.9976252875695171
WCST Non-Perseverative Errors,197,0.0009244714618308336,0.024469143825033957,0.02668934194781758,0.03746266565317302,0.023544672363203123,0.206395226678834,0.002220198122783623,0.5111198284593642,0.010773323705355442,0.14748197883830466
WCST Perseverative Responses (trial-derived),197,0.0013291132313281162,0.043883758833741626,0.04444880283111585,0.04594305383347341,0.04255464560241351,0.0395032369857429,0.0005650439973742261,0.7378516081767384,0.0014942510023575606,0.5870339136801335
WCST Perseverative Response Percent (trial-derived),197,0.0017107051392764028,0.05992873151902167,0.059959272637187144,0.06201997824637706,0.05821802637974527,0.009279743056325928,3.054111816547245e-05,0.9374588903378223,0.0020607056091899167,0.5201103035858907
WCST PR Ratio among Errors,196,0.0017176754295400443,0.008929003504339783,0.017337277363196568,0.018876894327210847,0.007211328074799739,0.7099694938108017,0.008408273858856785,0.205045046554986,0.0015396169640142787,0.587666721338806
WCST NPE Ratio among Errors,196,0.0017176754295402663,0.008929003504340116,0.017337277363196568,0.01887689432721118,0.00721132807479985,0.709969493810797,0.008408273858856452,0.2050450465549962,0.0015396169640146118,0.587666721338806
WCST PE Run Length Mean,197,0.03833374505764375,0.05989519443575064,0.0629682120484717,0.06334091321433544,0.02156144937810689,0.22678351432733754,0.003073017612721052,0.43087809254615705,0.00037270116586374247,0.7842046849016493
WCST PE Run Length Max,197,0.011557411883443947,0.023688429312390236,0.0272407973652663,0.027246409803898808,0.012131017428946289,0.5002255858776142,0.003552368052876065,0.40590344764501796,5.612438632507377e-06,0.9736917753199246
WCST PR Run Length Mean,197,0.006930733148412416,0.016245980549659422,0.01738542808488186,0.01950650192840575,0.009315247401247007,0.6138944880509138,0.0011394475352224376,0.6393302297083574,0.0021210738435238907,0.5233237771522388
WCST PR Run Length Max,197,0.000313058534746502,0.006335005350865952,0.007515159663875393,0.007761173146238032,0.00602194681611945,0.7633241998508065,0.0011801543130094405,0.6351063026864083,0.0002460134823626392,0.8288531190742439
WCST PE Cluster Rate,193,0.008822832501958477,0.03265493653326157,0.03320754846300633,0.03428620804449323,0.023832104031303092,0.20671067606320956,0.0005526119297447618,0.7447441245631539,0.001078659581486896,0.6499492286373156
WCST Trials to First Category,197,0.0007160703311301919,0.04672832493661494,0.05770653467854436,0.060803983766464564,0.04601225460548475,0.028934346337305322,0.010978209741929423,0.1384569522135604,0.003097449087920201,0.4308062643488203
WCST Categories Completed,197,0.00018607613806753687,0.03952548364537134,0.040019089506683425,0.048694178847759395,0.0393394075073038,0.05294262939927261,0.0004936058613120853,0.7549565203038715,0.00867508934107597,0.19083277854687933
WCST Trials per Category Mean,197,0.0010850757745259898,0.06889594716797953,0.0699635841943399,0.09177010666919494,0.06781087139345354,0.003737110324148816,0.0010676370263603685,0.6410182516174043,0.02180652247485504,0.034445977502936015
WCST Trials per Category SD,197,0.001645599126347208,0.01431748215342954,0.014433499138269523,0.014666149634289138,0.012671883027082331,0.4850919865780794,0.0001160169848399839,0.8812760572759466,0.00023265049601961518,0.8329218984861168
WCST Delta Trials (First3-Last3),181,0.011776467508677446,0.033735986781292304,0.03378238962285285,0.03514252734805168,0.021959519272614858,0.2676018428526049,4.640284156054442e-05,0.9272693391237312,0.001360137725198829,0.622048268372714
WCST Learning Slope (Trials),196,0.010571895764423744,0.027875811523841665,0.03146571065102899,0.031903650756790025,0.01730391575941792,0.33923391916839624,0.0035898991271873237,0.4036614647143847,0.0004379401057610366,0.7708937366657795
WCST RT Slope within Category,197,0.0011424125907176785,0.0034647442502320214,0.0440063228395553,0.04758512999563547,0.002322331659514343,0.9306374307227393,0.04054157858932328,0.005024374641740307,0.003578807156080166,0.40044627278505796
WCST Accuracy Slope within Category,197,0.011130090430414796,0.03313974458621338,0.038141829253467985,0.038431323822425645,0.022009654155798586,0.22983930636867575,0.005002084667254603,0.32147549739362125,0.00028949456895766,0.8117208421034473
WCST RT Jump at Switch,196,0.004571644413664089,0.005277922006034386,0.007545128308536708,0.008109990927564037,0.0007062775923702969,0.9873004446426499,0.0022672063025023226,0.5119261132470116,0.0005648626190273287,0.7438776466422148
WCST DFA Alpha (correct),197,0.009336970406001677,0.018388729744891696,0.02417306111548556,0.029067081433902242,0.00905175933889002,0.6241655955745475,0.005784331370593865,0.28992421203839247,0.004894020318416681,0.33029052383071156
WCST Lag-1 Autocorr (correct),197,0.03321710212943407,0.04189675913453894,0.0456190686445721,0.04947213810323292,0.008679657005104868,0.6309447086740696,0.0037223095100331616,0.3904114744312036,0.0038530694586608183,0.3825271988405804
WCST Slow Run Mean (correct),197,0.012557269447070363,0.02862501311512633,0.051700404736210515,0.06099841696533437,0.016067743668055967,0.37028888868191323,0.023075391621084185,0.03280326350750013,0.009298012229123853,0.17292972877453877
WCST Slow Run Max (correct),197,0.011414291063358228,0.017445587802956797,0.017590693373165656,0.018849067179987467,0.006031296739598568,0.759751613912711,0.00014510557020885884,0.8671372770589547,0.0012583738068218109,0.6230482613051983
WCST Fast Run Mean (correct),197,0.015117682347918437,0.031255842447176385,0.0575358699806966,0.06598349162563266,0.016138160099257948,0.3670447788797467,0.02628002753352021,0.022433976830404215,0.008447621644936065,0.19265250455983748
WCST Fast Run Max (correct),197,0.016682412745761765,0.02101894776976021,0.02168820024335627,0.021805170905925486,0.004336535023998445,0.8383401639638682,0.0006692524735960603,0.7188564388252571,0.00011697066256921573,0.8806615679430758
WCST Failure to Maintain Set,197,0.00190004220962936,0.00934511193290155,0.011166560917547419,0.01126226244239803,0.007445069723272191,0.6976339397608239,0.0018214489846458681,0.5548257390477387,9.570152485061101e-05,0.8925550758105922
WCST Trials to Rule Reacquisition,195,0.007691777026508584,0.03232794078719914,0.03273101803911771,0.03704331772644276,0.024636163760690555,0.189910655676701,0.000403077251918571,0.7798636598382884,0.00431229968732505,0.3613139422637882
WCST CLR Count,197,0.008782791841976167,0.03897061218281628,0.04288012963716159,0.05827570979735808,0.03018782034084011,0.11542853926493508,0.003909517454345313,0.37945355544983383,0.015395580160196487,0.08040207069353293
WCST CLR Percent,197,0.0022447807461521974,0.005321305231678064,0.010466397465306754,0.017273686157485924,0.0030765244855258667,0.898400938975543,0.00514509223362869,0.32151849659949294,0.00680728869217917,0.2539880059555199
WCST Learning-to-Learn Heaton CLR Delta,197,0.00553654128870662,0.010185946752566566,0.011580397194012049,0.013264555681105406,0.004649405463859946,0.8260524088025216,0.0013944504414454828,0.6052453429088884,0.0016841584870933568,0.5707324561535796
WCST Learning Efficiency Delta Trials,197,0.021290150133802865,0.03933652264873744,0.041504090090756396,0.04340028186424594,0.018046372514934572,0.3125581032016148,0.0021675674420189583,0.5129433617043175,0.0018961917734895417,0.5412216618859309
WCST Trials to First Conceptual Response,197,0.004022594593239726,0.01786551437573236,0.04003594551154088,0.044432640346047325,0.013842919782492635,0.44359022269991955,0.02217043113580852,0.037517192320649075,0.004396694834506443,0.3522517665926642
WCST Trials to First Conceptual Response (0),197,0.0040225945932396145,0.01786551437573236,0.04003594551154088,0.04443264034604699,0.013842919782492746,0.44359022269991555,0.02217043113580852,0.037517192320649075,0.00439669483450611,0.3522517665926642
WCST Delta CLR Percent (First3-Last3),191,0.005226232836771261,0.014189814472867712,0.014366720694632629,0.017791372413403783,0.008963581636096452,0.6416031388339578,0.00017690622176491644,0.8559959244284009,0.0034246517187711545,0.42544845142738397
WCST Learning Slope CLR Percent,191,0.0006890653766969956,0.01618486493932958,0.016217004583151007,0.016286707750511775,0.015495799562632584,0.40746729007527926,3.21396438214272e-05,0.9382847506375848,6.970316736076843e-05,0.9094639723515529
WCST HMM Lapse Dwell Mean,197,0.021509143028221267,0.021926781086206604,0.021932255319123573,0.025265403752483095,0.0004176380579853367,0.993933395451526,5.474232916968802e-06,0.9740196367422395,0.003333148433359523,0.4224508014689279
WCST HMM Focus Dwell Mean,197,0.006386671152025625,0.0246106804022298,0.0295450489366319,0.029803589474350356,0.018224009250204176,0.3149846398037007,0.0049343685344021004,0.3269115252460546,0.00025854053771845464,0.8226713980376824
WCST HMM Long Lapse Episode Rate,197,0.003144592259214596,0.010498445591739847,0.02711132254015758,0.027580634810404847,0.007353853332525251,0.7013369177251094,0.016612876948417732,0.07325325804524234,0.0004693122702472685,0.762969242220704
WCST HMM Lapse RT SD,197,0.01017933469178156,0.015677051905498063,0.033124434185766716,0.03365393483541146,0.005497717213716502,0.785143077466191,0.017447382280268653,0.0656292470134497,0.000529500649644743,0.7479532474223236
WCST HMM Focus RT SD,197,0.0015519793664623416,0.02292327278218964,0.037445915693244736,0.04379663236011233,0.0213712934157273,0.2463874531577069,0.014522642911055095,0.09207203997521543,0.006350716666867595,0.2639715553552812
WCST HMM State Entropy,197,0.004865143637726388,0.020651341124041434,0.036464429522998665,0.03652464637349129,0.015786197486315046,0.3821400654468512,0.01581308839895723,0.07902883323182822,6.02168504926226e-05,0.9135676389644192
WCST Slow-State Probability (Baseline),197,0.005549249862082051,0.02022406612284333,0.036610901112824945,0.03672348637268685,0.014674816260761281,0.415830679594705,0.016386834989981613,0.07380822918321994,0.00011258525986190815,0.8820068370234496
WCST Slow-State Prob (Post-Error),196,0.0029153892554328875,0.016808975882770416,0.0427386352473248,0.04274196477981329,0.013893586627337529,0.4448161427257119,0.02592965936455438,0.02479594852780446,3.3295324884941024e-06,0.9796262483823193
WCST Slow-State Prob Delta (Post-Error),196,0.001891555909890985,0.012503485779602141,0.03518082290601665,0.035245003512273776,0.010611929869711156,0.5649209041178069,0.02267733712641451,0.03637751338522772,6.418060625712485e-05,0.9110746557213059
WCST Slow-State Prob (Stable),197,0.002031199155240193,0.011195532948045761,0.02100216650270481,0.02140470596702282,0.009164333792805568,0.6222184933763754,0.00980663355465905,0.16933842280557793,0.000402539464318008,0.7806830553125872
WCST Slow-State Prob Delta (Stable),197,0.008286817191652252,0.020221572149711098,0.02915870315837521,0.030808245019107505,0.011934754958058846,0.5089739171927193,0.008937131008664112,0.18758526848892215,0.0016495418607322954,0.5712766037736574
WCST Slow-State Prob (Shift k0),196,0.026886130242979145,0.042736787476025606,0.07772407031367357,0.07773343635942054,0.01585065723304646,0.3722345695186903,0.03498728283764796,0.008066365876481256,9.366045746972418e-06,0.9651941324111941
