﻿outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
Stroop RT CV (Incongruent),197,0.03758152043013008,0.037761379459751,0.04244225767427556,0.05450060384804367,0.00017985902962092126,0.9982183468147484,0.004680878214524564,0.3364033836363788,0.012058346173768109,0.12220480986452777
Stroop RT CV (Congruent),197,0.05709045078315089,0.061869655267799306,0.07001024874889827,0.07083918844963455,0.004779204484648414,0.8077622546892906,0.008140593481098968,0.19874610776506696,0.0008289397007362753,0.6818116066652682
Stroop RT MAD (All),197,0.008619146293481483,0.012035450624666488,0.017629580761011843,0.01764796468203622,0.003416304331185005,0.8823258815318546,0.005594130136345354,0.29958150214990004,1.838392102437858e-05,0.9526385823534538
Stroop RT MAD (Incongruent),197,0.010984921326272046,0.01704616525384761,0.02500342213586948,0.027751107195926883,0.006061243927575566,0.7584721649480213,0.007957256882021868,0.21457301727915057,0.002747685060057403,0.4657784988237803
Stroop RT MAD (Congruent),197,0.01261259573719331,0.020540884905030588,0.021752170110414526,0.02233558201608543,0.007928289167837277,0.6721859016353386,0.0012112852053839385,0.6282083104971223,0.0005834119056709053,0.7373691620072048
Stroop RT IQR (All),197,0.009137264185910432,0.014597305347102019,0.023698354700108393,0.0237739282882361,0.005460041161191587,0.7871850373323812,0.009101049353006374,0.18483181306210048,7.557358812770865e-05,0.9038514492826284
Stroop RT IQR (Incongruent),197,0.013173714271279002,0.01728112101017587,0.029749620510307828,0.03078898259617402,0.004107406738896868,0.8497715186746158,0.012468499500131958,0.11981570024251785,0.0010393620858661912,0.6530824434393973
Stroop RT IQR (Congruent),197,0.011824324612626835,0.01900737362935767,0.019339133949676568,0.01981812086134649,0.007183049016730836,0.7062176316540691,0.0003317603203188968,0.8001326991232474,0.0004789869116699208,0.7615337605948342
"Stroop RT MAD (All, correct)",197,0.008775998224206605,0.011461774693195759,0.018166159391120096,0.01827041497886228,0.002685776468989154,0.9145689970957039,0.006704384697924337,0.2561223862300188,0.0001042555877421858,0.8874898332558876
"Stroop RT MAD (Incongruent, correct)",197,0.01265139492484324,0.018923407207623533,0.024683578846484644,0.028224641759253655,0.006272012282780293,0.7481272861228764,0.005760171638861111,0.2908049040928266,0.0035410629127690108,0.407654167884392
"Stroop RT MAD (Congruent, correct)",197,0.013277591623966023,0.021590871584729388,0.02266414983013132,0.022983950753574955,0.008313279960763365,0.6548096897803579,0.0010732782454019318,0.6483479630302327,0.0003198009234436361,0.8038433674385789
"Stroop RT IQR (All, correct)",197,0.008371017536907943,0.013543836047536839,0.02191534530064221,0.022036412943949646,0.005172818510628896,0.8008733160339129,0.00837150925310537,0.20378291119788464,0.00012106764330743758,0.8785914098933261
"Stroop RT IQR (Incongruent, correct)",197,0.013277369080959,0.016734136726658577,0.026285716438973483,0.02748832731058537,0.0034567676456995766,0.8797570544984975,0.009551579712314906,0.17380214277312395,0.0012026108716118866,0.629340207747753
"Stroop RT IQR (Congruent, correct)",197,0.012527514714126387,0.01982913195821978,0.020117618409012827,0.02031308915189023,0.007301617244093395,0.7005614120457954,0.00028848645079304625,0.8132904522816206,0.00019547074287740163,0.8462352310554015
Stroop Valid Trial Count,197,0.0016829073970847652,0.00611737840646176,0.008834672938735522,0.01038404555229211,0.0044344710093769946,0.8368675452903859,0.002717294532273762,0.47135044371462453,0.0015493726135565877,0.5871027668121747
Stroop Ex-Gaussian mu (Congruent),197,0.12509163508378562,0.13685965250682597,0.13710904721185924,0.14103620400554084,0.011768017423040344,0.4586755692243937,0.0002493947050332679,0.8149750232130744,0.003927156793681608,0.35377895263082737
Stroop Ex-Gaussian sigma (Congruent),197,0.09682951349019142,0.1069327256899647,0.10704962596570722,0.11148190579589601,0.010103212199773282,0.5410164347048023,0.00011690027574251527,0.8748494635069122,0.00443227983018879,0.3327980399761521
Stroop Ex-Gaussian tau (Congruent),197,0.06013196919106667,0.06321114076369905,0.07024042644523087,0.07024252560561284,0.0030791715726323776,0.889898082684222,0.007029285681531827,0.2322055003551188,2.0991603819631166e-06,0.9835410007705464
Stroop Ex-Gaussian mu (Incongruent),197,0.06328102533202906,0.06726880672483926,0.06734692966207378,0.08435846203610842,0.003987781392810197,0.8454003125724818,7.812293723452601e-05,0.8997422707286377,0.017011532374034632,0.062491409254020656
Stroop Ex-Gaussian sigma (Incongruent),197,0.03261208296763274,0.03629711760404575,0.03636256892664136,0.04226676097640014,0.0036850346364130093,0.8659220057738318,6.545132259561104e-05,0.9096746556103099,0.005904192049758783,0.2817778885166617
Stroop Ex-Gaussian tau (Incongruent),197,0.010076945080888633,0.012809474161407541,0.017396401067052758,0.021756158456479047,0.0027325290805189084,0.9124012621398686,0.004586926905645217,0.34750219898934886,0.004359757389426289,0.3599038493548913
Stroop Ex-Gaussian mu (Neutral),197,0.0846490848803243,0.09450351043773575,0.09493684596041196,0.09864478770698493,0.00985442555741145,0.5574351887353571,0.0004333355226762148,0.7632772468626379,0.0037079417465729625,0.37902774326094535
Stroop Ex-Gaussian sigma (Neutral),197,0.0532133920376312,0.062180252855882356,0.06218577282393578,0.06218696301985971,0.008966860818251154,0.610095554830741,5.519968053424584e-06,0.973357564054923,1.1901959239279947e-06,0.9876595741842549
Stroop Ex-Gaussian tau (Neutral),197,0.0225294469690408,0.043846831437537426,0.04591714761468657,0.04703530018585955,0.021317384468496625,0.23841487103143244,0.002070316177149145,0.5215827652314291,0.0011181525711729812,0.6382441013115865
Stroop Ex-Gaussian mu (Interference),197,0.008539549848614825,0.01236263143926497,0.013284920362312436,0.028693006253766917,0.003823081590650146,0.8637935276697731,0.0009222889230474651,0.6739252984599741,0.015408085891454482,0.08499118693086859
Stroop Ex-Gaussian sigma (Interference),197,0.004742982253180372,0.005564809636136148,0.0055648135965158385,0.02369915337975803,0.0008218273829557754,0.9840379839590755,3.9603796908593836e-09,0.9993068526958896,0.018134339783242193,0.06252128258470778
Stroop Ex-Gaussian tau (Interference),197,0.008049325408768904,0.012654246863499807,0.012685323440665641,0.01715841209475566,0.004604921454730904,0.8275841450478719,3.1076577165833896e-05,0.9384399107435969,0.004473088654090018,0.3548731602017836
WCST HMM Lapse Occupancy (%),197,0.005991679496831215,0.02222639577181973,0.03742773775519814,0.03749100980487874,0.016234716274988514,0.36856122046253603,0.015201341983378414,0.08485863612273457,6.327204968059608e-05,0.9113667295288261
WCST HMM P(Focus->Lapse),197,0.0034445822120714453,0.011528975637310923,0.014917802806662217,0.016244172239055277,0.008084393425239478,0.6685305107809243,0.003388827169351294,0.41982974226850234,0.0013263694323930597,0.6142872619985863
WCST HMM P(Lapse->Focus),197,0.007984373977542814,0.0287099555437621,0.05961344557818382,0.06403668582567668,0.020725581566219287,0.2568329554329401,0.03090349003442172,0.013310404652066309,0.0044232402474928545,0.3458211415586584
WCST HMM P(Lapse->Lapse),197,0.007984373977542703,0.02870995554376199,0.05961344557818371,0.06403668582567645,0.020725581566219287,0.2568329554329401,0.03090349003442172,0.013310404652066309,0.0044232402474927435,0.3458211415586584
WCST HMM P(Focus->Focus),197,0.0034445822120714453,0.01152897563731059,0.014917802806661884,0.01624417223905472,0.008084393425239145,0.668530510780939,0.003388827169351294,0.41982974226850234,0.0013263694323928377,0.6142872619985863
WCST HMM Lapse RT Mean,197,0.004669628506887902,0.02268433170399109,0.026592707473369614,0.026834555796900306,0.018014703197103188,0.32105840916466005,0.003908375769378525,0.3835317935660115,0.0002418483235306912,0.8286563844091173
WCST HMM Focus RT Mean,197,0.05761243862582077,0.07940363696764441,0.08774382538185987,0.09108004292979754,0.021791198341823637,0.21407387241516881,0.008340188414215466,0.18909968529610116,0.00333621754793767,0.4059498048947201
WCST HMM RT Difference,197,0.006047761669870533,0.023173144216048214,0.02673052863783354,0.026900052028251964,0.01712538254617768,0.3437385447499471,0.0035573844217853257,0.40569567214471647,0.00016952339041842457,0.8562055404904744
WCST HMM State Changes,197,0.010919096400587636,0.015096746448566178,0.015324622492307372,0.015718912533364438,0.004177650047978543,0.8469396867506188,0.00022787604374119308,0.8341335956393121,0.000394290041057066,0.7834968392988404
WCST RL alpha,197,0.0043174379589761,0.01841225927544754,0.024415049690925894,0.025256169688833263,0.01409482131647144,0.4351180281781841,0.006002790415478354,0.2809622088011262,0.0008411199979073691,0.6867833192832526
WCST RL beta,197,0.0004940080767792399,0.03182103708778905,0.038551208709102336,0.044656202483537744,0.03132702901100981,0.10693436888247639,0.006730171621313286,0.250252899837774,0.006104993774435408,0.27317046687495117
WCST RL alpha (pos),197,0.0015362271169442332,0.010741156196841906,0.016040598777131043,0.01694311399290027,0.009204929079897672,0.6206899274461841,0.005299442580289138,0.31302198062094305,0.0009025152157692284,0.6774790685550376
WCST RL alpha (neg),197,0.00016313219388974787,0.013364523311292675,0.016064311780305318,0.019481980877775862,0.013201391117402927,0.46716033061470774,0.002699788469012643,0.4711605788532196,0.0034176690974705437,0.41801423141211946
WCST RL alpha asymmetry,197,0.0008404231405760854,0.022147663008316387,0.02232892815638099,0.02280310450279388,0.021307239867740302,0.2479804978280617,0.00018126514806460214,0.8513211645397377,0.0004741763464128912,0.7623466730483575
WCST RL beta (asym),197,0.008022867196313288,0.025066245997638292,0.026485402481975173,0.029411000637699636,0.017043378801325004,0.3450393811614328,0.001419156484336881,0.5993042335222093,0.0029255981557244626,0.45132028723134643
WCST WSLS P(stay|win),197,0.001352612361465222,0.04223994318337787,0.043802843902291055,0.04473534561291914,0.04088733082191265,0.04589946989142398,0.001562900718913185,0.5779961474472599,0.0009325017106280864,0.6680265719389791
WCST WSLS P(shift|lose),193,0.02937001611533574,0.03487505006823821,0.03739130563906168,0.03752092183927902,0.005505033952902472,0.7851796511824132,0.002516255570823467,0.4864964561058035,0.00012961620021734177,0.8747542295753891
WCST Bayesian RL hazard,197,0.029271563508453613,0.04442543678010413,0.05015717795958652,0.0634666913618196,0.01515387327165052,0.38962123343831745,0.005731741179482386,0.2856333565746644,0.013309513402233075,0.102899273104737
WCST Bayesian RL noise,197,0.010125014534742793,0.025270626103264582,0.029183255713852052,0.032173248629348894,0.015145611568521788,0.39897997501433535,0.00391262961058747,0.38264093915386754,0.002989992915496842,0.4457427730168253
WCST Bayesian RL beta,197,0.013205865170740405,0.017783182885786175,0.02268780944905846,0.048158500905478574,0.00457731771504577,0.8277565167653606,0.004904626563272285,0.33006854229888494,0.025470691456420114,0.02567340262049291
Stroop Slow-State Probability (Baseline),197,0.006281405318726674,0.02877930083288094,0.028956995266642083,0.039718312654266175,0.022497895514154265,0.2227461083188019,0.00017769443376114413,0.8522800201028136,0.010761317387624092,0.14723425673471274
Stroop Slow-State Prob (Post-Error),118,0.0006326517875787641,0.022230743356521865,0.024747690248458465,0.0378408360157797,0.0215980915689431,0.482943810877268,0.0025169468919366,0.5935618689434805,0.013093145767321235,0.2237649742546054
Stroop Slow-State Prob Delta (Post-Error),118,0.0007213710200890677,0.008298924026669652,0.009321004433981095,0.011481154299664786,0.007577553006580584,0.8359528106793261,0.0010220804073114431,0.7356968078857055,0.0021601498656836915,0.6249109914524795
Stroop Slow-State Prob (Stable),197,0.008242845975559798,0.0273345208053134,0.027527453514685996,0.040060823269457035,0.019091674829753602,0.2930481991745734,0.0001929327093725952,0.8462645728835388,0.01253336975477104,0.11788316105516783
Stroop Slow-State Prob Delta (Stable),197,0.038286530228617166,0.05429552268893112,0.05435276461881822,0.064064632119186,0.016008992460313953,0.3597108077945676,5.724192988709742e-05,0.9147092797328462,0.009711867500367788,0.16302612154282878
Stroop RT Interference,197,0.00928986382769137,0.014792444771866142,0.017732201518040336,0.02517369640186151,0.005502580944174773,0.7851466772110198,0.0029397567461741936,0.4517345887396801,0.007441494883821176,0.2311959738129245
Stroop Accuracy Interference,197,0.0008962413525385182,0.011937458893094166,0.01232947735192036,0.01360040579635935,0.011041217540555648,0.5462582930251413,0.00039201845882619324,0.7839105223886674,0.0012709284444389901,0.6222500467431227
Stroop RT SD (Incongruent),197,0.0019338688005069438,0.008195990493117922,0.015646381143162302,0.01609876658310161,0.006262121692610978,0.7517342624063503,0.007450390650044381,0.23194451328271642,0.0004523854399393068,0.7684795587905069
Stroop RT Facilitation,197,0.0031283939316042453,0.008821041864274792,0.009814103506699645,0.011930835247610405,0.005692647932670547,0.7778732096316826,0.0009930616424248528,0.6629533901153284,0.00211673174091076,0.525342901878272
Stroop Accuracy Facilitation,197,0.007504031155841084,0.019942011382325653,0.021555252854199236,0.02173721441422427,0.012437980226484568,0.4908436354061606,0.0016132414718735832,0.5763406489377372,0.0001819615600250346,0.8514725709344796
Stroop RT Incongruent minus Neutral,197,0.00684942090386631,0.024631300951618362,0.026025703388414034,0.04606530863380087,0.017781880047752052,0.3260203696828892,0.001394402436795672,0.6025901221004393,0.020039605245386838,0.04774637614603555
Stroop RT Neutral minus Congruent,197,0.0031283939316042453,0.008821041864274792,0.009814103506699645,0.011930835247610405,0.005692647932670547,0.7778732096316826,0.0009930616424248528,0.6629533901153284,0.00211673174091076,0.525342901878272
Stroop RT Interference (Correct-only),197,0.009801844217474764,0.013568530679086588,0.015004121492376399,0.02242312587688322,0.0037666864616118234,0.8661626513690873,0.001435590813289811,0.5993426971747537,0.007419004384506822,0.23255492852420998
Stroop RT Facilitation (Correct-only),197,0.0027436934579289085,0.009230455769162038,0.009806761656235286,0.011909055397253288,0.00648676231123313,0.7411122860511616,0.0005763058870732474,0.7398484559682907,0.002102293741018002,0.5267619378018036
Stroop RT Incongruent minus Neutral (Correct-only),197,0.007567701587797626,0.022425044289265395,0.02304985238911539,0.042958907426629556,0.014857342701467768,0.4091333537780443,0.0006248080998499939,0.7277836987307359,0.019909055037514167,0.048832161359009946
Stroop RT Neutral minus Congruent (Correct-only),197,0.0027436934579289085,0.009230455769162038,0.009806761656235286,0.011909055397253288,0.00648676231123313,0.7411122860511616,0.0005763058870732474,0.7398484559682907,0.002102293741018002,0.5267619378018036
Stroop CSE RT (Gratton),197,0.03911097752641135,0.03976827982358133,0.040546112226801934,0.04156025293065024,0.0006573022971699816,0.9878683498943115,0.0007778324032206019,0.6951500327705868,0.0010141407038483097,0.655245842802815
Stroop CSE Accuracy (Gratton),197,0.001921266910222652,0.007679305923638857,0.01433438970014822,0.016204916706071715,0.005758039013416205,0.7751483973258817,0.006655083776509363,0.25879619664325865,0.0018705270059234946,0.5495837801481616
Stroop Post-Conflict Slowing,197,0.018333538595228793,0.03612790038583613,0.04830898477915502,0.049006369498650004,0.017794361790607338,0.3203637039190627,0.012181084393318886,0.120553718827204,0.0006973847194949867,0.7100960029012302
Stroop Post-Conflict Accuracy,197,0.0021723664736337245,0.030488809502365544,0.03243359724485606,0.03251019563657864,0.02831644302873182,0.13786682090257238,0.0019447877424905169,0.5373303370288866,7.659839172258209e-05,0.9027710899362401
Stroop Post-Error Accuracy,88,0.051037672294018344,0.08026050362620152,0.0802634426485298,0.14214562983392032,0.029222831332183175,0.46094186699511397,2.9390223282854677e-06,0.9872034487005888,0.061882187185390514,0.018610823500053723
Stroop Error Run Length Mean,197,0.011646747634589949,0.020846725830583,0.03266718109749989,0.03454012996897049,0.009199978195993053,0.6169191140653943,0.011820455266916885,0.12924068780430725,0.0018729488714706033,0.545561576896987
Stroop Error Run Length Max,197,0.00843649418757908,0.015911265295164068,0.0231504724346433,0.02320181188103032,0.007474771107584988,0.6940771640959591,0.007239207139479231,0.23686259029286025,5.1339446387022036e-05,0.9207138484439383
Stroop Error Recovery RT Slope,117,0.01677721743791505,0.07358674334317306,0.0735880463668438,0.07611506009222224,0.05680952590525801,0.08446179154826203,1.3030236707400888e-06,0.9900982453333624,0.0025270137253784464,0.5861683938218429
Stroop DFA Alpha (correct),197,0.019165574876969793,0.04501341788801694,0.045062835253024014,0.04507250943800156,0.025847843011047145,0.16362250568663894,4.9417365007076164e-05,0.9211171006875425,9.67418497754835e-06,0.9651438680483108
Stroop Lag-1 Autocorr (correct),197,0.0074694027520588735,0.03898811271854896,0.03901176194921019,0.042882747877902916,0.03151870996649009,0.1031814673622176,2.3649230661226817e-05,0.9455554037201765,0.0038709859286927273,0.3830659814185088
Stroop Slow Run Mean (correct),197,0.005200514337571294,0.02607172582150641,0.02627976345876082,0.03311291666229288,0.020871211483935115,0.25501175107049245,0.00020803763725441016,0.8405392717325044,0.006833153203532061,0.24925355764503684
Stroop Slow Run Max (correct),197,0.027180182984580137,0.03369158891692148,0.034957524047758315,0.06301253573063814,0.006511405932341341,0.7324428594463439,0.0012659351308368372,0.6181879394425692,0.028055011682879827,0.018362581542521197
Stroop Fast Run Mean (correct),197,0.003352702646717165,0.022274567397884804,0.0228764284867371,0.030897336310197976,0.01892186475116764,0.2992948432051482,0.0006018610888522957,0.7326554539775602,0.008020907823460877,0.2125852250526836
Stroop Fast Run Max (correct),197,0.0170701252462665,0.03248214695440599,0.0409766838376715,0.04767361154593708,0.01541202170813949,0.38756969482199605,0.008494536883265513,0.1961095376275094,0.0066969277082655765,0.25042467773857735
"Stroop DFA Alpha (incongruent, correct)",197,0.0020713127930044317,0.055279735685311526,0.05535815847952741,0.05975361810255908,0.053208422892307095,0.01481073448408246,7.842279421588216e-05,0.9001871404598331,0.004395459623031672,0.34843468956777157
"Stroop Lag-1 Autocorr (incongruent, correct)",197,0.016124902080449477,0.030722179438161912,0.04584880735040153,0.04678987414093483,0.014597277357712435,0.4133217159529454,0.01512662791223962,0.08426322550557797,0.0009410667905332959,0.6662605140525034
"Stroop Slow Run Mean (incongruent, correct)",197,0.002275162210057746,0.004427865235869133,0.02598564395963554,0.025998814828682826,0.0021527030258113866,0.9374134090271482,0.021557778723766408,0.04167188997951698,1.3170869047285372e-05,0.9597340417394693
"Stroop Slow Run Max (incongruent, correct)",197,0.016870873129421482,0.025655748253504806,0.030689617963703286,0.03139252360390943,0.008784875124083324,0.6327510642925178,0.00503386971019848,0.3218093977890204,0.0007029056402061418,0.7115407735358181
"Stroop Fast Run Mean (incongruent, correct)",197,0.004605957040771269,0.00536338016052762,0.03689668133069679,0.03701064148197575,0.0007574231197563508,0.9858284219934047,0.03153330117016917,0.013478909019608135,0.00011396015127895787,0.8812763409468308
"Stroop Fast Run Max (incongruent, correct)",197,0.0009455581699800986,0.009572754052517451,0.021719929913881497,0.03446514108412724,0.008627195882537353,0.6456746512130521,0.012147175861364046,0.1262092000497712,0.01274521117024574,0.11589288757937027
"Stroop Ex-Gaussian mu (Interference, correct)",197,0.006039329388343062,0.011213340381908798,0.013961100229955337,0.025671244129808812,0.005174010993565736,0.8013874349977045,0.002747759848046538,0.46772703001605775,0.011710143899853476,0.1334393746047411
"Stroop Ex-Gaussian sigma (Interference, correct)",197,0.003580411280576956,0.006180764624406199,0.006399264413162631,0.01818807241538134,0.0026003533438292425,0.9188019605908853,0.00021849978875643217,0.8382540332808215,0.01178880800221871,0.1336239208545004
"Stroop Ex-Gaussian tau (Interference, correct)",197,0.007016760153184531,0.015099257594080151,0.016027890280651436,0.01874765496078612,0.00808249744089562,0.6673282780474561,0.0009286326865712846,0.6724421885102401,0.002719764680134684,0.47009606700647
Stroop Delta Plot Slope (correct),197,0.0006282523766523163,0.005342043767341931,0.005792571184876305,0.01275865410941246,0.0047137913906896145,0.824127032355725,0.0004505274175343743,0.7695166420306478,0.006966082924536154,0.24962294276874905
Stroop EZ-DDM v (congruent),197,0.0181438673947798,0.02266760062784412,0.03607249820676295,0.03626482417064303,0.00452373323306432,0.829206106769975,0.013404897578918828,0.10571409953331576,0.00019232596388008005,0.8462202411692695
Stroop EZ-DDM a (congruent),197,0.011919683398088798,0.028575603309247022,0.032613428750656204,0.033344438995129067,0.016655919911158223,0.3538740394882278,0.004037825441409182,0.37430543001181393,0.0007310102444728628,0.7058128524506805
Stroop EZ-DDM t0 (congruent),197,0.11593733471377787,0.11998774809507529,0.12031093628259448,0.12567886904331704,0.004050413381297413,0.8303996616033481,0.00032318818751919665,0.7919088271862667,0.00536793276072256,0.2827610496236321
Stroop EZ-DDM sv (congruent),197,,,,,,,,,,
Stroop EZ-DDM sz (congruent),197,,,,,,,,,,
Stroop EZ-DDM st0 (congruent),197,,,,,,,,,,
Stroop EZ-DDM v (incongruent),197,0.0020563396403912026,0.004368019660613509,0.012287449021333163,0.012451243478689977,0.0023116800202223065,0.9309868075841966,0.007919429360719654,0.21862854392659617,0.00016379445735681397,0.8596570116909825
Stroop EZ-DDM a (incongruent),197,0.0028308161941918986,0.020709622353628165,0.021628038197679,0.021702714380545385,0.017878806159436267,0.3253783756845687,0.000918415844050835,0.6732669620378638,7.467618286638444e-05,0.9045219824340954
Stroop EZ-DDM t0 (incongruent),197,0.06252454573418154,0.06420249688393787,0.06428844776326492,0.08134702500637203,0.0016779511497563293,0.9517359618128509,8.595087932705692e-05,0.8950382180942094,0.01705857724310711,0.06255921339477558
Stroop EZ-DDM sv (incongruent),197,,,,,,,,,,
Stroop EZ-DDM sz (incongruent),197,,,,,,,,,,
Stroop EZ-DDM st0 (incongruent),197,,,,,,,,,,
Stroop EZ-DDM v (neutral),197,0.0003035658563238508,0.02781309626133277,0.03578633119888652,0.03768120404550612,0.02750953040500892,0.14830609019691607,0.007973234937553753,0.21158174544782168,0.0018948728466195996,0.5425651661530796
Stroop EZ-DDM a (neutral),197,0.0001019182922872286,0.017018602132827243,0.01815705551482938,0.018365396417039825,0.016916683840540014,0.35218266054673053,0.0011384533820021359,0.639344841687732,0.00020834090221044654,0.8414749067136218
Stroop EZ-DDM t0 (neutral),197,0.08580334778682741,0.09577000856991391,0.09714466332841165,0.10526929133375096,0.0099666607830865,0.5520749257414479,0.0013746547584977398,0.5913071750368966,0.008124628005339307,0.19177034354882447
Stroop EZ-DDM sv (neutral),197,,,,,,,,,,
Stroop EZ-DDM sz (neutral),197,,,,,,,,,,
Stroop EZ-DDM st0 (neutral),197,,,,,,,,,,
Stroop EZ-DDM v Interference,197,0.01005324588868084,0.01738662118644496,0.01899636870745547,0.019005012374543884,0.007333375297764122,0.6999484246794737,0.0016097475210105072,0.5772506471717241,8.643667088414908e-06,0.9674919468025911
Stroop EZ-DDM a Interference,197,0.01352797057764199,0.029716398033463043,0.03110090847092517,0.032564537585552,0.016188427455821053,0.36634807637076383,0.0013845104374621275,0.6029334746646753,0.0014636291146268299,0.5934643450938094
