predictor,beta,se,p
Intercept,50.67348155315518,2.055874751251821,3.853390346127394e-134
C(gender_male)[T.1],1.0152125708854314,2.9169904354313334,0.7278144636844395
z_ucla,3.5798054189814876,2.7343504579727247,0.19046738018357134
z_ucla:C(gender_male)[T.1],-4.094418861391605,2.9029969201060437,0.15841835186689734
z_dass_dep,-0.849373533026809,2.5153244135583366,0.735604712074399
z_dass_anx,0.9626705320175151,2.1207080734157113,0.649873265141274
z_dass_str,-2.0080085777843295,2.167506395460037,0.3542307974368435
z_age,0.7829043418207491,2.5620605962837275,0.7599274625403893
