task,outcome,n,beta_ucla,p_ucla,beta_ucla_x_gender,p_ucla_x_gender,r_squared
wcst,momentum_slope,146,2.6565232860261325,0.7406823206907795,0.9973929216684645,0.9175399197484092,0.05045347274289169
