participant_id,task,n_trials,mean_rt,rmssd,cv,iiv,mssd,adj_volatility
mg2WZiRBn4NQDKiMK43Y8dBqyG53,stroop,108,792.194444444446,286.3046217730237,29.23606533045288,231.6064853219965,81970.33644859416,212.44340907913758
mweMgSlGM2VxThhwnupYxYzUbR23,stroop,108,721.9064814814935,290.82478008295044,28.836718971504066,208.17414330189135,84579.05271029648,207.57477585931477
mwsliuPsLFhRFjtjQwYkqcCRDvi2,stroop,108,720.3138888897719,254.2157261726682,25.623567339676228,184.5701143767113,64625.635433497024,177.51353709119462
nT1qJOiMyDdJ9ui4el195A8Hsgs1,stroop,108,990.5009259283543,291.5120479656582,24.262414393806594,240.3194392232286,84979.27410913221,232.79423164717772
ohl9pXqpeSMfepC3w9h0tW5SbJw1,stroop,108,1311.4296296296297,521.5554751365202,28.99150207200545,380.2031482469675,272020.1136448813,380.1046605593791
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,stroop,108,789.4629629629554,245.59350199935506,25.30768778958289,199.79482188105516,60316.168224307214,175.42532618196097
pRQimOpZtsekBI2I1kbnD3pycmo1,stroop,108,800.1296296285259,395.21755051232367,36.44780183822972,291.6296618559665,156196.9122329611,289.9993056996347
pcbRW89vVJcviD87V3uxyG4I9st2,stroop,108,649.2398148148021,208.36161054202952,28.381693082865063,184.26525161249862,43414.56074766839,154.32437947172258
q0Atnpm0jZS5swcVmq0EMalQUKw1,stroop,108,751.1944444444458,233.85011974483209,24.678904030072225,185.386556023679,54685.878504672306,176.30128427570688
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,stroop,107,882.0299065408306,347.57531856462947,30.093311142323127,265.432004143674,120808.60207530364,254.51202668656916
qnR5PLX1v3fPi6SwTJMwGcadwyD3,stroop,107,807.0672897186791,360.780448446643,41.11891697769603,331.8573288135652,130162.53198136082,297.7918749517439
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,stroop,108,702.4638888888838,228.87770537710384,26.094743104251705,183.3061472056904,52385.00401868834,163.187526765561
rFV2EUbp64f5ORSh7DqwmCQmeqT2,stroop,108,962.659259258045,423.52735735950444,36.44273698298166,350.81938189372886,179375.42243192537,322.5300748717518
rNe3cRPepZUXbJhmmfQZiGsVzX22,stroop,108,967.1398148161394,424.28922598806287,29.16375982953011,282.05433280874115,180021.34728954948,280.46030324291445
rUuJv5gl7dWVo7UPQWMx4bohxhK2,stroop,106,1305.7037735849021,631.9526313622878,35.19900718591469,459.59476509090894,399364.12828571955,459.5439869872391
ric6cNjG25XmZJCiKZDOxzeezao1,stroop,108,748.2870370370371,207.6229501747141,20.9864580148983,157.0389448587043,43107.289439251814,156.012919531523
roaf78tUWxWSEjAUcUu8O7mrQbl1,stroop,108,800.050925925926,306.54851088671796,26.80400827455913,214.44571638587215,93971.98952686426,213.75523623910217
sqfXvh6GJLaYAqr3RvHrixP8IOx1,stroop,108,890.7324074131471,404.70536125264397,32.90290040069196,293.0767968478335,163786.42942663305,293.0031406171421
ssPK6ISW0HerTGke9hznqJ2LpKu1,stroop,108,834.9277778113329,370.77188095261414,33.88125800349708,282.8840345431226,137471.78770513946,279.09901921527194
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,stroop,106,1330.337735841859,545.4966444957441,33.053085541014745,439.71766981220844,297566.58915611624,431.0691202573531
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,stroop,108,885.5870370070139,276.11323570495006,24.624984858786387,218.0756737743522,76238.51893145729,205.34907419307888
tv88wS5Nf6SjruozSmXJxQSmx6J3,stroop,108,1242.2861111119942,497.1625571503687,28.85767458377826,358.4948833441733,247170.6082322936,358.3745148659919
u64Uf920g5VD9Byq26LT2rs5o4t1,stroop,108,741.643518521278,256.30847579353707,24.05238036642461,178.38292003767253,65694.03476360619,173.69798491413087
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,stroop,108,955.4555555543413,369.3538195554169,27.81361831180224,265.7467613607941,136422.24402017548,265.7465033196607
v8nNKiWvPdcjiHXZci39OuFTY6M2,stroop,108,1175.4407407398578,394.4391609370096,24.33978688015336,286.09977119857734,155582.25168069216,286.0169213091496
wdppvL4tIkVlGjou6aYzzjlaZXB2,stroop,108,796.6296296294917,423.3324589976904,45.38592749176253,361.55774608153746,179210.37084103125,359.1442770073458
wkhxvE50megJGMA1EiROSZIJWNq1,stroop,108,868.8240740739361,339.7327450197436,29.700636150341133,258.0462770272701,115418.33803865012,257.5688271224402
xBGZhFOeypWnqzSQClkrwV9z2vF3,stroop,108,1035.2907407407356,426.3076395649316,32.71595132006186,338.7052147618469,181738.20355142365,338.68258868982883
xHctBv4C2EU8rHYRouw0btT3GT02,stroop,107,747.9261682242694,333.1598562421881,33.173001064188455,248.10955574438086,110995.48981131543,246.350463626819
