task,outcome,outcome_label,n,beta_ucla,p_ucla,beta_ucla_x_gender,p_ucla_x_gender,r_squared
wcst,resilience_index,Resilience Index (inter-burst streak),116,2.155609384071897,0.16051021651925867,-3.13702613536673,0.1334038316129427,0.08594415048639326
wcst,recovery_slope,Recovery Slope (RT change/lag),81,31.134946176883457,0.5253811613938177,-18.272904055607093,0.7212799735393675,0.09123472661407195
wcst,rt_elevation_lag1,RT Elevation at Lag 1,116,-6.745709810413807,0.8939326105817117,78.07383513566131,0.2066579176859359,0.08052443009672006
wcst,burst_rate,Burst Rate (%),116,-0.2137531624821376,0.6027572079120307,-0.3254547014193236,0.4282711805512729,0.09550835993695517
