participant_id,n_errors,n_trials,mean_rt_lag_1,mean_acc_lag_1,mean_rt_lag_2,mean_acc_lag_2,mean_rt_lag_3,mean_acc_lag_3,mean_rt_lag_4,mean_acc_lag_4,mean_rt_lag_5,mean_acc_lag_5
06qcrpGKL6Vc3LVplFQC90VAcRm1,12,79,1366.6583333338301,0.5833333333333334,1094.18333333234,1.0,908.0249999997517,1.0,985.7416666671634,1.0,909.0666666639348,1.0
0ZtXlQtAJkW6jS21vfMOtNL4OnL2,11,75,1444.709090909074,0.7272727272727273,1101.772727272685,0.8181818181818182,1032.6727272727187,0.7272727272727273,1108.5909090909302,0.8181818181818182,1055.3363636363806,0.9090909090909091
0d841i8KPjdjwCYfDuUUXj0SEjH2,7,61,1688.8857143947057,0.7142857142857143,1529.628571510315,1.0,1387.6285713740758,1.0,1202.228571483067,1.0,1201.142857142857,1.0
0oa5NYVnIBS9NmrmRAZrahXDctP2,8,71,989.3124999981374,0.875,929.5625,0.875,948.7249999996275,1.0,862.9124999996275,1.0,860.1000000014901,1.0
146QT9LupyU2BAiTsB3PMIpVXM22,8,76,1360.8624999988824,1.0,1436.4625000022352,0.75,1131.9125000014901,1.0,1348.1750000026077,1.0,970.3375000022352,0.875
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,5,60,1988.6000000119209,1.0,1586.0000000059604,1.0,1760.9400000035762,1.0,1517.2399999916554,1.0,1829.839999997616,1.0
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,6,60,1652.5666666825612,1.0,1244.3999999960263,1.0,1463.8500000039737,1.0,1092.9000000158946,1.0,1273.6666666865349,1.0
1tT7dcLvf0bMGBdBWWYd8YkdJwr1,5,81,1803.0600000143052,1.0,1591.8200000047682,1.0,1198.7199999809266,1.0,1493.6199999809264,1.0,1085.2399999856948,1.0
23AEyocWhqY955WHbxhHRSgQ1ms2,13,79,1524.0153846144676,0.5384615384615384,1330.4538461525854,0.7692307692307693,1404.4076923068899,0.8461538461538461,1284.992307692193,0.9230769230769231,1344.6076923070045,0.9230769230769231
2h5FgHUEvBS1twD5DqbTIRrMm1f2,14,85,2049.8214285629138,0.7142857142857143,1464.4928571454116,0.6428571428571429,1668.4214285654682,0.8571428571428571,1291.642857142857,1.0,1309.8857142882687,0.9285714285714286
2zDXvJKvjeejeOSNbtDbtSI5cdz1,8,65,2062.2750000003725,0.75,1438.3625000002794,1.0,1339.600000000326,1.0,1143.2249999996275,1.0,1053.2124999999069,1.0
3WijiOiVCoMbn80F05SPYsxl0TC2,12,74,1625.2166666785877,0.6666666666666666,1386.266666650772,0.8333333333333334,1442.9166666567326,0.9166666666666666,1176.6249999801319,0.9166666666666666,1124.2166666785877,0.9166666666666666
3xCaqfcHxRQxuOlEzXz3PNcHODH2,5,68,1745.1200000017882,0.8,1116.7200000047683,1.0,1372.2200000047683,1.0,1369.8200000047684,0.8,1278.6200000017882,0.8
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,8,77,1743.9249999999593,0.875,1109.4249999999884,0.875,1277.687500000029,1.0,921.8125,1.0,1065.312499999971,1.0
5OOi73igsahMZ5IVKQwwyhnj4Cn2,3,59,1834.6000000000931,1.0,1304.1000000000931,0.6666666666666666,1727.1333333334578,1.0,1343.8999999999069,1.0,1606.466666666791,1.0
5rXSa3anB5ejmFrnwUsTB82byup1,11,84,1098.1090909090656,0.8181818181818182,1064.2999999999831,0.9090909090909091,934.0090909091417,1.0,895.1818181818605,1.0,797.3636363635941,0.9090909090909091
5zxa5CMLGQSSonWOXqXf0QNS3PH3,11,84,1487.5727272683923,0.8181818181818182,1190.5818181796508,0.8181818181818182,1099.309090928598,1.0,1263.8454545736313,0.9090909090909091,1142.2181818160143,1.0
62fAfeQc27bZelkPX7G54T3gvci2,6,62,1560.799999999969,1.0,1394.2333333333954,1.0,1529.5,1.0,1584.7666666667599,1.0,1158.3666666666977,1.0
6ABZuv4jbjgE0B8TeyUk6nwVb122,9,78,2095.8333332273696,0.7777777777777778,1901.3555555343628,1.0,1905.4888888465034,1.0,1838.300000031789,1.0,1873.2333333757188,1.0
6WFCyGwk71XLPBmbe4Vav3eotVm1,6,66,1752.3166666030884,0.5,1399.4500000476837,0.6666666666666666,1658.4666667779286,0.8333333333333334,1379.6500000158946,1.0,1166.766666650772,1.0
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,11,72,1836.2818181948228,0.6363636363636364,1890.4181818095121,0.7272727272727273,1710.5636363896456,0.9090909090909091,1620.1000000130045,1.0,1647.272727316076,1.0
80UJMJbCOMgs6YVpsMgXfYTzw6o2,8,68,1775.2124999999069,0.75,1396.674999999348,1.0,1381.2874999996275,1.0,1136.8625000000466,1.0,1202.4499999999534,1.0
87w5Le0CgZhSfYAaOH3Xd2fc98l1,28,105,1943.2464285712424,0.5357142857142857,1807.4250000002128,0.5,1896.1000000000265,0.6428571428571429,1694.8678571430169,0.6785714285714286,1809.8714285716414,0.6785714285714286
8bwaafIhKVMNBoHaXFcY8HirS9u2,8,77,1573.4124999642372,0.75,1428.550000011921,1.0,1140.9999999701977,1.0,1148.25,1.0,1108.8874999582767,0.875
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,19,82,1693.2526315387927,0.47368421052631576,1526.2315787767109,0.631578947368421,1507.757894616378,0.6842105263157895,1494.1526314584833,0.6842105263157895,1396.7789473784596,0.631578947368421
8mscvscxtXf7EbbLqCyy4a4pl2q2,9,68,1977.2111110952164,0.7777777777777778,1541.9111111031639,0.8888888888888888,1662.6999999947018,1.0,1495.888888888889,1.0,1463.0888888703453,1.0
9Xz1RIwnPXgyRqmucudW9VeuDnq1,9,68,1561.6666666666924,0.6666666666666666,1166.888888888889,1.0,1379.3333333333333,1.0,1426.8888888889148,1.0,1275.999999999974,1.0
