participant_id,task,n_trials,n_bursts,burst_rate,mean_burst_length,resilience_index,max_inter_burst_streak,post_burst_rt_lag1,post_burst_rt_lag2,post_burst_rt_lag3,post_burst_rt_lag4,post_burst_rt_lag5,recovery_slope,baseline_rt,rt_elevation_lag1
SOhR7IO689NQCPQu56SjATO8FR92,wcst,93,4,4.301075268817205,3.5,16.333333333333332,39,1114.1500000001397,1379.6499999999069,1319.3000000000466,1406.2250000000931,1178.500000000233,102.57499999995343,1232.4422535211713,-118.29225352103163
SPCT9D90pRa1ihXS5jEw6vCmquI3,wcst,103,6,5.825242718446602,2.1666666666666665,16.0,36,1310.2333333293598,1227.866666669647,1272.1666666716337,1078.633333330353,1398.5,-19.033333328863023,1070.4524390254078,239.78089430395198
SdDjNMBD2ZMTEwUphkohi2cZwUx1,wcst,82,2,2.4390243902439024,2.0,23.0,23,1002.7500000000001,828.4000005722046,844.6999998092651,821.0499992370605,833.0500001907349,,1154.6000000105964,-151.85000001059632
SpSfX0ZcfcPLdlOENlfdfvEPwru2,wcst,70,2,2.857142857142857,2.5,10.0,10,1765.4999999999418,1065.5000000000582,1252.4999999999418,1310.0,1486.4999999998838,,1142.5967741935315,622.9032258064103
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,wcst,71,2,2.8169014084507045,2.0,21.0,21,1339.75,1038.050000011921,1708.9000000059605,1044.6499999910593,1801.199999988079,,1384.1460317486808,-44.3960317486808
Ub7nV8F55kPruh35ZpUcKoBUyn63,wcst,77,2,2.5974025974025974,3.0,27.0,27,2069.300000011921,1401.3999999910593,1781.5999999940395,1082.4000000059605,1453.4000000059605,,1370.0153846144676,699.2846153974533
VwTymW8T68MfpnJvZ2X97ILqDWS2,wcst,80,4,5.0,2.0,11.333333333333334,13,1959.375,1929.0499999970198,1176.699999988079,1038.4249999970198,1371.375,-391.33750000596046,1394.7132352923645,564.6617647076355
WbOfW9KmUkPQK8o5hlHJnJFdpp92,wcst,94,3,3.1914893617021276,3.3333333333333335,19.5,30,1558.133333330353,1453.9000000009935,1614.3333333333333,1149.699999993046,1112.56666666766,28.100000001490116,1417.474358974359,140.65897435599413
WcTsIpSoEhYeIBSNjAbbdaNSBya2,wcst,90,6,6.666666666666667,2.3333333333333335,10.4,18,1821.0,1647.7999999970198,1771.8666666646798,1775.0,1564.2999999995034,-24.566666667660115,1682.7277777776535,138.2722222223465
WeHQDy9BWldTlaQDVVlsJNCqwxA2,wcst,105,7,6.666666666666667,2.5714285714285716,12.666666666666666,29,1468.7142857142858,1320.7142857142524,1353.142857142857,1311.2857142857142,1156.5714285713952,-57.785714285714334,1274.0625,194.65178571428578
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,wcst,69,2,2.898550724637681,3.0,21.0,21,1724.5000002384186,2010.7999999523163,1312.3499999046326,1156.3500001430511,938.0,,1236.9166666587194,487.58333357969923
WqoZv41KTtTCuPKBPyClregrKAi1,wcst,84,3,3.571428571428571,2.3333333333333335,10.5,20,1542.3333333333333,1616.6666666666667,1899.0,1374.3333333332557,1577.6666666666667,178.33333333333337,1409.4571428571328,132.87619047620046
XehZHBpwr5MYzUXkj0FAYCsFG922,wcst,112,10,8.928571428571429,2.4,6.444444444444445,15,1683.729999998212,1267.319999999553,1720.379999998957,1296.489999999106,1582.2200000002981,18.325000000372484,1272.8292682921378,410.9007317060741
aM2995jJmJWvr6cneaGH58HauIg2,wcst,87,5,5.747126436781609,2.2,16.25,30,1582.8,1138.0599999785422,1222.4799999833108,1106.3400000095367,1014.6399999976159,-180.16000000834458,1078.9369863002269,503.8630136997731
afdTz6deeYWf1qKNdUpKAYKN3hz1,wcst,52,5,9.615384615384617,2.6,7.0,17,2069.47500000149,2212.2000000029802,1906.5749999955297,2067.449999999255,2140.199999999255,-81.45000000298023,2190.606060605609,-121.13106060411883
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,wcst,118,7,5.932203389830509,2.0,12.0,36,1485.7285714319773,1078.242857166699,1153.0571428537369,1433.5285714524132,1184.8285714217595,-166.33571428912023,1138.3010638292799,347.42750760269746
azdL1gX79EVd9iepyCAVQrqIaQF3,wcst,77,2,2.5974025974025974,2.0,21.0,21,1346.6000000000931,1131.6500000001397,857.3500000000931,1062.4499999999534,1280.6999999999534,,1325.5089552238612,21.09104477623191
bXpFswkI7TfIfL6G4FqWrbaxTGx2,wcst,90,4,4.444444444444445,2.5,23.0,37,1429.1500000001397,1393.5499999999302,1303.4500000000116,1045.4249999999884,864.0249999999651,-62.85000000006402,991.64666666669,437.50333333344975
biQ16yPcCKSkJQhSxUKcDc8gm8I2,wcst,118,6,5.084745762711865,2.5,15.6,42,1660.483333349228,1730.983333349228,1578.8666666348774,1695.0499999920528,1256.483333349228,-40.80833335717523,1615.2393258501975,45.24400749903043
btpcu1rB1JeSTo2upeHGPdv8kYG3,wcst,65,2,3.076923076923077,2.0,22.0,22,1681.5,1808.9000000357628,1542.9500000476837,1653.1999999880793,930.8000000119209,,1305.3473684243988,376.15263157560116
c0hRe9PCPPZs3HWFqhIQargNlp52,wcst,82,2,2.4390243902439024,3.0,12.0,12,2803.399999856949,1922.5499999523163,1659.700000047684,1381.4500000476837,1528.5,,1431.8857142857144,1371.5142855712345
cC0BEsQjfrcuCyoaOas9zJT0MNs2,wcst,120,11,9.166666666666666,2.8181818181818183,6.9,31,1182.6181818138468,1070.9363636753776,1280.7636363289573,1327.7363636060195,1232.0454545454545,49.07272725755524,1092.0752941103542,90.54288770349262
cEIs6U87xfbSL5eFTXDK77MmvNf1,wcst,97,2,2.0618556701030926,2.0,28.0,28,1230.3500001430511,1046.25,1393.3999998569489,1136.0999999046326,1144.6500000953674,,1269.620930205944,-39.27093006289283
cec6NLR2ZLVVw6h0TEKSNIH11v02,wcst,124,13,10.483870967741936,2.923076923076923,4.5,13,1420.7846153847013,1371.0384615384614,1495.3615384615528,1449.12307692312,1522.6999999998998,37.288461538425736,1399.6893333333483,21.095282051353024
d9rwc0NXArcNlJvFsgKhQqkGxJq2,wcst,78,2,2.564102564102564,2.5,16.0,16,1166.699999988079,2126.0,955.0,1061.300000011921,1087.75,,1310.0074626856776,-143.30746269759857
fEq0OghbLpfD1jigl1Mbz96aMbg2,wcst,86,7,8.13953488372093,2.2857142857142856,8.166666666666666,21,1886.8285714302745,1320.3142857168402,1237.928571424314,1586.4142857108798,1338.3142857147116,-324.45000000298023,1230.56363636323,656.2649350670445
g2G9l3no7RbeRA9a1W3JnfegTnh2,wcst,97,4,4.123711340206185,3.25,17.0,32,1408.199999988079,869.2749999761581,1326.300000011921,1030.0250000059602,1293.6749999523163,-40.94999998807907,1242.8213333209355,165.37866666714353
h5RYP03wJuVN0xo7qAR8CKFxLaj1,wcst,110,10,9.090909090909092,2.9,5.333333333333333,14,1499.4199999928474,1591.2599999964236,1536.1299999892713,1437.0599999904632,1525.7300000011921,18.35499999821195,1241.4239999945958,257.9959999982516
hrRr560eFBNwJ0CcUjCqtSD8TdP2,wcst,86,4,4.651162790697675,2.0,17.333333333333332,33,1669.7249999996275,1374.4249999998137,1117.0000000009313,855.5499999998137,882.4249999998137,-276.3624999993481,1101.878082191597,567.8469178080304
i1tBstVkNiVP0qro7TgGD08IGGa2,wcst,71,3,4.225352112676056,2.0,16.0,22,2454.3666666348777,1838.533333381017,1256.2000000476837,1380.9666666984558,2022.2666667302453,-599.083333293597,1741.9854838925023,712.3811827423754
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,wcst,84,2,2.380952380952381,3.5,23.0,23,2530.050000011921,1564.9999999403954,2223.099999964237,2267.25,2008.75,,1772.0850746293565,757.9649253825644
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,wcst,69,3,4.3478260869565215,2.6666666666666665,15.5,22,2537.3333333332557,1630.3333333333333,1438.666666666589,1746.0,1583.3333333333333,-549.3333333333334,1427.5517241379189,1109.7816091953368
kI0YdycDU0X5hcoEPjEON3Ionyd2,wcst,80,3,3.75,2.3333333333333335,14.5,20,1734.1666666467984,1585.7666666706402,1580.6666666467984,1106.8333333333333,1359.8666666547458,-76.75,1442.6926470609271,291.47401958587125
kR2rCtaPyPaj7YMizKUDn5xL2qx1,wcst,80,3,3.75,2.6666666666666665,10.0,10,1409.7666666666046,1119.233333333318,1201.4666666666355,1333.6666666666667,1447.4333333332713,-104.14999999998452,1182.0985294117606,227.66813725484394
kgSRatooJJfDaMZ2yIURqb8aJuE3,wcst,62,2,3.225806451612903,2.0,19.0,19,1730.9000000059605,1195.1500000059605,938.0,1086.1000000014901,1427.2999999970198,,1197.0103448279972,533.8896551779633
kxerHPSL3bQjD74HhiebYf3blPr1,wcst,114,15,13.157894736842104,4.333333333333333,3.2857142857142856,12,443.8571428571595,382.07142857141196,376.21428571435223,393.61538461540255,519.6923076923077,-33.82142857140363,668.6000000000104,-224.74285714285088
lHDkoPQu5reNCO45npeYSS9eLQl1,wcst,101,11,10.891089108910892,2.4545454545454546,6.4,25,1814.3818181211298,1522.7727273594248,1623.390909238295,1663.8545455065641,1649.8090909177606,-95.49545444141734,1321.6442857197353,492.73753240139445
lpzDdvuMkKWkPxu6xeclmdctEp42,wcst,78,3,3.8461538461538463,2.3333333333333335,26.0,43,1395.3666666348774,1432.5000000794728,1081.699999888738,1301.8666666348774,1093.233333349228,-156.83333337306976,1252.7166666803937,142.64999995448375
m69r9GQTk2b51mvxrFLt4fZeJi52,wcst,77,3,3.896103896103896,2.0,14.5,21,1582.0,2202.0,1077.333333333411,1010.6666666666666,1019.6666666666666,-252.33333333329446,1226.803030303041,355.19696969695906
mUZzgdWKnPb2txOkJg9FHgqX5792,wcst,97,6,6.185567010309279,2.6666666666666665,8.0,16,1929.2999999920528,1769.8166667024295,1458.3666666547458,1532.5999999841054,1665.8333333333333,-235.4666666686535,1564.3559999974568,364.94399999459597
mg2WZiRBn4NQDKiMK43Y8dBqyG53,wcst,123,5,4.0650406504065035,4.0,23.25,48,957.8000000000466,1310.4,1184.9999999999534,921.2000000000465,1014.0000000000931,113.59999999995341,955.4301075268943,2.3698924731522766
mweMgSlGM2VxThhwnupYxYzUbR23,wcst,78,4,5.128205128205128,2.25,7.0,11,1396.5749999999534,1100.774999999965,1277.8250000000116,1093.1749999999884,969.0999999999185,-59.374999999970896,1090.0417910447698,306.5332089551837
mwsliuPsLFhRFjtjQwYkqcCRDvi2,wcst,68,2,2.941176470588235,2.5,10.0,10,1468.2000000476837,1095.7000000476837,1096.8999998569489,1099.8500001430511,1594.2000002861023,,1113.7016949249526,354.49830512273115
ohl9pXqpeSMfepC3w9h0tW5SbJw1,wcst,68,2,2.941176470588235,2.0,24.0,24,1790.8500000000931,1501.4499999999534,1930.850000000093,1715.1000000000931,1501.5999999998603,,1625.8491525423904,165.00084745770278
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,wcst,80,4,5.0,2.75,17.0,29,1689.5,1138.5,1077.2500000000582,1188.25,1226.5,-306.1249999999709,1140.8333333333192,548.6666666666808
pRQimOpZtsekBI2I1kbnD3pycmo1,wcst,68,5,7.352941176470589,2.0,12.0,19,1577.7,1625.4399999856948,1212.4799999952315,1346.7000000238418,1341.0800000190734,-182.61000000238425,1348.7122806958985,228.98771930410157
q0Atnpm0jZS5swcVmq0EMalQUKw1,wcst,68,2,2.941176470588235,2.0,32.0,32,2128.500000000058,1676.0,1528.5000000001164,1436.4999999999418,1267.0,,1405.4666666666724,723.0333333333858
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,wcst,123,14,11.38211382113821,3.2857142857142856,5.769230769230769,22,1424.1499999889306,1577.6928571420056,1350.6076923012733,1443.1692307728988,1239.7230769258279,-36.77115384382864,1383.8476190444023,40.302380944528295
qnR5PLX1v3fPi6SwTJMwGcadwyD3,wcst,81,4,4.938271604938271,2.25,10.333333333333334,20,1236.0500000044703,1081.3500000089407,983.2999999970198,1339.3500000014901,937.7999999970198,-126.37500000372528,1008.0537313436395,227.99626866083088
rNe3cRPepZUXbJhmmfQZiGsVzX22,wcst,104,4,3.8461538461538463,3.75,13.666666666666666,27,2104.200000010431,1119.9250000044703,1524.3750000074506,1820.8499999940395,1913.5000000074506,-289.9125000014901,1353.506250000745,750.6937500096858
ric6cNjG25XmZJCiKZDOxzeezao1,wcst,99,5,5.05050505050505,3.4,15.0,24,1195.7599999998697,1216.9199999999255,1056.5000000000002,1176.9799999999814,1028.6200000000185,-69.62999999993474,1015.2039999999603,180.55599999990943
sqfXvh6GJLaYAqr3RvHrixP8IOx1,wcst,67,2,2.9850746268656714,2.0,1.0,1,1992.2000000476837,1471.0,1774.6999999284747,1138.0,1214.0,,1472.7999999992182,519.4000000484655
ssPK6ISW0HerTGke9hznqJ2LpKu1,wcst,81,3,3.7037037037037033,2.3333333333333335,17.5,25,1576.1000000635784,1549.1999998092651,1601.2999998728435,1124.8333336512248,1539.3666664759319,12.599999904632567,1272.2911765014424,303.808823562136
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,wcst,97,6,6.185567010309279,2.8333333333333335,12.2,20,1667.6666666269302,1720.383333325386,2081.3166667222977,1842.6499999761581,1822.1166666348774,206.82500004768372,1739.443055546946,-71.77638892001573
tv88wS5Nf6SjruozSmXJxQSmx6J3,wcst,72,3,4.166666666666666,2.3333333333333335,21.5,33,1379.5333333412807,2174.366666674614,2385.300000011921,1737.7666666706402,1511.7999999920523,502.88333333532006,1754.803278690479,-375.2699453491982
