model,path,description,indirect_point,indirect_se,ci_lower_95,ci_upper_95,significant_95,n_valid_boots
Model1_CLS,C → L → S,인지기능 → 외로움 → 스트레스,-0.026024082641788182,0.0522670458959994,-0.1313127995769205,0.07742021001079896,False,5000
Model2_CSL,C → S → L,인지기능 → 스트레스 → 외로움,-0.06432697732516077,0.058027178240370784,-0.1777665760904694,0.049242317347252026,False,5000
Model3_LSC,L → S → C,외로움 → 스트레스 → 인지기능,-0.025318816538633045,0.02214187452239189,-0.06839418451386459,0.01787868862909378,False,5000
Model4_LCS,L → C → S,외로움 → 인지기능 → 스트레스,0.004372352527858568,0.007642713487870456,-0.005656551027917189,0.025084880328284258,False,5000
