model,path,description,n,aic,bic,cfi,rmsea,chi2,dof,a_path,b_path,indirect,a_p,b_p,rank_aic,rank_bic,rank_cfi,rank_rmsea,rank_composite
Model1_CLS,C → L → S,인지기능 → 외로움 → 스트레스,196,15.988992934320937,42.21391020816507,1.0807958525255847,0.0,1.0786924365482893,7,-0.05697646498368835,0.5166255841909894,-0.029435499507335445,0.616563653721723,0.0,2.0,2.0,3.0,2.0,2.25
Model2_CSL,C → S → L,인지기능 → 스트레스 → 외로움,196,15.999896849520736,42.22481412336487,1.0953766067372877,0.0,0.010108746967862459,7,-0.13223518358269426,0.5046661868815117,-0.06673462587025498,0.24942671683851003,0.0,3.0,3.0,2.0,2.0,2.5
Model4_LCS,L → C → S,외로움 → 인지기능 → 스트레스,196,15.398342197741295,41.62325947158543,0.2909755091420091,0.19510955806762242,58.96246462135311,7,-0.02238509639821532,-0.13191069981223355,0.0029528337312528913,0.61713491751148,0.2505743768207396,1.0,1.0,4.0,4.0,2.5
Model3_LSC,L → S → C,외로움 → 스트레스 → 인지기능,196,15.999896924406496,42.22481419825063,1.0953767171426534,0.0,0.01010140816340055,7,0.5165388699052864,-0.050839113026106476,-0.026260377989492167,0.0,0.24945381035357594,4.0,4.0,1.0,2.0,2.75
