v,a,t,pc,mrt,vrt,n_trials,n_correct,participant_id
0.3005210194892979,0.15549091515804306,0.4405782727240966,0.9907407407407407,694.4897196265024,25658.822629311395,108,107,06qcrpGKL6Vc3LVplFQC90VAcRm1
0.2254523107584203,0.1761034029855842,0.31387623680484256,0.9814814814814815,689.9669811320778,62902.18013746612,108,106,0ZtXlQtAJkW6jS21vfMOtNL4OnL2
0.19886966745226461,0.1787777948762758,0.49477988857891053,0.9722222222222222,919.2933332988193,85513.26930094458,108,105,0d841i8KPjdjwCYfDuUUXj0SEjH2
0.2728912438580355,0.11939175812165011,0.34774577623944297,0.9629629629629629,550.2951923068612,20372.157743727286,108,104,0oa5NYVnIBS9NmrmRAZrahXDctP2
0.24534652385135183,0.19045832649713962,0.4120210900682298,0.9907407407407407,792.9747663553909,57758.57926254198,108,107,146QT9LupyU2BAiTsB3PMIpVXM22
0.1809456445212224,0.258244891543319,0.47642988504010775,0.9907407407407407,1176.8130841152133,195228.67341253549,108,107,1Vb7DcXYw9R86bw5qj9eBk9fPqA2
0.23261846667308134,0.20087953038694167,0.5192066427601694,0.9907407407407407,942.989719622603,71475.85904367368,108,107,1dpmVw8fpcc2IHs0s9WqdU8Yvi53
0.18289336923573044,0.2170823321885898,0.33927181861364963,0.9814814814814815,910.7584905601898,145242.13349925866,108,106,1tT7dcLvf0bMGBdBWWYd8YkdJwr1
0.278896500177329,0.16754705890862048,0.5052407949102702,0.9907407407407407,800.0532710276475,34591.06081458879,108,107,23AEyocWhqY955WHbxhHRSgQ1ms2
0.21600683657560646,0.21632782131070763,0.2796374983876268,0.9907407407407407,771.1074766338428,96131.59579235494,108,107,2h5FgHUEvBS1twD5DqbTIRrMm1f2
0.21575145714171584,0.16478906370278149,0.35383796649906823,0.9722222222222222,714.5171428558373,61729.49874176906,108,105,3xCaqfcHxRQxuOlEzXz3PNcHODH2
0.2753750276524903,0.16968963650396005,0.5310338184702628,0.9907407407407407,833.4345794392915,36394.681528835084,108,107,5OOi73igsahMZ5IVKQwwyhnj4Cn2
0.28317544761621916,0.1650153243792122,0.3547335272590738,0.9907407407407407,640.7037383106269,32547.20923266727,108,107,5zxa5CMLGQSSonWOXqXf0QNS3PH3
0.20135532073652312,0.23160247651038027,0.4585341892620254,0.9906542056074766,1022.8933962264168,126947.90633692987,107,106,62fAfeQc27bZelkPX7G54T3gvci2
0.2588699114842591,0.15337015765130907,0.383688484082084,0.9814814814814815,668.9471697964757,36187.46498966567,108,106,8bwaafIhKVMNBoHaXFcY8HirS9u2
0.18729404111851422,0.24949159121966255,0.47518318699495843,0.9907407407407407,1128.8915887814815,170074.92870848943,108,107,8cOQBMgQEYSlJ4CK60pFMmBVEBV2
0.1645200775862712,0.2149352681715856,0.5481343382833984,0.9716981132075472,1164.3786407766972,180736.90424519434,106,103,9Xz1RIwnPXgyRqmucudW9VeuDnq1
0.21738908438303925,0.16354768095093938,0.4383192270404397,0.9722222222222222,793.5847619090762,59890.338419768304,108,105,9l7DjYLs0XdgwykPZR5E01KTZfu2
0.2478853639677605,0.14342710697319813,0.5946319641236668,0.9722222222222222,867.8609523046583,35424.535114739854,108,105,ASGvwW80q7VY7xFaLGZhVuErUQu2
0.20811571179162658,0.22453032470419712,0.4245869399031369,0.9907407407407407,954.033644890117,111562.09563865593,108,107,AUKCfn4HzgVB7m6LNnh2gQb7G5s2
0.21461056904715373,0.15181435623077907,0.4358986568968815,0.9629629629629629,763.3961538420273,53258.754931767355,108,104,AsXBOflrszVNKoFqbN61bMJqS0k2
0.16740687438032412,0.19462143057635484,0.4702762650394283,0.9629629629629629,1008.5009615415563,143847.48805601138,108,104,AyAnuCaltBbpEYbudoyNzTvXlcC2
0.2354114838080446,0.1984962143253871,0.41506080117512945,0.9907407407407407,828.8476635514013,68143.67629165023,108,107,BbwUTWswjtPWhb5DvLAmh9Hdpyl2
0.22941857189337758,0.17305887142377122,0.6041913659342781,0.9814814814814815,967.3905660206416,58663.79762073906,108,106,BcCTlXWx6ARh4rBtkdWRgZH3C7H2
0.1815886167854902,0.25733049335255925,0.3613482528273314,0.9907407407407407,1056.7803738406888,192478.2478323269,108,107,CGyTPhevTbSvVnZ8qSP0NtWuhgw1
0.25795297938370054,0.18115041142871047,0.5046240739548624,0.9907407407407407,849.2523364483196,47268.731197222565,108,107,Cbkx2NHyF3NrebzXGqNgSfiWent1
0.2596423435107062,0.1799717554262955,0.30839413506693547,0.9907407407407407,648.5523364454787,46050.4689333126,108,107,Co587hoelyeANqFX7AYvuVQW0lZ2
0.18562301352153773,0.19153595203737434,0.5045591585004082,0.9722222222222222,991.8238095294861,112662.76990877459,108,105,DPvStUYSmohmXwFwaKRqHv89R3k1
0.18726317020510932,0.2495327206809408,0.5901031515467606,0.9907407407407407,1244.027102806858,170187.10595813597,108,107,DaRehVxIOhXtEtUExdgvUl0mKcx2
0.16441395062195102,0.1981642388432755,0.5492055569506717,0.9629629629629629,1107.2038461538414,154611.13707244443,108,104,Df83JuPuJkXqTGbENhM2gw5SJM43
0.19095104404924368,0.14837380744174244,0.37278283793105965,0.9444444444444444,718.1274509803926,63033.577654824534,108,102,EEodWwGh0wWq5f8JmzfKvq0lyeu1
0.21576264835127268,0.21657264916651822,0.6446234972727092,0.9907407407407407,1137.2065420596398,96567.52080793664,108,107,EUhcW9kURScie1DwGPHqmNqotJB2
0.30474197250238,0.1533372248033673,0.48120916296874483,0.9907407407407407,728.135514023148,24266.49439122814,108,107,EoToosG69XMp4LTYdB6sB9WTrv22
0.20572439892357122,0.17282092353130477,0.3692857573362053,0.9722222222222222,765.9809523809525,74673.15347985414,108,105,G9VruXninjUdE9czK2DambZl5li2
0.17465970683124807,0.20301068144463955,0.6489086102843484,0.9719626168224299,1197.4807692316288,143008.03710146874,107,104,GE4hogtdLdTFbNasENgtm6SO3hC3
0.2577254655596561,0.18131032664214067,0.3763863743938545,0.9907407407407407,721.623364487541,47435.863127209144,108,107,GEwkBw3YHaNp3TCh9YS9PKVfavz1
0.2090924539506872,0.1898821233638822,0.29761774824649284,0.9814814814814815,734.863207547732,85021.94253826034,108,106,IaTJhUGICmO9xcL3605RW8QHneN2
0.2208612264145856,0.17976409793629253,0.38883741946741923,0.9814814814814815,780.7264150898411,68297.77320220327,108,106,JntnHLHjYhc0xJJQALM3h9R5Ozv1
0.26158982733868896,0.17863190178308566,0.42272140944608433,0.9907407407407407,757.8336448598104,44694.36112148964,108,107,K26uNuY0VNPjJNF26wEx3bFg0kr2
0.24747507931062085,0.1604319887324401,0.27196743365393644,0.9814814814814815,584.0999999999834,43326.995428571994,108,106,LliUMEIsrCVZ88YFQfevan2Og4z1
0.2888480150291415,0.1617746562665652,0.465461880834622,0.9907407407407407,740.3102804032443,30064.818675177983,108,107,M4Km1Q2P2oPliChDQkwl6k20FUI3
0.20375406471960625,0.2293367173259763,0.5360856125825518,0.9907407407407407,1088.4420560943747,121425.81114434148,108,107,MMSYeiMQi3gMr4PrXQcpXzFiegj2
0.23433488344199366,0.1994081617651516,0.40820136260775985,0.9907407407407407,825.7990654209786,69404.61764064101,108,107,O61Eik2zvrSQLMNpFbTNEgjWwMr2
0.2266101241131099,0.2062056517885102,0.3425148556169249,0.9907407407407407,789.0682243142172,79363.15125294217,108,107,ORuVuFPU5idz3fMoXTGsbwToW2j2
0.17414495609302866,0.18709106546163748,0.4679372172615089,0.9629629629629629,965.3173076946003,122843.40144873389,108,104,ORvIk1xRWIQmKuLVe6GXNouvAXx2
0.1593860735563582,0.20441538368591736,0.35714106704653414,0.9629629629629629,950.8990384603921,175062.83038770154,108,104,P9bS6GGJcIXivbMWo4ibJ5jgUPG2
0.23280421208133928,0.15271837350808815,0.33923892096791824,0.9722222222222222,649.0142857149953,45534.897774558034,108,105,PLreonkqaMeFc0UqxKUelH44UQu1
0.2333197345075557,0.2002757651136698,0.309054005002986,0.9907407407407407,730.2934579439808,70620.41156058939,108,107,QG6VXg7od2fHJ1SF9ZzYBqUa1FY2
0.2191149085402677,0.2132592832496907,0.5964654001856107,0.9907407407407407,1074.091588786829,90792.17643756939,108,107,QbOEVCaZLUMOgltUdXm58oZOALv2
0.18312003971033963,0.1941539586335436,0.5858411166757815,0.9722222222222222,1086.5171428725832,118949.93393450994,108,105,QreA2rLiUhV3YHeMfuHMPdGbpJ53
0.21498799596970813,0.18467505107176027,0.5642877275581255,0.9814814814814815,977.8811320718729,76072.4872559273,108,106,Rc706mP0TSeIoIpMYH1SpRXjOxA2
0.1628547364695606,0.18576623200400422,0.4982322386357735,0.9537037037037037,1015.766019417468,137685.9089320437,108,103,Ru3Qf6pXZua1DfNkQdhbor6iJ403
0.1676994991999993,0.16894584405868207,0.5294593014103708,0.9444444444444444,977.2068627451217,105957.82718019397,108,102,SOhR7IO689NQCPQu56SjATO8FR92
0.22871351856431799,0.15544984327148953,0.36462065232538593,0.9722222222222222,685.5761904787449,48881.0312551979,108,105,SPCT9D90pRa1ihXS5jEw6vCmquI3
0.25356644579151244,0.18428419501151183,0.49397108286998537,0.9907407407407407,850.6261682242936,50625.462704990474,108,107,SpSfX0ZcfcPLdlOENlfdfvEPwru2
0.20504732578583115,0.22789025979995475,0.4880994369336086,0.9907407407407407,1033.5102803729405,118391.27564867964,108,107,Ub7nV8F55kPruh35ZpUcKoBUyn63
0.2841342220702739,0.1644585013524414,0.4696377807193892,0.9907407407407407,753.6813084112008,32110.122288838276,108,107,UbwuSMtBsHdW3Ji41opk3GInMqi2
0.17605939852390373,0.18505666640563503,0.493753927648411,0.9629629629629629,980.375961538691,117586.80184614475,108,104,VwTymW8T68MfpnJvZ2X97ILqDWS2
0.1697851746060286,0.23272018465392744,0.5284697951972366,0.9811320754716981,1187.945192307234,193990.74987934975,106,104,WbOfW9KmUkPQK8o5hlHJnJFdpp92
0.23799903653577054,0.1493849770671259,0.4179057503865694,0.9722222222222222,714.3057142857994,41687.601120838655,108,105,XehZHBpwr5MYzUXkj0FAYCsFG922
0.27530145810991885,0.12914381514353912,0.4015950108375207,0.9722222222222222,623.1142857154211,23284.861235898352,108,105,YEU5ox3jteVINfdSTg5ymqYcS9o2
0.21822829854324102,0.21412570531204506,0.45345972940384177,0.9907407407407407,934.974766353302,92276.66115053768,108,107,Yco8O7tmHlbsUBfKW2ywcZByGO32
0.25358622781982726,0.15656575468179654,0.4950330921610914,0.9814814814814815,792.3028301967765,39299.027906016716,108,106,Z3GikGkUkjMOa6UK1xdIDvuGRHp2
0.18156906033467252,0.2552598432622163,0.3411425694090555,0.9903846153846154,1030.5524271819195,190297.74938360509,104,103,aM2995jJmJWvr6cneaGH58HauIg2
0.1704594937705022,0.19113611485952273,0.441451097185948,0.9629629629629629,960.5711538472141,133816.80498488186,108,104,afdTz6deeYWf1qKNdUpKAYKN3hz1
0.25698294732098853,0.15449631794412294,0.45314808273584606,0.9814814814814815,742.6113207547327,37262.092442057554,108,106,azdL1gX79EVd9iepyCAVQrqIaQF3
0.19527097962775586,0.16685001244078226,0.29059458002544114,0.9629629629629629,686.175000000003,77704.22150485884,108,104,bXpFswkI7TfIfL6G4FqWrbaxTGx2
0.2163913730930781,0.21594339772741042,0.4620359428074218,0.9907407407407407,951.7607476555296,95450.09560612288,108,107,c0hRe9PCPPZs3HWFqhIQargNlp52
0.2031314418109854,0.16039351215028308,0.32942118081584437,0.9629629629629629,694.9788461536741,66357.01314065345,108,104,cUugYJoOmOSFc0Mh5JD0ZXJrYN52
0.20842736932072325,0.22419458872848222,0.3673765761547976,0.9907407407407407,895.2411214937672,110896.32395296122,108,107,e7NIVznoeNMC7bBejXnMVvFNPfx1
0.19827418738490457,0.15258118647197463,0.31238987195036055,0.9537037037037037,661.5359223308492,62665.189579466525,108,103,fEq0OghbLpfD1jigl1Mbz96aMbg2
0.1489322935724579,0.2367760839525735,0.37634895839375504,0.9714285714285714,1125.8372549122455,267747.0403670557,105,102,g2G9l3no7RbeRA9a1W3JnfegTnh2
0.20400700107251382,0.1597051336911422,0.5271503322965108,0.9629629629629629,889.576923076924,65225.159073935254,108,104,h12a1QYNpYbl3T0Gj1PxUz3EnEx2
0.20969034919237373,0.22284424879158193,0.5014993355050481,0.9907407407407407,1023.0242990667575,108248.61959336935,108,107,h5RYP03wJuVN0xo7qAR8CKFxLaj1
0.20788606592747383,0.22432667977559512,0.65788876435717,0.9906542056074766,1187.3462264087966,111731.71393112757,107,106,i1tBstVkNiVP0qro7TgGD08IGGa2
0.173262945606737,0.22804897520037268,0.6010985521537678,0.9811320754716981,1234.3653846153925,178878.15646004843,106,104,iKVZi0Oo96UrMBhPQMHWFcf55uA3
0.2470167148746771,0.1607296864735018,0.32988627384946995,0.9814814814814815,643.1783018831937,43649.48209677498,108,106,iWsc4pghIEWOQUZKuQJMfe516UI3
0.17930739169081752,0.2600806943950926,0.6785537791949213,0.9906542056074766,1390.234905661277,201876.24172198068,107,106,iZScIvzhvAdvlsBXU5D8IHwvG6Q2
0.215333400870949,0.18437882360533336,0.5303257740917533,0.9814814814814815,942.5933962267524,75585.56500477195,108,106,idP8RVfm74N86O0dszLXANIpjXv2
0.1807311018028906,0.25803190749083793,0.32394008319409595,0.9906542056074766,1024.4528301886703,195589.8882299992,107,106,iv9ew8Ci8lOzvXFiJw1acJfuRAl2
0.21519503626766723,0.21670755864050306,0.6223009500362744,0.9906542056074766,1116.403773586705,97308.09826867469,107,106,jpklrtZKDdb3UbsoQ7Ho5KuR5yb2
0.20134463778894118,0.1765802208855592,0.4643664468626352,0.9722222222222222,878.5076190476018,81385.57359524736,108,105,kR2rCtaPyPaj7YMizKUDn5xL2qx1
0.17970406671694938,0.26002910895845455,0.2556690060992889,0.9907407407407407,965.7635514020362,200680.19630010476,108,107,kgSRatooJJfDaMZ2yIURqb8aJuE3
0.2721459794913483,0.1717030265593343,0.43897874716092233,0.9907407407407407,748.5981308411193,38152.97848703357,108,107,kxerHPSL3bQjD74HhiebYf3blPr1
0.243496602628043,0.16305327756942076,0.4537474826366282,0.9814814814814815,776.1632075264769,46228.823099684996,108,106,lHDkoPQu5reNCO45npeYSS9eLQl1
0.2352868162318026,0.1687426425814112,0.41386165151653004,0.9814814814814815,759.1698113207524,53026.637556152506,108,106,m69r9GQTk2b51mvxrFLt4fZeJi52
0.24903670762902827,0.18763614725515376,0.420953427192302,0.9907407407407407,790.7009345794407,54410.49462175811,108,107,mg2WZiRBn4NQDKiMK43Y8dBqyG53
