Gender,N,a_path,a_se,a_p,b_path,b_se,c_path,c_p,c_prime,indirect,indirect_ci_lower,indirect_ci_upper,indirect_sig,prop_mediated
Male,56,-1.491153887758657,1.5720459040762322,0.34707868844537615,-0.003662065214463243,0.0039615327089934085,0.011615017148213124,0.8003493846718609,0.006154314366440407,0.0054607027817726046,-0.007554011588643115,0.02999921615556119,No,0.4701416030722511
Female,93,-3.734709866697323,1.6425729788128423,0.025336261144566486,0.0027633520121667253,0.003403515932149202,-0.07894121351048802,0.14152568795849046,-0.0686208954854909,-0.01032031802499697,-0.033221377765094116,0.007658054572136428,No,0.1307342206441484
