,PC1,PC2,PC3
wcst_pe_rate,-0.543490587951469,0.6428379756341157,0.5397937734827983
prp_bottleneck_effect,-0.7011638468081337,0.005886384023375848,-0.7129758834717689
stroop_interference_effect,-0.461505407051084,-0.765979560801567,0.4475355535561973
