participant_id,wcst_n_shifts,wcst_shift_rt_km2,wcst_shift_rt_km1,wcst_shift_rt_k0,wcst_shift_rt_k1,wcst_shift_rt_k2,wcst_shift_rt_k3,wcst_shift_rt_k4,wcst_shift_rt_k5,wcst_shift_acc_km2,wcst_shift_acc_km1,wcst_shift_acc_k0,wcst_shift_acc_k1,wcst_shift_acc_k2,wcst_shift_acc_k3,wcst_shift_acc_k4,wcst_shift_acc_k5,wcst_shift_rt_pre_mean,wcst_shift_rt_post_mean,wcst_shift_rt_delta,wcst_shift_acc_pre_mean,wcst_shift_acc_post_mean,wcst_shift_acc_delta
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,5,1728.2,1846.2399999976158,4175.960000002384,2046.2799999952317,2771.839999997616,2482.199999988079,2026.3800000190736,2115.599999988079,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1787.219999998808,2998.026666665077,1210.806666666269,1.0,0.7999999999999999,-0.20000000000000007
jzdk8E3tVXTXIozlfK5oeEb7wWp2,5,1244.1400000333786,1043.7400000095367,993.6399999856949,1307.5599999904632,1175.160000014305,1225.699999976158,1313.1200000047684,1253.9799999713898,1.0,1.0,0.2,0.6,0.8,1.0,1.0,1.0,1143.9400000214578,1158.786666663488,14.846666642030186,1.0,0.5333333333333333,-0.4666666666666667
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,5,1711.639999961853,1265.860000038147,3208.9200002670286,2279.479999923706,1531.260000038147,2105.560000038147,1673.360000038147,1793.920000076294,1.0,1.0,0.6,0.8,0.6,1.0,1.0,0.8,1488.75,2339.8866667429606,851.1366667429606,1.0,0.6666666666666666,-0.33333333333333337
kI0YdycDU0X5hcoEPjEON3Ionyd2,5,1268.3600000023841,1660.1200000166893,1421.9800000071525,2044.7199999928475,1540.6000000119209,2003.8800000071526,1321.4199999809266,1233.9199999928474,1.0,1.0,0.2,0.8,0.8,0.6,0.8,0.8,1464.2400000095367,1669.1000000039737,204.85999999443698,1.0,0.6,-0.4
kR2rCtaPyPaj7YMizKUDn5xL2qx1,5,1229.1399999999908,962.7600000000093,1310.9,1059.5599999999627,2285.4400000000373,2122.839999999944,1503.4399999999907,1215.0800000000745,1.0,1.0,0.2,0.4,0.4,0.8,1.0,1.0,1095.95,1551.9666666666665,456.0166666666664,1.0,0.3333333333333333,-0.6666666666666667
kgSRatooJJfDaMZ2yIURqb8aJuE3,5,1144.3600000023841,1188.8,2087.9999999970196,1754.440000000596,1304.5999999970197,1303.8200000017882,1600.4400000035762,1031.0400000005961,1.0,1.0,0.8,0.6,0.8,1.0,1.0,1.0,1166.580000001192,1715.679999998212,549.09999999702,1.0,0.7333333333333334,-0.2666666666666666
lHDkoPQu5reNCO45npeYSS9eLQl1,5,1086.4599999427796,1220.1800000190735,1074.2000000953674,1482.5200000762939,1557.5600000381469,1039.200000190735,1801.6,1365.660000038147,1.0,1.0,0.2,0.2,0.6,0.6,0.6,0.6,1153.3199999809267,1371.4266667366028,218.1066667556761,1.0,0.3333333333333333,-0.6666666666666667
lpzDdvuMkKWkPxu6xeclmdctEp42,5,1655.4599999427796,1210.6800000667572,1411.5199999809265,1855.239999961853,1591.4399999618531,2135.32000002861,1364.9400000572205,1222.5999999523162,1.0,1.0,0.0,0.4,0.6,1.0,1.0,1.0,1433.0700000047684,1619.399999968211,186.32999996344256,1.0,0.3333333333333333,-0.6666666666666667
m69r9GQTk2b51mvxrFLt4fZeJi52,5,1170.3999999999535,1110.6,942.6,1892.5999999999535,1332.4,2087.6,1387.8,1398.6000000000465,1.0,1.0,0.2,0.8,0.6,1.0,0.8,1.0,1140.4999999999768,1389.1999999999844,248.70000000000755,1.0,0.5333333333333333,-0.4666666666666667
mUZzgdWKnPb2txOkJg9FHgqX5792,5,2432.7800000190737,1537.6200000047684,1742.3999999761581,3261.660000038147,2017.6799999952316,1929.5199999809265,1612.8799999952316,1770.5200000047685,1.0,1.0,0.2,0.2,0.6,0.8,0.6,0.6,1985.200000011921,2340.580000003179,355.37999999125805,1.0,0.3333333333333333,-0.6666666666666667
mYRMPGfR5gRSjnp7ojjD5sXo7Jr2,5,1517.5400000095367,1391.3199999809265,3491.9400000095366,4219.0399999856945,1981.5799999952317,1805.7200000286102,1455.6,2093.4400000333785,1.0,1.0,0.2,1.0,0.8,0.8,0.8,0.8,1454.4299999952316,3230.8533333301543,1776.4233333349227,1.0,0.6666666666666666,-0.33333333333333337
mg2WZiRBn4NQDKiMK43Y8dBqyG53,5,1027.0,973.4,826.8,843.7999999999535,1041.3999999999535,1119.6,944.2000000000465,768.9999999999534,1.0,1.0,0.4,0.6,0.6,0.6,0.8,0.8,1000.2,903.9999999999691,-96.20000000003097,1.0,0.5333333333333333,-0.4666666666666667
mweMgSlGM2VxThhwnupYxYzUbR23,5,921.4799999999814,957.7199999999721,1530.1999999999534,1184.8600000000092,1338.4599999999627,1201.9600000000094,1118.1199999999722,1235.6400000000838,1.0,1.0,0.8,0.6,0.6,1.0,0.8,1.0,939.5999999999767,1351.1733333333084,411.5733333333317,1.0,0.6666666666666666,-0.33333333333333337
mwsliuPsLFhRFjtjQwYkqcCRDvi2,5,978.2800000190734,1011.5,1019.1599999427796,2405.5599999427795,1500.6800001144409,1950.3199998855591,1043.0599999427795,1072.4600001335143,1.0,1.0,0.0,0.6,0.8,1.0,1.0,1.0,994.8900000095367,1641.8,646.9099999904632,1.0,0.4666666666666666,-0.5333333333333334
nHy6rdfyacWW9BnyDb1dNvNYWfh1,5,1283.579999998957,1690.6199999995529,1226.7000000007451,1627.059999999404,1972.439999999106,2177.440000001341,1300.240000000596,1658.5200000010432,1.0,1.0,0.4,0.0,0.2,0.6,0.8,0.6,1487.099999999255,1608.733333333085,121.63333333383002,1.0,0.20000000000000004,-0.7999999999999999
nT1qJOiMyDdJ9ui4el195A8Hsgs1,5,1517.9399999618531,1281.2199999809266,1347.6200000047684,4773.559999990463,2331.060000014305,2015.2599999904633,1516.9200000286103,2109.3800000190736,1.0,1.0,0.2,0.8,1.0,1.0,1.0,1.0,1399.57999997139,2817.413333336512,1417.8333333651221,1.0,0.6666666666666666,-0.33333333333333337
o4jXmZcjtMVF2ZInToRpVHUhpdV2,5,1646.4799999713898,1758.2400000095367,2001.160000038147,2256.8,1923.1000000476838,1980.0999999523162,2608.140000009537,1355.0400000095367,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,1702.3599999904632,2060.3533333619434,357.9933333714803,1.0,0.9333333333333332,-0.06666666666666676
ohl9pXqpeSMfepC3w9h0tW5SbJw1,5,1781.8599999999628,1453.7400000000373,1668.2200000001117,2230.240000000037,1822.6799999999814,1550.3599999999628,2045.2200000000187,1578.8400000000372,1.0,1.0,0.0,0.6,1.0,1.0,0.8,1.0,1617.8000000000002,1907.04666666671,289.24666666670987,1.0,0.5333333333333333,-0.4666666666666667
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,5,1163.2,996.4,997.9999999999069,3596.9999999999536,1443.6,1646.9999999999068,1038.1999999999068,1151.1999999999534,1.0,1.0,0.0,0.6,0.4,0.8,1.0,0.8,1079.8,2012.8666666666202,933.0666666666202,1.0,0.3333333333333333,-0.6666666666666667
pRQimOpZtsekBI2I1kbnD3pycmo1,5,1272.9199999570849,1112.699999976158,1281.8199999809265,2487.6999999523164,1657.039999961853,1824.5400000095367,1300.539999985695,1811.0400000572204,1.0,1.0,0.2,0.4,0.8,0.8,0.8,1.0,1192.8099999666215,1808.8533332983652,616.0433333317437,1.0,0.46666666666666673,-0.5333333333333332
pYrcE6tMnVQP1kHAjYwvIz5NOvn1,5,813.0000000000466,864.4400000000372,744.4000000000466,873.6,788.4799999998883,790.5399999999906,959.2799999999813,1284.5600000000559,1.0,1.0,0.2,0.4,0.6,0.4,0.8,0.8,838.7200000000419,802.1599999999784,-36.560000000063496,1.0,0.4000000000000001,-0.5999999999999999
pcbRW89vVJcviD87V3uxyG4I9st2,5,932.2400000000373,1176.540000000037,2880.9800000000746,2027.3599999999628,1564.6199999999255,1494.1000000000931,1290.9199999998323,1034.0000000000932,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1054.3900000000372,2157.653333333321,1103.2633333332838,1.0,0.7999999999999999,-0.20000000000000007
q0Atnpm0jZS5swcVmq0EMalQUKw1,5,1125.59999999993,1144.4,1185.6000000000233,1840.6,1940.0000000000466,1377.6,1335.40000000007,1460.6,1.0,1.0,0.2,0.4,1.0,1.0,1.0,1.0,1134.999999999965,1655.4000000000233,520.4000000000583,1.0,0.5333333333333333,-0.4666666666666667
qnR5PLX1v3fPi6SwTJMwGcadwyD3,5,767.419999998808,942.0399999916553,787.4400000035763,1697.3200000047684,894.5600000023842,966.5600000023842,888.8999999940395,1188.2599999964236,1.0,1.0,0.2,0.4,1.0,0.8,0.8,0.6,854.7299999952317,1126.4400000035764,271.71000000834476,1.0,0.5333333333333333,-0.4666666666666667
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,5,1124.4600000000094,1883.4400000000373,1576.7799999999347,4365.940000000037,3430.0199999999722,1900.519999999972,925.1600000000093,1006.2199999999721,1.0,1.0,0.4,0.8,0.6,1.0,1.0,1.0,1503.9500000000235,3124.246666666648,1620.2966666666243,1.0,0.6000000000000001,-0.3999999999999999
rFV2EUbp64f5ORSh7DqwmCQmeqT2,5,1324.4800000011921,1307.480000013113,1327.7000000059604,2537.239999997616,1422.1599999964237,1540.5599999964238,1919.6799999892712,1835.5,1.0,1.0,0.4,0.8,0.8,1.0,0.8,0.8,1315.9800000071527,1762.3666666666668,446.38666665951405,1.0,0.6666666666666666,-0.33333333333333337
rNe3cRPepZUXbJhmmfQZiGsVzX22,5,1498.0600000023842,1187.6199999928474,989.5600000023842,1074.3600000023841,1403.5599999964238,1579.5800000011918,1441.0199999988079,1041.7600000083446,1.0,1.0,0.6,0.4,0.4,1.0,0.8,0.8,1342.839999997616,1155.826666667064,-187.01333333055186,1.0,0.4666666666666666,-0.5333333333333334
rUuJv5gl7dWVo7UPQWMx4bohxhK2,5,1826.4399999999907,1313.4400000000373,1660.3600000000558,3148.4800000000746,3229.539999999991,1761.6599999999628,1966.6400000000372,2519.0999999999535,1.0,1.0,0.0,0.6,0.8,0.8,1.0,1.0,1569.9400000000142,2679.4600000000405,1109.5200000000264,1.0,0.4666666666666666,-0.5333333333333334
roaf78tUWxWSEjAUcUu8O7mrQbl1,5,1267.0,1134.0,1902.500000023842,2742.0199999809265,2488.5200000047685,1980.0000000476837,1287.3199999809265,1923.4199999809266,1.0,1.0,0.2,0.4,0.6,1.0,1.0,1.0,1200.5,2377.6800000031785,1177.1800000031785,1.0,0.4000000000000001,-0.5999999999999999
s5gTyWKzfkdHXNT3qicwPmdONYv1,5,1318.960000000149,1166.5400000002237,1364.3800000000745,1642.0399999996648,1416.2,1431.6199999997393,1751.1799999998882,1408.8,1.0,1.0,0.6,0.8,1.0,1.0,1.0,0.8,1242.7500000001864,1474.2066666665796,231.45666666639318,1.0,0.7999999999999999,-0.20000000000000007
sqfXvh6GJLaYAqr3RvHrixP8IOx1,5,1441.5799999713897,1559.7400000095367,2247.0200000286104,2375.6200000286103,1908.2,1866.4599999904633,2051.92000002861,1580.6400000572205,1.0,1.0,0.6,0.8,0.8,0.8,1.0,0.8,1500.6599999904633,2176.94666668574,676.2866666952768,1.0,0.7333333333333334,-0.2666666666666666
ssPK6ISW0HerTGke9hznqJ2LpKu1,5,1291.660000038147,1025.160000038147,1180.760000038147,1442.500000190735,1554.0199998855592,1728.679999923706,1452.1,1356.960000038147,1.0,1.0,0.0,0.4,0.6,0.8,1.0,1.0,1158.410000038147,1392.4266667048134,234.01666666666642,1.0,0.3333333333333333,-0.6666666666666667
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,5,1531.6199999809264,1483.8199999809265,1402.2800000190734,1612.2599999427796,2947.6,1543.339999961853,2387.7400000095367,2276.4800000667574,1.0,1.0,0.0,0.0,0.4,0.4,0.2,0.8,1507.7199999809263,1987.3799999872845,479.66000000635813,1.0,0.13333333333333333,-0.8666666666666667
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,5,1299.0199998855592,1237.9799997329712,1794.9800001144408,1704.780000114441,1604.239999961853,1956.500000190735,2590.179999923706,1869.580000114441,1.0,1.0,0.4,0.8,0.6,1.0,1.0,1.0,1268.4999998092653,1701.3333333969115,432.83333358764617,1.0,0.6000000000000001,-0.3999999999999999
tv88wS5Nf6SjruozSmXJxQSmx6J3,5,1467.2600000023842,1635.0600000143052,1622.3600000023841,1634.4199999928474,1662.539999985695,1697.5199999928475,4336.840000009537,2495.1599999904633,1.0,1.0,0.6,0.4,0.6,0.2,0.6,1.0,1551.1600000083447,1639.7733333269753,88.61333331863057,1.0,0.5333333333333333,-0.4666666666666667
u64Uf920g5VD9Byq26LT2rs5o4t1,5,1257.500000011921,1208.5599999904632,1093.200000011921,1949.8200000047684,1485.4600000023843,2195.800000011921,2250.8000000238417,1167.8799999952316,1.0,1.0,0.6,0.6,0.2,0.6,1.0,1.0,1233.030000001192,1509.4933333396912,276.46333333849907,1.0,0.4666666666666666,-0.5333333333333334
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,5,1345.880000001192,1304.2200000047683,1337.1800000011922,3136.1999999940394,1446.3399999916553,1785.4000000119208,1603.6400000035762,1766.880000001192,1.0,1.0,0.2,1.0,0.6,0.6,0.8,1.0,1325.0500000029801,1973.239999995629,648.1899999926488,1.0,0.6,-0.4
v8nNKiWvPdcjiHXZci39OuFTY6M2,5,1587.0600000023842,1500.9200000047683,1572.2599999904633,4663.4000000059605,4396.519999998808,3042.660000002384,2369.7,2008.8999999940395,1.0,1.0,0.2,0.4,0.6,0.8,1.0,0.8,1543.9900000035764,3544.05999999841,2000.0699999948338,1.0,0.4000000000000001,-0.5999999999999999
wkhxvE50megJGMA1EiROSZIJWNq1,5,1586.6800000011922,1576.6,1520.880000001192,1661.759999999404,1831.8200000017882,2292.6399999976156,1507.6199999958276,1465.3,1.0,1.0,0.2,0.6,0.6,0.8,1.0,0.8,1581.640000000596,1671.4866666674613,89.8466666668653,1.0,0.4666666666666666,-0.5333333333333334
xBGZhFOeypWnqzSQClkrwV9z2vF3,5,1023.8399999999441,890.5600000000093,996.7000000000465,1622.0600000000093,1467.1400000000372,2216.1800000000744,1596.0800000000745,1111.5200000000652,1.0,1.0,0.0,0.6,0.6,0.4,0.8,1.0,957.1999999999766,1361.9666666666976,404.766666666721,1.0,0.39999999999999997,-0.6000000000000001
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,5,777.2200000000187,869.7600000000093,908.0,1483.920000000065,1730.419999999972,1116.1799999999346,1052.4599999999161,928.5,1.0,1.0,0.0,0.6,0.6,1.0,0.6,1.0,823.490000000014,1374.1133333333457,550.6233333333317,1.0,0.39999999999999997,-0.6000000000000001
xHctBv4C2EU8rHYRouw0btT3GT02,5,1326.939999999851,1297.760000000056,1356.6999999999068,2840.399999999907,1432.6199999999255,1519.560000000149,1425.200000000093,1369.6800000000744,1.0,1.0,0.4,0.6,0.8,0.8,0.8,0.8,1312.3499999999535,1876.5733333332464,564.2233333332929,1.0,0.6,-0.4
xyAILKfYP2M8GqAai11x6NT7IcP2,5,963.8799999998882,1393.2599999997765,1082.2199999999254,1554.6999999998138,1560.1599999997766,1963.960000000149,1518.0199999999254,1285.7799999997019,1.0,1.0,0.4,0.6,0.6,0.8,0.8,0.8,1178.5699999998324,1399.0266666665054,220.45666666667307,1.0,0.5333333333333333,-0.4666666666666667
y1EHXv8tUTa4BRS4fRio7bULYfA2,5,1101.639999961853,1072.0600000381469,1332.0600001335144,1763.3,1576.5999999046326,1753.9,1804.6400000572205,1797.4400000572205,1.0,1.0,0.2,0.8,0.8,0.4,0.6,0.6,1086.85,1557.3200000127156,470.4700000127157,1.0,0.6,-0.4
yGTid3RXTdQe5JNosdSxvgktWIW2,5,2679.4800000190735,2102.079999947548,2013.9399999618531,2061.1200000047684,2722.6199999809264,2522.500000047684,2619.460000014305,2073.139999985695,1.0,1.0,0.2,0.4,0.8,1.0,1.0,1.0,2390.7799999833105,2265.8933333158493,-124.88666666746121,1.0,0.46666666666666673,-0.5333333333333332
yatBVTBMCSMp0wJluOCLzTFKMyP2,5,1483.400000000745,1080.000000000745,1014.799999999255,2128.6000000007452,1411.600000000745,2429.8,2065.8,1699.7999999992549,1.0,1.0,0.0,0.4,0.4,0.6,0.6,0.6,1281.7000000007451,1518.3333333335815,236.6333333328364,1.0,0.26666666666666666,-0.7333333333333334
yfjd8LbAMrYeG54927d3GiKAyXI2,5,1295.9800000000046,1048.0,1479.6000000000233,1761.2600000000093,2029.9399999999441,2525.819999999995,1243.5399999999906,1239.5,1.0,1.0,0.2,0.6,0.6,0.8,0.8,1.0,1171.9900000000023,1756.9333333333254,584.9433333333232,1.0,0.4666666666666666,-0.5333333333333334
zw1w9FipI9RjJsuhHse6UZavBxs2,5,905.6000000000465,925.2000000000465,769.3999999999535,1752.4,1482.6,1241.8,1159.2000000000467,1204.8,1.0,1.0,0.0,0.8,0.6,0.8,0.8,1.0,915.4000000000465,1334.7999999999845,419.399999999938,1.0,0.4666666666666666,-0.5333333333333334
zxG9mUnF7uRkaOKSoCPsiRZzr372,5,1514.460000014305,1431.1000000238416,1603.5600000143052,4035.459999990463,2973.7400000333787,2169.6400000095373,1207.6199999809264,2148.040000009537,1.0,1.0,0.4,0.4,0.8,0.8,0.8,0.8,1472.7800000190732,2870.9200000127153,1398.139999993642,1.0,0.5333333333333333,-0.4666666666666667
