outcome,n,model0_r2,model1_r2,model2_r2,model3_r2,delta_r2_dass,p_dass,delta_r2_ucla,p_ucla_wald,delta_r2_interaction,p_interaction_wald
WCST Error Cascade Mean Length,212,0.018172903382804972,0.026194476067388894,0.02998514754539383,0.03142568743888707,0.008021572684583922,0.6382611836646109,0.0037906714780049366,0.37181169444473083,0.0014405398934932423,0.5823584332846923
WCST Error Cascade Max Length,212,0.019915642132020128,0.026964697118936454,0.026975750769936635,0.0366615190560321,0.0070490549869163255,0.6844493831572899,1.1053651000181297e-05,0.9615577279208412,0.009685768286095464,0.15362742033963991
WCST Error Cascade Trials,212,0.0075820705520111,0.013178139890399065,0.013671154879259961,0.024429668115639736,0.005596069338387966,0.7607598630812685,0.0004930149888608959,0.7492127104374655,0.010758513236379774,0.13518666662637802
WCST Error Cascade Proportion,212,0.013204518270256815,0.016792127736440343,0.017505421509653285,0.030187352212395435,0.003587609466183528,0.8608819384367411,0.0007132937732129419,0.7000554719974287,0.01268193070274215,0.10395000761562832
WCST Recovery RT Slope,209,0.0028327733297278668,0.006184225762878026,0.03897854977261139,0.0392097360566499,0.0033514524331501594,0.8767014243234584,0.03279432400973337,0.009314935318076138,0.00023118628403850927,0.8261566365364335
WCST Recovery Accuracy Slope,209,0.03916211401059855,0.04622929646809115,0.04980184992698011,0.04988337941950416,0.0070671824574926045,0.6817370602336068,0.0035725534588889607,0.3845261176992343,8.152949252404618e-05,0.8956449022478893
WCST Momentum Slope,196,0.0030098214751415053,0.007182003148658911,0.023993352276689084,0.026182848873153475,0.0041721816735174055,0.8497379075494544,0.016811349128030173,0.07277831941727843,0.002189496596464391,0.5163901834659499
WCST Momentum Mean Streak,212,0.0008192748279338691,0.006303079093320285,0.013640571298978332,0.013652473005467791,0.005483804265386416,0.7682832870980482,0.007337492205658047,0.21827979927635935,1.1901706489458874e-05,0.9604784885649158
WCST Momentum Max Streak,212,0.004381280675530008,0.011235736479806802,0.018999074800404636,0.01900651305143719,0.006854455804276793,0.6993159175752379,0.007763338320597835,0.20421267840921625,7.438251032554355e-06,0.9686662207759584
WCST Volatility RMSSD,212,0.0013380084839520467,0.004265376214447114,0.01980211828271783,0.0238058754086774,0.0029273677304950674,0.8950122725582716,0.015536742068270715,0.07291939090441403,0.004003757125959573,0.36142663799551467
WCST Volatility (Detrended SD),212,0.0014720454679800765,0.006488724445783078,0.02804028271146386,0.03068794021371357,0.005016678977803002,0.7915549935009218,0.02155155826568078,0.034194880206017575,0.0026476575022497117,0.4562410491630823
WCST IIV Intercept,212,0.021873942447938388,0.029600527016771294,0.048630228670569764,0.05005550458613184,0.007726584568832906,0.6508749933327018,0.01902970165379847,0.04416737465720578,0.0014252759155620742,0.5807032407017345
WCST IIV Slope,212,0.0002191153345287855,0.004341896875018181,0.012152079877528865,0.012278334101518573,0.004122781540489395,0.8366811967999923,0.007810183002510684,0.20442439514918015,0.00012625422398970798,0.8718745874716498
WCST IIV Residual SD,212,0.0014626409027984622,0.0064738136762159115,0.02813196249670169,0.030775093195717695,0.005011172773417449,0.79183418347349,0.02165814882048578,0.03375061450060422,0.0026431306990160053,0.45660559089836816
WCST IIV Raw CV,212,0.036771162962475956,0.04236667899690982,0.04640752547637883,0.0477973793456008,0.005595516034433867,0.7522669680048254,0.004040846479469007,0.3524153877203089,0.0013898538692219686,0.5858847519096229
WCST IIV R-squared,212,0.0028432043988353417,0.007049765865660196,0.010984492583235306,0.011314665251081046,0.004206561466824854,0.8319455275644437,0.00393472671757511,0.3675362673425203,0.0003301726678457406,0.7943483522105336
WCST Post-Error CV Reduction,209,0.0014325089415674341,0.00752458247448673,0.009040064186024876,0.009123178128951803,0.006092073532919295,0.7421588028597041,0.001515481711538147,0.5789587770921618,8.311394292692675e-05,0.8968189293115403
WCST Post-Error Accuracy,209,0.028950994471757086,0.037395337329254597,0.03768571143294541,0.04173125280507095,0.008444342857497511,0.6198686559474558,0.00029037410369081584,0.8052473131348367,0.0040455413721255384,0.3580627652210505
WCST Post-Error Accuracy Diff,209,0.02538299069266503,0.045901290308880016,0.046015193722209635,0.046729820525585164,0.020518299616214986,0.22797206866330222,0.00011390341332961906,0.8767393629616151,0.0007146268033755288,0.6982959452521448
WCST Post-Error Recovery Rate,209,0.028990125192982386,0.03731271382806978,0.037648138092396755,0.04181567030420985,0.008322588635087391,0.6254976373572736,0.0003354242643269778,0.7910166110510298,0.004167532211813096,0.3509087158809696
WCST Adaptive PES Flag,209,0.004615222234216287,0.010155231193510916,0.010867153853337252,0.01424238969389835,0.005540008959294629,0.7684454410241178,0.0007119226598263362,0.7033827205077678,0.003375235840561097,0.407753154001641
WCST Maladaptive PES Flag,209,0.0004014469982810409,0.020784402696851112,0.02098175930976731,0.025990139619257335,0.02038295569857007,0.24141885716347777,0.00019735661291619966,0.8402816116244789,0.005008380309490024,0.31054930975396977
WCST Error Awareness Index,209,0.024104924689583362,0.030797663120587737,0.031754400003510486,0.035021783491069436,0.006692738431004375,0.7054381598332802,0.0009567368829227485,0.6555233299352653,0.0032673834875589503,0.410365336330613
WCST Recovery RT Lag1,209,0.01238610588820288,0.012827211995253718,0.05021223359593485,0.050398877483068705,0.0004411061070508371,0.9929054048732692,0.037385021600681134,0.005284820478465737,0.00018664388713385272,0.8426494870329236
WCST Recovery RT Lag2,209,0.024076018009813183,0.03741503590087103,0.07148457828222698,0.07335754789073834,0.013339017891057847,0.42339816684020104,0.034069542381355955,0.007046024111772407,0.0018729696085113545,0.5245942416632876
WCST Recovery RT Lag3,209,0.041185671314815875,0.04815126884108656,0.06879118268178397,0.06989926259596091,0.006965597526270684,0.6860203037304692,0.02063991384069741,0.035573501543484334,0.0011080799141769404,0.6251283257232655
WCST Recovery RT Lag4,209,0.024978006924482155,0.04727535196433563,0.058175284332980914,0.06596479239119613,0.022297345039853478,0.19449188519298513,0.010899932368645282,0.12783316780981735,0.007789508058215211,0.19690671546294258
WCST Recovery RT Lag5,209,0.05155960727806763,0.057556432881777586,0.06308660156109347,0.06375119117160055,0.005996825603709954,0.7313254281605239,0.005530168679315883,0.27616411079087994,0.0006645896105070825,0.7060312413235299
WCST Recovery Accuracy Lag1,209,0.028950994471757086,0.037395337329254597,0.03768571143294541,0.04173125280507095,0.008444342857497511,0.6198686559474558,0.00029037410369081584,0.8052473131348367,0.0040455413721255384,0.3580627652210505
WCST Recovery Accuracy Lag2,209,0.040732760733438456,0.0424035839239727,0.04501988254823441,0.04893684792913355,0.001670823190534243,0.9494214818682057,0.0026162986242617148,0.4577935257176101,0.00391696538089914,0.3639931070863176
WCST Recovery Accuracy Lag3,209,0.011457517421328056,0.02423405876649065,0.034016788601826886,0.04158451280952524,0.012776541345162595,0.4492599870840933,0.009782729835336235,0.15418178179588174,0.007567724207698356,0.20920004974597295
WCST Recovery Accuracy Lag4,209,0.011068144409944414,0.014656447022240005,0.02388160779952775,0.029459596145283373,0.0035883026122955908,0.8638214223115165,0.009225160777287744,0.1685923402125477,0.0055779883457556245,0.2837501751210428
WCST Recovery Accuracy Lag5,209,0.006286869961964259,0.009378481058618049,0.012391396061656734,0.014472194532266003,0.00309161109665379,0.8885819663365602,0.0030129150030386853,0.43336582070395735,0.0020807984706092686,0.5155025786483951
WCST Trials per Category 1,212,0.0021839049979800462,0.02999771828539277,0.033975848559187005,0.03688333721778969,0.027813813287412725,0.11977338770335554,0.003978130273794234,0.3592783818541796,0.002907488658602686,0.43350699639537227
WCST Trials per Category 2,210,0.0032516865142595552,0.01569006553436314,0.020384436532786543,0.020460573079718714,0.012438379020103585,0.4631300637879575,0.004694370998423403,0.32516018266251967,7.613654693217065e-05,0.900408328846942
WCST Trials per Category 3,207,0.026703067798024005,0.02878815112030042,0.028804407029339396,0.038981602307031404,0.0020850833222764154,0.9335276681450148,1.625590903897578e-05,0.953919094064472,0.010177195277692008,0.14816171834160746
WCST Trials per Category 4,203,0.010145652944800854,0.018994174884643278,0.02592242332614547,0.026787798084142223,0.008848521939842424,0.6207358834587846,0.006928248441502194,0.23914905294969485,0.0008653747579967508,0.6775718369867119
WCST Trials per Category 5,199,0.011692586473948663,0.04172183991545564,0.044093372635435224,0.07082409349606233,0.030029253441506976,0.11305401351629613,0.0023715327199795855,0.49091934124517567,0.02673072086062711,0.020101651958233914
WCST Trials per Category 6,193,0.007490040741072734,0.011204733091645935,0.012522985285865484,0.01377311992756991,0.003714692350573201,0.8724809543749601,0.001318252194219549,0.6188602319950512,0.0012501346417044257,0.628776330293732
WCST Switch Cost Error k1,210,0.022547967299205385,0.045988817190415476,0.05033327383928643,0.058641700324889356,0.02344084989121009,0.17445615591319755,0.0043444566488709535,0.33635594034938543,0.008308426485602927,0.18330228816290067
WCST Switch Cost Error k2,209,0.029981329580150096,0.04466145934511878,0.06952231259782504,0.06956427755863115,0.014680129764968686,0.3759772187191898,0.02486085325270626,0.02116527833312818,4.196496080610679e-05,0.924240150572362
WCST Switch Cost Error k3,209,0.017152358561937642,0.025673514367089867,0.02622666251759842,0.027974042757766493,0.008521155805152225,0.6210473528014244,0.0005531481505085534,0.7351568717871737,0.0017473802401680727,0.5484450590894043
WCST Switch Cost Error k4,209,0.003563387959953146,0.0505508983798707,0.05399292066466299,0.05670976490118118,0.046987510419917555,0.02007120497978857,0.00344202228479229,0.3922923424379703,0.00271684423651819,0.4476292448943787
WCST Switch Cost Error k5,209,0.003211036010887902,0.03289156414942496,0.039282089230845196,0.040032030905353455,0.029680528138537055,0.10447123057117329,0.00639052508142024,0.24775653732481,0.0007499416745082588,0.6923314444321651
WCST Switch Cost RT k1,210,0.00967927632568133,0.01220857898551786,0.013074167197511422,0.01309572870581055,0.00252930265983653,0.9138183201183451,0.0008655882119935621,0.6735077165349774,2.1561508299128285e-05,0.947099547602896
WCST Switch Cost RT k2,209,0.018209583348303804,0.019205074597790306,0.02000868694473601,0.023269397781965684,0.000995491249486502,0.9765424656548899,0.0008036123469457035,0.6844434148678751,0.0032607108372296745,0.41366743707913944
WCST Switch Cost RT k3,209,0.0056222104342663615,0.012572653543122536,0.019229308475481766,0.019285117847219313,0.006950443108856175,0.6991253637030177,0.0066566549323592294,0.24301820926304554,5.580937173754741e-05,0.9149354298276979
WCST Switch Cost RT k4,209,0.0049901157131936325,0.012731367247083347,0.012970793602044006,0.02621741505601838,0.007741251533889715,0.66178983162245,0.000239426354960659,0.825036726328893,0.013246621453974372,0.0997781547700868
WCST Switch Cost RT k5,209,0.0049937375225879155,0.03447889520434022,0.03789964863220807,0.03813746590818279,0.029485157681752305,0.10584958055071897,0.003420753427867851,0.3977339686246396,0.00023781727597471658,0.8238184811226807
WCST Delta Plot Slope (correct),212,0.009179852288236034,0.01577791868406586,0.03677844116716633,0.04157833641370434,0.006598066395829827,0.7102965578712901,0.02100052248310047,0.03571396363906045,0.004799895246538011,0.3133235363833514
WCST RT Vincentile p10 (correct),212,0.09571467359941921,0.10292272405864389,0.1065341065265607,0.10782605317820726,0.00720805045922468,0.6475240948614356,0.0036113824679168127,0.3637442592902458,0.0012919466516465583,0.587367784424677
WCST RT Vincentile p30 (correct),212,0.10500836319735019,0.11664189458004637,0.12559099051202727,0.127767548498806,0.011633531382696183,0.4399276492109504,0.0089490959319809,0.14901372022084658,0.0021765579867787377,0.4763619012381065
WCST RT Vincentile p50 (correct),212,0.08527282519299983,0.09353842935283285,0.10309878096712366,0.10507632126528066,0.008265604159833018,0.59887308365635,0.009560351614290807,0.14088143907000408,0.001977540298156999,0.5027219327543004
WCST RT Vincentile p70 (correct),212,0.06595563189245601,0.07976901488846888,0.09263394615132448,0.09497503404398122,0.013813382996012868,0.37995502660283303,0.012864931262855595,0.08973494477994734,0.0023410878926567458,0.46840799402726774
WCST RT Vincentile p90 (correct),212,0.02668619601028588,0.035201670655477746,0.056257050637999684,0.06132483119879251,0.008515474645191867,0.6117638770123844,0.021055379982521938,0.03365037850512716,0.005067780560792823,0.2952076600858881
WCST Mean RT (All),212,0.049326238976526215,0.05896751222345564,0.07756393425548946,0.07982766163296295,0.009641273246929427,0.5509220746984116,0.01859642203203382,0.043348327591040035,0.00226372737747349,0.4794914068863425
WCST Accuracy (All),212,0.009174811749756873,0.01291194114386518,0.01536902708766219,0.02298170116467768,0.0037371293941083072,0.8541655162892182,0.0024570859437970105,0.47527600225682387,0.007612674077015491,0.20883543579625582
WCST Error Rate (All),212,0.009174811749757206,0.012911941143865402,0.01536902708766219,0.02298170116467768,0.0037371293941081962,0.8541655162892292,0.0024570859437967885,0.47527600225684363,0.007612674077015491,0.20883543579626163
WCST Inverse Efficiency Score,212,0.028740890308195932,0.042239278367956046,0.05155918621364697,0.05643842279568079,0.013498388059760114,0.4088965477787275,0.009319907845690922,0.15732705132387725,0.004879236582033819,0.3055972711583557
WCST Pre-Error RT Slope (Mean),208,0.005098895528032776,0.021369206541614894,0.06436081213837075,0.06619023959714254,0.016270311013582117,0.3422550806623862,0.042991605596755855,0.0026887695332418462,0.001829427458771793,0.5320578897368133
WCST Pre-Error RT Slope (SD),208,0.004714992436703147,0.030462143758027582,0.031618386632914275,0.03628862241009312,0.025747151321324435,0.150623492042098,0.0011562428748866926,0.6247454277817617,0.004670235777178844,0.3260645637616426
WCST Pre-Error Events (N),212,0.004018945616104164,0.008579475649537316,0.011085953278229033,0.016927769608217513,0.004560530033433152,0.8139003181404827,0.0025064776286917168,0.47183865268655534,0.005841816329988481,0.2721841499589485
WCST Block PE Slope,212,0.03287426666894666,0.03912516350432782,0.07896622828759847,0.0957334230833009,0.006250896835381159,0.7198910913464827,0.03984106478327065,0.0032524366046908183,0.016767194795702434,0.05316167860383369
WCST Block PE Intercept,212,0.018254072820251044,0.04629640189185269,0.061105272353349394,0.07106217318682473,0.028042329071601646,0.11238017279447589,0.014808870461496704,0.07362222745224403,0.009956900833475335,0.1407594819791604
WCST Block PE R-squared,204,0.01636499869521768,0.0325634541862978,0.037479786240967816,0.04315767929289016,0.01619845549108012,0.3481893036051589,0.004916332054670014,0.3170380608756876,0.005677893051922345,0.2821568288687031
WCST Block PE Initial,212,0.018867646888485523,0.04189815891789472,0.06825882043574383,0.07300439891415889,0.0230305120294092,0.178886648885678,0.026360661517849104,0.016912836498538093,0.004745578478415058,0.30802473180916573
WCST Block PE Final,212,0.006639129068457872,0.01750286803925427,0.018374800430450478,0.02421084024533915,0.0108637389707964,0.518141910994772,0.0008719323911962062,0.6700292886128629,0.005836039814888672,0.27064379494565793
WCST Block PE Change,212,0.02400779908741857,0.025097094832878808,0.04094470476916834,0.05264848158484081,0.0010892957454602392,0.9725044416732306,0.01584760993628953,0.06713963474411104,0.011703776815672473,0.11394089872867477
WCST Block PE Blocks,212,0.002877358104997896,0.004944111813756202,0.00882323706663335,0.010264954285534977,0.0020667537087583066,0.9343029602799697,0.003879125252877147,0.371457274556073,0.001441717218901628,0.586263415177996
WCST PE Rate Slope (Half),212,0.04264952063533145,0.04487970877855718,0.053223047866104545,0.06449348072055505,0.002230188143225731,0.9229128474534725,0.008343339087547363,0.18041017302356388,0.011270432854450507,0.11850181382116967
WCST PE Rate Slope (Quartile),212,0.022540784678449555,0.025508307294603738,0.04328406511947602,0.05030759641935356,0.0029675226161541834,0.8900224347073035,0.017775757824872285,0.05234327129978881,0.007023531299877539,0.22075284816742696
WCST Category PE Slope,207,0.007613831084023359,0.023380507183488053,0.024323813597909916,0.025066352316008844,0.015766676099464694,0.3579276230759944,0.0009433064144218628,0.6606056710341542,0.0007425387180989285,0.6974611358209407
WCST Category PE Delta (First3-Last3),193,0.013268412631066817,0.019661303912288042,0.031020930132390823,0.03132651826521471,0.006392891281221225,0.7485159903874135,0.011359626220102781,0.14145713875552413,0.0003055881328238863,0.8093712768737686
WCST Post-Shift PE Count Slope,207,0.0033613610036741237,0.011167845094467443,0.011659373141527207,0.011902290617401001,0.00780648409079332,0.6629060386524604,0.0004915280470597638,0.7528010575353346,0.00024291747587379398,0.825175056356907
WCST Post-Shift PE Rate Slope (K3),203,0.013180135358873413,0.021716483294977218,0.02249969709620614,0.025558871940110084,0.008536347936103805,0.6334121582647059,0.0007832138012289214,0.6923244539458259,0.0030591748439039446,0.4349150623117304
WCST Post-Shift PE Rate Slope (K5),203,0.001256456852761989,0.003610538240526151,0.015267237542604173,0.01898405366498046,0.002354081387764162,0.9262814536347241,0.011656699302078022,0.12932073189275103,0.0037168161223762874,0.39109950137997807
