outcome_column,n,ucla_beta,ucla_se,ucla_t,ucla_p,r2,adj_r2,cov_type,outcome,outcome_type,confirm_len,include_errors,use_log
rt_ms_exploration,194,99.66663288027749,58.39375762001158,1.7068028663070942,0.08951861851734853,0.031501415680533884,0.00042659479327833427,nonrobust,exploration,phase_mean,3,True,False
rt_ms_confirmation,197,152.12567409224042,48.90109402879615,3.1108848812801386,0.0021527638331309672,0.09243592129631306,0.06377600302145969,nonrobust,confirmation,phase_mean,3,True,False
rt_ms_exploitation,197,31.771697351694076,35.206436904283535,0.9024400122645879,0.3679657951239541,0.06543418103959575,0.035921576230319774,nonrobust,exploitation,phase_mean,3,True,False
exploration_minus_exploitation,194,67.19447700094058,51.37102299740175,1.3080229491310529,0.19247113596499948,0.01880342195801843,-0.012678821187713574,nonrobust,exploration_minus_exploitation,phase_contrast,3,True,False
confirmation_minus_exploitation,197,120.35397674054641,36.162215268008794,3.328169357119517,0.0010497483514146744,0.06953799987555365,0.04015498934530792,nonrobust,confirmation_minus_exploitation,phase_contrast,3,True,False
exploration_minus_confirmation,194,-60.8672363532271,51.89501601591979,-1.1728917538931851,0.24233109986098766,0.025216309597943187,-0.0060601724470426,nonrobust,exploration_minus_confirmation,phase_contrast,3,True,False
