participant_id,gender,ucla_score,pure_interference,facilitation,traditional_interference
GE4hogtdLdTFbNasENgtm6SO3hC3,여성,56.0,69.46666666451415,127.98746031539304,197.4541269799072
ORvIk1xRWIQmKuLVe6GXNouvAXx2,여성,54.0,174.277777787712,137.47222222553353,311.75000001324554
80UJMJbCOMgs6YVpsMgXfYTzw6o2,여성,56.0,5.6166666668012795,68.51111111106968,74.12777777787096
rUuJv5gl7dWVo7UPQWMx4bohxhK2,여성,43.0,57.90000000001669,322.5592857142692,380.4592857142859
xyAILKfYP2M8GqAai11x6NT7IcP2,남성,35.0,258.00555555557366,-53.91111111113173,204.09444444444193
pcbRW89vVJcviD87V3uxyG4I9st2,남성,33.0,64.66944444443084,25.91666666667959,90.58611111111043
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,여성,42.0,266.9805556668175,50.77777788374169,317.7583335505592
yatBVTBMCSMp0wJluOCLzTFKMyP2,여성,35.0,63.80555555545209,-29.972222221911693,33.833333333540395
u64Uf920g5VD9Byq26LT2rs5o4t1,남성,34.0,24.594444448749186,73.70555555158194,98.30000000033112
nT1qJOiMyDdJ9ui4el195A8Hsgs1,여성,62.0,26.80833332406155,84.88055556681422,111.68888889087577
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,남성,40.0,136.2583333336645,78.50555555543133,214.76388888909582
dGL2zPQyEvdibcvxeTencpgoWbg2,남성,37.0,113.56349206348182,-63.92460317458972,49.6388888888921
ric6cNjG25XmZJCiKZDOxzeezao1,남성,44.0,95.85555555555686,-34.597222222189885,61.25833333336698
kxerHPSL3bQjD74HhiebYf3blPr1,여성,43.0,141.44444444441865,-9.86111111110472,131.58333333331393
2h5FgHUEvBS1twD5DqbTIRrMm1f2,남성,65.0,127.30555554562147,11.552777782082558,138.85833332770403
lpzDdvuMkKWkPxu6xeclmdctEp42,여성,52.0,100.43055554893283,2.863888886239806,103.29444443517264
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,여성,23.0,310.88412698411673,75.11111111108846,385.9952380952052
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,남성,38.0,171.9833333492279,-44.74444444974256,127.23888889948535
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,여성,57.0,-16.18888886769605,161.83055557145008,145.64166670375403
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,남성,64.0,84.07222225268674,11.119444443119846,95.19166669580659
LliUMEIsrCVZ88YFQfevan2Og4z1,남성,28.0,47.47222222222865,55.413888888866836,102.88611111109549
EUhcW9kURScie1DwGPHqmNqotJB2,여성,36.0,80.86388885312613,49.07777779632124,129.94166664944737
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,여성,54.0,85.59166666203078,-120.11111110779973,-34.519444445768954
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,남성,54.0,273.9714285573316,-31.966666662030775,242.00476189530082
vpFmF3TtdQTW3MyS8ouwz3urZVs2,남성,25.0,212.76666666670815,72.69722222205667,285.4638888887648
wdppvL4tIkVlGjou6aYzzjlaZXB2,남성,44.0,68.61111111080072,40.61388888893032,109.22499999973104
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,여성,41.0,39.187460304678325,126.04444444345108,165.2319047481294
K26uNuY0VNPjJNF26wEx3bFg0kr2,여성,43.0,19.244444444426335,64.61111111114997,83.8555555555763
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,여성,29.0,59.38888888890506,9.083333333352698,68.47222222225776
DPvStUYSmohmXwFwaKRqHv89R3k1,남성,52.0,191.68055556880108,25.219444433848025,216.9000000026491
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,여성,39.0,62.3611111111112,20.05555555556839,82.41666666667959
62fAfeQc27bZelkPX7G54T3gvci2,여성,49.0,222.1478571428113,-32.39722222206183,189.75063492074946
q0Atnpm0jZS5swcVmq0EMalQUKw1,여성,24.0,93.7777777777784,-37.4722222222224,56.305555555556
kR2rCtaPyPaj7YMizKUDn5xL2qx1,남성,53.0,204.73611111115633,64.24444444443918,268.9805555555955
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,여성,59.0,104.53333333796922,35.38888888557756,139.92222222354678
mwsliuPsLFhRFjtjQwYkqcCRDvi2,남성,49.0,-4.363888912730658,-39.35555553436279,-43.71944444709345
iKVZi0Oo96UrMBhPQMHWFcf55uA3,남성,33.0,-1.833333333355995,131.84313725490438,130.00980392154838
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,남성,34.0,51.6555555512507,-49.899999997682016,1.7555555535686835
ssPK6ISW0HerTGke9hznqJ2LpKu1,남성,41.0,76.07222212685485,57.572222391764285,133.64444451861914
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,남성,40.0,98.43333333331975,27.850000000007412,126.28333333332716
5zxa5CMLGQSSonWOXqXf0QNS3PH3,남성,54.0,66.78055557277469,62.886111100514654,129.66666667328934
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,여성,43.0,45.171666666347846,95.95611111157473,141.12777777792257
h5RYP03wJuVN0xo7qAR8CKFxLaj1,여성,29.0,278.9944444414641,16.341666671964845,295.33611111342896
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,남성,30.0,317.6250000066227,69.18888889418713,386.81388890080984
v8nNKiWvPdcjiHXZci39OuFTY6M2,여성,31.0,202.76388888309384,14.766666668984726,217.53055555207857
LSLmd8jENtONZFVkIpRDX665Bu73,여성,20.0,127.73888889948535,102.78888888491531,230.52777778440066
mUZzgdWKnPb2txOkJg9FHgqX5792,여성,33.0,185.84444443053667,-49.92222221361271,135.92222221692396
WbOfW9KmUkPQK8o5hlHJnJFdpp92,남성,22.0,-70.33611110846209,91.9238562088924,21.58774510043031
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,여성,32.0,221.9666666752762,18.6583333247238,240.625
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,여성,50.0,236.75833333335083,-58.23611111111438,178.52222222223645
tSvrYUUA5nbPdK6C5D73giKnIDv2,여성,37.0,-90.13888888888891,96.61111111109813,6.472222222209211
fEq0OghbLpfD1jigl1Mbz96aMbg2,여성,31.0,-0.9055555524925012,84.1333333324227,83.2277777799302
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,남성,49.0,59.15277777767426,107.22222222201526,166.37499999968952
cEIs6U87xfbSL5eFTXDK77MmvNf1,남성,62.0,82.40000000264911,-37.09166671170124,45.30833329094787
AsXBOflrszVNKoFqbN61bMJqS0k2,여성,42.0,100.87777777843996,21.04444444179535,121.92222222023531
Fz7EUjZCLuUBxLDUVtN6djaBTy42,남성,49.0,55.14722222089779,33.6194444464312,88.76666666732899
DzB19GqCB7fyrlEPexogWkjFzEx2,여성,25.0,91.08333335982434,89.49722221201523,180.58055557183957
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,여성,49.0,46.5277777777585,44.49999999998704,91.02777777774554
xBGZhFOeypWnqzSQClkrwV9z2vF3,남성,43.0,117.41388888888628,90.93333333334238,208.34722222222865
