metric,ucla_beta,ucla_p,interaction_beta,interaction_p
pure_interference,16.79168647097852,0.25178470500524675,-25.746943880123325,0.16699033882240308
facilitation,-14.396970475660968,0.24513804397140784,21.983686013223576,0.16280931575953425
traditional_interference,2.394715995317558,0.8830984252683476,-3.763257866899753,0.8555314464224814
