gender,n,beta_linear,p_linear,beta_quadratic,p_quadratic,r2_linear,r2_quadratic,delta_r2,optimal_threshold,roc_auc
남성,56,0.07253123128966954,0.8209257919440638,-0.0007154959965552984,0.8476328465658798,0.001194669151932115,0.001896742934421547,0.0007020737824894319,43.0,0.5038265306122449
