gender,quartile,n,r,p,beta,mean_bottleneck,sd_bottleneck
male,Q1,27,0.29550815938800246,0.1345233155922612,5.243256704572759,614.6462542266781,216.4340697148018
male,Q4,27,0.24064250006377064,0.22661919048549095,3.667246341343369,455.43726064915523,185.89244296138955
female,Q1,44,-0.26346322560701735,0.08399131861714258,-5.367728576363028,704.7917391204766,258.1191445499584
female,Q4,44,-0.00840120879308305,0.9568364331187493,-0.14896982985822593,646.3835371064342,224.64989398780688
