fold,model,Accuracy,F1,Precision,Recall,ROC_AUC,PR_AUC
1,gbrt,0.6285714285714286,0.3157894736842105,0.3333333333333333,0.3,0.624,0.41558285376197085
2,gbrt,0.6764705882352942,0.15384615384615385,0.3333333333333333,0.1,0.7416666666666667,0.5236671947427096
3,gbrt,0.6764705882352942,0.35294117647058826,0.375,0.3333333333333333,0.5511111111111111,0.34172060348014943
4,gbrt,0.6764705882352942,0.47619047619047616,0.4166666666666667,0.5555555555555556,0.5244444444444445,0.4753713606654783
5,gbrt,0.6470588235294118,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5333333333333334,0.4762091817647373
