gender,mean,se,ci_lower,ci_upper,significant
Female,-0.17435008889811493,0.2264909304460228,-0.6405168431489199,0.2648203052152376,False
Male,0.06012713688383169,0.2474986027630134,-0.39908695727419624,0.5852899547679485,False
