outcome,ucla_beta,ucla_p,ucla_sig,interaction_beta,interaction_p,interaction_sig,r_squared
pe_rate,-0.06706489338877002,0.6043917632209577,,0.19848038642245064,0.2549116026341324,,0.04318548813865031
prp_bottleneck,-0.012942139653240176,0.9174379044278269,,0.28499354683389,0.09114261495885316,,0.10908980283537162
stroop_interference,0.058319452627048116,0.653687809383796,,0.12381356876462055,0.4788520728409682,,0.03487752818367873
