gender,mean,se,ci_lower,ci_upper,significant
Female,0.04948142571573218,0.20234631341790107,-0.36426489793161365,0.44362264047728117,False
Male,-0.10010325457131146,0.40334808330454164,-0.8909599789081751,0.7288454420181042,False
