path,female_beta,female_se,male_beta,male_se
UCLA -> DASS Stress,0.4450241242158206,0.08926859337689781,0.6341973945117544,0.09137920680848535
DASS Stress -> WCST Perseverative Error Rate,0.10270780857109421,0.4460933309216761,-0.18747515514468474,0.6344604572106984
UCLA -> WCST Perseverative Error Rate (direct),-0.641256810056037,0.4897045225608895,-0.33529932613091984,0.6713124788119222
